ortholog_1 gene-HOLleu_00014 AFI21291.1
ortholog_8003 gene-HOLleu_36884 AFI00145.1
ortholog_8004 gene-HOLleu_36886 AFI19699.1
ortholog_8005 gene-HOLleu_36910 AFI01765.1
ortholog_8006 gene-HOLleu_36911 AFI19321.1
ortholog_8007 gene-HOLleu_36920 AFI19774.1
ortholog_8008 gene-HOLleu_36925 AFI16172.1
ortholog_8009 gene-HOLleu_36927 AFI00670.1
ortholog_8010 gene-HOLleu_36929 AFI01290.1
ortholog_8011 gene-HOLleu_36930 AFI14766.1
ortholog_8012 gene-HOLleu_36933 AFI18551.1
ortholog_8013 gene-HOLleu_36946 AFI05827.1
ortholog_8014 gene-HOLleu_36948 AFI18619.1
ortholog_8015 gene-HOLleu_36952 AFI00675.1
ortholog_8016 gene-HOLleu_36967 AFI00414.1
ortholog_8017 gene-HOLleu_36982 AFI00026.1
ortholog_8018 gene-HOLleu_36985 AFI18518.1
ortholog_8019 gene-HOLleu_36986 AFI19143.1
ortholog_8020 gene-HOLleu_37000 AFI01477.1
ortholog_8021 gene-HOLleu_37002 AFI13543.1
ortholog_8022 gene-HOLleu_37004 AFI03634.1
ortholog_8023 gene-HOLleu_37017 AFI19666.1
ortholog_8024 gene-HOLleu_37018 AFI00511.1
ortholog_8025 gene-HOLleu_37022 AFI18721.1
ortholog_8026 gene-HOLleu_37031 AFI01476.2
ortholog_8027 gene-HOLleu_37040 AFI19064.4
ortholog_8028 gene-HOLleu_37041 AFI30085.1
ortholog_8029 gene-HOLleu_37061 AFI05951.1
ortholog_8030 gene-HOLleu_37087 AFI02628.1
ortholog_8031 gene-HOLleu_37107 AFI21979.3
ortholog_8032 gene-HOLleu_37111 AFI22345.1
ortholog_8033 gene-HOLleu_37112 AFI22307.1
ortholog_8034 gene-HOLleu_37123 AFI07890.1
ortholog_8035 gene-HOLleu_37124 AFI07776.1
ortholog_8036 gene-HOLleu_37125 AFI07826.1
ortholog_8037 gene-HOLleu_37138 AFI07940.1
ortholog_8038 gene-HOLleu_37140 AFI21713.1
ortholog_8039 gene-HOLleu_37148 AFI00959.1
ortholog_8040 gene-HOLleu_37150 AFI07810.1
ortholog_8041 gene-HOLleu_37151 AFI22059.1
ortholog_8042 gene-HOLleu_37153 AFI19276.2
ortholog_8043 gene-HOLleu_37156 AFI22815.1
ortholog_8044 gene-HOLleu_37157 AFI21551.1
ortholog_8045 gene-HOLleu_37158 AFI21535.1
ortholog_8046 gene-HOLleu_37161 AFI20676.1
ortholog_8047 gene-HOLleu_37166 AFI07858.1
ortholog_8048 gene-HOLleu_37177 AFI07363.1
ortholog_8049 gene-HOLleu_37178 AFI21942.1
ortholog_8050 gene-HOLleu_37179 AFI14483.1
ortholog_8051 gene-HOLleu_37201 AFI22432.1
ortholog_8052 gene-HOLleu_37202 AFI07631.1
ortholog_8053 gene-HOLleu_37210 AFI22780.1
ortholog_8054 gene-HOLleu_37211 AFI22265.1
ortholog_8055 gene-HOLleu_37213 AFI22465.1
ortholog_8056 gene-HOLleu_37215 AFI09724.1
ortholog_8057 gene-HOLleu_37216 AFI09390.1
ortholog_8058 gene-HOLleu_37219 AFI29229.1
ortholog_8059 gene-HOLleu_37222 AFI07388.1
ortholog_8060 gene-HOLleu_37231 AFI29254.1
ortholog_8061 gene-HOLleu_37234 AFI07453.2
ortholog_8062 gene-HOLleu_37235 AFI22018.1
ortholog_8063 gene-HOLleu_37237 AFI21721.1
ortholog_8064 gene-HOLleu_37243 AFI21534.4
ortholog_8065 gene-HOLleu_37244 AFI22783.3
ortholog_8066 gene-HOLleu_37251 AFI06634.1
ortholog_8067 gene-HOLleu_37259 AFI22436.1
ortholog_8068 gene-HOLleu_37262 AFI22648.1
ortholog_8069 gene-HOLleu_37265 AFI07006.1
ortholog_8070 gene-HOLleu_37269 AFI07273.1
ortholog_8071 gene-HOLleu_37274 AFI22486.1
ortholog_8072 gene-HOLleu_37275 AFI21865.1
ortholog_8073 gene-HOLleu_37279 AFI07498.1
ortholog_8074 gene-HOLleu_37281 AFI22757.1
ortholog_8075 gene-HOLleu_37282 AFI21796.1
ortholog_8076 gene-HOLleu_37291 AFI07384.1
ortholog_8077 gene-HOLleu_37293 AFI21616.1
ortholog_8078 gene-HOLleu_37294 AFI21587.1
ortholog_8079 gene-HOLleu_37295 AFI29612.1
ortholog_8080 gene-HOLleu_37297 AFI06918.2
ortholog_8081 gene-HOLleu_37299 AFI06813.1
ortholog_8082 gene-HOLleu_37328 AFI22315.1
ortholog_8083 gene-HOLleu_37330 AFI21954.1
ortholog_8084 gene-HOLleu_37331 AFI21702.1
ortholog_8085 gene-HOLleu_37333 AFI22076.1
ortholog_8086 gene-HOLleu_37335 AFI29040.1
ortholog_8087 gene-HOLleu_37341 AFI22069.1
ortholog_8088 gene-HOLleu_37344 AFI21666.1
ortholog_8089 gene-HOLleu_37363 AFI22393.1
ortholog_8090 gene-HOLleu_37366 AFI27592.1
ortholog_8091 gene-HOLleu_37384 AFI22052.1
ortholog_8092 gene-HOLleu_37402 AFI21773.1
ortholog_8093 gene-HOLleu_37410 AFI07794.1
ortholog_8094 gene-HOLleu_37412 AFI09350.1
ortholog_8095 gene-HOLleu_37413 AFI21581.1
ortholog_8096 gene-HOLleu_37419 AFI07757.1
ortholog_8097 gene-HOLleu_37423 AFI21831.1
ortholog_8098 gene-HOLleu_37425 AFI22067.1
ortholog_8099 gene-HOLleu_37427 AFI17947.1
ortholog_8100 gene-HOLleu_37431 AFI16612.1
ortholog_8101 gene-HOLleu_37433 AFI21585.1
ortholog_8102 gene-HOLleu_37436 AFI07392.1
ortholog_8103 gene-HOLleu_37438 AFI21615.1
ortholog_8104 gene-HOLleu_37442 AFI29285.1
ortholog_8105 gene-HOLleu_37445 AFI05426.1
ortholog_8106 gene-HOLleu_37450 AFI07686.1
ortholog_8107 gene-HOLleu_37452 AFI22806.1
ortholog_8108 gene-HOLleu_37459 AFI22443.1
ortholog_8109 gene-HOLleu_37460 AFI24587.1
ortholog_8110 gene-HOLleu_37468 AFI21651.2
ortholog_8111 gene-HOLleu_37469 AFI21957.1
ortholog_8112 gene-HOLleu_37470 AFI22503.1
ortholog_8113 gene-HOLleu_37473 AFI22782.1
ortholog_8114 gene-HOLleu_37474 AFI21879.1
ortholog_8115 gene-HOLleu_37507 AFI07603.1
ortholog_8116 gene-HOLleu_37508 AFI01898.1
ortholog_8117 gene-HOLleu_37509 AFI22191.1
ortholog_8118 gene-HOLleu_37515 AFI21687.1
ortholog_8119 gene-HOLleu_37521 AFI21814.1
ortholog_8120 gene-HOLleu_37526 AFI21935.1
ortholog_8121 gene-HOLleu_37528 AFI22400.1
ortholog_8122 gene-HOLleu_37529 AFI06733.1
ortholog_8123 gene-HOLleu_37542 AFI01873.1
ortholog_8124 gene-HOLleu_37543 AFI01915.1
ortholog_8125 gene-HOLleu_37550 AFI22217.1
ortholog_8126 gene-HOLleu_37551 AFI21559.1
ortholog_8127 gene-HOLleu_37553 AFI22511.1
ortholog_8128 gene-HOLleu_37556 AFI07662.2
ortholog_8129 gene-HOLleu_37558 AFI21832.1
ortholog_8130 gene-HOLleu_37562 AFI18361.1
ortholog_8131 gene-HOLleu_37568 AFI22372.1
ortholog_8132 gene-HOLleu_37569 AFI22320.1
ortholog_8133 gene-HOLleu_37571 AFI31219.1
ortholog_8134 gene-HOLleu_37573 AFI22022.2
ortholog_8135 gene-HOLleu_37581 AFI07146.1
ortholog_8136 gene-HOLleu_37585 AFI22293.1
ortholog_8137 gene-HOLleu_37586 AFI13676.1
ortholog_8138 gene-HOLleu_37588 AFI07837.1
ortholog_8139 gene-HOLleu_37593 AFI22158.1
ortholog_8140 gene-HOLleu_37599 AFI22959.1
ortholog_8141 gene-HOLleu_37600 AFI23169.1
ortholog_8142 gene-HOLleu_37602 AFI23047.1
ortholog_8143 gene-HOLleu_37605 AFI07032.1
ortholog_8144 gene-HOLleu_37606 AFI07644.1
ortholog_8145 gene-HOLleu_37607 AFI07061.3
ortholog_8146 gene-HOLleu_37608 AFI01909.1
ortholog_8147 gene-HOLleu_37609 AFI01919.1
ortholog_8148 gene-HOLleu_37613 AFI22546.1
ortholog_8149 gene-HOLleu_37616 AFI22535.2
ortholog_8150 gene-HOLleu_37628 AFI22414.1
ortholog_8151 gene-HOLleu_37629 AFI22672.1
ortholog_8152 gene-HOLleu_37630 AFI22601.1
ortholog_8153 gene-HOLleu_37631 AFI23914.1
ortholog_8154 gene-HOLleu_37632 AFI06707.1
ortholog_8155 gene-HOLleu_37633 AFI22151.1
ortholog_8156 gene-HOLleu_37635 AFI07152.1
ortholog_8157 gene-HOLleu_37640 AFI06877.1
ortholog_8158 gene-HOLleu_37641 AFI22636.1
ortholog_8159 gene-HOLleu_37645 AFI30152.1
ortholog_8160 gene-HOLleu_37646 AFI28065.1
ortholog_8161 gene-HOLleu_37647 AFI22201.2
ortholog_8162 gene-HOLleu_37648 AFI10540.2
ortholog_8163 gene-HOLleu_37649 AFI07352.2
ortholog_8164 gene-HOLleu_37655 AFI22527.4
ortholog_8165 gene-HOLleu_37656 AFI21725.1
ortholog_8166 gene-HOLleu_37657 AFI22006.1
ortholog_8167 gene-HOLleu_37668 AFI12171.1
ortholog_8168 gene-HOLleu_37685 AFI06939.1
ortholog_8169 gene-HOLleu_37686 AFI07299.2
ortholog_8170 gene-HOLleu_37690 AFI07882.1
ortholog_8171 gene-HOLleu_37699 AFI02359.1
ortholog_8172 gene-HOLleu_37701 AFI02518.1
ortholog_8173 gene-HOLleu_37703 AFI06959.1
ortholog_8174 gene-HOLleu_37704 AFI07020.1
ortholog_8175 gene-HOLleu_37708 AFI22066.1
ortholog_8176 gene-HOLleu_37709 AFI22726.1
ortholog_8177 gene-HOLleu_37710 AFI22279.1
ortholog_8178 gene-HOLleu_37712 AFI22294.1
ortholog_8179 gene-HOLleu_37716 AFI22025.1
ortholog_8180 gene-HOLleu_37718 AFI22042.1
ortholog_8181 gene-HOLleu_37720 AFI22413.1
ortholog_8182 gene-HOLleu_37721 AFI22226.1
ortholog_8183 gene-HOLleu_37722 AFI03219.1
ortholog_8184 gene-HOLleu_37737 AFI07125.1
ortholog_8185 gene-HOLleu_37738 AFI22497.3
ortholog_8186 gene-HOLleu_37740 AFI22266.1
ortholog_8187 gene-HOLleu_37742 AFI22463.6
ortholog_8188 gene-HOLleu_37744 AFI22235.1
ortholog_8189 gene-HOLleu_37752 AFI22562.1
ortholog_8190 gene-HOLleu_37760 AFI21512.1
ortholog_8191 gene-HOLleu_37761 AFI21812.1
ortholog_8192 gene-HOLleu_37763 AFI21632.1
ortholog_8193 gene-HOLleu_37766 AFI21854.1
ortholog_8194 gene-HOLleu_37780 AFI21719.1
ortholog_8195 gene-HOLleu_37782 AFI11593.1
ortholog_8196 gene-HOLleu_37784 AFI26193.1
ortholog_8197 gene-HOLleu_37789 AFI19103.1
ortholog_8198 gene-HOLleu_37796 AFI25260.1
ortholog_8199 gene-HOLleu_37814 AFI21847.1
ortholog_8200 gene-HOLleu_37817 AFI21600.1
ortholog_8201 gene-HOLleu_37821 AFI06693.2
ortholog_8202 gene-HOLleu_37822 AFI07303.7
ortholog_8203 gene-HOLleu_37828 AFI22620.1
ortholog_8204 gene-HOLleu_37833 AFI06559.1
ortholog_8205 gene-HOLleu_37837 AFI22131.1
ortholog_8206 gene-HOLleu_37839 AFI22725.1
ortholog_8207 gene-HOLleu_37840 AFI21894.1
ortholog_8208 gene-HOLleu_37868 AFI17567.1
ortholog_8209 gene-HOLleu_37888 AFI16425.3
ortholog_8210 gene-HOLleu_37892 AFI28683.1
ortholog_8211 gene-HOLleu_37894 AFI22771.1
ortholog_8212 gene-HOLleu_37896 AFI22238.2
ortholog_8213 gene-HOLleu_37898 AFI21586.1
ortholog_8214 gene-HOLleu_37903 AFI21808.1
ortholog_8215 gene-HOLleu_37904 AFI21490.1
ortholog_8216 gene-HOLleu_37905 AFI06720.1
ortholog_8217 gene-HOLleu_37908 AFI07550.2
ortholog_8218 gene-HOLleu_37912 AFI07733.1
ortholog_8219 gene-HOLleu_37914 AFI06961.1
ortholog_8220 gene-HOLleu_37918 AFI14861.1
ortholog_8221 gene-HOLleu_37924 AFI22349.1
ortholog_8222 gene-HOLleu_37925 AFI21692.1
ortholog_8223 gene-HOLleu_37929 AFI21730.1
ortholog_8224 gene-HOLleu_37933 AFI22000.1
ortholog_8225 gene-HOLleu_37935 AFI06868.1
ortholog_8226 gene-HOLleu_37941 AFI22740.2
ortholog_8227 gene-HOLleu_37942 AFI01294.1
ortholog_8228 gene-HOLleu_37947 AFI07667.1
ortholog_8229 gene-HOLleu_37948 AFI06785.4
ortholog_8230 gene-HOLleu_37950 AFI21977.2
ortholog_8231 gene-HOLleu_37951 AFI20820.1
ortholog_8232 gene-HOLleu_37952 AFI21418.1
ortholog_8233 gene-HOLleu_37955 AFI21637.1
ortholog_8234 gene-HOLleu_37959 AFI06905.1
ortholog_8235 gene-HOLleu_37962 AFI07288.1
ortholog_8236 gene-HOLleu_37977 AFI07579.3
ortholog_8237 gene-HOLleu_37981 AFI22587.1
ortholog_8238 gene-HOLleu_37983 AFI06876.1
ortholog_8239 gene-HOLleu_37984 AFI21743.1
ortholog_8240 gene-HOLleu_37985 AFI21686.1
ortholog_8241 gene-HOLleu_37986 AFI21582.1
ortholog_8242 gene-HOLleu_37991 AFI21536.1
ortholog_8243 gene-HOLleu_37992 AFI22683.1
ortholog_8244 gene-HOLleu_37993 AFI01734.1
ortholog_8245 gene-HOLleu_37995 AFI22628.1
ortholog_8246 gene-HOLleu_37997 AFI21531.1
ortholog_8247 gene-HOLleu_37999 AFI22614.1
ortholog_8248 gene-HOLleu_38003 AFI22119.7
ortholog_8249 gene-HOLleu_38008 AFI21988.1
ortholog_8250 gene-HOLleu_38010 AFI21976.1
ortholog_8251 gene-HOLleu_38012 AFI06922.1
ortholog_8252 gene-HOLleu_38017 AFI07524.3
ortholog_8253 gene-HOLleu_38029 AFI07712.2
ortholog_8254 gene-HOLleu_38030 AFI20384.1
ortholog_8255 gene-HOLleu_38032 AFI22792.1
ortholog_8256 gene-HOLleu_38033 AFI21783.1
ortholog_8257 gene-HOLleu_38052 AFI21851.1
ortholog_8258 gene-HOLleu_38053 AFI21489.1
ortholog_8259 gene-HOLleu_38054 AFI22164.1
ortholog_8260 gene-HOLleu_38056 AFI22594.1
ortholog_8261 gene-HOLleu_38058 AFI21591.1
ortholog_8262 gene-HOLleu_38061 AFI21643.1
ortholog_8263 gene-HOLleu_38078 AFI24894.1
ortholog_8264 gene-HOLleu_38100 AFI22965.1
ortholog_8265 gene-HOLleu_38103 AFI07646.1
ortholog_8266 gene-HOLleu_38118 AFI21781.1
ortholog_8267 gene-HOLleu_38120 AFI20812.1
ortholog_8268 gene-HOLleu_38127 AFI06973.1
ortholog_8269 gene-HOLleu_38128 AFI06778.1
ortholog_8270 gene-HOLleu_38132 AFI07408.1
ortholog_8271 gene-HOLleu_38149 AFI06603.1
ortholog_8272 gene-HOLleu_38151 AFI07433.4
ortholog_8273 gene-HOLleu_38152 AFI07065.1
ortholog_8274 gene-HOLleu_38153 AFI21775.2
ortholog_8275 gene-HOLleu_38156 AFI21919.1
ortholog_8276 gene-HOLleu_38157 AFI21649.2
ortholog_8277 gene-HOLleu_38161 AFI22697.1
ortholog_8278 gene-HOLleu_38164 AFI07612.1
ortholog_8279 gene-HOLleu_38165 AFI22744.1
ortholog_8280 gene-HOLleu_38166 AFI22356.3
ortholog_8281 gene-HOLleu_38167 AFI22554.1
ortholog_8282 gene-HOLleu_38168 AFI21903.1
ortholog_8283 gene-HOLleu_38169 AFI21932.2
ortholog_8284 gene-HOLleu_38174 AFI06101.1
ortholog_8285 gene-HOLleu_38175 AFI01926.1
ortholog_8286 gene-HOLleu_38177 AFI07479.1
ortholog_8287 gene-HOLleu_38183 AFI21920.1
ortholog_8288 gene-HOLleu_38186 AFI07036.1
ortholog_8289 gene-HOLleu_38187 AFI06907.1
ortholog_8290 gene-HOLleu_38189 AFI16009.1
ortholog_8291 gene-HOLleu_38190 AFI22797.1
ortholog_8292 gene-HOLleu_38194 AFI24215.1
ortholog_8293 gene-HOLleu_38210 AFI06627.1
ortholog_8294 gene-HOLleu_38213 AFI06643.1
ortholog_8295 gene-HOLleu_38214 AFI07499.1
ortholog_8296 gene-HOLleu_38216 AFI07577.1
ortholog_8297 gene-HOLleu_38217 AFI06611.1
ortholog_8298 gene-HOLleu_38230 AFI10606.1
ortholog_8299 gene-HOLleu_38232 AFI22111.2
ortholog_8300 gene-HOLleu_38238 AFI21936.1
ortholog_8301 gene-HOLleu_38241 AFI07527.1
ortholog_8302 gene-HOLleu_38243 AFI07468.1
ortholog_8303 gene-HOLleu_38272 AFI22199.5
ortholog_8304 gene-HOLleu_38274 AFI22790.1
ortholog_8305 gene-HOLleu_38275 AFI07202.1
ortholog_8306 gene-HOLleu_38278 AFI07739.1
ortholog_8307 gene-HOLleu_38279 AFI22180.1
ortholog_8308 gene-HOLleu_38286 AFI21911.1
ortholog_8309 gene-HOLleu_38299 AFI07732.1
ortholog_8310 gene-HOLleu_38300 AFI25781.1
ortholog_8311 gene-HOLleu_38306 AFI21662.1
ortholog_8312 gene-HOLleu_38318 AFI15049.1
ortholog_8313 gene-HOLleu_38320 AFI15580.1
ortholog_8314 gene-HOLleu_38322 AFI14638.1
ortholog_8315 gene-HOLleu_38323 AFI14492.3
ortholog_8316 gene-HOLleu_38325 AFI10311.1
ortholog_8317 gene-HOLleu_38332 AFI10283.1
ortholog_8318 gene-HOLleu_38338 AFI19700.1
ortholog_8319 gene-HOLleu_38352 AFI10304.1
ortholog_8320 gene-HOLleu_38355 AFI10418.1
ortholog_8321 gene-HOLleu_38377 AFI09414.1
ortholog_8322 gene-HOLleu_38386 AFI26829.1
ortholog_8323 gene-HOLleu_38387 AFI09530.1
ortholog_8324 gene-HOLleu_38392 AFI09874.1
ortholog_8325 gene-HOLleu_38395 AFI00378.1
ortholog_8326 gene-HOLleu_38402 AFI09431.1
ortholog_8327 gene-HOLleu_38414 AFI09503.1
ortholog_8328 gene-HOLleu_38418 AFI09967.1
ortholog_8329 gene-HOLleu_38446 AFI06427.1
ortholog_8330 gene-HOLleu_38450 AFI25209.1
ortholog_8331 gene-HOLleu_38452 AFI10244.1
ortholog_8332 gene-HOLleu_38460 AFI10115.1
ortholog_8333 gene-HOLleu_38461 AFI10760.1
ortholog_8334 gene-HOLleu_38462 AFI19607.1
ortholog_8335 gene-HOLleu_38463 AFI09827.1
ortholog_8336 gene-HOLleu_38465 AFI24919.1
ortholog_8337 gene-HOLleu_38476 AFI19008.1
ortholog_8338 gene-HOLleu_38477 AFI10270.1
ortholog_8339 gene-HOLleu_38478 AFI15102.2
ortholog_8340 gene-HOLleu_38485 AFI10027.1
ortholog_8341 gene-HOLleu_38490 AFI09579.1
ortholog_8342 gene-HOLleu_38503 AFI25233.1
ortholog_8343 gene-HOLleu_38512 AFI19358.1
ortholog_8344 gene-HOLleu_38516 AFI10239.2
ortholog_8345 gene-HOLleu_38519 AFI19522.1
ortholog_8346 gene-HOLleu_38520 AFI14060.3
ortholog_8347 gene-HOLleu_38521 AFI23657.1
ortholog_8348 gene-HOLleu_38522 AFI04106.1
ortholog_8349 gene-HOLleu_38523 AFI00812.1
ortholog_8350 gene-HOLleu_38528 AFI27799.1
ortholog_8351 gene-HOLleu_38531 AFI09428.1
ortholog_8352 gene-HOLleu_38532 AFI18906.1
ortholog_8353 gene-HOLleu_38533 AFI05375.1
ortholog_8354 gene-HOLleu_38537 AFI09773.1
ortholog_8355 gene-HOLleu_38538 AFI30144.1
ortholog_8356 gene-HOLleu_38540 AFI31934.1
ortholog_8357 gene-HOLleu_38541 AFI31532.1
ortholog_8358 gene-HOLleu_38542 AFI09564.1
ortholog_8359 gene-HOLleu_38543 AFI10322.1
ortholog_8360 gene-HOLleu_38556 AFI09583.1
ortholog_8361 gene-HOLleu_38557 AFI10161.1
ortholog_8362 gene-HOLleu_38559 AFI10417.1
ortholog_8363 gene-HOLleu_38560 AFI09848.1
ortholog_8364 gene-HOLleu_38562 AFI30017.1
ortholog_8365 gene-HOLleu_38563 AFI10826.1
ortholog_8366 gene-HOLleu_38565 AFI10666.1
ortholog_8367 gene-HOLleu_38566 AFI09850.1
ortholog_8368 gene-HOLleu_38567 AFI08028.1
ortholog_8369 gene-HOLleu_38568 AFI08077.1
ortholog_8370 gene-HOLleu_38570 AFI08033.1
ortholog_8371 gene-HOLleu_38572 AFI08058.1
ortholog_8372 gene-HOLleu_38577 AFI30345.1
ortholog_8373 gene-HOLleu_38579 AFI15014.1
ortholog_8374 gene-HOLleu_38580 AFI19042.1
ortholog_8375 gene-HOLleu_38581 AFI18588.1
ortholog_8376 gene-HOLleu_38587 AFI19231.1
ortholog_8377 gene-HOLleu_38595 AFI10781.3
ortholog_8378 gene-HOLleu_38596 AFI10133.1
ortholog_8379 gene-HOLleu_38623 AFI09826.1
ortholog_8380 gene-HOLleu_38625 AFI10308.1
ortholog_8381 gene-HOLleu_38632 AFI30047.1
ortholog_8382 gene-HOLleu_38638 AFI25174.1
ortholog_8383 gene-HOLleu_38642 AFI15090.1
ortholog_8384 gene-HOLleu_38643 AFI18607.1
ortholog_8385 gene-HOLleu_38645 AFI15572.1
ortholog_8386 gene-HOLleu_38676 AFI10994.1
ortholog_8387 gene-HOLleu_38677 AFI19469.1
ortholog_8388 gene-HOLleu_38678 AFI15214.1
ortholog_8389 gene-HOLleu_38685 AFI10580.1
ortholog_8390 gene-HOLleu_38686 AFI18624.3
ortholog_8391 gene-HOLleu_38689 AFI15319.1
ortholog_8392 gene-HOLleu_38707 AFI15441.1
ortholog_8393 gene-HOLleu_38710 AFI09994.1
ortholog_8394 gene-HOLleu_38720 AFI10334.1
ortholog_8395 gene-HOLleu_38733 AFI31817.1
ortholog_8396 gene-HOLleu_38735 AFI32003.1
ortholog_8397 gene-HOLleu_38737 AFI30226.1
ortholog_8398 gene-HOLleu_38739 AFI09881.1
ortholog_8399 gene-HOLleu_38740 AFI30412.1
ortholog_8400 gene-HOLleu_38760 AFI10122.1
ortholog_8401 gene-HOLleu_38761 AFI18695.2
ortholog_8402 gene-HOLleu_38762 AFI31850.1
ortholog_8403 gene-HOLleu_38763 AFI15566.1
ortholog_8404 gene-HOLleu_38765 AFI08504.1
ortholog_8405 gene-HOLleu_38781 AFI29825.3
ortholog_8406 gene-HOLleu_38782 AFI09408.1
ortholog_8407 gene-HOLleu_38783 AFI10037.1
ortholog_8408 gene-HOLleu_38787 AFI18471.1
ortholog_8409 gene-HOLleu_38788 AFI18659.1
ortholog_8410 gene-HOLleu_38794 AFI26269.1
ortholog_8411 gene-HOLleu_38800 AFI08141.1
ortholog_8412 gene-HOLleu_38801 AFI15518.1
ortholog_8413 gene-HOLleu_38802 AFI14585.1
ortholog_8414 gene-HOLleu_38803 AFI15419.1
ortholog_8415 gene-HOLleu_38805 AFI31842.1
ortholog_8416 gene-HOLleu_38806 AFI30665.1
ortholog_8417 gene-HOLleu_38807 AFI30569.1
ortholog_8418 gene-HOLleu_38811 AFI18892.1
ortholog_8419 gene-HOLleu_38812 AFI20514.2
ortholog_8420 gene-HOLleu_38827 AFI08586.1
ortholog_8421 gene-HOLleu_38829 AFI30018.1
ortholog_8422 gene-HOLleu_38832 AFI30004.1
ortholog_8423 gene-HOLleu_38834 AFI31611.1
ortholog_8424 gene-HOLleu_38836 AFI31157.1
ortholog_8425 gene-HOLleu_38837 AFI30286.1
ortholog_8426 gene-HOLleu_38838 AFI09358.1
ortholog_8427 gene-HOLleu_38839 AFI09371.2
ortholog_8428 gene-HOLleu_38840 AFI19413.1
ortholog_8429 gene-HOLleu_38860 AFI10530.1
ortholog_8430 gene-HOLleu_38861 AFI09630.1
ortholog_8431 gene-HOLleu_38862 AFI10709.2
ortholog_8432 gene-HOLleu_38864 AFI10047.2
ortholog_8433 gene-HOLleu_38865 AFI10670.1
ortholog_8434 gene-HOLleu_38866 AFI09678.1
ortholog_8435 gene-HOLleu_38870 AFI09951.1
ortholog_8436 gene-HOLleu_38872 AFI09413.1
ortholog_8437 gene-HOLleu_38874 AFI26556.5
ortholog_8438 gene-HOLleu_38875 AFI10076.1
ortholog_8439 gene-HOLleu_38881 AFI09701.1
ortholog_8440 gene-HOLleu_38882 AFI09962.1
ortholog_8441 gene-HOLleu_38884 AFI09720.1
ortholog_8442 gene-HOLleu_38885 AFI10789.1
ortholog_8443 gene-HOLleu_38886 AFI09693.1
ortholog_8444 gene-HOLleu_38929 AFI10347.1
ortholog_8445 gene-HOLleu_38935 AFI09999.1
ortholog_8446 gene-HOLleu_38936 AFI09859.1
ortholog_8447 gene-HOLleu_38941 AFI04974.1
ortholog_8448 gene-HOLleu_38944 AFI29664.1
ortholog_8449 gene-HOLleu_38945 AFI26251.1
ortholog_8450 gene-HOLleu_38948 AFI10377.2
ortholog_8451 gene-HOLleu_38949 AFI10181.1
ortholog_8452 gene-HOLleu_38952 AFI08732.1
ortholog_8453 gene-HOLleu_38953 AFI00762.1
ortholog_8454 gene-HOLleu_38955 AFI14919.1
ortholog_8455 gene-HOLleu_38973 AFI10809.1
ortholog_8456 gene-HOLleu_38974 AFI10081.1
ortholog_8457 gene-HOLleu_38981 AFI30512.2
ortholog_8458 gene-HOLleu_38983 AFI18788.1
ortholog_8459 gene-HOLleu_38984 AFI10275.2
ortholog_8460 gene-HOLleu_38986 AFI30839.1
ortholog_8461 gene-HOLleu_38989 AFI31707.1
ortholog_8462 gene-HOLleu_38991 AFI29961.1
ortholog_8463 gene-HOLleu_38992 AFI09778.1
ortholog_8464 gene-HOLleu_38994 AFI19271.1
ortholog_8465 gene-HOLleu_38995 AFI09311.1
ortholog_8466 gene-HOLleu_38997 AFI30195.1
ortholog_8467 gene-HOLleu_39004 AFI29237.1
ortholog_8468 gene-HOLleu_39005 AFI03790.1
ortholog_8469 gene-HOLleu_39021 AFI08984.1
ortholog_8470 gene-HOLleu_39023 AFI09364.1
ortholog_8471 gene-HOLleu_39024 AFI10162.1
ortholog_8472 gene-HOLleu_39026 AFI30084.1
ortholog_8473 gene-HOLleu_39030 AFI10734.1
ortholog_8474 gene-HOLleu_39031 AFI19214.1
ortholog_8475 gene-HOLleu_39033 AFI11895.1
ortholog_8476 gene-HOLleu_39034 AFI10877.1
ortholog_8477 gene-HOLleu_39037 AFI10745.1
ortholog_8478 gene-HOLleu_39041 AFI29783.1
ortholog_8479 gene-HOLleu_39043 AFI00679.2
ortholog_8480 gene-HOLleu_39044 AFI18547.1
ortholog_8481 gene-HOLleu_39045 AFI31094.1
ortholog_8482 gene-HOLleu_39049 AFI09937.1
ortholog_8483 gene-HOLleu_39051 AFI18491.1
ortholog_8484 gene-HOLleu_39059 AFI09513.1
ortholog_8485 gene-HOLleu_39063 AFI15030.1
ortholog_8486 gene-HOLleu_39065 AFI09972.1
ortholog_8487 gene-HOLleu_39067 AFI27773.1
ortholog_8488 gene-HOLleu_39068 AFI15284.1
ortholog_8489 gene-HOLleu_39085 AFI09515.1
ortholog_8490 gene-HOLleu_39090 AFI18445.1
ortholog_8491 gene-HOLleu_39092 AFI09550.1
ortholog_8492 gene-HOLleu_39094 AFI19653.1
ortholog_8493 gene-HOLleu_39098 AFI10134.1
ortholog_8494 gene-HOLleu_39099 AFI10449.1
ortholog_8495 gene-HOLleu_39100 AFI09407.2
ortholog_8496 gene-HOLleu_39102 AFI09717.1
ortholog_8497 gene-HOLleu_39103 AFI10195.1
ortholog_8498 gene-HOLleu_39107 AFI10640.4
ortholog_8499 gene-HOLleu_39109 AFI19672.1
ortholog_8500 gene-HOLleu_39116 AFI15041.2
ortholog_8501 gene-HOLleu_39121 AFI12267.1
