ortholog_1 SCH01409.1 BL15770
ortholog_6130 SCH20611.1 BL22684
ortholog_6131 SCH20600.1 BL18134
ortholog_6132 SCH20569.1 BL18503
ortholog_6133 SCH20506.1 BL26886
ortholog_6134 SCH20470.1 BL00200
ortholog_6135 SCH20797.1 BL00947
ortholog_6136 SCH20547.1 BL24930
ortholog_6137 SCH20382.1 BL18262
ortholog_6138 SCH20612.1 BL11786
ortholog_6139 SCH20671.1 BL11785
ortholog_6140 SCH20806.1 BL18478
ortholog_6141 SCH20136.1 BL18161
ortholog_6142 SCH20102.1 BL18037
ortholog_6143 SCH19997.1 BL18154
ortholog_6144 SCH19925.1 BL18130
ortholog_6145 SCH20510.1 BL21264
ortholog_6146 SCH20689.1 BL13106
ortholog_6147 SCH20741.1 BL13107
ortholog_6148 SCH20480.1 BL22694
ortholog_6149 SCH19923.1 BL18272
ortholog_6150 SCH20508.1 BL01335
ortholog_6151 SCH19908.1 BL25234
ortholog_6152 SCH19876.1 BL01337
ortholog_6153 SCH20813.1 BL18310
ortholog_6154 SCH20713.1 BL03144
ortholog_6155 SCH20185.1 BL13440
ortholog_6156 SCH20684.1 BL13772
ortholog_6157 SCH19952.1 BL13861
ortholog_6158 SCH20072.1 BL27056
ortholog_6159 SCH20213.1 BL18545
ortholog_6160 SCH20200.1 BL27053
ortholog_6161 SCH20163.1 BL18223
ortholog_6162 SCH19894.1 BL00471
ortholog_6163 SCH19930.1 BL13173
ortholog_6164 SCH20128.1 BL10661
ortholog_6165 SCH20280.1 BL26991
ortholog_6166 SCH20753.1 BL26873
ortholog_6167 SCH19960.1 BL07285
ortholog_6168 SCH20755.1 BL18053
ortholog_6169 SCH19786.1 BL07567
ortholog_6170 SCH20255.1 BL27004
ortholog_6171 SCH20401.1 BL22719
ortholog_6172 SCH19816.1 BL11716
ortholog_6173 SCH19999.1 BL00720
ortholog_6174 SCH20596.1 BL26803
ortholog_6175 SCH19927.1 BL26801
ortholog_6176 SCH20739.1 BL11832
ortholog_6177 SCH20135.1 BL26915
ortholog_6178 SCH20066.1 BL28085
ortholog_6179 SCH19851.1 BL11768
ortholog_6180 SCH20518.1 BL18300
ortholog_6181 SCH20483.1 BL06858
ortholog_6182 SCH20579.1 BL26843
ortholog_6183 SCH20220.1 BL11784
ortholog_6184 SCH20799.1 BL23671
ortholog_6185 SCH19886.1 BL18242
ortholog_6186 SCH20324.1 BL11777
ortholog_6187 SCH20320.1 BL18576
ortholog_6188 SCH19882.1 BL11789
ortholog_6189 SCH19832.1 BL26989
ortholog_6190 SCH19812.1 BL18484
ortholog_6191 SCH20529.1 BL21248
ortholog_6192 SCH20539.1 BL11971
ortholog_6193 SCH20669.1 BL26943
ortholog_6194 SCH20093.1 BL21262
ortholog_6195 SCH19792.1 BL26897
ortholog_6196 SCH20509.1 BL13418
ortholog_6197 SCH20187.1 BL26888
ortholog_6198 SCH20180.1 BL23668
ortholog_6199 SCH20814.1 BL18246
ortholog_6200 SCH20051.1 BL18489
ortholog_6201 SCH20582.1 BL18332
ortholog_6202 SCH20809.1 BL13084
ortholog_6203 SCH20449.1 BL18150
ortholog_6204 SCH20065.1 BL11995
ortholog_6205 SCH20655.1 BL18158
ortholog_6206 SCH20312.1 BL26968
ortholog_6207 SCH20362.1 BL18281
ortholog_6208 SCH20754.1 BL18568
ortholog_6209 SCH20064.1 BL13037
ortholog_6210 SCH20024.1 BL18393
ortholog_6211 SCH20460.1 BL11717
ortholog_6212 SCH20803.1 BL01146
ortholog_6213 SCH20275.1 BL26870
ortholog_6214 SCH20793.1 BL26961
ortholog_6215 SCH20440.1 BL26865
ortholog_6216 SCH20808.1 BL26864
ortholog_6217 SCH20149.1 BL27017
ortholog_6218 SCH19901.1 BL18435
ortholog_6219 SCH19935.1 BL18434
ortholog_6220 SCH19971.1 BL11981
ortholog_6221 SCH20776.1 BL11979
ortholog_6222 SCH20402.1 BL23130
ortholog_6223 SCH20399.1 BL26769
ortholog_6224 SCH20156.1 BL21415
ortholog_6225 SCH20567.1 BL18036
ortholog_6226 SCH20461.1 BL11976
ortholog_6227 SCH20367.1 BL27057
ortholog_6228 SCH21384.1 BL25739
ortholog_6229 SCH21467.1 BL12738
ortholog_6230 SCH20838.1 BL12739
ortholog_6231 SCH20887.1 BL20241
ortholog_6232 SCH21478.1 BL04225
ortholog_6233 SCH21346.1 BL02357
ortholog_6234 SCH21369.1 BL18883
ortholog_6235 SCH20846.1 BL04234
ortholog_6236 SCH20861.1 BL17209
ortholog_6237 SCH20916.1 BL04438
ortholog_6238 SCH20940.1 BL04289
ortholog_6239 SCH21029.1 BL24486
ortholog_6240 SCH21496.1 BL07601
ortholog_6241 SCH20987.1 BL23090
ortholog_6242 SCH21270.1 BL12693
ortholog_6243 SCH21436.1 BL17230
ortholog_6244 SCH21142.1 BL01117
ortholog_6245 SCH21592.1 BL14211
ortholog_6246 SCH20930.1 BL12624
ortholog_6247 SCH21636.1 BL08301
ortholog_6248 SCH21256.1 BL20705
ortholog_6249 SCH21261.1 BL23071
ortholog_6250 SCH20926.1 BL24575
ortholog_6251 SCH21112.1 BL12648
ortholog_6252 SCH21143.1 BL16997
ortholog_6253 SCH21096.1 BL16996
ortholog_6254 SCH21008.1 BL21943
ortholog_6255 SCH21192.1 BL00678
ortholog_6256 SCH21525.1 BL04396
ortholog_6257 SCH20937.1 BL17330
ortholog_6258 SCH20990.1 BL01505
ortholog_6259 SCH21064.1 BL16270
ortholog_6260 SCH21047.1 BL10523
ortholog_6261 SCH21128.1 BL12649
ortholog_6262 SCH21317.1 BL04384
ortholog_6263 SCH21420.1 BL17064
ortholog_6264 SCH21351.1 BL17315
ortholog_6265 SCH21197.1 BL17029
ortholog_6266 SCH21188.1 BL12756
ortholog_6267 SCH20993.1 BL00801
ortholog_6268 SCH20997.1 BL10209
ortholog_6269 SCH21085.1 BL17045
ortholog_6270 SCH20979.1 BL17044
ortholog_6271 SCH21168.1 BL17218
ortholog_6272 SCH21377.1 BL04250
ortholog_6273 SCH21195.1 BL17232
ortholog_6274 SCH21217.1 BL17322
ortholog_6275 SCH20854.1 BL10926
ortholog_6276 SCH21336.1 BL02351
ortholog_6277 SCH21026.1 BL22376
ortholog_6278 SCH21225.1 BL22374
ortholog_6279 SCH21524.1 BL15391
ortholog_6280 SCH20991.1 BL07134
ortholog_6281 SCH21563.1 BL12751
ortholog_6282 SCH21098.1 BL12668
ortholog_6283 SCH21453.1 BL04286
ortholog_6284 SCH21450.1 BL16091
ortholog_6285 SCH21579.1 BL10601
ortholog_6286 SCH21126.1 BL17070
ortholog_6287 SCH20862.1 BL15652
ortholog_6288 SCH21091.1 BL12248
ortholog_6289 SCH20983.1 BL12250
ortholog_6290 SCH20944.1 BL16084
ortholog_6291 SCH21323.1 BL00649
ortholog_6292 SCH21620.1 BL16220
ortholog_6293 SCH21028.1 BL12770
ortholog_6294 SCH21616.1 BL22373
ortholog_6295 SCH21300.1 BL17214
ortholog_6296 SCH21328.1 BL23089
ortholog_6297 SCH21454.1 BL23087
ortholog_6298 SCH21544.1 BL17224
ortholog_6299 SCH21095.1 BL04407
ortholog_6300 SCH21537.1 BL04248
ortholog_6301 SCH21569.1 BL04279
ortholog_6302 SCH21277.1 BL08280
ortholog_6303 SCH21258.1 BL04280
ortholog_6304 SCH21141.1 BL14974
ortholog_6305 SCH21165.1 BL04387
ortholog_6306 SCH20984.1 BL04390
ortholog_6307 SCH21530.1 BL12650
ortholog_6308 SCH21057.1 BL02115
ortholog_6309 SCH21500.1 BL17210
ortholog_6310 SCH20933.1 BL12088
ortholog_6311 SCH20975.1 BL17073
ortholog_6312 SCH21546.1 BL23086
ortholog_6313 SCH21350.1 BL12775
ortholog_6314 SCH21482.1 BL12629
ortholog_6315 SCH20935.1 BL08292
ortholog_6316 SCH21613.1 BL12817
ortholog_6317 SCH21127.1 BL16055
ortholog_6318 SCH21408.1 BL02347
ortholog_6319 SCH21470.1 BL20594
ortholog_6320 SCH20834.1 BL17282
ortholog_6321 SCH21614.1 BL17284
ortholog_6322 SCH21578.1 BL17290
ortholog_6323 SCH21418.1 BL04352
ortholog_6324 SCH21043.1 BL12243
ortholog_6325 SCH20907.1 BL04446
ortholog_6326 SCH21582.1 BL05713
ortholog_6327 SCH21630.1 BL16190
ortholog_6328 SCH21015.1 BL22237
ortholog_6329 SCH21073.1 BL00774
ortholog_6330 SCH20953.1 BL17043
ortholog_6331 SCH20895.1 BL17042
ortholog_6332 SCH20879.1 BL02359
ortholog_6333 SCH21557.1 BL02361
ortholog_6334 SCH21136.1 BL08058
ortholog_6335 SCH21338.1 BL25464
ortholog_6336 SCH21158.1 BL13331
ortholog_6337 SCH21309.1 BL13777
ortholog_6338 SCH21228.1 BL04278
ortholog_6339 SCH21540.1 BL04399
ortholog_6340 SCH21009.1 BL17267
ortholog_6341 SCH21577.1 BL12742
ortholog_6342 SCH21596.1 BL04404
ortholog_6343 SCH21005.1 BL12729
ortholog_6344 SCH21084.1 BL12740
ortholog_6345 SCH21551.1 BL12643
ortholog_6346 SCH21178.1 BL17314
ortholog_6347 SCH21441.1 BL04327
ortholog_6348 SCH21240.1 BL16991
ortholog_6349 SCH21344.1 BL04408
ortholog_6350 SCH21318.1 BL17205
ortholog_6351 SCH21357.1 BL17233
ortholog_6352 SCH21170.1 BL17219
ortholog_6353 SCH21129.1 BL04331
ortholog_6354 SCH21602.1 BL13877
ortholog_6355 SCH20950.1 BL19142
ortholog_6356 SCH21090.1 BL17308
ortholog_6357 SCH21209.1 BL23085
ortholog_6358 SCH21131.1 BL12245
ortholog_6359 SCH21343.1 BL17300
ortholog_6360 SCH21531.1 BL08306
ortholog_6361 SCH21558.1 BL19637
ortholog_6362 SCH21352.1 BL03511
ortholog_6363 SCH21556.1 BL10935
ortholog_6364 SCH21041.1 BL17319
ortholog_6365 SCH20925.1 BL25643
ortholog_6366 SCH21325.1 BL18888
ortholog_6367 SCH21539.1 BL05208
ortholog_6368 SCH21229.1 BL19579
ortholog_6369 SCH21573.1 BL04152
ortholog_6370 SCH21122.1 BL03172
ortholog_6371 SCH20960.1 BL04275
ortholog_6372 SCH20980.1 BL04274
ortholog_6373 SCH21194.1 BL12109
ortholog_6374 SCH21280.1 BL17229
ortholog_6375 SCH21241.1 BL10925
ortholog_6376 SCH21407.1 BL17248
ortholog_6377 SCH21379.1 BL23068
ortholog_6378 SCH21440.1 BL16099
ortholog_6379 SCH21004.1 BL06844
ortholog_6380 SCH21130.1 BL20008
ortholog_6381 SCH21059.1 BL04283
ortholog_6382 SCH20956.1 BL22356
ortholog_6383 SCH21147.1 BL25457
ortholog_6384 SCH21088.1 BL02362
ortholog_6385 SCH20998.1 BL12772
ortholog_6386 SCH20932.1 BL02350
ortholog_6387 SCH21140.1 BL12713
ortholog_6388 SCH21247.1 BL24214
ortholog_6389 SCH21232.1 BL23116
ortholog_6390 SCH21255.1 BL04368
ortholog_6391 SCH21000.1 BL04369
ortholog_6392 SCH21135.1 BL04367
ortholog_6393 SCH21157.1 BL04366
ortholog_6394 SCH21639.1 BL04385
ortholog_6395 SCH20963.1 BL04267
ortholog_6396 SCH21564.1 BL15828
ortholog_6397 SCH21283.1 BL24580
ortholog_6398 SCH21245.1 BL04430
ortholog_6399 SCH21431.1 BL17046
ortholog_6400 SCH21404.1 BL17324
ortholog_6401 SCH21486.1 BL12110
ortholog_6402 SCH21375.1 BL04343
ortholog_6403 SCH21561.1 BL04340
ortholog_6404 SCH21604.1 BL21969
ortholog_6405 SCH20985.1 BL17080
ortholog_6406 SCH21193.1 BL19578
ortholog_6407 SCH21314.1 BL16193
ortholog_6408 SCH21276.1 BL12639
ortholog_6409 SCH21448.1 BL04393
ortholog_6410 SCH20946.1 BL04754
ortholog_6411 SCH21403.1 BL12725
ortholog_6412 SCH21562.1 BL10175
ortholog_6413 SCH20905.1 BL04410
ortholog_6414 SCH21484.1 BL08299
ortholog_6415 SCH21521.1 BL10205
ortholog_6416 SCH20872.1 BL17050
ortholog_6417 SCH21447.1 BL17276
ortholog_6418 SCH20949.1 BL12646
ortholog_6419 SCH20875.1 BL18460
ortholog_6420 SCH21518.1 BL26315
ortholog_6421 SCH21050.1 BL17286
ortholog_6422 SCH21266.1 BL04917
ortholog_6423 SCH21555.1 BL12703
ortholog_6424 SCH21216.1 BL12723
ortholog_6425 SCH20888.1 BL16082
ortholog_6426 SCH21586.1 BL15333
ortholog_6427 SCH21367.1 BL11407
ortholog_6428 SCH21504.1 BL12630
ortholog_6429 SCH20877.1 BL07605
ortholog_6430 SCH21139.1 BL17285
ortholog_6431 SCH20977.1 BL12093
ortholog_6432 SCH21354.1 BL22542
ortholog_6433 SCH21027.1 BL19129
ortholog_6434 SCH20858.1 BL17263
ortholog_6435 SCH21628.1 BL04237
ortholog_6436 SCH21298.1 BL04233
ortholog_6437 SCH21099.1 BL08265
ortholog_6438 SCH21198.1 BL06098
ortholog_6439 SCH20934.1 BL27881
ortholog_6440 SCH21311.1 BL12097
ortholog_6441 SCH20981.1 BL12098
ortholog_6442 SCH21219.1 BL04392
ortholog_6443 SCH20831.1 BL21181
ortholog_6444 SCH20908.1 BL12727
ortholog_6445 SCH21239.1 BL17304
ortholog_6446 SCH21071.1 BL14941
ortholog_6447 SCH21388.1 BL04335
ortholog_6448 SCH20976.1 BL10210
ortholog_6449 SCH20936.1 BL17238
ortholog_6450 SCH20904.1 BL12104
ortholog_6451 SCH21011.1 BL16437
ortholog_6452 SCH21315.1 BL21376
ortholog_6453 SCH21347.1 BL12715
ortholog_6454 SCH20866.1 BL12718
ortholog_6455 SCH21204.1 BL12722
ortholog_6456 SCH21205.1 BL04386
ortholog_6457 SCH21633.1 BL24933
ortholog_6458 SCH21235.1 BL18889
ortholog_6459 SCH21214.1 BL08044
ortholog_6460 SCH21568.1 BL12244
ortholog_6461 SCH21184.1 BL17051
ortholog_6462 SCH21287.1 BL25453
ortholog_6463 SCH21017.1 BL07568
ortholog_6464 SCH21049.1 BL17062
ortholog_6465 SCH21119.1 BL17061
ortholog_6466 SCH20871.1 BL04281
ortholog_6467 SCH21273.1 BL19892
ortholog_6468 SCH21212.1 BL16999
ortholog_6469 SCH21189.1 BL07192
ortholog_6470 SCH21164.1 BL07802
ortholog_6471 SCH20874.1 BL04435
ortholog_6472 SCH21549.1 BL05071
ortholog_6473 SCH21053.1 BL12087
ortholog_6474 SCH21532.1 BL12086
ortholog_6475 SCH21485.1 BL04373
ortholog_6476 SCH20992.1 BL04376
ortholog_6477 SCH20840.1 BL17287
ortholog_6478 SCH20873.1 BL04431
ortholog_6479 SCH21474.1 BL04381
ortholog_6480 SCH21517.1 BL20519
ortholog_6481 SCH21110.1 BL14668
ortholog_6482 SCH21381.1 BL16083
ortholog_6483 SCH21435.1 BL25430
ortholog_6484 SCH21257.1 BL17226
ortholog_6485 SCH21250.1 BL17266
ortholog_6486 SCH21144.1 BL16059
ortholog_6487 SCH21333.1 BL01002
ortholog_6488 SCH20964.1 BL10208
ortholog_6489 SCH21014.1 BL10207
ortholog_6490 SCH20899.1 BL10934
ortholog_6491 SCH21520.1 BL25953
ortholog_6492 SCH21364.1 BL05426
ortholog_6493 SCH21654.1 BL10239
ortholog_6494 SCH21657.1 BL13484
ortholog_6495 SCH22971.1 BL12999
ortholog_6496 SCH21812.1 BL13007
ortholog_6497 SCH21940.1 BL01368
ortholog_6498 SCH21764.1 BL01370
ortholog_6499 SCH21912.1 BL00866
ortholog_6500 SCH23111.1 BL01273
ortholog_6501 SCH22264.1 BL01009
ortholog_6502 SCH21770.1 BL01008
ortholog_6503 SCH23384.1 BL08270
ortholog_6504 SCH22065.1 BL14700
ortholog_6505 SCH23165.1 BL00877
ortholog_6506 SCH21901.1 BL01866
ortholog_6507 SCH22172.1 BL12995
ortholog_6508 SCH22678.1 BL01576
ortholog_6509 SCH22320.1 BL01112
ortholog_6510 SCH22144.1 BL22405
ortholog_6511 SCH22742.1 BL00681
ortholog_6512 SCH21795.1 BL01795
ortholog_6513 SCH21967.1 BL24632
ortholog_6514 SCH21918.1 BL24626
ortholog_6515 SCH23376.1 BL01744
ortholog_6516 SCH21744.1 BL00808
ortholog_6517 SCH22177.1 BL01143
ortholog_6518 SCH22696.1 BL12753
ortholog_6519 SCH22381.1 BL01313
ortholog_6520 SCH22907.1 BL25547
ortholog_6521 SCH22235.1 BL25535
ortholog_6522 SCH22000.1 BL16601
ortholog_6523 SCH23129.1 BL14680
ortholog_6524 SCH22243.1 BL01740
ortholog_6525 SCH22298.1 BL01222
ortholog_6526 SCH21776.1 BL01221
ortholog_6527 SCH21841.1 BL00619
ortholog_6528 SCH22721.1 BL01850
ortholog_6529 SCH22611.1 BL06781
ortholog_6530 SCH22642.1 BL02428
ortholog_6531 SCH22588.1 BL06430
ortholog_6532 SCH23086.1 BL01606
ortholog_6533 SCH21766.1 BL01901
ortholog_6534 SCH22035.1 BL00590
ortholog_6535 SCH22818.1 BL01376
ortholog_6536 SCH23082.1 BL01973
ortholog_6537 SCH21948.1 BL01968
ortholog_6538 SCH21711.1 BL22447
ortholog_6539 SCH22148.1 BL01154
ortholog_6540 SCH21771.1 BL22423
ortholog_6541 SCH22015.1 BL22429
ortholog_6542 SCH21952.1 BL22427
ortholog_6543 SCH23219.1 BL00964
ortholog_6544 SCH22924.1 BL13028
ortholog_6545 SCH22680.1 BL01190
ortholog_6546 SCH22854.1 BL01216
ortholog_6547 SCH22785.1 BL01218
ortholog_6548 SCH22787.1 BL00625
ortholog_6549 SCH22072.1 BL01357
ortholog_6550 SCH22996.1 BL08536
ortholog_6551 SCH21726.1 BL01682
ortholog_6552 SCH22888.1 BL01725
ortholog_6553 SCH23068.1 BL00609
ortholog_6554 SCH22714.1 BL24732
ortholog_6555 SCH22957.1 BL00898
ortholog_6556 SCH22455.1 BL01663
ortholog_6557 SCH22331.1 BL01192
ortholog_6558 SCH22866.1 BL00999
ortholog_6559 SCH22645.1 BL00936
ortholog_6560 SCH22995.1 BL08264
ortholog_6561 SCH21894.1 BL22407
ortholog_6562 SCH21942.1 BL01122
ortholog_6563 SCH22004.1 BL01561
ortholog_6564 SCH22080.1 BL01723
ortholog_6565 SCH22985.1 BL01726
ortholog_6566 SCH22758.1 BL00685
ortholog_6567 SCH22619.1 BL25550
ortholog_6568 SCH21988.1 BL25552
ortholog_6569 SCH23289.1 BL01790
ortholog_6570 SCH21684.1 BL25559
ortholog_6571 SCH22291.1 BL00930
ortholog_6572 SCH22850.1 BL01310
ortholog_6573 SCH21693.1 BL24078
ortholog_6574 SCH23191.1 BL17241
ortholog_6575 SCH22118.1 BL22398
ortholog_6576 SCH22484.1 BL21552
ortholog_6577 SCH21743.1 BL01212
ortholog_6578 SCH21924.1 BL01774
ortholog_6579 SCH22028.1 BL01138
ortholog_6580 SCH21664.1 BL12990
ortholog_6581 SCH21722.1 BL20544
ortholog_6582 SCH21856.1 BL01512
ortholog_6583 SCH23285.1 BL01629
ortholog_6584 SCH23375.1 BL00937
ortholog_6585 SCH23179.1 BL20222
ortholog_6586 SCH22129.1 BL23775
ortholog_6587 SCH22557.1 BL01309
ortholog_6588 SCH23286.1 BL01316
ortholog_6589 SCH22192.1 BL01494
ortholog_6590 SCH23034.1 BL01534
ortholog_6591 SCH22184.1 BL01503
ortholog_6592 SCH21727.1 BL27457
ortholog_6593 SCH22786.1 BL14696
ortholog_6594 SCH22631.1 BL01652
ortholog_6595 SCH22526.1 BL01344
ortholog_6596 SCH22572.1 BL01343
ortholog_6597 SCH23339.1 BL01392
ortholog_6598 SCH23033.1 BL01159
ortholog_6599 SCH23349.1 BL01164
ortholog_6600 SCH23052.1 BL01165
ortholog_6601 SCH22906.1 BL22475
ortholog_6602 SCH22559.1 BL00943
ortholog_6603 SCH22303.1 BL05610
ortholog_6604 SCH22370.1 BL01243
ortholog_6605 SCH23178.1 BL01105
ortholog_6606 SCH22156.1 BL14665
ortholog_6607 SCH22586.1 BL01828
ortholog_6608 SCH22478.1 BL27898
ortholog_6609 SCH22863.1 BL04409
ortholog_6610 SCH21983.1 BL01454
ortholog_6611 SCH22744.1 BL00929
ortholog_6612 SCH22056.1 BL01290
ortholog_6613 SCH22956.1 BL01694
ortholog_6614 SCH21767.1 BL01577
ortholog_6615 SCH21716.1 BL14187
ortholog_6616 SCH23258.1 BL07270
ortholog_6617 SCH23313.1 BL01030
ortholog_6618 SCH22450.1 BL04856
ortholog_6619 SCH22032.1 BL00654
ortholog_6620 SCH23119.1 BL22479
ortholog_6621 SCH23031.1 BL01004
ortholog_6622 SCH22202.1 BL25511
ortholog_6623 SCH22316.1 BL25510
ortholog_6624 SCH23268.1 BL03303
ortholog_6625 SCH21804.1 BL01348
ortholog_6626 SCH21750.1 BL06797
ortholog_6627 SCH22210.1 BL13654
ortholog_6628 SCH23077.1 BL01964
ortholog_6629 SCH22655.1 BL01853
ortholog_6630 SCH21706.1 BL01137
ortholog_6631 SCH21991.1 BL25543
ortholog_6632 SCH22431.1 BL19555
ortholog_6633 SCH21737.1 BL08003
ortholog_6634 SCH21853.1 BL01483
ortholog_6635 SCH23168.1 BL14657
ortholog_6636 SCH22083.1 BL14658
ortholog_6637 SCH23262.1 BL14659
ortholog_6638 SCH23317.1 BL01323
ortholog_6639 SCH22126.1 BL01325
ortholog_6640 SCH23114.1 BL01449
ortholog_6641 SCH22603.1 BL00848
ortholog_6642 SCH22443.1 BL01514
ortholog_6643 SCH22869.1 BL01516
ortholog_6644 SCH22659.1 BL01560
ortholog_6645 SCH22436.1 BL25593
ortholog_6646 SCH22469.1 BL25592
ortholog_6647 SCH22340.1 BL00679
ortholog_6648 SCH22929.1 BL01773
ortholog_6649 SCH21778.1 BL01870
ortholog_6650 SCH21738.1 BL25512
ortholog_6651 SCH22472.1 BL00758
ortholog_6652 SCH22038.1 BL00753
ortholog_6653 SCH21969.1 BL08262
ortholog_6654 SCH22769.1 BL14702
ortholog_6655 SCH22276.1 BL22341
ortholog_6656 SCH22285.1 BL14201
ortholog_6657 SCH21885.1 BL22420
ortholog_6658 SCH22055.1 BL22436
ortholog_6659 SCH22471.1 BL22433
ortholog_6660 SCH21919.1 BL22448
ortholog_6661 SCH22170.1 BL22505
ortholog_6662 SCH22917.1 BL00593
ortholog_6663 SCH22305.1 BL14178
ortholog_6664 SCH21867.1 BL22347
ortholog_6665 SCH22337.1 BL01355
ortholog_6666 SCH22076.1 BL25808
ortholog_6667 SCH22413.1 BL25545
ortholog_6668 SCH23121.1 BL01012
ortholog_6669 SCH22905.1 BL01527
ortholog_6670 SCH21890.1 BL01745
ortholog_6671 SCH22794.1 BL01011
ortholog_6672 SCH22903.1 BL01899
ortholog_6673 SCH23104.1 BL00873
ortholog_6674 SCH22965.1 BL00872
ortholog_6675 SCH22512.1 BL01935
ortholog_6676 SCH22033.1 BL01933
ortholog_6677 SCH22178.1 BL08260
ortholog_6678 SCH23371.1 BL01415
ortholog_6679 SCH22224.1 BL01416
ortholog_6680 SCH22580.1 BL01418
ortholog_6681 SCH21955.1 BL02395
ortholog_6682 SCH22740.1 BL01422
ortholog_6683 SCH22855.1 BL01425
ortholog_6684 SCH22324.1 BL13031
ortholog_6685 SCH21753.1 BL13032
ortholog_6686 SCH22244.1 BL01195
ortholog_6687 SCH23230.1 BL01651
ortholog_6688 SCH21686.1 BL00892
ortholog_6689 SCH23141.1 BL01620
ortholog_6690 SCH22012.1 BL22409
ortholog_6691 SCH22739.1 BL01103
ortholog_6692 SCH23237.1 BL01217
ortholog_6693 SCH23015.1 BL01596
ortholog_6694 SCH23175.1 BL01511
ortholog_6695 SCH22214.1 BL01852
ortholog_6696 SCH22252.1 BL01359
ortholog_6697 SCH21724.1 BL01360
ortholog_6698 SCH21835.1 BL07338
ortholog_6699 SCH22797.1 BL00603
ortholog_6700 SCH22706.1 BL07014
ortholog_6701 SCH22795.1 BL01395
ortholog_6702 SCH22904.1 BL01396
ortholog_6703 SCH22859.1 BL01149
ortholog_6704 SCH22790.1 BL00932
ortholog_6705 SCH23149.1 BL02778
ortholog_6706 SCH22179.1 BL11027
ortholog_6707 SCH22325.1 BL23877
ortholog_6708 SCH22988.1 BL00602
ortholog_6709 SCH21843.1 BL22346
ortholog_6710 SCH22420.1 BL01600
ortholog_6711 SCH22295.1 BL01601
ortholog_6712 SCH21740.1 BL00902
ortholog_6713 SCH21695.1 BL14673
ortholog_6714 SCH22617.1 BL01306
ortholog_6715 SCH22141.1 BL06788
ortholog_6716 SCH22789.1 BL14183
ortholog_6717 SCH22857.1 BL14185
ortholog_6718 SCH22197.1 BL01013
ortholog_6719 SCH22949.1 BL01150
ortholog_6720 SCH22997.1 BL00878
ortholog_6721 SCH22411.1 BL14745
ortholog_6722 SCH22343.1 BL01437
ortholog_6723 SCH22893.1 BL01345
ortholog_6724 SCH22848.1 BL01947
ortholog_6725 SCH22933.1 BL04597
ortholog_6726 SCH21783.1 BL22403
ortholog_6727 SCH23318.1 BL14662
ortholog_6728 SCH22779.1 BL18995
ortholog_6729 SCH22142.1 BL00885
ortholog_6730 SCH22926.1 BL01170
ortholog_6731 SCH22457.1 BL00629
ortholog_6732 SCH22138.1 BL01346
ortholog_6733 SCH22499.1 BL01347
ortholog_6734 SCH23363.1 BL01816
ortholog_6735 SCH21833.1 BL01540
ortholog_6736 SCH22756.1 BL14664
ortholog_6737 SCH22704.1 BL00875
ortholog_6738 SCH21745.1 BL17577
ortholog_6739 SCH22675.1 BL22586
ortholog_6740 SCH22075.1 BL18601
ortholog_6741 SCH21900.1 BL07119
ortholog_6742 SCH21951.1 BL14661
ortholog_6743 SCH21692.1 BL23158
ortholog_6744 SCH23228.1 BL01608
ortholog_6745 SCH22897.1 BL01607
ortholog_6746 SCH21773.1 BL07742
ortholog_6747 SCH22236.1 BL00935
ortholog_6748 SCH22889.1 BL01839
ortholog_6749 SCH21956.1 BL01833
ortholog_6750 SCH22047.1 BL01045
ortholog_6751 SCH21759.1 BL00699
ortholog_6752 SCH21916.1 BL01442
ortholog_6753 SCH21965.1 BL01859
ortholog_6754 SCH23167.1 BL01858
ortholog_6755 SCH22878.1 BL21403
ortholog_6756 SCH23260.1 BL00726
ortholog_6757 SCH23224.1 BL01597
ortholog_6758 SCH21878.1 BL22416
ortholog_6759 SCH22960.1 BL01777
ortholog_6760 SCH22989.1 BL01975
ortholog_6761 SCH21708.1 BL00939
ortholog_6762 SCH22101.1 BL14725
ortholog_6763 SCH22698.1 BL01594
ortholog_6764 SCH23233.1 BL01007
ortholog_6765 SCH22644.1 BL25560
ortholog_6766 SCH22402.1 BL00979
ortholog_6767 SCH22150.1 BL00977
ortholog_6768 SCH23321.1 BL00976
ortholog_6769 SCH22823.1 BL00975
ortholog_6770 SCH22593.1 BL00974
ortholog_6771 SCH22966.1 BL01303
ortholog_6772 SCH22477.1 BL01327
ortholog_6773 SCH22804.1 BL14652
ortholog_6774 SCH23235.1 BL14653
ortholog_6775 SCH22700.1 BL01121
ortholog_6776 SCH21947.1 BL25567
ortholog_6777 SCH22009.1 BL25565
ortholog_6778 SCH22525.1 BL17658
ortholog_6779 SCH21879.1 BL01998
ortholog_6780 SCH22627.1 BL01016
ortholog_6781 SCH21979.1 BL11555
ortholog_6782 SCH22770.1 BL22890
ortholog_6783 SCH22139.1 BL01139
ortholog_6784 SCH23310.1 BL22432
ortholog_6785 SCH23058.1 BL01245
ortholog_6786 SCH23008.1 BL01230
ortholog_6787 SCH22961.1 BL00666
ortholog_6788 SCH22915.1 BL22414
ortholog_6789 SCH23206.1 BL22385
ortholog_6790 SCH23116.1 BL01509
ortholog_6791 SCH22225.1 BL24633
ortholog_6792 SCH21763.1 BL24635
ortholog_6793 SCH21818.1 BL06201
ortholog_6794 SCH21986.1 BL01239
