ortholog_1 MGL01089.1 g162422
ortholog_6882 MGL17684.1 g32019
ortholog_6883 MGL17566.1 g118116
ortholog_6884 MGL17529.1 g142783
ortholog_6885 MGL17428.1 g119867
ortholog_6886 MGL17565.1 g158125
ortholog_6887 MGL18019.1 g46569
ortholog_6888 MGL17887.1 g28712
ortholog_6889 MGL17393.1 g210964
ortholog_6890 MGL17441.1 g209735
ortholog_6891 MGL17473.1 g209732
ortholog_6892 MGL17706.1 g83158
ortholog_6893 MGL17520.1 g211838
ortholog_6894 MGL17545.1 g12589
ortholog_6895 MGL17472.1 g91234
ortholog_6896 MGL17712.1 g212641
ortholog_6897 MGL17805.1 g209320
ortholog_6898 MGL17829.1 g210037
ortholog_6899 MGL17959.1 g209626
ortholog_6900 MGL17976.1 g212269
ortholog_6901 MGL18000.1 g200217
ortholog_6902 MGL17883.1 g114605
ortholog_6903 MGL18079.1 g57095
ortholog_6904 MGL18083.1 g209894
ortholog_6905 MGL18041.1 g209895
ortholog_6906 MGL18001.1 g206644
ortholog_6907 MGL17984.1 g206648
ortholog_6908 MGL17939.1 g212331
ortholog_6909 MGL18126.1 g211749
ortholog_6910 MGL17730.1 g209567
ortholog_6911 MGL17699.1 g4265
ortholog_6912 MGL17975.1 g214900
ortholog_6913 MGL17662.1 g207727
ortholog_6914 MGL17634.1 g213727
ortholog_6915 MGL17534.1 g208279
ortholog_6916 MGL17510.1 g208591
ortholog_6917 MGL18123.1 g206743
ortholog_6918 MGL17814.1 g209461
ortholog_6919 MGL17929.1 g209953
ortholog_6920 MGL17969.1 g213092
ortholog_6921 MGL17995.1 g210891
ortholog_6922 MGL18052.1 g211399
ortholog_6923 MGL17411.1 g211954
ortholog_6924 MGL18092.1 g211949
ortholog_6925 MGL18053.1 g211512
ortholog_6926 MGL18014.1 g210652
ortholog_6927 MGL17970.1 g131605
ortholog_6928 MGL17930.1 g213374
ortholog_6929 MGL17876.1 g213304
ortholog_6930 MGL17859.1 g211411
ortholog_6931 MGL17981.1 g212164
ortholog_6932 MGL17779.1 g138060
ortholog_6933 MGL17756.1 g214768
ortholog_6934 MGL17506.1 g182107
ortholog_6935 MGL17431.1 g209098
ortholog_6936 MGL17405.1 g209946
ortholog_6937 MGL18119.1 g208207
ortholog_6938 MGL17916.1 g50031
ortholog_6939 MGL17985.1 g207722
ortholog_6940 MGL17962.1 g207717
ortholog_6941 MGL17389.1 g211569
ortholog_6942 MGL17823.1 g208804
ortholog_6943 MGL17521.1 g207535
ortholog_6944 MGL17659.1 g209352
ortholog_6945 MGL17680.1 g212347
ortholog_6946 MGL17697.1 g212040
ortholog_6947 MGL17794.1 g211278
ortholog_6948 MGL17560.1 g157714
ortholog_6949 MGL18002.1 g210555
ortholog_6950 MGL17957.1 g210554
ortholog_6951 MGL18025.1 g210519
ortholog_6952 MGL18021.1 g210517
ortholog_6953 MGL18042.1 g214816
ortholog_6954 MGL18106.1 g210847
ortholog_6955 MGL17475.1 g210158
ortholog_6956 MGL17849.1 g213250
ortholog_6957 MGL17522.1 g210645
ortholog_6958 MGL17547.1 g211666
ortholog_6959 MGL17574.1 g123965
ortholog_6960 MGL18096.1 g61787
ortholog_6961 MGL18085.1 g177051
ortholog_6962 MGL18060.1 g214205
ortholog_6963 MGL17466.1 g152024
ortholog_6964 MGL17941.1 g135046
ortholog_6965 MGL17685.1 g209307
ortholog_6966 MGL17670.1 g211413
ortholog_6967 MGL17649.1 g212494
ortholog_6968 MGL17496.1 g209888
ortholog_6969 MGL17803.1 g210777
ortholog_6970 MGL17396.1 g210775
ortholog_6971 MGL18084.1 g208038
ortholog_6972 MGL18043.1 g208029
ortholog_6973 MGL18026.1 g213574
ortholog_6974 MGL18003.1 g210938
ortholog_6975 MGL17986.1 g198328
ortholog_6976 MGL17963.1 g215443
ortholog_6977 MGL17940.1 g211957
ortholog_6978 MGL17921.1 g213811
ortholog_6979 MGL17851.1 g211648
ortholog_6980 MGL17806.1 g214386
ortholog_6981 MGL17786.1 g207244
ortholog_6982 MGL17748.1 g212620
ortholog_6983 MGL17668.1 g212636
ortholog_6984 MGL17793.1 g20868
ortholog_6985 MGL17678.1 g212509
ortholog_6986 MGL17906.1 g213946
ortholog_6987 MGL17474.1 g209562
ortholog_6988 MGL17860.1 g207521
ortholog_6989 MGL17877.1 g2339
ortholog_6990 MGL17903.1 g207531
ortholog_6991 MGL17931.1 g207533
ortholog_6992 MGL17997.1 g210722
ortholog_6993 MGL18015.1 g211316
ortholog_6994 MGL18034.1 g69457
ortholog_6995 MGL18093.1 g215059
ortholog_6996 MGL17485.1 g212460
ortholog_6997 MGL17532.1 g54895
ortholog_6998 MGL17633.1 g213231
ortholog_6999 MGL17681.1 g215021
ortholog_7000 MGL17698.1 g107563
ortholog_7001 MGL17729.1 g72508
ortholog_7002 MGL17878.1 g213870
ortholog_7003 MGL17904.1 g207905
ortholog_7004 MGL17932.1 g215112
ortholog_7005 MGL17949.1 g60742
ortholog_7006 MGL17998.1 g209531
ortholog_7007 MGL18035.1 g213990
ortholog_7008 MGL18055.1 g213998
ortholog_7009 MGL18094.1 g57569
ortholog_7010 MGL17407.1 g209976
ortholog_7011 MGL17737.1 g207599
ortholog_7012 MGL17486.1 g211717
ortholog_7013 MGL17508.1 g10963
ortholog_7014 MGL17842.1 g210396
ortholog_7015 MGL17862.1 g207321
ortholog_7016 MGL17732.1 g208612
ortholog_7017 MGL17933.1 g184728
ortholog_7018 MGL17973.1 g207901
ortholog_7019 MGL17567.1 g207896
ortholog_7020 MGL17936.1 g208632
ortholog_7021 MGL17960.1 g208634
ortholog_7022 MGL17487.1 g213729
ortholog_7023 MGL17509.1 g214196
ortholog_7024 MGL17563.1 g215241
ortholog_7025 MGL17708.1 g211280
ortholog_7026 MGL17880.1 g211305
ortholog_7027 MGL18017.1 g207982
ortholog_7028 MGL17999.1 g210165
ortholog_7029 MGL18325.1 g132634
ortholog_7030 MGL18462.1 g127512
ortholog_7031 MGL18436.1 g132648
ortholog_7032 MGL18390.1 g135263
ortholog_7033 MGL18290.1 g130804
ortholog_7034 MGL18231.1 g130797
ortholog_7035 MGL18266.1 g130795
ortholog_7036 MGL18547.1 g128550
ortholog_7037 MGL18207.1 g135920
ortholog_7038 MGL18144.1 g128205
ortholog_7039 MGL18834.1 g134021
ortholog_7040 MGL18522.1 g129956
ortholog_7041 MGL18787.1 g130782
ortholog_7042 MGL18770.1 g133994
ortholog_7043 MGL18328.1 g146328
ortholog_7044 MGL18687.1 g128160
ortholog_7045 MGL18560.1 g132475
ortholog_7046 MGL18600.1 g136044
ortholog_7047 MGL18688.1 g138653
ortholog_7048 MGL18708.1 g97923
ortholog_7049 MGL18735.1 g40497
ortholog_7050 MGL18754.1 g45178
ortholog_7051 MGL18811.1 g130820
ortholog_7052 MGL18835.1 g131271
ortholog_7053 MGL18145.1 g131469
ortholog_7054 MGL18649.1 g134487
ortholog_7055 MGL18623.1 g133899
ortholog_7056 MGL18601.1 g138708
ortholog_7057 MGL18519.1 g131918
ortholog_7058 MGL18376.1 g136579
ortholog_7059 MGL18689.1 g129589
ortholog_7060 MGL18798.1 g129575
ortholog_7061 MGL18561.1 g129574
ortholog_7062 MGL18535.1 g133823
ortholog_7063 MGL18488.1 g135395
ortholog_7064 MGL18463.1 g135394
ortholog_7065 MGL18437.1 g132666
ortholog_7066 MGL18413.1 g132727
ortholog_7067 MGL18391.1 g134361
ortholog_7068 MGL18673.1 g199490
ortholog_7069 MGL18578.1 g129982
ortholog_7070 MGL18740.1 g135698
ortholog_7071 MGL18276.1 g128841
ortholog_7072 MGL18751.1 g128839
ortholog_7073 MGL18784.1 g133859
ortholog_7074 MGL18808.1 g135017
ortholog_7075 MGL18632.1 g135274
ortholog_7076 MGL18494.1 g63839
ortholog_7077 MGL18597.1 g130505
ortholog_7078 MGL18706.1 g74727
ortholog_7079 MGL18354.1 g127802
ortholog_7080 MGL18732.1 g129965
ortholog_7081 MGL18769.1 g189663
ortholog_7082 MGL18785.1 g129949
ortholog_7083 MGL18142.1 g30118
ortholog_7084 MGL18164.1 g129934
ortholog_7085 MGL18421.1 g129932
ortholog_7086 MGL18447.1 g129919
ortholog_7087 MGL18306.1 g129886
ortholog_7088 MGL18247.1 g135168
ortholog_7089 MGL18338.1 g132722
ortholog_7090 MGL18310.1 g193943
ortholog_7091 MGL18252.1 g132416
ortholog_7092 MGL18240.1 g131911
ortholog_7093 MGL18218.1 g131415
ortholog_7094 MGL18199.1 g132626
ortholog_7095 MGL18179.1 g132624
ortholog_7096 MGL18158.1 g127605
ortholog_7097 MGL18137.1 g128755
ortholog_7098 MGL18779.1 g134438
ortholog_7099 MGL18764.1 g128571
ortholog_7100 MGL18746.1 g134605
ortholog_7101 MGL18725.1 g133189
ortholog_7102 MGL18423.1 g133163
ortholog_7103 MGL18445.1 g133157
ortholog_7104 MGL18175.1 g136061
ortholog_7105 MGL18799.1 g132675
ortholog_7106 MGL18615.1 g132682
ortholog_7107 MGL18592.1 g133730
ortholog_7108 MGL18637.1 g134539
ortholog_7109 MGL18718.1 g130651
ortholog_7110 MGL18678.1 g4014
ortholog_7111 MGL18143.1 g127729
ortholog_7112 MGL18833.1 g127743
ortholog_7113 MGL18475.1 g22763
ortholog_7114 MGL18654.1 g50162
ortholog_7115 MGL18786.1 g135343
ortholog_7116 MGL18733.1 g128123
ortholog_7117 MGL18707.1 g92167
ortholog_7118 MGL18686.1 g130108
ortholog_7119 MGL18667.1 g109774
ortholog_7120 MGL18621.1 g130905
ortholog_7121 MGL18598.1 g132688
ortholog_7122 MGL18580.1 g128066
ortholog_7123 MGL18248.1 g61385
ortholog_7124 MGL18265.1 g136083
ortholog_7125 MGL18675.1 g129517
ortholog_7126 MGL18435.1 g129434
ortholog_7127 MGL18461.1 g134892
ortholog_7128 MGL18487.1 g129452
ortholog_7129 MGL18364.1 g130032
ortholog_7130 MGL18360.1 g118752
ortholog_7131 MGL18382.1 g130788
ortholog_7132 MGL18405.1 g203117
ortholog_7133 MGL18429.1 g134582
ortholog_7134 MGL18455.1 g134581
ortholog_7135 MGL18552.1 g133838
ortholog_7136 MGL18396.1 g135544
ortholog_7137 MGL18638.1 g131283
ortholog_7138 MGL18679.1 g169803
ortholog_7139 MGL18700.1 g131291
ortholog_7140 MGL18726.1 g129524
ortholog_7141 MGL18804.1 g200010
ortholog_7142 MGL18828.1 g128736
ortholog_7143 MGL18670.1 g8528
ortholog_7144 MGL18755.1 g133153
ortholog_7145 MGL18771.1 g134537
ortholog_7146 MGL18790.1 g129579
ortholog_7147 MGL18169.1 g130783
ortholog_7148 MGL18189.1 g130388
ortholog_7149 MGL18657.1 g134007
ortholog_7150 MGL18224.1 g131471
ortholog_7151 MGL18233.1 g131866
ortholog_7152 MGL18347.1 g164733
ortholog_7153 MGL18368.1 g128018
ortholog_7154 MGL18415.1 g83165
ortholog_7155 MGL18392.1 g130817
ortholog_7156 MGL18292.1 g133609
ortholog_7157 MGL18546.1 g135041
ortholog_7158 MGL18168.1 g133127
ortholog_7159 MGL18776.1 g133631
ortholog_7160 MGL18709.1 g138693
ortholog_7161 MGL18167.1 g133952
ortholog_7162 MGL18250.1 g128244
ortholog_7163 MGL18267.1 g134972
ortholog_7164 MGL18650.1 g104117
ortholog_7165 MGL18720.1 g11481
ortholog_7166 MGL18536.1 g132401
ortholog_7167 MGL18489.1 g131449
ortholog_7168 MGL18464.1 g134987
ortholog_7169 MGL18414.1 g175701
ortholog_7170 MGL18465.1 g130615
ortholog_7171 MGL18490.1 g134600
ortholog_7172 MGL18513.1 g127809
ortholog_7173 MGL18563.1 g134598
ortholog_7174 MGL18671.1 g130556
ortholog_7175 MGL18791.1 g132060
ortholog_7176 MGL18401.1 g130266
ortholog_7177 MGL18814.1 g130193
ortholog_7178 MGL18837.1 g135187
ortholog_7179 MGL18170.1 g131677
ortholog_7180 MGL18301.1 g134035
ortholog_7181 MGL18327.1 g134038
ortholog_7182 MGL18760.1 g132581
ortholog_7183 MGL18270.1 g135693
ortholog_7184 MGL18321.1 g131684
ortholog_7185 MGL18348.1 g198157
ortholog_7186 MGL18369.1 g129499
ortholog_7187 MGL18587.1 g133987
ortholog_7188 MGL18491.1 g136196
ortholog_7189 MGL18514.1 g133707
ortholog_7190 MGL18651.1 g112886
ortholog_7191 MGL18672.1 g136355
ortholog_7192 MGL18255.1 g112292
ortholog_7193 MGL18271.1 g136180
ortholog_7194 MGL18251.1 g138907
ortholog_7195 MGL18226.1 g131412
ortholog_7196 MGL18254.1 g131498
ortholog_7197 MGL18147.1 g129978
ortholog_7198 MGL18838.1 g135382
ortholog_7199 MGL18792.1 g129442
ortholog_7200 MGL18644.1 g132419
ortholog_7201 MGL18737.1 g68977
ortholog_7202 MGL18186.1 g214674
ortholog_7203 MGL18486.1 g134415
ortholog_7204 MGL18411.1 g130779
ortholog_7205 MGL18388.1 g135390
ortholog_7206 MGL18610.1 g135374
ortholog_7207 MGL18666.1 g133678
ortholog_7208 MGL18684.1 g133870
ortholog_7209 MGL18731.1 g73284
ortholog_7210 MGL18334.1 g130436
ortholog_7211 MGL18593.1 g128534
ortholog_7212 MGL18617.1 g134646
ortholog_7213 MGL18640.1 g135739
ortholog_7214 MGL18728.1 g130533
ortholog_7215 MGL18148.1 g134772
ortholog_7216 MGL18748.1 g134771
ortholog_7217 MGL18782.1 g134677
ortholog_7218 MGL18830.1 g133146
ortholog_7219 MGL18182.1 g131396
ortholog_7220 MGL18202.1 g131835
ortholog_7221 MGL18221.1 g134963
ortholog_7222 MGL18400.1 g134962
ortholog_7223 MGL18243.1 g132297
ortholog_7224 MGL18261.1 g129877
ortholog_7225 MGL18339.1 g126968
ortholog_7226 MGL18384.1 g133077
ortholog_7227 MGL18743.1 g131252
ortholog_7228 MGL18504.1 g132695
ortholog_7229 MGL18555.1 g131322
ortholog_7230 MGL18594.1 g135105
ortholog_7231 MGL18641.1 g127654
ortholog_7232 MGL18395.1 g175824
ortholog_7233 MGL18703.1 g132951
ortholog_7234 MGL18729.1 g136074
ortholog_7235 MGL18768.1 g71900
ortholog_7236 MGL18609.1 g28313
ortholog_7237 MGL18498.1 g149819
ortholog_7238 MGL18162.1 g135175
ortholog_7239 MGL18183.1 g136166
ortholog_7240 MGL18816.1 g130125
ortholog_7241 MGL18497.1 g130126
ortholog_7242 MGL18244.1 g130710
ortholog_7243 MGL18314.1 g134325
ortholog_7244 MGL18340.1 g158091
ortholog_7245 MGL18362.1 g131408
ortholog_7246 MGL18385.1 g131403
ortholog_7247 MGL18408.1 g135189
ortholog_7248 MGL18431.1 g128163
ortholog_7249 MGL18457.1 g136150
ortholog_7250 MGL18505.1 g131485
ortholog_7251 MGL18531.1 g131484
ortholog_7252 MGL18278.1 g53959
ortholog_7253 MGL18763.1 g127735
ortholog_7254 MGL18744.1 g134920
ortholog_7255 MGL18698.1 g130112
ortholog_7256 MGL18659.1 g128542
ortholog_7257 MGL18636.1 g133745
ortholog_7258 MGL18613.1 g148106
ortholog_7259 MGL18459.1 g8141
ortholog_7260 MGL18154.1 g47411
ortholog_7261 MGL18363.1 g130199
ortholog_7262 MGL18761.1 g133958
ortholog_7263 MGL18316.1 g135025
ortholog_7264 MGL18288.1 g135027
ortholog_7265 MGL18567.1 g7840
ortholog_7266 MGL18387.1 g130070
ortholog_7267 MGL18305.1 g128682
ortholog_7268 MGL18289.1 g135607
ortholog_7269 MGL18228.1 g135609
ortholog_7270 MGL18818.1 g20215
ortholog_7271 MGL18227.1 g144818
ortholog_7272 MGL18485.1 g133847
ortholog_7273 MGL18345.1 g83035
ortholog_7274 MGL18311.1 g130566
ortholog_7275 MGL18234.1 g131402
ortholog_7276 MGL18139.1 g133862
ortholog_7277 MGL18279.1 g127741
ortholog_7278 MGL18701.1 g98086
ortholog_7279 MGL18680.1 g159242
ortholog_7280 MGL18639.1 g134643
ortholog_7281 MGL18616.1 g132426
ortholog_7282 MGL18160.1 g134560
ortholog_7283 MGL18181.1 g128051
ortholog_7284 MGL18220.1 g135704
ortholog_7285 MGL18242.1 g131474
ortholog_7286 MGL18332.1 g131479
ortholog_7287 MGL18383.1 g127538
ortholog_7288 MGL18480.1 g134916
ortholog_7289 MGL18503.1 g135941
ortholog_7290 MGL18739.1 g135962
ortholog_7291 MGL18574.1 g24180
ortholog_7292 MGL18635.1 g135709
ortholog_7293 MGL18800.1 g135703
ortholog_7294 MGL18322.1 g127664
ortholog_7295 MGL18349.1 g133082
ortholog_7296 MGL18370.1 g127603
ortholog_7297 MGL18440.1 g45349
ortholog_7298 MGL18467.1 g90604
ortholog_7299 MGL18541.1 g132303
ortholog_7300 MGL18539.1 g135678
ortholog_7301 MGL18193.1 g207732
ortholog_7302 MGL18668.1 g129555
ortholog_7303 MGL18647.1 g134703
ortholog_7304 MGL18588.1 g77130
ortholog_7305 MGL18599.1 g127691
ortholog_7306 MGL18377.1 g128175
ortholog_7307 MGL18499.1 g133133
ortholog_7308 MGL18476.1 g128006
ortholog_7309 MGL18452.1 g164730
ortholog_7310 MGL18426.1 g130168
ortholog_7311 MGL18402.1 g13734
ortholog_7312 MGL18380.1 g150780
ortholog_7313 MGL18358.1 g135710
ortholog_7314 MGL18335.1 g130663
ortholog_7315 MGL18759.1 g133661
ortholog_7316 MGL18308.1 g133652
ortholog_7317 MGL18280.1 g133979
ortholog_7318 MGL18258.1 g134659
ortholog_7319 MGL18237.1 g136191
ortholog_7320 MGL18216.1 g167028
ortholog_7321 MGL18177.1 g129958
ortholog_7322 MGL18155.1 g131696
ortholog_7323 MGL18823.1 g135670
ortholog_7324 MGL18449.1 g127705
ortholog_7325 MGL18778.1 g127696
ortholog_7326 MGL18802.1 g135240
ortholog_7327 MGL18826.1 g127978
ortholog_7328 MGL18136.1 g130489
ortholog_7329 MGL18329.1 g130091
ortholog_7330 MGL18230.1 g132918
ortholog_7331 MGL18297.1 g20423
ortholog_7332 MGL18474.1 g135662
ortholog_7333 MGL18454.1 g134515
ortholog_7334 MGL18551.1 g130433
ortholog_7335 MGL18614.1 g127760
ortholog_7336 MGL18591.1 g127756
ortholog_7337 MGL18195.1 g129947
ortholog_7338 MGL18331.1 g186488
ortholog_7339 MGL18453.1 g131829
ortholog_7340 MGL18403.1 g127906
ortholog_7341 MGL18381.1 g130465
ortholog_7342 MGL18303.1 g128887
ortholog_7343 MGL18336.1 g128883
ortholog_7344 MGL18281.1 g131772
ortholog_7345 MGL18259.1 g130701
ortholog_7346 MGL18238.1 g130699
ortholog_7347 MGL18217.1 g132642
ortholog_7348 MGL18198.1 g132051
ortholog_7349 MGL18178.1 g129399
ortholog_7350 MGL18595.1 g159629
ortholog_7351 MGL18300.1 g63311
ortholog_7352 MGL18664.1 g96948
ortholog_7353 MGL18682.1 g170880
ortholog_7354 MGL18730.1 g131497
ortholog_7355 MGL18783.1 g129378
ortholog_7356 MGL18272.1 g54491
ortholog_7357 MGL18815.1 g135557
ortholog_7358 MGL18222.1 g134315
ortholog_7359 MGL18245.1 g134273
ortholog_7360 MGL18263.1 g131464
ortholog_7361 MGL18341.1 g132424
ortholog_7362 MGL18213.1 g135926
ortholog_7363 MGL18409.1 g135485
ortholog_7364 MGL18176.1 g134028
ortholog_7365 MGL18596.1 g134914
ortholog_7366 MGL18577.1 g129954
ortholog_7367 MGL18556.1 g129550
ortholog_7368 MGL18620.1 g137588
ortholog_7369 MGL18643.1 g130898
ortholog_7370 MGL18665.1 g93152
ortholog_7371 MGL19107.1 g185937
ortholog_7372 MGL19384.1 g91298
ortholog_7373 MGL19301.1 g199569
ortholog_7374 MGL19340.1 g92617
ortholog_7375 MGL19308.1 g92101
ortholog_7376 MGL19288.1 g92384
ortholog_7377 MGL19266.1 g92386
ortholog_7378 MGL18910.1 g90138
ortholog_7379 MGL18930.1 g94909
ortholog_7380 MGL19066.1 g94894
ortholog_7381 MGL18990.1 g212890
ortholog_7382 MGL19011.1 g94005
ortholog_7383 MGL19071.1 g89564
ortholog_7384 MGL19473.1 g100736
ortholog_7385 MGL19101.1 g100743
ortholog_7386 MGL19127.1 g95899
ortholog_7387 MGL19144.1 g91666
ortholog_7388 MGL19216.1 g91602
ortholog_7389 MGL19240.1 g121475
ortholog_7390 MGL19413.1 g134871
ortholog_7391 MGL19324.1 g96015
ortholog_7392 MGL19023.1 g90946
ortholog_7393 MGL19382.1 g96195
ortholog_7394 MGL19171.1 g97378
ortholog_7395 MGL19215.1 g99336
ortholog_7396 MGL19263.1 g98018
ortholog_7397 MGL19191.1 g97953
ortholog_7398 MGL19285.1 g97945
ortholog_7399 MGL19414.1 g97938
ortholog_7400 MGL19102.1 g93269
ortholog_7401 MGL19089.1 g95531
ortholog_7402 MGL18966.1 g94438
ortholog_7403 MGL19007.1 g95051
ortholog_7404 MGL19153.1 g98312
ortholog_7405 MGL18908.1 g105978
ortholog_7406 MGL18951.1 g98971
ortholog_7407 MGL18970.1 g99575
ortholog_7408 MGL18988.1 g90188
ortholog_7409 MGL19009.1 g96321
ortholog_7410 MGL19027.1 g92002
ortholog_7411 MGL19157.1 g155289
ortholog_7412 MGL19126.1 g89601
ortholog_7413 MGL19142.1 g91010
ortholog_7414 MGL19159.1 g96657
ortholog_7415 MGL18920.1 g96653
ortholog_7416 MGL19197.1 g94548
ortholog_7417 MGL19022.1 g161492
ortholog_7418 MGL19238.1 g101473
ortholog_7419 MGL19230.1 g101495
ortholog_7420 MGL19315.1 g94185
ortholog_7421 MGL19175.1 g93106
ortholog_7422 MGL19437.1 g90251
ortholog_7423 MGL18844.1 g94130
ortholog_7424 MGL19441.1 g94623
ortholog_7425 MGL18887.1 g89708
ortholog_7426 MGL18909.1 g166478
ortholog_7427 MGL18971.1 g90992
ortholog_7428 MGL19028.1 g89562
ortholog_7429 MGL18962.1 g168551
ortholog_7430 MGL19070.1 g94806
ortholog_7431 MGL18886.1 g97788
ortholog_7432 MGL18846.1 g91921
ortholog_7433 MGL19440.1 g93671
ortholog_7434 MGL19418.1 g90382
ortholog_7435 MGL19400.1 g98958
ortholog_7436 MGL19350.1 g93672
ortholog_7437 MGL19355.1 g96216
ortholog_7438 MGL19260.1 g99469
ortholog_7439 MGL19213.1 g98234
ortholog_7440 MGL18981.1 g97836
ortholog_7441 MGL19158.1 g94136
ortholog_7442 MGL19417.1 g95378
ortholog_7443 MGL19356.1 g94863
ortholog_7444 MGL19456.1 g148479
ortholog_7445 MGL19322.1 g90256
ortholog_7446 MGL19256.1 g100952
ortholog_7447 MGL19068.1 g95583
ortholog_7448 MGL19026.1 g92606
ortholog_7449 MGL19008.1 g92605
ortholog_7450 MGL18907.1 g100734
ortholog_7451 MGL19458.1 g91981
ortholog_7452 MGL18865.1 g91989
ortholog_7453 MGL19251.1 g92164
ortholog_7454 MGL19379.1 g91963
ortholog_7455 MGL19141.1 g92681
ortholog_7456 MGL19072.1 g92800
ortholog_7457 MGL19031.1 g89412
ortholog_7458 MGL19243.1 g101670
ortholog_7459 MGL19362.1 g92873
ortholog_7460 MGL19386.1 g100250
ortholog_7461 MGL19424.1 g98863
ortholog_7462 MGL18851.1 g5184
ortholog_7463 MGL18872.1 g208919
ortholog_7464 MGL18890.1 g19215
ortholog_7465 MGL18935.1 g72712
ortholog_7466 MGL18974.1 g98860
ortholog_7467 MGL19280.1 g89280
ortholog_7468 MGL19014.1 g96896
ortholog_7469 MGL19397.1 g95745
ortholog_7470 MGL19385.1 g101384
ortholog_7471 MGL19267.1 g89486
ortholog_7472 MGL19164.1 g100975
ortholog_7473 MGL19464.1 g187269
ortholog_7474 MGL19425.1 g187266
ortholog_7475 MGL19406.1 g91942
ortholog_7476 MGL19337.1 g89939
ortholog_7477 MGL19289.1 g91944
ortholog_7478 MGL19269.1 g91946
ortholog_7479 MGL19220.1 g55874
ortholog_7480 MGL19165.1 g98073
ortholog_7481 MGL19131.1 g89937
ortholog_7482 MGL19092.1 g187275
ortholog_7483 MGL19423.1 g95373
ortholog_7484 MGL19445.1 g90363
ortholog_7485 MGL19463.1 g93583
ortholog_7486 MGL18850.1 g183762
ortholog_7487 MGL18973.1 g49602
ortholog_7488 MGL18993.1 g90080
ortholog_7489 MGL19052.1 g93928
ortholog_7490 MGL19091.1 g90144
ortholog_7491 MGL19110.1 g99683
ortholog_7492 MGL19147.1 g40687
ortholog_7493 MGL18852.1 g95646
ortholog_7494 MGL19044.1 g12996
ortholog_7495 MGL18936.1 g95136
ortholog_7496 MGL18956.1 g99498
ortholog_7497 MGL19015.1 g91943
ortholog_7498 MGL19335.1 g93667
ortholog_7499 MGL19076.1 g215373
ortholog_7500 MGL19149.1 g89678
ortholog_7501 MGL19065.1 g187268
ortholog_7502 MGL19426.1 g100247
ortholog_7503 MGL19407.1 g187260
ortholog_7504 MGL18853.1 g125243
ortholog_7505 MGL18914.1 g97392
ortholog_7506 MGL19192.1 g90558
ortholog_7507 MGL18870.1 g90564
ortholog_7508 MGL18967.1 g92865
ortholog_7509 MGL18953.1 g65995
ortholog_7510 MGL18991.1 g187457
ortholog_7511 MGL18947.1 g40554
ortholog_7512 MGL19029.1 g99441
ortholog_7513 MGL19421.1 g96059
ortholog_7514 MGL18849.1 g90404
ortholog_7515 MGL19233.1 g96588
ortholog_7516 MGL19084.1 g96585
ortholog_7517 MGL19375.1 g127104
ortholog_7518 MGL18932.1 g99564
ortholog_7519 MGL19173.1 g99571
ortholog_7520 MGL19030.1 g93801
ortholog_7521 MGL19241.1 g100475
ortholog_7522 MGL19265.1 g100469
ortholog_7523 MGL19297.1 g94376
ortholog_7524 MGL19360.1 g94382
ortholog_7525 MGL19218.1 g98214
ortholog_7526 MGL19128.1 g93819
ortholog_7527 MGL19139.1 g204554
ortholog_7528 MGL18906.1 g192397
ortholog_7529 MGL19232.1 g91596
ortholog_7530 MGL18905.1 g158190
ortholog_7531 MGL19258.1 g116995
ortholog_7532 MGL19187.1 g115562
ortholog_7533 MGL19194.1 g90962
ortholog_7534 MGL19319.1 g77886
ortholog_7535 MGL18860.1 g135575
ortholog_7536 MGL19121.1 g77403
ortholog_7537 MGL19449.1 g98727
ortholog_7538 MGL19468.1 g96956
ortholog_7539 MGL18857.1 g99448
ortholog_7540 MGL18877.1 g178107
ortholog_7541 MGL19257.1 g100261
ortholog_7542 MGL18948.1 g93856
ortholog_7543 MGL19412.1 g98228
ortholog_7544 MGL19017.1 g155256
ortholog_7545 MGL19299.1 g101186
ortholog_7546 MGL19058.1 g101171
ortholog_7547 MGL19206.1 g96019
ortholog_7548 MGL18961.1 g94747
ortholog_7549 MGL18878.1 g97871
ortholog_7550 MGL19469.1 g91415
ortholog_7551 MGL19431.1 g96761
ortholog_7552 MGL19411.1 g98436
ortholog_7553 MGL19367.1 g94012
ortholog_7554 MGL19018.1 g96873
ortholog_7555 MGL19059.1 g99732
ortholog_7556 MGL19097.1 g95755
ortholog_7557 MGL19204.1 g135851
ortholog_7558 MGL19223.1 g94574
ortholog_7559 MGL19272.1 g93986
ortholog_7560 MGL19328.1 g92478
ortholog_7561 MGL19393.1 g100864
ortholog_7562 MGL19389.1 g90196
ortholog_7563 MGL19408.1 g92612
ortholog_7564 MGL19447.1 g95047
ortholog_7565 MGL19466.1 g99444
ortholog_7566 MGL18855.1 g99303
ortholog_7567 MGL19099.1 g194363
ortholog_7568 MGL19351.1 g94788
ortholog_7569 MGL18977.1 g94781
ortholog_7570 MGL19016.1 g92874
ortholog_7571 MGL19034.1 g95291
ortholog_7572 MGL19056.1 g93923
ortholog_7573 MGL19336.1 g93906
ortholog_7574 MGL19390.1 g92792
ortholog_7575 MGL19138.1 g19636
ortholog_7576 MGL19448.1 g98035
ortholog_7577 MGL19467.1 g95500
ortholog_7578 MGL19024.1 g98713
ortholog_7579 MGL18894.1 g93678
ortholog_7580 MGL18917.1 g98939
