ortholog_1 SCH00647.1 g59284
ortholog_6020 SCH18741.1 g94346
ortholog_6021 SCH18656.1 g4470
ortholog_6022 SCH18624.1 g14211
ortholog_6023 SCH18912.1 g90035
ortholog_6024 SCH19589.1 g9751
ortholog_6025 SCH19054.1 g23332
ortholog_6026 SCH19225.1 g7590
ortholog_6027 SCH18601.1 g7726
ortholog_6028 SCH19725.1 g215574
ortholog_6029 SCH18831.1 g8006
ortholog_6030 SCH18881.1 g8732
ortholog_6031 SCH18801.1 g62324
ortholog_6032 SCH18612.1 g29853
ortholog_6033 SCH19233.1 g142542
ortholog_6034 SCH18692.1 g113611
ortholog_6035 SCH18670.1 g11494
ortholog_6036 SCH19723.1 g11030
ortholog_6037 SCH18647.1 g210347
ortholog_6038 SCH18651.1 g5349
ortholog_6039 SCH19659.1 g5396
ortholog_6040 SCH19073.1 g147529
ortholog_6041 SCH19337.1 g11152
ortholog_6042 SCH18816.1 g11147
ortholog_6043 SCH19759.1 g179023
ortholog_6044 SCH19064.1 g8218
ortholog_6045 SCH18789.1 g6190
ortholog_6046 SCH19433.1 g43908
ortholog_6047 SCH18924.1 g23410
ortholog_6048 SCH19537.1 g179824
ortholog_6049 SCH19517.1 g151856
ortholog_6050 SCH19092.1 g171848
ortholog_6051 SCH19255.1 g4749
ortholog_6052 SCH19736.1 g50439
ortholog_6053 SCH19379.1 g10379
ortholog_6054 SCH18765.1 g143579
ortholog_6055 SCH18800.1 g19545
ortholog_6056 SCH18688.1 g8726
ortholog_6057 SCH18763.1 g7121
ortholog_6058 SCH19086.1 g2503
ortholog_6059 SCH19344.1 g2508
ortholog_6060 SCH19228.1 g2520
ortholog_6061 SCH19479.1 g8372
ortholog_6062 SCH18953.1 g146178
ortholog_6063 SCH19028.1 g6899
ortholog_6064 SCH19122.1 g5517
ortholog_6065 SCH18683.1 g8833
ortholog_6066 SCH18645.1 g8829
ortholog_6067 SCH18755.1 g7344
ortholog_6068 SCH18718.1 g8639
ortholog_6069 SCH19710.1 g187283
ortholog_6070 SCH19673.1 g10162
ortholog_6071 SCH18867.1 g10900
ortholog_6072 SCH18680.1 g56211
ortholog_6073 SCH19699.1 g6667
ortholog_6074 SCH19238.1 g10845
ortholog_6075 SCH19029.1 g10847
ortholog_6076 SCH19069.1 g9140
ortholog_6077 SCH19241.1 g193097
ortholog_6078 SCH19278.1 g129057
ortholog_6079 SCH18859.1 g6917
ortholog_6080 SCH18790.1 g5871
ortholog_6081 SCH19678.1 g9316
ortholog_6082 SCH18668.1 g10595
ortholog_6083 SCH18772.1 g10599
ortholog_6084 SCH18658.1 g3962
ortholog_6085 SCH19697.1 g4990
ortholog_6086 SCH18617.1 g7764
ortholog_6087 SCH19445.1 g6634
ortholog_6088 SCH19564.1 g11133
ortholog_6089 SCH19523.1 g10531
ortholog_6090 SCH19639.1 g82131
ortholog_6091 SCH19601.1 g11122
ortholog_6092 SCH18775.1 g39601
ortholog_6093 SCH18837.1 g11218
ortholog_6094 SCH19093.1 g6145
ortholog_6095 SCH18994.1 g2097
ortholog_6096 SCH18962.1 g8771
ortholog_6097 SCH18905.1 g7728
ortholog_6098 SCH19017.1 g3265
ortholog_6099 SCH19744.1 g6951
ortholog_6100 SCH19231.1 g4838
ortholog_6101 SCH18985.1 g11215
ortholog_6102 SCH19515.1 g71531
ortholog_6103 SCH19317.1 g86156
ortholog_6104 SCH19705.1 g6837
ortholog_6105 SCH18998.1 g173753
ortholog_6106 SCH19080.1 g143310
ortholog_6107 SCH18636.1 g5801
ortholog_6108 SCH18843.1 g5800
ortholog_6109 SCH19089.1 g4971
ortholog_6110 SCH19226.1 g154785
ortholog_6111 SCH19575.1 g11363
ortholog_6112 SCH18878.1 g11779
ortholog_6113 SCH19269.1 g7458
ortholog_6114 SCH19232.1 g7461
ortholog_6115 SCH18705.1 g11780
ortholog_6116 SCH18854.1 g5934
ortholog_6117 SCH19527.1 g7600
ortholog_6118 SCH19604.1 g8355
ortholog_6119 SCH19473.1 g8354
ortholog_6120 SCH19391.1 g8378
ortholog_6121 SCH19747.1 g78535
ortholog_6122 SCH18756.1 g6063
ortholog_6123 SCH18864.1 g4614
ortholog_6124 SCH19373.1 g5353
ortholog_6125 SCH19634.1 g3090
ortholog_6126 SCH18984.1 g7794
ortholog_6127 SCH19279.1 g6770
ortholog_6128 SCH18671.1 g6776
ortholog_6129 SCH19403.1 g4960
ortholog_6130 SCH19081.1 g11159
ortholog_6131 SCH18846.1 g1682
ortholog_6132 SCH19576.1 g11993
ortholog_6133 SCH19663.1 g9301
ortholog_6134 SCH19652.1 g9291
ortholog_6135 SCH19457.1 g9277
ortholog_6136 SCH19068.1 g155516
ortholog_6137 SCH19169.1 g8472
ortholog_6138 SCH19239.1 g2822
ortholog_6139 SCH19276.1 g10604
ortholog_6140 SCH18957.1 g5730
ortholog_6141 SCH19528.1 g11464
ortholog_6142 SCH19016.1 g2019
ortholog_6143 SCH19641.1 g9193
ortholog_6144 SCH19677.1 g8422
ortholog_6145 SCH19216.1 g9984
ortholog_6146 SCH19111.1 g10075
ortholog_6147 SCH18941.1 g10110
ortholog_6148 SCH18935.1 g11070
ortholog_6149 SCH19179.1 g191725
ortholog_6150 SCH18623.1 g48894
ortholog_6151 SCH18622.1 g2501
ortholog_6152 SCH19229.1 g5956
ortholog_6153 SCH19044.1 g80017
ortholog_6154 SCH18646.1 g6557
ortholog_6155 SCH19273.1 g110938
ortholog_6156 SCH19493.1 g5118
ortholog_6157 SCH18710.1 g26711
ortholog_6158 SCH19128.1 g121288
ortholog_6159 SCH19698.1 g116354
ortholog_6160 SCH19161.1 g7549
ortholog_6161 SCH19127.1 g4356
ortholog_6162 SCH19096.1 g5267
ortholog_6163 SCH19056.1 g5400
ortholog_6164 SCH19020.1 g8720
ortholog_6165 SCH18986.1 g8723
ortholog_6166 SCH18980.1 g135686
ortholog_6167 SCH19209.1 g129066
ortholog_6168 SCH18620.1 g135687
ortholog_6169 SCH19580.1 g135690
ortholog_6170 SCH19308.1 g3637
ortholog_6171 SCH19328.1 g209840
ortholog_6172 SCH19514.1 g29677
ortholog_6173 SCH19207.1 g8701
ortholog_6174 SCH19342.1 g8710
ortholog_6175 SCH19700.1 g75053
ortholog_6176 SCH19539.1 g109731
ortholog_6177 SCH19730.1 g7802
ortholog_6178 SCH18855.1 g7214
ortholog_6179 SCH18900.1 g3760
ortholog_6180 SCH19140.1 g11345
ortholog_6181 SCH19254.1 g11338
ortholog_6182 SCH19425.1 g10961
ortholog_6183 SCH19670.1 g7628
ortholog_6184 SCH19208.1 g4644
ortholog_6185 SCH19329.1 g8397
ortholog_6186 SCH19386.1 g8360
ortholog_6187 SCH19030.1 g9788
ortholog_6188 SCH19722.1 g9790
ortholog_6189 SCH19750.1 g4071
ortholog_6190 SCH18732.1 g10154
ortholog_6191 SCH18805.1 g3794
ortholog_6192 SCH18787.1 g4371
ortholog_6193 SCH18995.1 g6426
ortholog_6194 SCH19732.1 g189368
ortholog_6195 SCH18672.1 g9201
ortholog_6196 SCH19224.1 g9218
ortholog_6197 SCH19004.1 g11228
ortholog_6198 SCH18814.1 g11229
ortholog_6199 SCH18713.1 g5109
ortholog_6200 SCH18818.1 g5113
ortholog_6201 SCH18784.1 g4007
ortholog_6202 SCH18897.1 g7741
ortholog_6203 SCH19510.1 g11243
ortholog_6204 SCH19676.1 g195553
ortholog_6205 SCH19441.1 g10906
ortholog_6206 SCH19486.1 g121119
ortholog_6207 SCH18706.1 g128573
ortholog_6208 SCH19378.1 g1841
ortholog_6209 SCH18701.1 g1853
ortholog_6210 SCH19263.1 g9769
ortholog_6211 SCH19189.1 g59119
ortholog_6212 SCH19152.1 g93392
ortholog_6213 SCH18945.1 g127593
ortholog_6214 SCH18742.1 g90470
ortholog_6215 SCH19264.1 g5809
ortholog_6216 SCH18774.1 g9776
ortholog_6217 SCH18890.1 g8980
ortholog_6218 SCH18972.1 g10878
ortholog_6219 SCH19592.1 g2029
ortholog_6220 SCH18699.1 g197476
ortholog_6221 SCH19424.1 g3959
ortholog_6222 SCH18906.1 g9148
ortholog_6223 SCH18863.1 g55449
ortholog_6224 SCH19067.1 g10830
ortholog_6225 SCH19387.1 g10695
ortholog_6226 SCH18938.1 g206377
ortholog_6227 SCH19419.1 g4847
ortholog_6228 SCH19489.1 g4845
ortholog_6229 SCH19309.1 g8603
ortholog_6230 SCH19714.1 g2417
ortholog_6231 SCH19679.1 g5547
ortholog_6232 SCH18904.1 g5944
ortholog_6233 SCH18815.1 g9073
ortholog_6234 SCH19428.1 g9070
ortholog_6235 SCH18638.1 g3978
ortholog_6236 SCH19295.1 g10555
ortholog_6237 SCH19675.1 g146933
ortholog_6238 SCH18607.1 g9987
ortholog_6239 SCH18661.1 g10134
ortholog_6240 SCH18882.1 g10933
ortholog_6241 SCH19362.1 g76321
ortholog_6242 SCH19595.1 g9166
ortholog_6243 SCH18604.1 g11763
ortholog_6244 SCH18676.1 g8781
ortholog_6245 SCH19553.1 g142775
ortholog_6246 SCH19594.1 g11236
ortholog_6247 SCH19625.1 g212260
ortholog_6248 SCH19451.1 g3272
ortholog_6249 SCH18824.1 g132030
ortholog_6250 SCH19529.1 g3737
ortholog_6251 SCH19649.1 g8073
ortholog_6252 SCH19502.1 g116302
ortholog_6253 SCH19288.1 g33795
ortholog_6254 SCH19635.1 g5641
ortholog_6255 SCH18893.1 g5621
ortholog_6256 SCH19114.1 g5624
ortholog_6257 SCH19562.1 g6701
ortholog_6258 SCH18614.1 g2736
ortholog_6259 SCH19609.1 g2733
ortholog_6260 SCH18873.1 g76121
ortholog_6261 SCH19448.1 g11435
ortholog_6262 SCH19393.1 g10494
ortholog_6263 SCH19640.1 g111989
ortholog_6264 SCH19546.1 g144141
ortholog_6265 SCH19352.1 g143686
ortholog_6266 SCH19505.1 g152303
ortholog_6267 SCH19475.1 g92605
ortholog_6268 SCH18736.1 g180285
ortholog_6269 SCH18959.1 g133789
ortholog_6270 SCH18625.1 g63689
ortholog_6271 SCH19261.1 g143290
ortholog_6272 SCH19008.1 g76373
ortholog_6273 SCH19898.1 g72896
ortholog_6274 SCH20004.1 g159458
ortholog_6275 SCH20535.1 g72524
ortholog_6276 SCH20411.1 g72526
ortholog_6277 SCH20454.1 g71526
ortholog_6278 SCH20331.1 g71562
ortholog_6279 SCH20259.1 g140942
ortholog_6280 SCH20380.1 g18073
ortholog_6281 SCH20465.1 g69962
ortholog_6282 SCH20640.1 g69966
ortholog_6283 SCH20521.1 g103627
ortholog_6284 SCH20404.1 g71813
ortholog_6285 SCH20429.1 g68911
ortholog_6286 SCH20375.1 g75556
ortholog_6287 SCH20053.1 g72841
ortholog_6288 SCH20712.1 g150131
ortholog_6289 SCH20491.1 g72842
ortholog_6290 SCH19911.1 g97066
ortholog_6291 SCH20778.1 g68798
ortholog_6292 SCH20531.1 g74898
ortholog_6293 SCH20284.1 g74909
ortholog_6294 SCH20501.1 g72916
ortholog_6295 SCH20584.1 g77266
ortholog_6296 SCH20350.1 g168065
ortholog_6297 SCH20387.1 g48709
ortholog_6298 SCH20057.1 g69585
ortholog_6299 SCH20500.1 g76826
ortholog_6300 SCH20219.1 g107423
ortholog_6301 SCH20563.1 g68328
ortholog_6302 SCH19813.1 g72670
ortholog_6303 SCH20120.1 g73114
ortholog_6304 SCH20450.1 g77929
ortholog_6305 SCH20297.1 g169315
ortholog_6306 SCH20050.1 g71907
ortholog_6307 SCH19835.1 g68033
ortholog_6308 SCH20666.1 g75859
ortholog_6309 SCH20485.1 g77346
ortholog_6310 SCH20790.1 g159929
ortholog_6311 SCH20360.1 g68365
ortholog_6312 SCH19807.1 g213264
ortholog_6313 SCH20554.1 g147367
ortholog_6314 SCH19912.1 g26624
ortholog_6315 SCH20625.1 g130499
ortholog_6316 SCH20621.1 g129947
ortholog_6317 SCH19826.1 g128534
ortholog_6318 SCH20082.1 g134646
ortholog_6319 SCH20267.1 g134643
ortholog_6320 SCH20694.1 g106148
ortholog_6321 SCH20188.1 g127512
ortholog_6322 SCH20339.1 g134925
ortholog_6323 SCH20143.1 g128163
ortholog_6324 SCH19861.1 g136196
ortholog_6325 SCH20395.1 g127821
ortholog_6326 SCH20439.1 g131469
ortholog_6327 SCH20243.1 g128755
ortholog_6328 SCH19965.1 g135041
ortholog_6329 SCH19929.1 g88021
ortholog_6330 SCH19791.1 g157519
ortholog_6331 SCH20816.1 g134892
ortholog_6332 SCH20815.1 g128066
ortholog_6333 SCH20820.1 g131285
ortholog_6334 SCH19976.1 g131288
ortholog_6335 SCH20159.1 g132666
ortholog_6336 SCH20564.1 g134020
ortholog_6337 SCH20226.1 g136166
ortholog_6338 SCH20007.1 g130125
ortholog_6339 SCH19831.1 g130126
ortholog_6340 SCH20046.1 g130710
ortholog_6341 SCH20201.1 g203117
ortholog_6342 SCH20378.1 g133730
ortholog_6343 SCH20269.1 g129499
ortholog_6344 SCH20794.1 g127760
ortholog_6345 SCH19986.1 g129919
ortholog_6346 SCH20164.1 g129932
ortholog_6347 SCH19936.1 g132295
ortholog_6348 SCH20819.1 g127729
ortholog_6349 SCH20306.1 g130533
ortholog_6350 SCH19810.1 g134772
ortholog_6351 SCH20357.1 g134771
ortholog_6352 SCH20085.1 g135026
ortholog_6353 SCH20420.1 g132682
ortholog_6354 SCH19943.1 g131415
ortholog_6355 SCH20105.1 g131911
ortholog_6356 SCH20551.1 g191517
ortholog_6357 SCH19977.1 g77130
ortholog_6358 SCH20229.1 g138693
ortholog_6359 SCH19942.1 g134598
ortholog_6360 SCH20340.1 g129958
ortholog_6361 SCH20300.1 g131678
ortholog_6362 SCH20628.1 g4012
ortholog_6363 SCH19867.1 g112292
ortholog_6364 SCH20161.1 g131479
ortholog_6365 SCH20171.1 g127906
ortholog_6366 SCH20248.1 g188839
ortholog_6367 SCH20019.1 g130701
ortholog_6368 SCH20372.1 g90138
ortholog_6369 SCH20261.1 g128742
ortholog_6370 SCH20035.1 g128736
ortholog_6371 SCH20075.1 g41199
ortholog_6372 SCH20031.1 g130788
ortholog_6373 SCH20313.1 g133077
ortholog_6374 SCH20276.1 g133856
ortholog_6375 SCH20002.1 g133631
ortholog_6376 SCH20285.1 g136083
ortholog_6377 SCH20249.1 g130651
ortholog_6378 SCH19824.1 g134539
ortholog_6379 SCH20365.1 g133130
ortholog_6380 SCH19903.1 g130163
ortholog_6381 SCH20779.1 g130165
ortholog_6382 SCH20607.1 g130168
ortholog_6383 SCH20557.1 g164730
ortholog_6384 SCH20250.1 g128006
ortholog_6385 SCH20364.1 g171678
ortholog_6386 SCH20515.1 g55355
ortholog_6387 SCH20329.1 g45196
ortholog_6388 SCH20523.1 g135557
ortholog_6389 SCH20825.1 g134319
ortholog_6390 SCH20768.1 g134315
ortholog_6391 SCH20194.1 g134273
ortholog_6392 SCH20321.1 g127799
ortholog_6393 SCH20122.1 g127802
ortholog_6394 SCH20748.1 g130433
ortholog_6395 SCH20069.1 g131802
ortholog_6396 SCH20680.1 g133678
ortholog_6397 SCH20061.1 g134513
ortholog_6398 SCH20106.1 g135189
ortholog_6399 SCH20652.1 g134582
ortholog_6400 SCH20774.1 g136180
ortholog_6401 SCH20552.1 g153656
ortholog_6402 SCH19836.1 g136074
ortholog_6403 SCH20810.1 g19269
ortholog_6404 SCH20487.1 g19499
ortholog_6405 SCH20760.1 g129730
ortholog_6406 SCH20309.1 g136150
ortholog_6407 SCH20574.1 g131403
ortholog_6408 SCH20545.1 g131835
ortholog_6409 SCH19961.1 g132675
ortholog_6410 SCH20264.1 g132642
ortholog_6411 SCH20561.1 g132051
ortholog_6412 SCH20099.1 g129399
ortholog_6413 SCH19838.1 g135105
ortholog_6414 SCH20108.1 g130266
ortholog_6415 SCH20034.1 g133609
ortholog_6416 SCH20207.1 g128571
ortholog_6417 SCH20038.1 g89938
ortholog_6418 SCH20189.1 g134206
ortholog_6419 SCH20316.1 g134415
ortholog_6420 SCH20590.1 g31213
ortholog_6421 SCH20282.1 g68344
ortholog_6422 SCH20278.1 g163639
ortholog_6423 SCH20230.1 g28315
ortholog_6424 SCH19919.1 g134581
ortholog_6425 SCH20598.1 g135374
ortholog_6426 SCH19797.1 g133153
ortholog_6427 SCH20310.1 g127978
ortholog_6428 SCH20361.1 g131396
ortholog_6429 SCH20333.1 g132416
ortholog_6430 SCH19978.1 g128791
ortholog_6431 SCH19921.1 g128125
ortholog_6432 SCH19993.1 g109774
ortholog_6433 SCH20204.1 g20196
ortholog_6434 SCH20111.1 g131408
ortholog_6435 SCH20679.1 g134537
ortholog_6436 SCH20428.1 g133849
ortholog_6437 SCH20385.1 g129574
ortholog_6438 SCH20347.1 g129575
ortholog_6439 SCH20100.1 g44198
ortholog_6440 SCH20605.1 g127705
ortholog_6441 SCH20218.1 g127696
ortholog_6442 SCH20525.1 g135669
ortholog_6443 SCH19845.1 g191606
ortholog_6444 SCH20733.1 g128020
ortholog_6445 SCH20073.1 g98649
ortholog_6446 SCH20029.1 g131474
ortholog_6447 SCH20137.1 g134987
ortholog_6448 SCH20089.1 g143392
ortholog_6449 SCH20348.1 g132651
ortholog_6450 SCH20580.1 g127741
ortholog_6451 SCH20672.1 g128193
ortholog_6452 SCH20492.1 g101130
ortholog_6453 SCH20644.1 g133872
ortholog_6454 SCH20396.1 g137292
ortholog_6455 SCH20802.1 g135382
ortholog_6456 SCH20763.1 g56133
ortholog_6457 SCH20685.1 g130108
ortholog_6458 SCH20718.1 g133958
ortholog_6459 SCH20242.1 g62310
ortholog_6460 SCH20030.1 g132307
ortholog_6461 SCH20583.1 g132303
ortholog_6462 SCH19959.1 g59885
ortholog_6463 SCH20558.1 g127756
ortholog_6464 SCH19864.1 g130467
ortholog_6465 SCH20110.1 g130465
ortholog_6466 SCH20131.1 g129442
ortholog_6467 SCH20576.1 g127718
ortholog_6468 SCH20479.1 g138653
ortholog_6469 SCH20005.1 g45349
ortholog_6470 SCH20489.1 g133792
ortholog_6471 SCH20363.1 g127603
ortholog_6472 SCH20314.1 g131265
ortholog_6473 SCH20616.1 g129555
ortholog_6474 SCH20178.1 g112425
ortholog_6475 SCH20701.1 g129522
ortholog_6476 SCH20353.1 g11481
ortholog_6477 SCH20109.1 g149819
ortholog_6478 SCH20593.1 g127825
ortholog_6479 SCH20287.1 g129578
ortholog_6480 SCH19991.1 g135274
ortholog_6481 SCH19956.1 g135281
ortholog_6482 SCH19844.1 g135017
ortholog_6483 SCH19920.1 g132648
ortholog_6484 SCH20467.1 g86611
ortholog_6485 SCH20757.1 g135710
ortholog_6486 SCH20424.1 g130571
ortholog_6487 SCH20560.1 g134920
ortholog_6488 SCH20448.1 g127735
ortholog_6489 SCH20221.1 g128839
ortholog_6490 SCH20272.1 g129982
ortholog_6491 SCH20734.1 g131481
ortholog_6492 SCH20766.1 g130566
ortholog_6493 SCH19846.1 g129518
ortholog_6494 SCH20503.1 g133087
ortholog_6495 SCH20562.1 g30277
ortholog_6496 SCH20536.1 g129452
ortholog_6497 SCH20735.1 g130508
ortholog_6498 SCH19899.1 g130515
ortholog_6499 SCH20498.1 g113969
ortholog_6500 SCH19868.1 g134037
ortholog_6501 SCH20818.1 g127743
ortholog_6502 SCH20504.1 g131876
ortholog_6503 SCH20660.1 g131858
ortholog_6504 SCH20544.1 g166684
ortholog_6505 SCH20717.1 g208213
ortholog_6506 SCH19917.1 g132419
ortholog_6507 SCH20044.1 g135079
ortholog_6508 SCH20262.1 g131693
ortholog_6509 SCH20148.1 g131694
ortholog_6510 SCH20359.1 g159185
ortholog_6511 SCH20307.1 g94011
ortholog_6512 SCH19915.1 g135394
ortholog_6513 SCH20758.1 g135395
ortholog_6514 SCH20298.1 g132722
ortholog_6515 SCH20251.1 g134916
ortholog_6516 SCH20828.1 g135941
ortholog_6517 SCH20692.1 g135693
ortholog_6518 SCH20705.1 g135698
ortholog_6519 SCH20198.1 g135920
ortholog_6520 SCH20225.1 g132695
ortholog_6521 SCH19798.1 g129456
ortholog_6522 SCH20442.1 g130696
ortholog_6523 SCH20667.1 g134703
ortholog_6524 SCH20115.1 g128051
ortholog_6525 SCH20234.1 g132581
ortholog_6526 SCH20606.1 g127889
ortholog_6527 SCH20009.1 g135347
ortholog_6528 SCH20823.1 g133150
ortholog_6529 SCH19837.1 g136044
ortholog_6530 SCH19983.1 g136035
ortholog_6531 SCH20335.1 g130782
ortholog_6532 SCH20710.1 g133994
ortholog_6533 SCH20167.1 g190137
ortholog_6534 SCH20129.1 g137590
ortholog_6535 SCH19891.1 g134366
ortholog_6536 SCH19855.1 g45087
ortholog_6537 SCH20783.1 g3201
ortholog_6538 SCH20600.1 g133987
ortholog_6539 SCH20569.1 g132634
ortholog_6540 SCH20382.1 g131484
ortholog_6541 SCH20612.1 g134605
ortholog_6542 SCH20671.1 g133189
ortholog_6543 SCH20750.1 g86428
ortholog_6544 SCH20175.1 g135678
ortholog_6545 SCH20102.1 g134713
ortholog_6546 SCH20370.1 g134717
ortholog_6547 SCH19925.1 g135739
ortholog_6548 SCH20510.1 g127691
ortholog_6549 SCH20209.1 g129870
ortholog_6550 SCH20480.1 g135962
ortholog_6551 SCH20813.1 g129954
ortholog_6552 SCH20716.1 g131421
ortholog_6553 SCH20713.1 g131449
ortholog_6554 SCH20185.1 g102977
ortholog_6555 SCH20684.1 g130091
ortholog_6556 SCH19952.1 g134914
ortholog_6557 SCH19985.1 g127538
ortholog_6558 SCH20072.1 g129517
ortholog_6559 SCH20200.1 g131831
ortholog_6560 SCH20163.1 g129378
ortholog_6561 SCH19930.1 g130556
ortholog_6562 SCH19822.1 g207553
ortholog_6563 SCH19914.1 g131498
ortholog_6564 SCH20128.1 g130820
ortholog_6565 SCH20280.1 g130615
ortholog_6566 SCH20639.1 g30118
ortholog_6567 SCH20753.1 g105234
ortholog_6568 SCH19960.1 g75042
ortholog_6569 SCH20755.1 g75123
ortholog_6570 SCH19786.1 g134677
ortholog_6571 SCH20255.1 g130491
ortholog_6572 SCH20011.1 g128887
ortholog_6573 SCH20401.1 g128883
ortholog_6574 SCH19816.1 g135175
ortholog_6575 SCH20101.1 g118752
ortholog_6576 SCH19963.1 g131497
ortholog_6577 SCH20147.1 g89888
ortholog_6578 SCH19851.1 g63349
ortholog_6579 SCH20518.1 g128542
ortholog_6580 SCH20483.1 g75283
ortholog_6581 SCH20579.1 g135703
ortholog_6582 SCH20037.1 g132424
ortholog_6583 SCH20220.1 g133163
ortholog_6584 SCH20767.1 g133157
ortholog_6585 SCH20799.1 g130032
ortholog_6586 SCH19886.1 g129550
ortholog_6587 SCH20443.1 g106715
ortholog_6588 SCH19882.1 g13734
ortholog_6589 SCH20581.1 g73284
ortholog_6590 SCH19832.1 g128180
ortholog_6591 SCH19812.1 g132727
ortholog_6592 SCH20529.1 g135240
ortholog_6593 SCH20539.1 g134007
ortholog_6594 SCH20669.1 g133862
ortholog_6595 SCH20093.1 g133823
ortholog_6596 SCH20627.1 g104891
ortholog_6597 SCH19792.1 g138708
ortholog_6598 SCH19809.1 g128108
ortholog_6599 SCH20090.1 g128550
ortholog_6600 SCH20509.1 g135709
ortholog_6601 SCH20187.1 g131471
ortholog_6602 SCH20425.1 g158091
ortholog_6603 SCH20180.1 g158088
ortholog_6604 SCH20814.1 g133127
ortholog_6605 SCH20286.1 g19317
ortholog_6606 SCH20155.1 g213381
ortholog_6607 SCH20051.1 g23292
ortholog_6608 SCH20478.1 g133652
ortholog_6609 SCH20582.1 g90176
ortholog_6610 SCH20809.1 g135390
ortholog_6611 SCH20449.1 g130779
ortholog_6612 SCH20655.1 g133899
ortholog_6613 SCH20312.1 g134325
ortholog_6614 SCH20754.1 g133979
ortholog_6615 SCH20374.1 g136099
ortholog_6616 SCH20064.1 g132688
ortholog_6617 SCH20024.1 g130905
ortholog_6618 SCH20460.1 g130193
ortholog_6619 SCH20803.1 g135187
ortholog_6620 SCH20440.1 g131321
ortholog_6621 SCH19916.1 g133870
ortholog_6622 SCH19901.1 g132624
ortholog_6623 SCH19935.1 g132630
ortholog_6624 SCH20776.1 g135526
ortholog_6625 SCH19827.1 g130843
ortholog_6626 SCH20567.1 g134963
ortholog_6627 SCH20461.1 g128207
ortholog_6628 SCH21384.1 g27330
ortholog_6629 SCH21467.1 g26914
ortholog_6630 SCH20838.1 g31473
ortholog_6631 SCH20887.1 g30605
ortholog_6632 SCH21449.1 g29760
ortholog_6633 SCH21478.1 g26646
ortholog_6634 SCH21346.1 g26864
ortholog_6635 SCH21369.1 g25992
ortholog_6636 SCH20846.1 g29620
ortholog_6637 SCH20870.1 g26433
ortholog_6638 SCH20861.1 g31093
ortholog_6639 SCH20916.1 g28665
ortholog_6640 SCH21286.1 g31512
ortholog_6641 SCH20940.1 g31515
ortholog_6642 SCH21029.1 g65869
ortholog_6643 SCH21496.1 g27066
ortholog_6644 SCH20942.1 g32716
ortholog_6645 SCH21270.1 g25358
ortholog_6646 SCH21436.1 g28607
ortholog_6647 SCH21465.1 g68134
ortholog_6648 SCH21142.1 g130699
ortholog_6649 SCH21535.1 g85471
ortholog_6650 SCH21566.1 g26904
ortholog_6651 SCH20930.1 g27550
ortholog_6652 SCH21256.1 g21785
ortholog_6653 SCH21261.1 g30430
ortholog_6654 SCH20926.1 g25446
ortholog_6655 SCH21143.1 g25421
ortholog_6656 SCH21096.1 g25404
ortholog_6657 SCH21008.1 g189690
ortholog_6658 SCH21525.1 g26364
ortholog_6659 SCH20937.1 g33159
ortholog_6660 SCH20913.1 g27375
ortholog_6661 SCH21092.1 g199346
ortholog_6662 SCH21064.1 g30574
ortholog_6663 SCH21047.1 g25415
ortholog_6664 SCH21317.1 g32993
ortholog_6665 SCH21389.1 g27724
ortholog_6666 SCH21351.1 g30563
ortholog_6667 SCH21197.1 g25814
ortholog_6668 SCH21188.1 g31520
ortholog_6669 SCH20997.1 g28459
ortholog_6670 SCH21085.1 g32729
ortholog_6671 SCH20979.1 g27713
ortholog_6672 SCH21145.1 g67999
ortholog_6673 SCH21168.1 g26902
ortholog_6674 SCH21217.1 g31585
ortholog_6675 SCH21244.1 g30759
ortholog_6676 SCH20854.1 g30762
ortholog_6677 SCH21262.1 g28476
ortholog_6678 SCH20986.1 g32980
ortholog_6679 SCH21179.1 g32924
ortholog_6680 SCH21519.1 g32927
ortholog_6681 SCH21026.1 g29178
ortholog_6682 SCH21225.1 g32935
ortholog_6683 SCH21433.1 g30480
ortholog_6684 SCH21524.1 g190122
ortholog_6685 SCH21563.1 g31882
ortholog_6686 SCH21508.1 g85236
ortholog_6687 SCH21488.1 g26488
ortholog_6688 SCH21453.1 g30493
ortholog_6689 SCH21051.1 g16146
ortholog_6690 SCH21421.1 g33784
ortholog_6691 SCH21450.1 g29584
ortholog_6692 SCH21091.1 g32293
ortholog_6693 SCH20983.1 g29285
ortholog_6694 SCH21620.1 g25273
ortholog_6695 SCH21028.1 g26023
ortholog_6696 SCH21545.1 g56247
ortholog_6697 SCH20836.1 g26082
ortholog_6698 SCH21300.1 g114554
ortholog_6699 SCH21328.1 g26074
ortholog_6700 SCH21454.1 g26072
ortholog_6701 SCH21544.1 g32981
ortholog_6702 SCH21537.1 g29997
ortholog_6703 SCH21569.1 g28601
ortholog_6704 SCH21487.1 g87690
ortholog_6705 SCH21141.1 g150780
ortholog_6706 SCH21165.1 g25836
ortholog_6707 SCH20984.1 g31552
ortholog_6708 SCH21483.1 g30001
ortholog_6709 SCH21530.1 g193722
ortholog_6710 SCH21032.1 g31996
ortholog_6711 SCH20835.1 g32001
ortholog_6712 SCH21500.1 g26629
ortholog_6713 SCH20883.1 g118640
ortholog_6714 SCH20933.1 g27663
ortholog_6715 SCH20975.1 g30578
ortholog_6716 SCH21371.1 g32256
ortholog_6717 SCH21546.1 g32257
ortholog_6718 SCH21350.1 g28493
