ortholog_1 g320 BL22201
ortholog_6493 g163429 BL00674
ortholog_6494 g163458 BL01539
ortholog_6495 g163480 BL00173
ortholog_6496 g163486 BL27852
ortholog_6497 g163500 BL14698
ortholog_6498 g163515 BL25558
ortholog_6499 g163534 BL01050
ortholog_6500 g163536 BL01608
ortholog_6501 g163543 BL12696
ortholog_6502 g163547 BL07588
ortholog_6503 g163553 BL14196
ortholog_6504 g163560 BL10718
ortholog_6505 g163569 BL14752
ortholog_6506 g163571 BL14754
ortholog_6507 g163578 BL01863
ortholog_6508 g163579 BL01620
ortholog_6509 g163594 BL01621
ortholog_6510 g163596 BL01724
ortholog_6511 g163601 BL01445
ortholog_6512 g163613 BL01920
ortholog_6513 g163621 BL01380
ortholog_6514 g163685 BL01936
ortholog_6515 g163687 BL01937
ortholog_6516 g163703 BL01639
ortholog_6517 g163744 BL01504
ortholog_6518 g163756 BL25765
ortholog_6519 g163789 BL01947
ortholog_6520 g163794 BL23538
ortholog_6521 g163811 BL01325
ortholog_6522 g163820 BL01275
ortholog_6523 g163821 BL01271
ortholog_6524 g163826 BL06927
ortholog_6525 g163828 BL01749
ortholog_6526 g163830 BL01747
ortholog_6527 g163845 BL08533
ortholog_6528 g163852 BL00593
ortholog_6529 g163872 BL01776
ortholog_6530 g163877 BL01716
ortholog_6531 g163885 BL01310
ortholog_6532 g163898 BL24546
ortholog_6533 g163901 BL01605
ortholog_6534 g163905 BL01604
ortholog_6535 g163926 BL14181
ortholog_6536 g163999 BL25502
ortholog_6537 g164000 BL02676
ortholog_6538 g164008 BL01663
ortholog_6539 g164011 BL01661
ortholog_6540 g164040 BL22505
ortholog_6541 g164052 BL01992
ortholog_6542 g164063 BL01651
ortholog_6543 g164068 BL06801
ortholog_6544 g164076 BL01328
ortholog_6545 g164082 BL20666
ortholog_6546 g164097 BL01705
ortholog_6547 g164112 BL01706
ortholog_6548 g164176 BL25546
ortholog_6549 g164188 BL25547
ortholog_6550 g164235 BL23168
ortholog_6551 g164316 BL27962
ortholog_6552 g164390 BL12724
ortholog_6553 g164392 BL04687
ortholog_6554 g164434 BL21629
ortholog_6555 g164497 BL21834
ortholog_6556 g164598 BL17066
ortholog_6557 g164815 BL12628
ortholog_6558 g164936 BL17883
ortholog_6559 g164958 BL24651
ortholog_6560 g165023 BL14006
ortholog_6561 g165118 BL07965
ortholog_6562 g165151 BL21604
ortholog_6563 g165182 BL16532
ortholog_6564 g165202 BL08106
ortholog_6565 g165205 BL17101
ortholog_6566 g165289 BL16436
ortholog_6567 g165391 BL26231
ortholog_6568 g165421 BL26015
ortholog_6569 g165524 BL10762
ortholog_6570 g165528 BL10763
ortholog_6571 g165596 BL02264
ortholog_6572 g165597 BL02265
ortholog_6573 g165632 BL26075
ortholog_6574 g165638 BL26076
ortholog_6575 g165648 BL26259
ortholog_6576 g165701 BL03090
ortholog_6577 g165707 BL17013
ortholog_6578 g165725 BL26176
ortholog_6579 g165727 BL16656
ortholog_6580 g165732 BL10766
ortholog_6581 g165733 BL10764
ortholog_6582 g165734 BL25918
ortholog_6583 g165841 BL26108
ortholog_6584 g166012 BL25997
ortholog_6585 g166070 BL26068
ortholog_6586 g166076 BL26263
ortholog_6587 g166089 BL26264
ortholog_6588 g166176 BL01049
ortholog_6589 g166189 BL26073
ortholog_6590 g166208 BL25919
ortholog_6591 g166240 BL25371
ortholog_6592 g166245 BL10788
ortholog_6593 g166270 BL04585
ortholog_6594 g166315 BL26086
ortholog_6595 g166366 BL03988
ortholog_6596 g166370 BL04337
ortholog_6597 g166402 BL14211
ortholog_6598 g166405 BL13246
ortholog_6599 g166463 BL27449
ortholog_6600 g166485 BL25874
ortholog_6601 g166583 BL26398
ortholog_6602 g166602 BL13984
ortholog_6603 g166604 BL10530
ortholog_6604 g166719 BL26032
ortholog_6605 g166725 BL26033
ortholog_6606 g166742 BL21074
ortholog_6607 g166802 BL25956
ortholog_6608 g166841 BL26030
ortholog_6609 g166892 BL20611
ortholog_6610 g167170 BL27750
ortholog_6611 g167177 BL10821
ortholog_6612 g167183 BL23801
ortholog_6613 g167189 BL25964
ortholog_6614 g167204 BL25924
ortholog_6615 g167219 BL13900
ortholog_6616 g167223 BL09856
ortholog_6617 g167224 BL27982
ortholog_6618 g167235 BL11536
ortholog_6619 g167239 BL25785
ortholog_6620 g167246 BL13935
ortholog_6621 g167296 BL17881
ortholog_6622 g167319 BL10791
ortholog_6623 g167322 BL10790
ortholog_6624 g167368 BL25250
ortholog_6625 g167500 BL26003
ortholog_6626 g167544 BL17889
ortholog_6627 g167550 BL25843
ortholog_6628 g167554 BL25844
ortholog_6629 g167567 BL25804
ortholog_6630 g167622 BL25995
ortholog_6631 g167624 BL08005
ortholog_6632 g167684 BL10765
ortholog_6633 g167687 BL09317
ortholog_6634 g167700 BL09477
ortholog_6635 g167714 BL25806
ortholog_6636 g167718 BL16910
ortholog_6637 g167732 BL21057
ortholog_6638 g167789 BL03751
ortholog_6639 g167841 BL07997
ortholog_6640 g167844 BL15649
ortholog_6641 g167854 BL13959
ortholog_6642 g167870 BL26107
ortholog_6643 g167875 BL21065
ortholog_6644 g167906 BL07996
ortholog_6645 g167965 BL21102
ortholog_6646 g168014 BL26046
ortholog_6647 g168019 BL26045
ortholog_6648 g168093 BL16691
ortholog_6649 g168188 BL13944
ortholog_6650 g168192 BL13945
ortholog_6651 g168196 BL18655
ortholog_6652 g168257 BL26137
ortholog_6653 g168276 BL05986
ortholog_6654 g168298 BL18531
ortholog_6655 g168313 BL13837
ortholog_6656 g168316 BL26179
ortholog_6657 g168327 BL26180
ortholog_6658 g168381 BL06838
ortholog_6659 g168455 BL19766
ortholog_6660 g168468 BL07741
ortholog_6661 g168482 BL24919
ortholog_6662 g168551 BL27746
ortholog_6663 g168619 BL06896
ortholog_6664 g168624 BL25961
ortholog_6665 g168625 BL25963
ortholog_6666 g168640 BL21075
ortholog_6667 g168817 BL26088
ortholog_6668 g168826 BL09775
ortholog_6669 g168857 BL09776
ortholog_6670 g168860 BL26060
ortholog_6671 g168881 BL26230
ortholog_6672 g168903 BL25813
ortholog_6673 g168918 BL26151
ortholog_6674 g168921 BL26165
ortholog_6675 g168931 BL11015
ortholog_6676 g168932 BL11014
ortholog_6677 g168968 BL10795
ortholog_6678 g169011 BL16400
ortholog_6679 g169016 BL16402
ortholog_6680 g169041 BL26188
ortholog_6681 g169079 BL25747
ortholog_6682 g169105 BL26116
ortholog_6683 g169130 BL25971
ortholog_6684 g169166 BL04325
ortholog_6685 g169171 BL10775
ortholog_6686 g169264 BL17577
ortholog_6687 g169283 BL21086
ortholog_6688 g169289 BL06982
ortholog_6689 g169291 BL15413
ortholog_6690 g169302 BL26084
ortholog_6691 g169305 BL07995
ortholog_6692 g169310 BL26232
ortholog_6693 g169338 BL25991
ortholog_6694 g169344 BL21091
ortholog_6695 g169349 BL21087
ortholog_6696 g169354 BL10774
ortholog_6697 g169377 BL25867
ortholog_6698 g169381 BL25865
ortholog_6699 g169385 BL25926
ortholog_6700 g169417 BL25928
ortholog_6701 g169422 BL25737
ortholog_6702 g169423 BL08027
ortholog_6703 g169474 BL15680
ortholog_6704 g169479 BL13942
ortholog_6705 g169483 BL26208
ortholog_6706 g169485 BL25882
ortholog_6707 g169536 BL25994
ortholog_6708 g169541 BL25993
ortholog_6709 g169550 BL26189
ortholog_6710 g169597 BL26200
ortholog_6711 g169620 BL11696
ortholog_6712 g169623 BL10797
ortholog_6713 g169627 BL10796
ortholog_6714 g169646 BL25744
ortholog_6715 g169754 BL03465
ortholog_6716 g169770 BL15125
ortholog_6717 g169792 BL25799
ortholog_6718 g169799 BL25800
ortholog_6719 g169803 BL21071
ortholog_6720 g169823 BL09089
ortholog_6721 g169850 BL25862
ortholog_6722 g169865 BL14909
ortholog_6723 g169870 BL26011
ortholog_6724 g169876 BL13860
ortholog_6725 g169884 BL26228
ortholog_6726 g169890 BL10789
ortholog_6727 g169898 BL13793
ortholog_6728 g169903 BL10574
ortholog_6729 g169925 BL01276
ortholog_6730 g169947 BL09157
ortholog_6731 g169998 BL25920
ortholog_6732 g170024 BL24967
ortholog_6733 g170101 BL25912
ortholog_6734 g170138 BL25814
ortholog_6735 g170173 BL17174
ortholog_6736 g170192 BL26065
ortholog_6737 g170198 BL26251
ortholog_6738 g170211 BL25741
ortholog_6739 g170229 BL25742
ortholog_6740 g170230 BL10769
ortholog_6741 g170238 BL02750
ortholog_6742 g170296 BL25605
ortholog_6743 g170305 BL13939
ortholog_6744 g170313 BL27408
ortholog_6745 g170326 BL13980
ortholog_6746 g170332 BL13982
ortholog_6747 g170342 BL26127
ortholog_6748 g170398 BL25762
ortholog_6749 g170432 BL26927
ortholog_6750 g170445 BL26194
ortholog_6751 g170480 BL17897
ortholog_6752 g170495 BL17892
ortholog_6753 g170549 BL19532
ortholog_6754 g170567 BL26690
ortholog_6755 g170575 BL13897
ortholog_6756 g170584 BL13885
ortholog_6757 g170594 BL13888
ortholog_6758 g170610 BL13405
ortholog_6759 g170615 BL11481
ortholog_6760 g170648 BL26017
ortholog_6761 g170710 BL21084
ortholog_6762 g170732 BL26171
ortholog_6763 g170761 BL25900
ortholog_6764 g170765 BL13899
ortholog_6765 g170778 BL13878
ortholog_6766 g170790 BL22775
ortholog_6767 g170805 BL19113
ortholog_6768 g170831 BL13987
ortholog_6769 g170838 BL26099
ortholog_6770 g170880 BL26100
ortholog_6771 g170903 BL21454
ortholog_6772 g170966 BL21064
ortholog_6773 g170973 BL26098
ortholog_6774 g171015 BL00342
ortholog_6775 g171027 BL21131
ortholog_6776 g171038 BL16398
ortholog_6777 g171097 BL10810
ortholog_6778 g171185 BL21104
ortholog_6779 g171190 BL13970
ortholog_6780 g171196 BL07994
ortholog_6781 g171209 BL07993
ortholog_6782 g171215 BL26226
ortholog_6783 g171224 BL26016
ortholog_6784 g171270 BL26252
ortholog_6785 g171276 BL18464
ortholog_6786 g171331 BL00072
ortholog_6787 g171446 BL14067
ortholog_6788 g171469 BL26006
ortholog_6789 g171519 BL26061
ortholog_6790 g171521 BL26051
ortholog_6791 g171551 BL22799
ortholog_6792 g171614 BL26050
ortholog_6793 g171631 BL13986
ortholog_6794 g171678 BL13570
ortholog_6795 g171681 BL13102
ortholog_6796 g171692 BL25764
ortholog_6797 g171713 BL05419
ortholog_6798 g171734 BL25946
ortholog_6799 g171735 BL25947
ortholog_6800 g171760 BL00827
ortholog_6801 g171818 BL26125
ortholog_6802 g171820 BL26126
ortholog_6803 g171823 BL10787
ortholog_6804 g171848 BL09160
ortholog_6805 g171869 BL25783
ortholog_6806 g171871 BL13910
ortholog_6807 g171908 BL26024
ortholog_6808 g172022 BL11281
ortholog_6809 g172023 BL04512
ortholog_6810 g172035 BL13876
ortholog_6811 g172111 BL10823
ortholog_6812 g172145 BL09210
ortholog_6813 g172168 BL25934
ortholog_6814 g172185 BL25816
ortholog_6815 g172192 BL13956
ortholog_6816 g172213 BL25908
ortholog_6817 g172245 BL10809
ortholog_6818 g172249 BL13948
ortholog_6819 g172280 BL13949
ortholog_6820 g172307 BL22795
ortholog_6821 g172424 BL25779
ortholog_6822 g172440 BL13843
ortholog_6823 g172524 BL25960
ortholog_6824 g172537 BL26248
ortholog_6825 g172540 BL26246
ortholog_6826 g172558 BL13969
ortholog_6827 g172659 BL05110
ortholog_6828 g172710 BL26147
ortholog_6829 g172713 BL26145
ortholog_6830 g172723 BL21130
ortholog_6831 g172737 BL21073
ortholog_6832 g172742 BL25889
ortholog_6833 g172773 BL25842
ortholog_6834 g172813 BL26144
ortholog_6835 g172818 BL13912
ortholog_6836 g172911 BL26193
ortholog_6837 g172936 BL27409
ortholog_6838 g173037 BL21089
ortholog_6839 g173089 BL21088
ortholog_6840 g173146 BL26042
ortholog_6841 g173152 BL26043
ortholog_6842 g173155 BL26672
ortholog_6843 g173193 BL25775
ortholog_6844 g173204 BL20804
ortholog_6845 g173208 BL26236
ortholog_6846 g173226 BL26009
ortholog_6847 g173253 BL26010
ortholog_6848 g173256 BL26105
ortholog_6849 g173278 BL25759
ortholog_6850 g173281 BL25760
ortholog_6851 g173284 BL25850
ortholog_6852 g173291 BL25851
ortholog_6853 g173468 BL25439
ortholog_6854 g173534 BL17890
ortholog_6855 g173541 BL17891
ortholog_6856 g173607 BL02052
ortholog_6857 g173609 BL25859
ortholog_6858 g173678 BL26053
ortholog_6859 g173690 BL10770
ortholog_6860 g173806 BL25992
ortholog_6861 g173854 BL15922
ortholog_6862 g173857 BL25958
ortholog_6863 g173910 BL17438
ortholog_6864 g173921 BL16642
ortholog_6865 g173928 BL27472
ortholog_6866 g173969 BL16640
ortholog_6867 g173980 BL26129
ortholog_6868 g173984 BL11625
ortholog_6869 g174014 BL25756
ortholog_6870 g174021 BL02837
ortholog_6871 g174166 BL22808
ortholog_6872 g174228 BL05102
ortholog_6873 g174245 BL22815
ortholog_6874 g174266 BL16669
ortholog_6875 g174311 BL04533
ortholog_6876 g174390 BL06782
ortholog_6877 g174641 BL16567
ortholog_6878 g174667 BL00975
ortholog_6879 g174673 BL01345
ortholog_6880 g174710 BL18145
ortholog_6881 g174803 BL00728
ortholog_6882 g174841 BL18451
ortholog_6883 g175096 BL22460
ortholog_6884 g175179 BL22974
ortholog_6885 g175184 BL25871
ortholog_6886 g175204 BL21070
ortholog_6887 g175235 BL17215
ortholog_6888 g175356 BL12489
ortholog_6889 g175364 BL26109
ortholog_6890 g175487 BL25810
ortholog_6891 g175607 BL05630
ortholog_6892 g175700 BL13108
ortholog_6893 g175701 BL18038
ortholog_6894 g175710 BL11092
ortholog_6895 g175734 BL02178
ortholog_6896 g175751 BL12371
ortholog_6897 g175824 BL07580
ortholog_6898 g175898 BL00257
ortholog_6899 g175919 BL02197
ortholog_6900 g175985 BL02190
ortholog_6901 g175998 BL26282
ortholog_6902 g176012 BL08196
ortholog_6903 g176117 BL26593
ortholog_6904 g176140 BL23251
ortholog_6905 g176182 BL13829
ortholog_6906 g176202 BL12369
ortholog_6907 g176309 BL20690
ortholog_6908 g176424 BL18993
ortholog_6909 g176507 BL13806
ortholog_6910 g176528 BL20343
ortholog_6911 g176548 BL02308
ortholog_6912 g176651 BL12069
ortholog_6913 g176657 BL20667
ortholog_6914 g176661 BL02220
ortholog_6915 g176674 BL02221
ortholog_6916 g176684 BL02132
ortholog_6917 g176719 BL04631
ortholog_6918 g176722 BL04632
ortholog_6919 g176740 BL15063
ortholog_6920 g176746 BL12331
ortholog_6921 g176769 BL14155
ortholog_6922 g176786 BL24424
ortholog_6923 g176827 BL18992
ortholog_6924 g176920 BL13823
ortholog_6925 g176951 BL15096
ortholog_6926 g176992 BL10616
ortholog_6927 g177096 BL02071
ortholog_6928 g177128 BL20653
ortholog_6929 g177133 BL26617
ortholog_6930 g177145 BL02281
ortholog_6931 g177162 BL06363
ortholog_6932 g177164 BL26616
ortholog_6933 g177209 BL20645
ortholog_6934 g177357 BL26620
ortholog_6935 g177406 BL06805
ortholog_6936 g177626 BL02309
ortholog_6937 g177672 BL12363
ortholog_6938 g177786 BL02100
ortholog_6939 g177882 BL04637
ortholog_6940 g177935 BL13094
ortholog_6941 g177939 BL11431
ortholog_6942 g177946 BL08807
ortholog_6943 g177963 BL12336
ortholog_6944 g177974 BL22677
ortholog_6945 g177991 BL02218
ortholog_6946 g178071 BL02593
ortholog_6947 g178076 BL27340
ortholog_6948 g178161 BL02153
ortholog_6949 g178168 BL02238
ortholog_6950 g178421 BL13251
ortholog_6951 g178451 BL02213
ortholog_6952 g178459 BL02287
ortholog_6953 g178501 BL19605
ortholog_6954 g178502 BL15393
ortholog_6955 g178510 BL05062
ortholog_6956 g178528 BL03444
ortholog_6957 g178544 BL08227
ortholog_6958 g178598 BL02101
ortholog_6959 g178610 BL22285
ortholog_6960 g178709 BL04142
ortholog_6961 g178734 BL04610
ortholog_6962 g178747 BL02036
ortholog_6963 g178752 BL02037
ortholog_6964 g178757 BL02035
ortholog_6965 g178781 BL23184
ortholog_6966 g178791 BL12332
ortholog_6967 g178962 BL21520
ortholog_6968 g179027 BL12077
ortholog_6969 g179079 BL23457
ortholog_6970 g179082 BL02324
ortholog_6971 g179121 BL02423
ortholog_6972 g179130 BL02105
ortholog_6973 g179161 BL09543
ortholog_6974 g179176 BL22016
ortholog_6975 g179178 BL22013
ortholog_6976 g179183 BL08455
ortholog_6977 g179197 BL20696
ortholog_6978 g179204 BL20695
ortholog_6979 g179246 BL19319
ortholog_6980 g179255 BL23252
ortholog_6981 g179287 BL02012
ortholog_6982 g179303 BL08789
ortholog_6983 g179312 BL26628
ortholog_6984 g179363 BL13798
ortholog_6985 g179375 BL13800
ortholog_6986 g179379 BL08786
ortholog_6987 g179416 BL13333
ortholog_6988 g179428 BL07988
ortholog_6989 g179470 BL19364
ortholog_6990 g179499 BL03273
ortholog_6991 g179520 BL26633
ortholog_6992 g179556 BL04587
ortholog_6993 g179619 BL08208
ortholog_6994 g179695 BL04573
ortholog_6995 g179703 BL02319
ortholog_6996 g179721 BL04075
ortholog_6997 g179737 BL02242
ortholog_6998 g179740 BL15564
ortholog_6999 g179755 BL25954
ortholog_7000 g179805 BL25415
ortholog_7001 g179808 BL21361
ortholog_7002 g179819 BL25461
ortholog_7003 g179853 BL01498
ortholog_7004 g179865 BL07672
ortholog_7005 g179886 BL02080
ortholog_7006 g179906 BL12339
ortholog_7007 g179951 BL02210
ortholog_7008 g180067 BL09714
ortholog_7009 g180106 BL15401
ortholog_7010 g180117 BL17631
ortholog_7011 g180124 BL02323
ortholog_7012 g180188 BL17272
ortholog_7013 g180199 BL05220
ortholog_7014 g180215 BL02116
ortholog_7015 g180273 BL08234
ortholog_7016 g180297 BL08197
ortholog_7017 g180304 BL08199
ortholog_7018 g180321 BL04564
ortholog_7019 g180375 BL13771
ortholog_7020 g180441 BL02017
ortholog_7021 g180475 BL02060
ortholog_7022 g180544 BL16222
ortholog_7023 g180558 BL23602
ortholog_7024 g180572 BL02169
ortholog_7025 g180578 BL04960
ortholog_7026 g180605 BL13983
ortholog_7027 g180625 BL02279
ortholog_7028 g180661 BL02103
ortholog_7029 g180676 BL27012
ortholog_7030 g180680 BL00445
ortholog_7031 g180832 BL26626
ortholog_7032 g180843 BL02320
ortholog_7033 g180863 BL13830
ortholog_7034 g180868 BL04616
ortholog_7035 g180987 BL02160
ortholog_7036 g181020 BL02032
ortholog_7037 g181035 BL02033
ortholog_7038 g181048 BL02023
ortholog_7039 g181199 BL26614
ortholog_7040 g181294 BL02222
ortholog_7041 g181304 BL02223
ortholog_7042 g181314 BL02272
ortholog_7043 g181350 BL12372
ortholog_7044 g181352 BL08793
ortholog_7045 g181358 BL02226
ortholog_7046 g181403 BL26639
ortholog_7047 g181417 BL02028
ortholog_7048 g181431 BL02107
ortholog_7049 g181490 BL13781
ortholog_7050 g181508 BL07242
ortholog_7051 g181522 BL02140
ortholog_7052 g181534 BL02029
ortholog_7053 g181556 BL02030
ortholog_7054 g181562 BL02031
ortholog_7055 g181584 BL02146
ortholog_7056 g181645 BL13850
ortholog_7057 g181657 BL17592
ortholog_7058 g181666 BL20685
ortholog_7059 g181675 BL04352
ortholog_7060 g181698 BL20700
ortholog_7061 g181703 BL20699
ortholog_7062 g181737 BL15156
ortholog_7063 g181781 BL01502
ortholog_7064 g181836 BL12354
ortholog_7065 g181863 BL08791
ortholog_7066 g181875 BL27856
ortholog_7067 g181980 BL25793
ortholog_7068 g182059 BL18818
ortholog_7069 g182065 BL06377
ortholog_7070 g182074 BL26634
ortholog_7071 g182103 BL02230
ortholog_7072 g182200 BL06130
ortholog_7073 g182228 BL26261
ortholog_7074 g182268 BL02042
ortholog_7075 g182292 BL05600
ortholog_7076 g182297 BL02025
ortholog_7077 g182339 BL08808
ortholog_7078 g182345 BL08809
ortholog_7079 g182351 BL06334
ortholog_7080 g182422 BL12359
ortholog_7081 g182444 BL13770
ortholog_7082 g182469 BL02214
ortholog_7083 g182504 BL02005
ortholog_7084 g182531 BL13776
ortholog_7085 g182542 BL20682
ortholog_7086 g182824 BL08801
ortholog_7087 g182959 BL02282
ortholog_7088 g183221 BL13780
ortholog_7089 g183259 BL20096
ortholog_7090 g183354 BL19242
ortholog_7091 g183384 BL14810
ortholog_7092 g183457 BL17570
ortholog_7093 g183646 BL28176
ortholog_7094 g183670 BL17342
ortholog_7095 g183719 BL26118
ortholog_7096 g183762 BL27301
ortholog_7097 g183880 BL13753
ortholog_7098 g183910 BL00652
ortholog_7099 g183942 BL27176
ortholog_7100 g184217 BL20845
ortholog_7101 g184385 BL16666
ortholog_7102 g184469 BL17155
ortholog_7103 g184478 BL10297
ortholog_7104 g184481 BL27829
ortholog_7105 g184710 BL21736
ortholog_7106 g184728 BL14386
ortholog_7107 g184902 BL28133
ortholog_7108 g184906 BL27527
ortholog_7109 g184911 BL27526
ortholog_7110 g184923 BL27525
ortholog_7111 g184975 BL08097
ortholog_7112 g185012 BL27840
ortholog_7113 g185015 BL27841
ortholog_7114 g185021 BL27380
ortholog_7115 g185067 BL27907
ortholog_7116 g185070 BL27908
ortholog_7117 g185080 BL19595
ortholog_7118 g185091 BL17572
ortholog_7119 g185094 BL28007
ortholog_7120 g185158 BL11024
ortholog_7121 g185161 BL10960
ortholog_7122 g185162 BL27426
ortholog_7123 g185176 BL12736
ortholog_7124 g185215 BL07860
ortholog_7125 g185230 BL09393
ortholog_7126 g185236 BL09286
ortholog_7127 g185239 BL00401
ortholog_7128 g185254 BL27418
ortholog_7129 g185264 BL09264
ortholog_7130 g185321 BL28166
ortholog_7131 g185327 BL28167
ortholog_7132 g185341 BL24135
ortholog_7133 g185352 BL27510
ortholog_7134 g185369 BL09319
ortholog_7135 g185374 BL09312
ortholog_7136 g185392 BL27886
ortholog_7137 g185404 BL09430
ortholog_7138 g185409 BL27617
ortholog_7139 g185411 BL27618
ortholog_7140 g185413 BL27619
ortholog_7141 g185416 BL11938
ortholog_7142 g185430 BL21809
ortholog_7143 g185431 BL20284
ortholog_7144 g185436 BL26146
ortholog_7145 g185461 BL05518
ortholog_7146 g185463 BL10094
ortholog_7147 g185474 BL02946
ortholog_7148 g185477 BL27484
ortholog_7149 g185500 BL09366
ortholog_7150 g185530 BL11936
ortholog_7151 g185536 BL24475
ortholog_7152 g185561 BL27893
ortholog_7153 g185576 BL27983
ortholog_7154 g185583 BL20891
ortholog_7155 g185587 BL01623
ortholog_7156 g185598 BL28016
ortholog_7157 g185600 BL28028
ortholog_7158 g185644 BL27262
ortholog_7159 g185738 BL22866
ortholog_7160 g185748 BL04436
ortholog_7161 g185754 BL09314
ortholog_7162 g185761 BL28052
ortholog_7163 g185766 BL27647
ortholog_7164 g185805 BL21540
ortholog_7165 g185833 BL27805
ortholog_7166 g185846 BL21631
ortholog_7167 g185849 BL27597
ortholog_7168 g185856 BL27598
ortholog_7169 g185862 BL28082
ortholog_7170 g185867 BL27541
ortholog_7171 g185873 BL25857
ortholog_7172 g185882 BL09253
ortholog_7173 g185898 BL27892
ortholog_7174 g185904 BL27890
ortholog_7175 g185917 BL17488
ortholog_7176 g185920 BL17489
ortholog_7177 g185921 BL28124
ortholog_7178 g185922 BL28125
ortholog_7179 g185938 BL15132
ortholog_7180 g185951 BL27622
ortholog_7181 g185970 BL04642
ortholog_7182 g185976 BL09261
ortholog_7183 g186100 BL27456
ortholog_7184 g186124 BL09485
ortholog_7185 g186130 BL27871
ortholog_7186 g186138 BL27872
ortholog_7187 g186156 BL27777
ortholog_7188 g186179 BL28144
ortholog_7189 g186183 BL27717
ortholog_7190 g186192 BL27713
ortholog_7191 g186202 BL09262
ortholog_7192 g186209 BL27902
ortholog_7193 g186214 BL28123
ortholog_7194 g186220 BL27930
ortholog_7195 g186226 BL11473
ortholog_7196 g186244 BL09482
ortholog_7197 g186257 BL09480
ortholog_7198 g186304 BL27450
ortholog_7199 g186315 BL07275
ortholog_7200 g186332 BL09270
ortholog_7201 g186363 BL09365
ortholog_7202 g186366 BL09361
ortholog_7203 g186368 BL07890
ortholog_7204 g186370 BL22952
ortholog_7205 g186373 BL27451
ortholog_7206 g186377 BL15352
ortholog_7207 g186383 BL27851
ortholog_7208 g186488 BL27054
ortholog_7209 g186500 BL27669
ortholog_7210 g186628 BL28122
ortholog_7211 g186722 BL27965
ortholog_7212 g186728 BL27964
ortholog_7213 g186729 BL27821
ortholog_7214 g186730 BL27826
ortholog_7215 g186735 BL27530
ortholog_7216 g186738 BL27475
ortholog_7217 g186754 BL26296
ortholog_7218 g186784 BL27457
ortholog_7219 g186787 BL10053
ortholog_7220 g186793 BL27400
ortholog_7221 g186822 BL20111
ortholog_7222 g186846 BL27608
ortholog_7223 g186854 BL01108
ortholog_7224 g186925 BL13867
ortholog_7225 g186953 BL09449
ortholog_7226 g186984 BL26095
ortholog_7227 g187063 BL26002
ortholog_7228 g187068 BL27991
ortholog_7229 g187070 BL21563
ortholog_7230 g187085 BL17360
ortholog_7231 g187168 BL27520
ortholog_7232 g187192 BL27601
ortholog_7233 g187219 BL27620
ortholog_7234 g187228 BL27960
ortholog_7235 g187244 BL27642
ortholog_7236 g187260 BL18846
ortholog_7237 g187264 BL10096
ortholog_7238 g187268 BL14829
ortholog_7239 g187269 BL04538
ortholog_7240 g187275 BL25027
ortholog_7241 g187308 BL27924
ortholog_7242 g187312 BL04187
ortholog_7243 g187314 BL04186
ortholog_7244 g187317 BL27751
ortholog_7245 g187369 BL17461
ortholog_7246 g187378 BL28067
ortholog_7247 g187382 BL28066
ortholog_7248 g187410 BL18406
ortholog_7249 g187429 BL09301
ortholog_7250 g187450 BL27529
ortholog_7251 g187459 BL09405
ortholog_7252 g187482 BL22991
ortholog_7253 g187510 BL27454
ortholog_7254 g187523 BL27453
ortholog_7255 g187552 BL09289
ortholog_7256 g187556 BL16020
ortholog_7257 g187580 BL02206
ortholog_7258 g187607 BL09304
ortholog_7259 g187610 BL09306
ortholog_7260 g187614 BL28002
ortholog_7261 g187670 BL16434
ortholog_7262 g187675 BL17507
ortholog_7263 g187685 BL28049
ortholog_7264 g187696 BL28168
ortholog_7265 g187704 BL27774
ortholog_7266 g187712 BL27775
ortholog_7267 g187713 BL18133
ortholog_7268 g187724 BL11795
ortholog_7269 g187730 BL28170
ortholog_7270 g187767 BL23886
ortholog_7271 g187774 BL23885
ortholog_7272 g187815 BL08846
ortholog_7273 g187839 BL27997
ortholog_7274 g187945 BL09353
ortholog_7275 g187964 BL28039
ortholog_7276 g187980 BL20078
ortholog_7277 g187984 BL07999
ortholog_7278 g187986 BL21207
ortholog_7279 g187998 BL21208
ortholog_7280 g188031 BL27372
ortholog_7281 g188056 BL27522
ortholog_7282 g188109 BL28023
ortholog_7283 g188121 BL28033
ortholog_7284 g188182 BL27614
ortholog_7285 g188226 BL01104
ortholog_7286 g188280 BL27347
ortholog_7287 g188296 BL27609
ortholog_7288 g188319 BL27610
ortholog_7289 g188354 BL27368
ortholog_7290 g188381 BL28155
ortholog_7291 g188392 BL08753
ortholog_7292 g188396 BL27766
ortholog_7293 g188399 BL27765
ortholog_7294 g188424 BL09374
ortholog_7295 g188431 BL28068
ortholog_7296 g188434 BL09373
ortholog_7297 g188458 BL09372
ortholog_7298 g188467 BL27876
ortholog_7299 g188522 BL09347
ortholog_7300 g188529 BL27691
ortholog_7301 g188537 BL27883
ortholog_7302 g188542 BL27882
ortholog_7303 g188569 BL22718
ortholog_7304 g188606 BL07488
ortholog_7305 g188607 BL07489
ortholog_7306 g188667 BL07485
ortholog_7307 g188731 BL07490
ortholog_7308 g188762 BL27270
ortholog_7309 g188766 BL11952
ortholog_7310 g188768 BL21501
ortholog_7311 g188785 BL16973
ortholog_7312 g188814 BL00332
ortholog_7313 g188824 BL16508
ortholog_7314 g188842 BL24128
