ortholog_1 MGL00634.1 SCH19313.1
ortholog_7216 MGL15917.1 SCH07695.1
ortholog_7217 MGL16495.1 SCH12790.1
ortholog_7218 MGL16202.1 SCH07646.1
ortholog_7219 MGL16089.1 SCH08416.1
ortholog_7220 MGL15844.1 SCH07854.1
ortholog_7221 MGL16427.1 SCH08438.1
ortholog_7222 MGL16127.1 SCH08029.1
ortholog_7223 MGL16486.1 SCH08486.1
ortholog_7224 MGL16519.1 SCH07883.1
ortholog_7225 MGL16541.1 SCH08514.1
ortholog_7226 MGL16564.1 SCH08479.1
ortholog_7227 MGL16644.1 SCH08044.1
ortholog_7228 MGL16668.1 SCH07766.1
ortholog_7229 MGL16234.1 SCH08129.1
ortholog_7230 MGL16146.1 SCH07632.1
ortholog_7231 MGL16117.1 SCH14181.1
ortholog_7232 MGL16088.1 SCH04862.1
ortholog_7233 MGL16076.1 SCH07887.1
ortholog_7234 MGL15981.1 SCH08067.1
ortholog_7235 MGL15916.1 SCH07406.1
ortholog_7236 MGL16414.1 SCH08158.1
ortholog_7237 MGL15870.1 SCH07364.1
ortholog_7238 MGL16617.1 SCH08443.1
ortholog_7239 MGL15875.1 SCH07867.1
ortholog_7240 MGL16213.1 SCH08260.1
ortholog_7241 MGL15989.1 SCH06367.1
ortholog_7242 MGL16597.1 SCH08441.1
ortholog_7243 MGL16426.1 SCH07386.1
ortholog_7244 MGL16179.1 SCH07755.1
ortholog_7245 MGL16145.1 SCH08022.1
ortholog_7246 MGL15898.1 SCH07768.1
ortholog_7247 MGL16241.1 SCH16273.1
ortholog_7248 MGL15852.1 SCH05265.1
ortholog_7249 MGL16316.1 SCH14380.1
ortholog_7250 MGL15915.1 SCH07661.1
ortholog_7251 MGL15888.1 SCH07761.1
ortholog_7252 MGL15869.1 SCH08153.1
ortholog_7253 MGL16021.1 SCH08360.1
ortholog_7254 MGL16539.1 SCH07927.1
ortholog_7255 MGL16517.1 SCH08123.1
ortholog_7256 MGL16546.1 SCH08341.1
ortholog_7257 MGL16366.1 SCH07872.1
ortholog_7258 MGL16332.1 SCH07746.1
ortholog_7259 MGL16178.1 SCH19300.1
ortholog_7260 MGL15923.1 SCH16033.1
ortholog_7261 MGL15850.1 SCH07350.1
ortholog_7262 MGL15908.1 SCH07607.1
ortholog_7263 MGL15884.1 SCH07965.1
ortholog_7264 MGL15862.1 SCH08006.1
ortholog_7265 MGL16465.1 SCH08043.1
ortholog_7266 MGL16661.1 SCH08002.1
ortholog_7267 MGL16635.1 SCH07922.1
ortholog_7268 MGL16023.1 SCH08458.1
ortholog_7269 MGL16557.1 SCH07326.1
ortholog_7270 MGL16534.1 SCH08131.1
ortholog_7271 MGL16652.1 SCH07571.1
ortholog_7272 MGL15920.1 SCH22204.1
ortholog_7273 MGL16358.1 SCH07720.1
ortholog_7274 MGL16530.1 SCH08655.1
ortholog_7275 MGL16615.1 SCH08062.1
ortholog_7276 MGL16589.1 SCH07480.1
ortholog_7277 MGL16562.1 SCH08039.1
ortholog_7278 MGL16129.1 SCH07788.1
ortholog_7279 MGL16516.1 SCH07780.1
ortholog_7280 MGL16425.1 SCH07514.1
ortholog_7281 MGL16002.1 SCH07913.1
ortholog_7282 MGL16061.1 SCH08377.1
ortholog_7283 MGL16232.1 SCH08205.1
ortholog_7284 MGL16280.1 SCH02213.1
ortholog_7285 MGL15942.1 SCH07995.1
ortholog_7286 MGL16365.1 SCH07474.1
ortholog_7287 MGL16511.1 SCH08169.1
ortholog_7288 MGL16341.1 SCH07561.1
ortholog_7289 MGL16609.1 SCH13782.1
ortholog_7290 MGL16596.1 SCH07734.1
ortholog_7291 MGL15974.1 SCH03684.1
ortholog_7292 MGL16132.1 SCH07977.1
ortholog_7293 MGL15863.1 SCH08251.1
ortholog_7294 MGL16056.1 SCH04568.1
ortholog_7295 MGL16083.1 SCH07418.1
ortholog_7296 MGL16141.1 SCH07833.1
ortholog_7297 MGL16196.1 SCH08163.1
ortholog_7298 MGL16253.1 SCH07344.1
ortholog_7299 MGL16277.1 SCH07799.1
ortholog_7300 MGL16211.1 SCH07710.1
ortholog_7301 MGL15947.1 SCH07890.1
ortholog_7302 MGL16326.1 SCH08436.1
ortholog_7303 MGL16390.1 SCH19929.1
ortholog_7304 MGL16421.1 SCH08066.1
ortholog_7305 MGL16452.1 SCH08492.1
ortholog_7306 MGL16481.1 SCH07472.1
ortholog_7307 MGL16561.1 SCH08313.1
ortholog_7308 MGL16587.1 SCH08168.1
ortholog_7309 MGL16461.1 SCH00048.1
ortholog_7310 MGL16560.1 SCH07721.1
ortholog_7311 MGL16537.1 SCH08115.1
ortholog_7312 MGL16424.1 SCH07827.1
ortholog_7313 MGL16393.1 SCH01513.1
ortholog_7314 MGL16374.1 SCH08339.1
ortholog_7315 MGL16292.1 SCH08355.1
ortholog_7316 MGL15979.1 SCH07331.1
ortholog_7317 MGL16480.1 SCH08203.1
ortholog_7318 MGL16451.1 SCH08248.1
ortholog_7319 MGL16551.1 SCH08345.1
ortholog_7320 MGL16389.1 SCH08138.1
ortholog_7321 MGL16359.1 SCH07554.1
ortholog_7322 MGL16325.1 SCH07482.1
ortholog_7323 MGL16151.1 SCH07784.1
ortholog_7324 MGL16627.1 SCH07416.1
ortholog_7325 MGL16276.1 SCH07361.1
ortholog_7326 MGL16442.1 SCH07943.1
ortholog_7327 MGL16226.1 SCH07912.1
ortholog_7328 MGL16606.1 SCH08005.1
ortholog_7329 MGL16633.1 SCH07855.1
ortholog_7330 MGL15835.1 SCH07836.1
ortholog_7331 MGL16094.1 SCH08060.1
ortholog_7332 MGL15881.1 SCH08393.1
ortholog_7333 MGL15928.1 SCH10841.1
ortholog_7334 MGL15951.1 SCH10872.1
ortholog_7335 MGL16626.1 SCH07835.1
ortholog_7336 MGL15996.1 SCH08259.1
ortholog_7337 MGL16029.1 SCH07820.1
ortholog_7338 MGL16081.1 SCH17902.1
ortholog_7339 MGL16224.1 SCH07967.1
ortholog_7340 MGL16164.1 SCH08507.1
ortholog_7341 MGL16356.1 SCH07805.1
ortholog_7342 MGL16681.1 SCH14625.1
ortholog_7343 MGL16448.1 SCH08371.1
ortholog_7344 MGL16477.1 SCH07323.1
ortholog_7345 MGL16509.1 SCH08280.1
ortholog_7346 MGL16555.1 SCH08415.1
ortholog_7347 MGL16585.1 SCH08080.1
ortholog_7348 MGL16607.1 SCH08391.1
ortholog_7349 MGL16501.1 SCH07439.1
ortholog_7350 MGL16660.1 SCH07622.1
ortholog_7351 MGL16158.1 SCH07670.1
ortholog_7352 MGL15836.1 SCH07348.1
ortholog_7353 MGL15882.1 SCH15816.1
ortholog_7354 MGL15893.1 SCH19559.1
ortholog_7355 MGL16595.1 SCH01369.1
ortholog_7356 MGL16188.1 SCH18920.1
ortholog_7357 MGL16256.1 SCH07928.1
ortholog_7358 MGL16078.1 SCH13815.1
ortholog_7359 MGL15954.1 SCH08250.1
ortholog_7360 MGL16482.1 SCH08394.1
ortholog_7361 MGL16422.1 SCH07809.1
ortholog_7362 MGL16391.1 SCH07738.1
ortholog_7363 MGL16361.1 SCH08011.1
ortholog_7364 MGL16327.1 SCH08410.1
ortholog_7365 MGL16278.1 SCH07865.1
ortholog_7366 MGL16254.1 SCH07619.1
ortholog_7367 MGL16228.1 SCH07645.1
ortholog_7368 MGL16111.1 SCH07608.1
ortholog_7369 MGL15976.1 SCH07557.1
ortholog_7370 MGL15955.1 SCH08091.1
ortholog_7371 MGL15911.1 SCH08045.1
ortholog_7372 MGL16441.1 SCH08042.1
ortholog_7373 MGL16610.1 SCH08430.1
ortholog_7374 MGL15987.1 SCH07456.1
ortholog_7375 MGL16220.1 SCH08113.1
ortholog_7376 MGL16440.1 SCH07574.1
ortholog_7377 MGL16104.1 SCH07625.1
ortholog_7378 MGL16499.1 SCH08014.1
ortholog_7379 MGL16112.1 SCH11843.1
ortholog_7380 MGL15941.1 SCH02201.1
ortholog_7381 MGL16143.1 SCH08363.1
ortholog_7382 MGL16174.1 SCH08392.1
ortholog_7383 MGL16303.1 SCH08209.1
ortholog_7384 MGL16328.1 SCH07837.1
ortholog_7385 MGL16453.1 SCH08499.1
ortholog_7386 MGL16535.1 SCH08179.1
ortholog_7387 MGL16130.1 SCH07560.1
ortholog_7388 MGL16014.1 SCH07629.1
ortholog_7389 MGL16602.1 SCH07599.1
ortholog_7390 MGL16637.1 SCH07643.1
ortholog_7391 MGL16611.1 SCH07691.1
ortholog_7392 MGL16523.1 SCH01371.1
ortholog_7393 MGL16121.1 SCH11560.1
ortholog_7394 MGL16294.1 SCH19041.1
ortholog_7395 MGL16229.1 SCH08342.1
ortholog_7396 MGL16363.1 SCH15804.1
ortholog_7397 MGL16329.1 SCH07401.1
ortholog_7398 MGL16484.1 SCH07686.1
ortholog_7399 MGL16514.1 SCH08051.1
ortholog_7400 MGL16536.1 SCH07832.1
ortholog_7401 MGL16558.1 SCH07656.1
ortholog_7402 MGL16677.1 SCH08380.1
ortholog_7403 MGL16612.1 SCH08076.1
ortholog_7404 MGL16638.1 SCH08094.1
ortholog_7405 MGL15840.1 SCH07812.1
ortholog_7406 MGL16156.1 SCH07786.1
ortholog_7407 MGL15932.1 SCH07510.1
ortholog_7408 MGL15978.1 SCH08235.1
ortholog_7409 MGL16114.1 SCH07461.1
ortholog_7410 MGL16175.1 SCH07345.1
ortholog_7411 MGL16255.1 SCH08454.1
ortholog_7412 MGL16275.1 SCH07806.1
ortholog_7413 MGL16225.1 SCH07372.1
ortholog_7414 MGL15921.1 SCH07651.1
ortholog_7415 MGL16172.1 SCH01597.1
ortholog_7416 MGL16031.1 SCH09961.1
ortholog_7417 MGL16549.1 SCH08086.1
ortholog_7418 MGL15972.1 SCH07984.1
ortholog_7419 MGL15953.1 SCH08509.1
ortholog_7420 MGL15907.1 SCH08432.1
ortholog_7421 MGL15861.1 SCH07982.1
ortholog_7422 MGL16496.1 SCH16193.1
ortholog_7423 MGL16231.1 SCH05396.1
ortholog_7424 MGL16176.1 SCH07874.1
ortholog_7425 MGL16144.1 SCH07817.1
ortholog_7426 MGL16115.1 SCH07733.1
ortholog_7427 MGL16085.1 SCH08098.1
ortholog_7428 MGL16500.1 SCH07830.1
ortholog_7429 MGL15913.1 SCH07555.1
ortholog_7430 MGL16664.1 SCH07318.1
ortholog_7431 MGL16639.1 SCH07693.1
ortholog_7432 MGL15832.1 SCH08402.1
ortholog_7433 MGL15831.1 SCH07356.1
ortholog_7434 MGL16049.1 SCH07660.1
ortholog_7435 MGL16608.1 SCH07682.1
ortholog_7436 MGL16521.1 SCH02957.1
ortholog_7437 MGL16567.1 SCH16296.1
ortholog_7438 MGL15872.1 SCH07454.1
ortholog_7439 MGL15892.1 SCH07647.1
ortholog_7440 MGL15900.1 SCH07533.1
ortholog_7441 MGL15960.1 SCH08456.1
ortholog_7442 MGL15984.1 SCH07728.1
ortholog_7443 MGL16120.1 SCH08047.1
ortholog_7444 MGL15841.1 SCH07905.1
ortholog_7445 MGL15866.1 SCH07777.1
ortholog_7446 MGL16293.1 SCH08463.1
ortholog_7447 MGL16033.1 SCH11627.1
ortholog_7448 MGL16086.1 SCH07785.1
ortholog_7449 MGL16177.1 SCH07427.1
ortholog_7450 MGL16199.1 SCH08461.1
ortholog_7451 MGL16168.1 SCH07792.1
ortholog_7452 MGL16221.1 SCH07735.1
ortholog_7453 MGL16250.1 SCH08135.1
ortholog_7454 MGL16270.1 SCH08424.1
ortholog_7455 MGL16323.1 SCH08274.1
ortholog_7456 MGL15997.1 SCH08189.1
ortholog_7457 MGL15971.1 SCH07562.1
ortholog_7458 MGL15952.1 SCH07689.1
ortholog_7459 MGL16381.1 SCH07947.1
ortholog_7460 MGL16529.1 SCH08464.1
ortholog_7461 MGL16013.1 SCH09890.1
ortholog_7462 MGL16252.1 SCH08170.1
ortholog_7463 MGL16272.1 SCH07509.1
ortholog_7464 MGL16355.1 SCH08078.1
ortholog_7465 MGL16386.1 SCH07826.1
ortholog_7466 MGL15967.1 SCH15307.1
ortholog_7467 MGL16337.1 SCH18770.1
ortholog_7468 MGL16248.1 SCH02172.1
ortholog_7469 MGL16417.1 SCH19262.1
ortholog_7470 MGL16222.1 SCH07876.1
ortholog_7471 MGL16193.1 SCH07490.1
ortholog_7472 MGL16169.1 SCH08452.1
ortholog_7473 MGL16263.1 SCH17836.1
ortholog_7474 MGL16053.1 SCH07729.1
ortholog_7475 MGL16027.1 SCH07680.1
ortholog_7476 MGL15994.1 SCH07370.1
ortholog_7477 MGL16599.1 SCH08412.1
ortholog_7478 MGL15926.1 SCH08065.1
ortholog_7479 MGL15906.1 SCH07458.1
ortholog_7480 MGL15879.1 SCH07519.1
ortholog_7481 MGL16659.1 SCH08127.1
ortholog_7482 MGL16632.1 SCH15942.1
ortholog_7483 MGL16583.1 SCH12968.1
ortholog_7484 MGL16474.1 SCH07398.1
ortholog_7485 MGL16416.1 SCH08268.1
ortholog_7486 MGL16476.1 SCH19671.1
ortholog_7487 MGL16508.1 SCH07614.1
ortholog_7488 MGL16584.1 SCH08325.1
ortholog_7489 MGL16478.1 SCH08178.1
ortholog_7490 MGL16449.1 SCH08217.1
ortholog_7491 MGL16419.1 SCH07769.1
ortholog_7492 MGL15993.1 SCH07410.1
ortholog_7493 MGL15925.1 SCH07545.1
ortholog_7494 MGL15905.1 SCH08352.1
ortholog_7495 MGL15859.1 SCH07443.1
ortholog_7496 MGL16631.1 SCH07983.1
ortholog_7497 MGL16185.1 SCH08530.1
ortholog_7498 MGL16473.1 SCH07740.1
ortholog_7499 MGL16446.1 SCH07741.1
ortholog_7500 MGL16352.1 SCH07446.1
ortholog_7501 MGL16319.1 SCH08312.1
ortholog_7502 MGL16024.1 SCH07718.1
ortholog_7503 MGL16290.1 SCH02118.1
ortholog_7504 MGL16162.1 SCH07961.1
ortholog_7505 MGL16191.1 SCH08503.1
ortholog_7506 MGL16167.1 SCH08477.1
ortholog_7507 MGL16135.1 SCH15649.1
ortholog_7508 MGL16079.1 SCH08466.1
ortholog_7509 MGL16051.1 SCH08504.1
ortholog_7510 MGL15922.1 SCH08506.1
ortholog_7511 MGL15992.1 SCH07309.1
ortholog_7512 MGL15854.1 SCH07493.1
ortholog_7513 MGL15948.1 SCH07717.1
ortholog_7514 MGL15878.1 SCH08124.1
ortholog_7515 MGL15858.1 SCH07473.1
ortholog_7516 MGL15833.1 SCH07953.1
ortholog_7517 MGL16657.1 SCH07698.1
ortholog_7518 MGL16630.1 SCH08480.1
ortholog_7519 MGL16604.1 SCH07935.1
ortholog_7520 MGL16581.1 SCH08401.1
ortholog_7521 MGL16576.1 SCH08165.1
ortholog_7522 MGL16531.1 SCH14861.1
ortholog_7523 MGL16503.1 SCH07892.1
ortholog_7524 MGL16216.1 SCH07605.1
ortholog_7525 MGL16472.1 SCH08073.1
ortholog_7526 MGL16383.1 SCH08137.1
ortholog_7527 MGL17370.1 SCH01646.1
ortholog_7528 MGL17328.1 SCH07516.1
ortholog_7529 MGL17306.1 SCH01759.1
ortholog_7530 MGL17288.1 SCH08069.1
ortholog_7531 MGL17222.1 SCH01752.1
ortholog_7532 MGL17242.1 SCH01616.1
ortholog_7533 MGL17267.1 SCH01711.1
ortholog_7534 MGL17213.1 SCH11870.1
ortholog_7535 MGL17203.1 SCH08361.1
ortholog_7536 MGL17362.1 SCH07968.1
ortholog_7537 MGL17165.1 SCH08140.1
ortholog_7538 MGL17104.1 SCH04653.1
ortholog_7539 MGL17045.1 SCH08476.1
ortholog_7540 MGL16910.1 SCH07669.1
ortholog_7541 MGL16954.1 SCH01782.1
ortholog_7542 MGL16944.1 SCH01541.1
ortholog_7543 MGL16920.1 SCH01791.1
ortholog_7544 MGL16869.1 SCH07715.1
ortholog_7545 MGL16843.1 SCH01843.1
ortholog_7546 MGL16821.1 SCH07770.1
ortholog_7547 MGL16796.1 SCH01755.1
ortholog_7548 MGL16773.1 SCH01708.1
ortholog_7549 MGL16757.1 SCH07568.1
ortholog_7550 MGL16736.1 SCH07831.1
ortholog_7551 MGL16716.1 SCH07878.1
ortholog_7552 MGL17344.1 SCH01922.1
ortholog_7553 MGL17382.1 SCH01676.1
ortholog_7554 MGL17327.1 SCH01928.1
ortholog_7555 MGL17287.1 SCH07376.1
ortholog_7556 MGL17266.1 SCH07804.1
ortholog_7557 MGL17241.1 SCH01679.1
ortholog_7558 MGL17202.1 SCH21977.1
ortholog_7559 MGL17182.1 SCH01746.1
ortholog_7560 MGL17087.1 SCH01912.1
ortholog_7561 MGL17063.1 SCH01888.1
ortholog_7562 MGL17044.1 SCH01539.1
ortholog_7563 MGL17017.1 SCH01620.1
ortholog_7564 MGL16993.1 SCH01809.1
ortholog_7565 MGL16968.1 SCH01885.1
ortholog_7566 MGL16943.1 SCH01768.1
ortholog_7567 MGL16893.1 SCH01606.1
ortholog_7568 MGL16868.1 SCH01840.1
ortholog_7569 MGL16820.1 SCH01741.1
ortholog_7570 MGL16795.1 SCH01713.1
ortholog_7571 MGL16735.1 SCH01686.1
ortholog_7572 MGL17326.1 SCH01602.1
ortholog_7573 MGL17305.1 SCH01850.1
ortholog_7574 MGL17286.1 SCH07818.1
ortholog_7575 MGL17265.1 SCH08033.1
ortholog_7576 MGL17240.1 SCH07477.1
ortholog_7577 MGL17221.1 SCH01738.1
ortholog_7578 MGL17201.1 SCH08030.1
ortholog_7579 MGL17181.1 SCH01801.1
ortholog_7580 MGL17164.1 SCH01654.1
ortholog_7581 MGL17144.1 SCH07394.1
ortholog_7582 MGL17121.1 SCH07688.1
ortholog_7583 MGL17280.1 SCH01878.1
ortholog_7584 MGL17385.1 SCH01712.1
ortholog_7585 MGL17279.1 SCH08119.1
ortholog_7586 MGL16882.1 SCH07823.1
ortholog_7587 MGL16856.1 SCH01911.1
ortholog_7588 MGL16918.1 SCH07332.1
ortholog_7589 MGL16714.1 SCH08277.1
ortholog_7590 MGL16690.1 SCH08242.1
ortholog_7591 MGL17367.1 SCH08442.1
ortholog_7592 MGL17325.1 SCH07816.1
ortholog_7593 MGL17304.1 SCH01732.1
ortholog_7594 MGL17285.1 SCH01591.1
ortholog_7595 MGL17180.1 SCH07642.1
ortholog_7596 MGL17163.1 SCH19088.1
ortholog_7597 MGL16914.1 SCH10008.1
ortholog_7598 MGL17015.1 SCH01944.1
ortholog_7599 MGL16942.1 SCH07429.1
ortholog_7600 MGL17283.1 SCH08215.1
ortholog_7601 MGL17302.1 SCH08118.1
ortholog_7602 MGL17323.1 SCH01613.1
ortholog_7603 MGL17340.1 SCH20483.1
ortholog_7604 MGL17085.1 SCH07653.1
ortholog_7605 MGL17042.1 SCH08301.1
ortholog_7606 MGL16990.1 SCH01883.1
ortholog_7607 MGL16865.1 SCH08475.1
ortholog_7608 MGL16840.1 SCH07584.1
ortholog_7609 MGL16818.1 SCH07547.1
ortholog_7610 MGL16733.1 SCH01635.1
ortholog_7611 MGL16688.1 SCH01546.1
ortholog_7612 MGL17284.1 SCH08072.1
ortholog_7613 MGL16685.1 SCH07970.1
ortholog_7614 MGL17239.1 SCH07438.1
ortholog_7615 MGL17119.1 SCH08319.1
ortholog_7616 MGL16755.1 SCH01841.1
ortholog_7617 MGL16734.1 SCH01765.1
ortholog_7618 MGL17190.1 SCH08015.1
ortholog_7619 MGL16866.1 SCH08054.1
ortholog_7620 MGL16891.1 SCH07678.1
ortholog_7621 MGL16917.1 SCH07515.1
ortholog_7622 MGL17197.1 SCH01667.1
ortholog_7623 MGL17028.1 SCH07845.1
ortholog_7624 MGL17178.1 SCH07871.1
ortholog_7625 MGL17118.1 SCH08097.1
ortholog_7626 MGL17101.1 SCH07579.1
ortholog_7627 MGL16909.1 SCH07517.1
ortholog_7628 MGL16692.1 SCH07639.1
ortholog_7629 MGL16717.1 SCH07852.1
ortholog_7630 MGL17117.1 SCH12772.1
ortholog_7631 MGL16938.1 SCH07654.1
ortholog_7632 MGL16921.1 SCH01940.1
ortholog_7633 MGL17018.1 SCH01799.1
ortholog_7634 MGL17046.1 SCH01993.1
ortholog_7635 MGL17064.1 SCH01873.1
ortholog_7636 MGL17088.1 SCH01781.1
ortholog_7637 MGL16860.1 SCH07829.1
ortholog_7638 MGL17223.1 SCH06088.1
ortholog_7639 MGL17243.1 SCH08330.1
ortholog_7640 MGL17268.1 SCH07957.1
ortholog_7641 MGL17289.1 SCH07909.1
ortholog_7642 MGL17307.1 SCH01634.1
ortholog_7643 MGL17346.1 SCH07504.1
ortholog_7644 MGL16693.1 SCH14036.1
ortholog_7645 MGL16718.1 SCH07914.1
ortholog_7646 MGL16945.1 SCH01727.1
ortholog_7647 MGL16894.1 SCH08583.1
ortholog_7648 MGL16946.1 SCH07227.1
ortholog_7649 MGL16970.1 SCH06629.1
ortholog_7650 MGL16995.1 SCH07484.1
ortholog_7651 MGL17056.1 SCH01650.1
ortholog_7652 MGL17386.1 SCH01821.1
ortholog_7653 MGL17167.1 SCH07920.1
ortholog_7654 MGL17184.1 SCH08295.1
ortholog_7655 MGL16719.1 SCH09859.1
ortholog_7656 MGL16694.1 SCH01547.1
ortholog_7657 MGL16776.1 SCH01622.1
ortholog_7658 MGL16996.1 SCH06871.1
ortholog_7659 MGL16862.1 SCH09767.1
ortholog_7660 MGL17245.1 SCH08292.1
ortholog_7661 MGL17290.1 SCH08387.1
ortholog_7662 MGL17308.1 SCH01832.1
ortholog_7663 MGL17329.1 SCH08493.1
ortholog_7664 MGL17347.1 SCH08132.1
ortholog_7665 MGL17236.1 SCH07743.1
ortholog_7666 MGL17156.1 SCH08109.1
ortholog_7667 MGL16838.1 SCH07436.1
ortholog_7668 MGL16695.1 SCH01824.1
ortholog_7669 MGL16800.1 SCH01615.1
ortholog_7670 MGL16777.1 SCH01728.1
ortholog_7671 MGL17033.1 SCH01958.1
ortholog_7672 MGL16759.1 SCH01837.1
ortholog_7673 MGL16884.1 SCH01700.1
ortholog_7674 MGL16871.1 SCH01609.1
ortholog_7675 MGL16930.1 SCH10413.1
ortholog_7676 MGL17095.1 SCH14435.1
ortholog_7677 MGL17073.1 SCH01774.1
ortholog_7678 MGL17364.1 SCH14967.1
ortholog_7679 MGL16980.1 SCH01964.1
ortholog_7680 MGL17219.1 SCH01787.1
ortholog_7681 MGL17295.1 SCH01855.1
ortholog_7682 MGL17314.1 SCH01578.1
ortholog_7683 MGL17238.1 SCH00888.1
ortholog_7684 MGL16957.1 SCH23709.1
ortholog_7685 MGL17387.1 SCH12962.1
ortholog_7686 MGL16904.1 SCH08310.1
ortholog_7687 MGL16782.1 SCH01584.1
ortholog_7688 MGL17273.1 SCH01687.1
ortholog_7689 MGL17218.1 SCH07704.1
ortholog_7690 MGL17037.1 SCH01780.1
ortholog_7691 MGL17321.1 SCH01919.1
ortholog_7692 MGL17127.1 SCH01683.1
ortholog_7693 MGL17110.1 SCH01794.1
ortholog_7694 MGL16788.1 SCH15049.1
ortholog_7695 MGL17070.1 SCH06546.1
ortholog_7696 MGL17049.1 SCH01893.1
ortholog_7697 MGL17024.1 SCH07341.1
ortholog_7698 MGL17001.1 SCH07552.1
ortholog_7699 MGL16977.1 SCH06106.1
ortholog_7700 MGL17154.1 SCH08107.1
ortholog_7701 MGL16814.1 SCH07950.1
ortholog_7702 MGL16877.1 SCH07392.1
ortholog_7703 MGL16829.1 SCH01629.1
ortholog_7704 MGL16762.1 SCH01721.1
ortholog_7705 MGL16724.1 SCH07725.1
ortholog_7706 MGL17335.1 SCH01942.1
ortholog_7707 MGL16748.1 SCH22445.1
ortholog_7708 MGL16902.1 SCH07727.1
ortholog_7709 MGL16927.1 SCH08327.1
ortholog_7710 MGL16951.1 SCH01690.1
ortholog_7711 MGL16702.1 SCH01549.1
ortholog_7712 MGL16726.1 SCH08457.1
ortholog_7713 MGL16745.1 SCH01931.1
ortholog_7714 MGL16764.1 SCH08347.1
ortholog_7715 MGL16783.1 SCH07595.1
ortholog_7716 MGL16852.1 SCH14215.1
ortholog_7717 MGL16928.1 SCH01651.1
ortholog_7718 MGL16979.1 SCH01872.1
ortholog_7719 MGL17003.1 SCH01715.1
ortholog_7720 MGL17026.1 SCH23435.1
ortholog_7721 MGL17072.1 SCH01754.1
ortholog_7722 MGL17094.1 SCH07985.1
ortholog_7723 MGL17112.1 SCH01968.1
ortholog_7724 MGL17128.1 SCH01949.1
ortholog_7725 MGL17229.1 SCH01866.1
ortholog_7726 MGL17252.1 SCH01681.1
ortholog_7727 MGL17275.1 SCH01632.1
ortholog_7728 MGL17297.1 SCH07814.1
ortholog_7729 MGL17336.1 SCH01749.1
ortholog_7730 MGL17352.1 SCH01742.1
ortholog_7731 MGL17262.1 SCH01652.1
ortholog_7732 MGL16746.1 SCH01610.1
ortholog_7733 MGL16765.1 SCH07319.1
ortholog_7734 MGL17111.1 SCH08025.1
ortholog_7735 MGL17071.1 SCH10124.1
ortholog_7736 MGL17050.1 SCH01898.1
ortholog_7737 MGL17025.1 SCH01918.1
ortholog_7738 MGL17002.1 SCH08192.1
ortholog_7739 MGL16978.1 SCH07853.1
ortholog_7740 MGL17249.1 SCH08331.1
ortholog_7741 MGL17260.1 SCH01814.1
ortholog_7742 MGL17170.1 SCH01916.1
ortholog_7743 MGL17339.1 SCH07880.1
ortholog_7744 MGL17148.1 SCH08411.1
ortholog_7745 MGL17108.1 SCH08300.1
ortholog_7746 MGL17090.1 SCH18501.1
ortholog_7747 MGL16886.1 SCH01743.1
ortholog_7748 MGL17022.1 SCH01786.1
ortholog_7749 MGL16999.1 SCH01914.1
ortholog_7750 MGL16728.1 SCH01563.1
ortholog_7751 MGL16974.1 SCH01924.1
ortholog_7752 MGL16897.1 SCH08181.1
ortholog_7753 MGL16874.1 SCH01770.1
ortholog_7754 MGL16849.1 SCH01839.1
ortholog_7755 MGL16801.1 SCH01611.1
ortholog_7756 MGL16760.1 SCH01815.1
ortholog_7757 MGL16741.1 SCH08376.1
ortholog_7758 MGL17373.1 SCH08314.1
ortholog_7759 MGL16687.1 SCH07336.1
ortholog_7760 MGL17293.1 SCH01812.1
ortholog_7761 MGL17271.1 SCH01973.1
ortholog_7762 MGL17248.1 SCH07486.1
ortholog_7763 MGL17191.1 SCH13245.1
ortholog_7764 MGL17047.1 SCH03192.1
ortholog_7765 MGL17319.1 SCH07426.1
ortholog_7766 MGL16742.1 SCH08455.1
ortholog_7767 MGL16761.1 SCH07747.1
ortholog_7768 MGL16780.1 SCH08085.1
ortholog_7769 MGL17227.1 SCH08101.1
ortholog_7770 MGL17209.1 SCH01811.1
ortholog_7771 MGL17132.1 SCH08059.1
ortholog_7772 MGL17263.1 SCH08344.1
ortholog_7773 MGL17109.1 SCH18959.1
ortholog_7774 MGL17092.1 SCH07844.1
ortholog_7775 MGL17361.1 SCH07945.1
ortholog_7776 MGL16749.1 SCH07428.1
ortholog_7777 MGL16809.1 SCH01870.1
ortholog_7778 MGL16899.1 SCH01797.1
ortholog_7779 MGL16828.1 SCH07444.1
ortholog_7780 MGL16803.1 SCH07745.1
ortholog_7781 MGL16851.1 SCH07954.1
ortholog_7782 MGL16997.1 SCH08470.1
ortholog_7783 MGL17019.1 SCH08070.1
ortholog_7784 MGL16883.1 SCH01897.1
ortholog_7785 MGL16965.1 SCH01703.1
ortholog_7786 MGL16961.1 SCH08482.1
ortholog_7787 MGL16787.1 SCH07659.1
ortholog_7788 MGL17123.1 SCH07494.1
ortholog_7789 MGL17185.1 SCH07706.1
ortholog_7790 MGL17205.1 SCH07597.1
ortholog_7791 MGL16984.1 SCH08519.1
ortholog_7792 MGL17309.1 SCH01792.1
ortholog_7793 MGL17330.1 SCH07875.1
ortholog_7794 MGL17360.1 SCH08368.1
ortholog_7795 MGL17371.1 SCH08469.1
ortholog_7796 MGL17096.1 SCH08423.1
ortholog_7797 MGL16720.1 SCH07320.1
