ortholog_1 MGL01089.1 BL00872
ortholog_6532 MGL16697.1 BL07608
ortholog_6533 MGL16824.1 BL07621
ortholog_6534 MGL16779.1 BL07710
ortholog_6535 MGL16873.1 BL07691
ortholog_6536 MGL17410.1 BL17409
ortholog_6537 MGL17801.1 BL16321
ortholog_6538 MGL17781.1 BL12788
ortholog_6539 MGL17889.1 BL22264
ortholog_6540 MGL17953.1 BL14514
ortholog_6541 MGL17812.1 BL14261
ortholog_6542 MGL17858.1 BL14255
ortholog_6543 MGL17874.1 BL14254
ortholog_6544 MGL17776.1 BL15773
ortholog_6545 MGL17693.1 BL19111
ortholog_6546 MGL17451.1 BL04804
ortholog_6547 MGL18115.1 BL19675
ortholog_6548 MGL18048.1 BL05927
ortholog_6549 MGL18030.1 BL14257
ortholog_6550 MGL18008.1 BL14262
ortholog_6551 MGL17991.1 BL26095
ortholog_6552 MGL17966.1 BL04873
ortholog_6553 MGL17613.1 BL14366
ortholog_6554 MGL17810.1 BL14114
ortholog_6555 MGL17774.1 BL03294
ortholog_6556 MGL17925.1 BL14394
ortholog_6557 MGL17855.1 BL14392
ortholog_6558 MGL17833.1 BL14251
ortholog_6559 MGL17809.1 BL14532
ortholog_6560 MGL17773.1 BL04768
ortholog_6561 MGL17751.1 BL04763
ortholog_6562 MGL17689.1 BL14495
ortholog_6563 MGL17674.1 BL17393
ortholog_6564 MGL17604.1 BL04454
ortholog_6565 MGL17553.1 BL00890
ortholog_6566 MGL17638.1 BL18822
ortholog_6567 MGL18113.1 BL04805
ortholog_6568 MGL17907.1 BL19079
ortholog_6569 MGL17401.1 BL13708
ortholog_6570 MGL17426.1 BL14030
ortholog_6571 MGL17452.1 BL14089
ortholog_6572 MGL17528.1 BL14087
ortholog_6573 MGL17502.1 BL04470
ortholog_6574 MGL17467.1 BL14401
ortholog_6575 MGL17692.1 BL14399
ortholog_6576 MGL18010.1 BL13997
ortholog_6577 MGL17541.1 BL21177
ortholog_6578 MGL18032.1 BL09927
ortholog_6579 MGL18050.1 BL04776
ortholog_6580 MGL18067.1 BL16639
ortholog_6581 MGL17596.1 BL17397
ortholog_6582 MGL17503.1 BL04524
ortholog_6583 MGL17606.1 BL17449
ortholog_6584 MGL17415.1 BL14318
ortholog_6585 MGL17656.1 BL14313
ortholog_6586 MGL17501.1 BL14239
ortholog_6587 MGL17900.1 BL04467
ortholog_6588 MGL17927.1 BL04465
ortholog_6589 MGL17967.1 BL04716
ortholog_6590 MGL18009.1 BL04718
ortholog_6591 MGL18066.1 BL14625
ortholog_6592 MGL17518.1 BL03093
ortholog_6593 MGL18090.1 BL14010
ortholog_6594 MGL17464.1 BL14140
ortholog_6595 MGL18046.1 BL17432
ortholog_6596 MGL18028.1 BL14615
ortholog_6597 MGL17944.1 BL09911
ortholog_6598 MGL17924.1 BL14424
ortholog_6599 MGL17872.1 BL03728
ortholog_6600 MGL17854.1 BL04708
ortholog_6601 MGL17832.1 BL14275
ortholog_6602 MGL17788.1 BL14367
ortholog_6603 MGL17652.1 BL14115
ortholog_6604 MGL17764.1 BL07564
ortholog_6605 MGL17478.1 BL19223
ortholog_6606 MGL17447.1 BL02593
ortholog_6607 MGL17422.1 BL14617
ortholog_6608 MGL17471.1 BL14014
ortholog_6609 MGL18112.1 BL12064
ortholog_6610 MGL18087.1 BL04772
ortholog_6611 MGL18063.1 BL23828
ortholog_6612 MGL17988.1 BL14605
ortholog_6613 MGL17965.1 BL14604
ortholog_6614 MGL17943.1 BL14603
ortholog_6615 MGL17923.1 BL14602
ortholog_6616 MGL17853.1 BL15336
ortholog_6617 MGL17807.1 BL14461
ortholog_6618 MGL17787.1 BL06638
ortholog_6619 MGL17672.1 BL17150
ortholog_6620 MGL17626.1 BL14612
ortholog_6621 MGL17524.1 BL28169
ortholog_6622 MGL17477.1 BL04463
ortholog_6623 MGL17446.1 BL14501
ortholog_6624 MGL17398.1 BL07299
ortholog_6625 MGL18086.1 BL14442
ortholog_6626 MGL17459.1 BL13890
ortholog_6627 MGL17651.1 BL06993
ortholog_6628 MGL17625.1 BL14512
ortholog_6629 MGL17707.1 BL14013
ortholog_6630 MGL18051.1 BL00375
ortholog_6631 MGL18069.1 BL21154
ortholog_6632 MGL17540.1 BL21153
ortholog_6633 MGL17454.1 BL04777
ortholog_6634 MGL18109.1 BL03058
ortholog_6635 MGL17523.1 BL17371
ortholog_6636 MGL17577.1 BL19488
ortholog_6637 MGL17741.1 BL12063
ortholog_6638 MGL17922.1 BL14092
ortholog_6639 MGL17870.1 BL09262
ortholog_6640 MGL17719.1 BL13201
ortholog_6641 MGL17826.1 BL14556
ortholog_6642 MGL18027.1 BL14565
ortholog_6643 MGL17802.1 BL14359
ortholog_6644 MGL17865.1 BL05130
ortholog_6645 MGL17908.1 BL15249
ortholog_6646 MGL17800.1 BL14341
ortholog_6647 MGL17470.1 BL14373
ortholog_6648 MGL17445.1 BL22263
ortholog_6649 MGL17476.1 BL16696
ortholog_6650 MGL18033.1 BL14574
ortholog_6651 MGL17792.1 BL26493
ortholog_6652 MGL17783.1 BL12675
ortholog_6653 MGL17813.1 BL04713
ortholog_6654 MGL17388.1 BL17426
ortholog_6655 MGL17901.1 BL14425
ortholog_6656 MGL17947.1 BL17434
ortholog_6657 MGL18129.1 BL14249
ortholog_6658 MGL17602.1 BL14045
ortholog_6659 MGL17648.1 BL14120
ortholog_6660 MGL17715.1 BL14443
ortholog_6661 MGL17504.1 BL26792
ortholog_6662 MGL17453.1 BL11486
ortholog_6663 MGL17393.1 BL04744
ortholog_6664 MGL17441.1 BL14632
ortholog_6665 MGL17473.1 BL14633
ortholog_6666 MGL17706.1 BL14440
ortholog_6667 MGL17520.1 BL14626
ortholog_6668 MGL17545.1 BL00359
ortholog_6669 MGL17573.1 BL14356
ortholog_6670 MGL17600.1 BL04844
ortholog_6671 MGL17712.1 BL14435
ortholog_6672 MGL17785.1 BL20824
ortholog_6673 MGL17805.1 BL14463
ortholog_6674 MGL17829.1 BL14464
ortholog_6675 MGL17976.1 BL14496
ortholog_6676 MGL18000.1 BL14403
ortholog_6677 MGL18083.1 BL12065
ortholog_6678 MGL18041.1 BL12061
ortholog_6679 MGL18001.1 BL17385
ortholog_6680 MGL17984.1 BL17386
ortholog_6681 MGL17939.1 BL04813
ortholog_6682 MGL17797.1 BL04812
ortholog_6683 MGL17892.1 BL01409
ortholog_6684 MGL18126.1 BL13996
ortholog_6685 MGL17730.1 BL14377
ortholog_6686 MGL17699.1 BL14378
ortholog_6687 MGL17662.1 BL14505
ortholog_6688 MGL17634.1 BL22249
ortholog_6689 MGL17564.1 BL14451
ortholog_6690 MGL17534.1 BL14608
ortholog_6691 MGL17510.1 BL04745
ortholog_6692 MGL18123.1 BL14260
ortholog_6693 MGL17814.1 BL04880
ortholog_6694 MGL17839.1 BL19804
ortholog_6695 MGL17902.1 BL04769
ortholog_6696 MGL18013.1 BL00170
ortholog_6697 MGL17995.1 BL00171
ortholog_6698 MGL18052.1 BL06425
ortholog_6699 MGL17411.1 BL14558
ortholog_6700 MGL18053.1 BL00384
ortholog_6701 MGL17618.1 BL07030
ortholog_6702 MGL18014.1 BL04855
ortholog_6703 MGL17996.1 BL14034
ortholog_6704 MGL17828.1 BL14364
ortholog_6705 MGL17815.1 BL14043
ortholog_6706 MGL17981.1 BL04831
ortholog_6707 MGL17756.1 BL04719
ortholog_6708 MGL17607.1 BL04830
ortholog_6709 MGL17506.1 BL07844
ortholog_6710 MGL17431.1 BL04755
ortholog_6711 MGL18098.1 BL09146
ortholog_6712 MGL17406.1 BL04893
ortholog_6713 MGL18119.1 BL20017
ortholog_6714 MGL17985.1 BL19712
ortholog_6715 MGL17962.1 BL23895
ortholog_6716 MGL17389.1 BL14017
ortholog_6717 MGL17868.1 BL13326
ortholog_6718 MGL17659.1 BL08933
ortholog_6719 MGL17680.1 BL08930
ortholog_6720 MGL17697.1 BL23311
ortholog_6721 MGL17456.1 BL01092
ortholog_6722 MGL18002.1 BL23190
ortholog_6723 MGL17957.1 BL14302
ortholog_6724 MGL18025.1 BL04732
ortholog_6725 MGL18021.1 BL04739
ortholog_6726 MGL18042.1 BL04742
ortholog_6727 MGL18106.1 BL14620
ortholog_6728 MGL17475.1 BL03737
ortholog_6729 MGL17849.1 BL04900
ortholog_6730 MGL17522.1 BL04838
ortholog_6731 MGL17547.1 BL04890
ortholog_6732 MGL18060.1 BL14445
ortholog_6733 MGL17466.1 BL14444
ortholog_6734 MGL17941.1 BL22109
ortholog_6735 MGL17685.1 BL04711
ortholog_6736 MGL17803.1 BL17391
ortholog_6737 MGL17396.1 BL17390
ortholog_6738 MGL18084.1 BL14090
ortholog_6739 MGL18043.1 BL14091
ortholog_6740 MGL18003.1 BL14474
ortholog_6741 MGL17963.1 BL17618
ortholog_6742 MGL17940.1 BL14299
ortholog_6743 MGL17921.1 BL14543
ortholog_6744 MGL17851.1 BL01855
ortholog_6745 MGL17830.1 BL21176
ortholog_6746 MGL17806.1 BL14475
ortholog_6747 MGL17786.1 BL14477
ortholog_6748 MGL17748.1 BL04898
ortholog_6749 MGL17668.1 BL04897
ortholog_6750 MGL17918.1 BL08815
ortholog_6751 MGL17678.1 BL21165
ortholog_6752 MGL17906.1 BL14513
ortholog_6753 MGL17474.1 BL14533
ortholog_6754 MGL17860.1 BL14539
ortholog_6755 MGL17903.1 BL14535
ortholog_6756 MGL17931.1 BL14534
ortholog_6757 MGL17971.1 BL12038
ortholog_6758 MGL18015.1 BL14423
ortholog_6759 MGL18034.1 BL04991
ortholog_6760 MGL18093.1 BL04715
ortholog_6761 MGL17485.1 BL08974
ortholog_6762 MGL17633.1 BL14240
ortholog_6763 MGL17681.1 BL14589
ortholog_6764 MGL17698.1 BL14355
ortholog_6765 MGL17729.1 BL22073
ortholog_6766 MGL17861.1 BL04832
ortholog_6767 MGL17904.1 BL14220
ortholog_6768 MGL17932.1 BL21124
ortholog_6769 MGL17949.1 BL14506
ortholog_6770 MGL17998.1 BL14330
ortholog_6771 MGL18016.1 BL17364
ortholog_6772 MGL18035.1 BL17365
ortholog_6773 MGL18072.1 BL17343
ortholog_6774 MGL17407.1 BL14459
ortholog_6775 MGL17737.1 BL17412
ortholog_6776 MGL17486.1 BL14057
ortholog_6777 MGL17508.1 BL16199
ortholog_6778 MGL17842.1 BL14383
ortholog_6779 MGL17862.1 BL14384
ortholog_6780 MGL17879.1 BL14385
ortholog_6781 MGL17732.1 BL14386
ortholog_6782 MGL17891.1 BL14387
ortholog_6783 MGL17973.1 BL04060
ortholog_6784 MGL17936.1 BL17378
ortholog_6785 MGL17960.1 BL17377
ortholog_6786 MGL18056.1 BL17373
ortholog_6787 MGL17487.1 BL17367
ortholog_6788 MGL17533.1 BL14510
ortholog_6789 MGL17563.1 BL26494
ortholog_6790 MGL17587.1 BL14271
ortholog_6791 MGL17708.1 BL04736
ortholog_6792 MGL17880.1 BL04735
ortholog_6793 MGL18017.1 BL04879
ortholog_6794 MGL17999.1 BL09890
ortholog_6795 MGL18510.1 BL26886
ortholog_6796 MGL18534.1 BL00910
ortholog_6797 MGL18325.1 BL18503
ortholog_6798 MGL18462.1 BL18061
ortholog_6799 MGL18390.1 BL18439
ortholog_6800 MGL18715.1 BL26799
ortholog_6801 MGL18344.1 BL26800
ortholog_6802 MGL18290.1 BL26893
ortholog_6803 MGL18266.1 BL17888
ortholog_6804 MGL18207.1 BL18523
ortholog_6805 MGL18834.1 BL00002
ortholog_6806 MGL18522.1 BL26982
ortholog_6807 MGL18787.1 BL18428
ortholog_6808 MGL18770.1 BL11993
ortholog_6809 MGL18328.1 BL18889
ortholog_6810 MGL18687.1 BL11981
ortholog_6811 MGL18560.1 BL26870
ortholog_6812 MGL18582.1 BL26961
ortholog_6813 MGL18600.1 BL26850
ortholog_6814 MGL18622.1 BL26849
ortholog_6815 MGL18648.1 BL26830
ortholog_6816 MGL18708.1 BL19261
ortholog_6817 MGL18697.1 BL17145
ortholog_6818 MGL18811.1 BL10661
ortholog_6819 MGL18835.1 BL18569
ortholog_6820 MGL18145.1 BL26908
ortholog_6821 MGL18623.1 BL18158
ortholog_6822 MGL18611.1 BL26897
ortholog_6823 MGL18519.1 BL18146
ortholog_6824 MGL18376.1 BL26816
ortholog_6825 MGL18820.1 BL23665
ortholog_6826 MGL18689.1 BL23664
ortholog_6827 MGL18798.1 BL18032
ortholog_6828 MGL18561.1 BL18034
ortholog_6829 MGL18535.1 BL21262
ortholog_6830 MGL18511.1 BL18420
ortholog_6831 MGL18488.1 BL26935
ortholog_6832 MGL18463.1 BL26936
ortholog_6833 MGL18437.1 BL18508
ortholog_6834 MGL18413.1 BL18484
ortholog_6835 MGL18391.1 BL13204
ortholog_6836 MGL18578.1 BL22715
ortholog_6837 MGL18740.1 BL26824
ortholog_6838 MGL18425.1 BL22714
ortholog_6839 MGL18751.1 BL22725
ortholog_6840 MGL18784.1 BL22702
ortholog_6841 MGL18141.1 BL18374
ortholog_6842 MGL18632.1 BL18347
ortholog_6843 MGL18205.1 BL14036
ortholog_6844 MGL18246.1 BL26951
ortholog_6845 MGL18494.1 BL05340
ortholog_6846 MGL18134.1 BL21270
ortholog_6847 MGL18212.1 BL18360
ortholog_6848 MGL18597.1 BL18273
ortholog_6849 MGL18627.1 BL03592
ortholog_6850 MGL18685.1 BL18074
ortholog_6851 MGL18354.1 BL18069
ortholog_6852 MGL18732.1 BL18072
ortholog_6853 MGL18752.1 BL18071
ortholog_6854 MGL18785.1 BL13177
ortholog_6855 MGL18164.1 BL18389
ortholog_6856 MGL18306.1 BL18456
ortholog_6857 MGL18247.1 BL18039
ortholog_6858 MGL18264.1 BL26873
ortholog_6859 MGL18690.1 BL13822
ortholog_6860 MGL18338.1 BL18491
ortholog_6861 MGL18310.1 BL23291
ortholog_6862 MGL18282.1 BL26985
ortholog_6863 MGL18240.1 BL18048
ortholog_6864 MGL18218.1 BL11999
ortholog_6865 MGL18199.1 BL18434
ortholog_6866 MGL18179.1 BL18435
ortholog_6867 MGL18158.1 BL27017
ortholog_6868 MGL18137.1 BL26986
ortholog_6869 MGL18779.1 BL15404
ortholog_6870 MGL18764.1 BL11760
ortholog_6871 MGL18746.1 BL11786
ortholog_6872 MGL18725.1 BL11785
ortholog_6873 MGL18423.1 BL11784
ortholog_6874 MGL18175.1 BL27057
ortholog_6875 MGL18799.1 BL11982
ortholog_6876 MGL18615.1 BL11983
ortholog_6877 MGL18592.1 BL11770
ortholog_6878 MGL18256.1 BL18197
ortholog_6879 MGL18637.1 BL18524
ortholog_6880 MGL18718.1 BL18525
ortholog_6881 MGL18678.1 BL18515
ortholog_6882 MGL18833.1 BL03151
ortholog_6883 MGL18475.1 BL15971
ortholog_6884 MGL18786.1 BL21279
ortholog_6885 MGL18686.1 BL18311
ortholog_6886 MGL18667.1 BL15729
ortholog_6887 MGL18646.1 BL18395
ortholog_6888 MGL18621.1 BL18393
ortholog_6889 MGL18598.1 BL13037
ortholog_6890 MGL18580.1 BL21238
ortholog_6891 MGL18265.1 BL18423
ortholog_6892 MGL18675.1 BL27056
ortholog_6893 MGL18435.1 BL11767
ortholog_6894 MGL18461.1 BL11764
ortholog_6895 MGL18487.1 BL26949
ortholog_6896 MGL18382.1 BL26942
ortholog_6897 MGL18405.1 BL19235
ortholog_6898 MGL18429.1 BL22724
ortholog_6899 MGL18455.1 BL22710
ortholog_6900 MGL18552.1 BL18083
ortholog_6901 MGL18172.1 BL13142
ortholog_6902 MGL18638.1 BL13076
ortholog_6903 MGL18679.1 BL21071
ortholog_6904 MGL18700.1 BL13144
ortholog_6905 MGL18726.1 BL13095
ortholog_6906 MGL18747.1 BL13104
ortholog_6907 MGL18765.1 BL11979
ortholog_6908 MGL18780.1 BL18324
ortholog_6909 MGL18804.1 BL28056
ortholog_6910 MGL18828.1 BL18042
ortholog_6911 MGL18670.1 BL18398
ortholog_6912 MGL18755.1 BL18369
ortholog_6913 MGL18771.1 BL26889
ortholog_6914 MGL18790.1 BL18283
ortholog_6915 MGL18169.1 BL18123
ortholog_6916 MGL18189.1 BL18281
ortholog_6917 MGL18657.1 BL11971
ortholog_6918 MGL18224.1 BL26888
ortholog_6919 MGL18269.1 BL18302
ortholog_6920 MGL18233.1 BL18301
ortholog_6921 MGL18347.1 BL11759
ortholog_6922 MGL18299.1 BL14130
ortholog_6923 MGL18393.1 BL18529
ortholog_6924 MGL18439.1 BL13205
ortholog_6925 MGL18392.1 BL13202
ortholog_6926 MGL18367.1 BL18272
ortholog_6927 MGL18292.1 BL18187
ortholog_6928 MGL18346.1 BL12195
ortholog_6929 MGL18209.1 BL02861
ortholog_6930 MGL18546.1 BL18247
ortholog_6931 MGL18168.1 BL18246
ortholog_6932 MGL18789.1 BL27747
ortholog_6933 MGL18776.1 BL13047
ortholog_6934 MGL18709.1 BL26983
ortholog_6935 MGL18167.1 BL21237
ortholog_6936 MGL18250.1 BL26845
ortholog_6937 MGL18267.1 BL26844
ortholog_6938 MGL18650.1 BL09752
ortholog_6939 MGL18602.1 BL05127
ortholog_6940 MGL18720.1 BL14112
ortholog_6941 MGL18562.1 BL20535
ortholog_6942 MGL18536.1 BL22708
ortholog_6943 MGL18489.1 BL03144
ortholog_6944 MGL18464.1 BL13143
ortholog_6945 MGL18438.1 BL04125
ortholog_6946 MGL18414.1 BL18038
ortholog_6947 MGL18465.1 BL26991
ortholog_6948 MGL18490.1 BL18544
ortholog_6949 MGL18513.1 BL18160
ortholog_6950 MGL18563.1 BL18543
ortholog_6951 MGL18671.1 BL13173
ortholog_6952 MGL18791.1 BL18473
ortholog_6953 MGL18401.1 BL18475
ortholog_6954 MGL18814.1 BL11717
ortholog_6955 MGL18837.1 BL01146
ortholog_6956 MGL18471.1 BL26817
ortholog_6957 MGL18170.1 BL21239
ortholog_6958 MGL18524.1 BL18255
ortholog_6959 MGL18760.1 BL13054
ortholog_6960 MGL18270.1 BL26825
ortholog_6961 MGL18321.1 BL12577
ortholog_6962 MGL18369.1 BL06382
ortholog_6963 MGL18416.1 BL00720
ortholog_6964 MGL18587.1 BL18134
ortholog_6965 MGL18466.1 BL18521
ortholog_6966 MGL18491.1 BL18126
ortholog_6967 MGL18514.1 BL18249
ortholog_6968 MGL18538.1 BL26801
ortholog_6969 MGL18583.1 BL26906
ortholog_6970 MGL18625.1 BL18284
ortholog_6971 MGL18651.1 BL18617
ortholog_6972 MGL18672.1 BL22684
ortholog_6973 MGL18255.1 BL18505
ortholog_6974 MGL18271.1 BL18282
ortholog_6975 MGL18251.1 BL18438
ortholog_6976 MGL18226.1 BL11995
ortholog_6977 MGL18254.1 BL27023
ortholog_6978 MGL18190.1 BL28085
ortholog_6979 MGL18631.1 BL20886
ortholog_6980 MGL18838.1 BL13050
ortholog_6981 MGL18792.1 BL18371
ortholog_6982 MGL18644.1 BL19444
ortholog_6983 MGL18737.1 BL07081
ortholog_6984 MGL18186.1 BL11350
ortholog_6985 MGL18533.1 BL11991
ortholog_6986 MGL18486.1 BL18573
ortholog_6987 MGL18411.1 BL18150
ortholog_6988 MGL18388.1 BL13084
ortholog_6989 MGL18532.1 BL27686
ortholog_6990 MGL18610.1 BL18335
ortholog_6991 MGL18666.1 BL22700
ortholog_6992 MGL18684.1 BL18417
ortholog_6993 MGL18593.1 BL07213
ortholog_6994 MGL18617.1 BL21276
ortholog_6995 MGL18663.1 BL18130
ortholog_6996 MGL18702.1 BL18355
ortholog_6997 MGL18728.1 BL26994
ortholog_6998 MGL18548.1 BL26993
ortholog_6999 MGL18148.1 BL26996
ortholog_7000 MGL18830.1 BL18421
ortholog_7001 MGL18161.1 BL04351
ortholog_7002 MGL18182.1 BL21243
ortholog_7003 MGL18202.1 BL18105
ortholog_7004 MGL18400.1 BL18036
ortholog_7005 MGL18243.1 BL18066
ortholog_7006 MGL18384.1 BL18208
ortholog_7007 MGL18430.1 BL18054
ortholog_7008 MGL18504.1 BL26947
ortholog_7009 MGL18566.1 BL09598
ortholog_7010 MGL18575.1 BL26864
ortholog_7011 MGL18555.1 BL26865
ortholog_7012 MGL18594.1 BL18182
ortholog_7013 MGL18618.1 BL18183
ortholog_7014 MGL18641.1 BL11769
ortholog_7015 MGL18395.1 BL07580
ortholog_7016 MGL18443.1 BL18209
ortholog_7017 MGL18729.1 BL13091
ortholog_7018 MGL18768.1 BL18056
ortholog_7019 MGL18609.1 BL18057
ortholog_7020 MGL18498.1 BL04356
ortholog_7021 MGL18162.1 BL11716
ortholog_7022 MGL18183.1 BL26957
ortholog_7023 MGL18816.1 BL27049
ortholog_7024 MGL18497.1 BL27050
ortholog_7025 MGL18244.1 BL26818
ortholog_7026 MGL18314.1 BL26968
ortholog_7027 MGL18340.1 BL23668
ortholog_7028 MGL18362.1 BL18118
ortholog_7029 MGL18385.1 BL18116
ortholog_7030 MGL18408.1 BL06292
ortholog_7031 MGL18457.1 BL18176
ortholog_7032 MGL18482.1 BL26832
ortholog_7033 MGL18531.1 BL18262
ortholog_7034 MGL18763.1 BL21266
ortholog_7035 MGL18723.1 BL21268
ortholog_7036 MGL18698.1 BL18312
ortholog_7037 MGL18659.1 BL18300
ortholog_7038 MGL18636.1 BL18299
ortholog_7039 MGL18506.1 BL13048
ortholog_7040 MGL18484.1 BL26309
ortholog_7041 MGL18459.1 BL09207
ortholog_7042 MGL18822.1 BL10970
ortholog_7043 MGL18386.1 BL26828
ortholog_7044 MGL18363.1 BL21240
ortholog_7045 MGL18761.1 BL21241
ortholog_7046 MGL18316.1 BL18375
ortholog_7047 MGL18288.1 BL18376
ortholog_7048 MGL18387.1 BL18089
ortholog_7049 MGL18228.1 BL18443
ortholog_7050 MGL18372.1 BL28189
ortholog_7051 MGL18570.1 BL26945
ortholog_7052 MGL18323.1 BL15367
ortholog_7053 MGL18485.1 BL18082
ortholog_7054 MGL18496.1 BL11777
ortholog_7055 MGL18283.1 BL18337
ortholog_7056 MGL18234.1 BL18119
ortholog_7057 MGL18139.1 BL26943
ortholog_7058 MGL18829.1 BL22693
ortholog_7059 MGL18805.1 BL18466
ortholog_7060 MGL18279.1 BL27000
ortholog_7061 MGL18701.1 BL13120
ortholog_7062 MGL18639.1 BL21275
ortholog_7063 MGL18616.1 BL18563
ortholog_7064 MGL18235.1 BL18149
ortholog_7065 MGL18553.1 BL18322
ortholog_7066 MGL18181.1 BL18511
ortholog_7067 MGL18220.1 BL26875
ortholog_7068 MGL18242.1 BL26892
ortholog_7069 MGL18284.1 BL26890
ortholog_7070 MGL18383.1 BL18494
ortholog_7071 MGL18480.1 BL22704
ortholog_7072 MGL18503.1 BL07240
ortholog_7073 MGL18630.1 BL18253
ortholog_7074 MGL18554.1 BL13106
ortholog_7075 MGL18574.1 BL22703
ortholog_7076 MGL18635.1 BL13418
ortholog_7077 MGL18762.1 BL18323
ortholog_7078 MGL18777.1 BL24760
ortholog_7079 MGL18800.1 BL26843
ortholog_7080 MGL18322.1 BL18418
ortholog_7081 MGL18349.1 BL06905
ortholog_7082 MGL18370.1 BL26940
ortholog_7083 MGL18417.1 BL18155
ortholog_7084 MGL18440.1 BL13419
ortholog_7085 MGL18541.1 BL18064
ortholog_7086 MGL18539.1 BL18161
ortholog_7087 MGL18714.1 BL18460
ortholog_7088 MGL18398.1 BL07810
ortholog_7089 MGL18668.1 BL18243
ortholog_7090 MGL18647.1 BL23139
ortholog_7091 MGL18588.1 BL23140
ortholog_7092 MGL18599.1 BL21264
ortholog_7093 MGL18581.1 BL18547
ortholog_7094 MGL18377.1 BL26989
ortholog_7095 MGL18499.1 BL18277
ortholog_7096 MGL18476.1 BL07371
ortholog_7097 MGL18452.1 BL08532
ortholog_7098 MGL18402.1 BL21235
ortholog_7099 MGL18380.1 BL19733
ortholog_7100 MGL18358.1 BL18237
ortholog_7101 MGL18335.1 BL22720
ortholog_7102 MGL18759.1 BL22694
ortholog_7103 MGL18280.1 BL18568
ortholog_7104 MGL18258.1 BL18342
ortholog_7105 MGL18237.1 BL26815
ortholog_7106 MGL18177.1 BL26981
ortholog_7107 MGL18155.1 BL13194
ortholog_7108 MGL18823.1 BL18078
ortholog_7109 MGL18449.1 BL01871
ortholog_7110 MGL18778.1 BL18407
ortholog_7111 MGL18802.1 BL21248
ortholog_7112 MGL18826.1 BL27069
ortholog_7113 MGL18136.1 BL27004
ortholog_7114 MGL18157.1 BL26995
ortholog_7115 MGL18230.1 BL15720
ortholog_7116 MGL18297.1 BL11084
ortholog_7117 MGL18474.1 BL18426
ortholog_7118 MGL18337.1 BL26915
ortholog_7119 MGL18404.1 BL26953
ortholog_7120 MGL18428.1 BL03442
ortholog_7121 MGL18454.1 BL18329
ortholog_7122 MGL18477.1 BL20562
ortholog_7123 MGL18527.1 BL18051
ortholog_7124 MGL18551.1 BL18257
ortholog_7125 MGL18614.1 BL18252
ortholog_7126 MGL18591.1 BL18251
ortholog_7127 MGL18195.1 BL27055
ortholog_7128 MGL18331.1 BL27054
ortholog_7129 MGL18453.1 BL27053
ortholog_7130 MGL18427.1 BL26962
ortholog_7131 MGL18403.1 BL26964
ortholog_7132 MGL18381.1 BL18361
ortholog_7133 MGL18336.1 BL22719
ortholog_7134 MGL18259.1 BL01583
ortholog_7135 MGL18238.1 BL01117
ortholog_7136 MGL18217.1 BL22707
ortholog_7137 MGL18198.1 BL18125
ortholog_7138 MGL18178.1 BL18218
ortholog_7139 MGL18595.1 BL22287
ortholog_7140 MGL18300.1 BL18332
ortholog_7141 MGL18664.1 BL21970
ortholog_7142 MGL18783.1 BL18223
ortholog_7143 MGL18831.1 BL18220
ortholog_7144 MGL18815.1 BL22685
ortholog_7145 MGL18222.1 BL26866
ortholog_7146 MGL18263.1 BL18275
ortholog_7147 MGL18287.1 BL18548
ortholog_7148 MGL18315.1 BL18545
ortholog_7149 MGL18341.1 BL18562
ortholog_7150 MGL18213.1 BL18564
ortholog_7151 MGL18176.1 BL18250
ortholog_7152 MGL18596.1 BL13861
ortholog_7153 MGL18577.1 BL18310
ortholog_7154 MGL18556.1 BL18242
ortholog_7155 MGL18620.1 BL26984
ortholog_7156 MGL18643.1 BL18214
ortholog_7157 MGL19083.1 BL15132
ortholog_7158 MGL19384.1 BL26764
ortholog_7159 MGL19340.1 BL26765
ortholog_7160 MGL19308.1 BL26766
ortholog_7161 MGL19288.1 BL16130
ortholog_7162 MGL19266.1 BL15283
ortholog_7163 MGL18910.1 BL15040
ortholog_7164 MGL19066.1 BL15328
ortholog_7165 MGL18990.1 BL15041
ortholog_7166 MGL19011.1 BL15331
ortholog_7167 MGL19071.1 BL15122
ortholog_7168 MGL19473.1 BL15390
ortholog_7169 MGL19101.1 BL15389
ortholog_7170 MGL19127.1 BL14856
ortholog_7171 MGL19216.1 BL15139
ortholog_7172 MGL19240.1 BL13068
ortholog_7173 MGL19413.1 BL12696
ortholog_7174 MGL19324.1 BL14816
ortholog_7175 MGL19023.1 BL23993
ortholog_7176 MGL19043.1 BL14901
ortholog_7177 MGL19160.1 BL22858
ortholog_7178 MGL19171.1 BL15217
ortholog_7179 MGL19263.1 BL14786
ortholog_7180 MGL19285.1 BL14773
ortholog_7181 MGL19102.1 BL15309
ortholog_7182 MGL19089.1 BL04594
ortholog_7183 MGL18966.1 BL15377
ortholog_7184 MGL19415.1 BL15141
ortholog_7185 MGL19007.1 BL14959
ortholog_7186 MGL19153.1 BL15039
ortholog_7187 MGL18908.1 BL15048
ortholog_7188 MGL18951.1 BL25038
ortholog_7189 MGL18970.1 BL15066
ortholog_7190 MGL19009.1 BL15439
ortholog_7191 MGL19027.1 BL15301
ortholog_7192 MGL19123.1 BL08488
ortholog_7193 MGL19126.1 BL24142
ortholog_7194 MGL19142.1 BL14927
ortholog_7195 MGL19159.1 BL15365
ortholog_7196 MGL19022.1 BL16567
