ortholog_1 gene-HOLleu_00018 PL21831
ortholog_6777 gene-HOLleu_31614 PL32608
ortholog_6778 gene-HOLleu_31617 PL32669
ortholog_6779 gene-HOLleu_31634 PL26298
ortholog_6780 gene-HOLleu_31638 PL16517
ortholog_6781 gene-HOLleu_31639 PL16940
ortholog_6782 gene-HOLleu_31643 PL17589
ortholog_6783 gene-HOLleu_31652 PL17732
ortholog_6784 gene-HOLleu_31653 PL16932
ortholog_6785 gene-HOLleu_31655 PL17038
ortholog_6786 gene-HOLleu_31659 PL17639
ortholog_6787 gene-HOLleu_31662 PL17869
ortholog_6788 gene-HOLleu_31663 PL17888
ortholog_6789 gene-HOLleu_31666 PL17269
ortholog_6790 gene-HOLleu_31668 PL17196
ortholog_6791 gene-HOLleu_31675 PL16448
ortholog_6792 gene-HOLleu_31679 PL16378
ortholog_6793 gene-HOLleu_31680 PL16053
ortholog_6794 gene-HOLleu_31682 PL17701
ortholog_6795 gene-HOLleu_31685 PL16672
ortholog_6796 gene-HOLleu_31686 PL16206
ortholog_6797 gene-HOLleu_31688 PL17938
ortholog_6798 gene-HOLleu_31695 PL17846
ortholog_6799 gene-HOLleu_31698 PL17465
ortholog_6800 gene-HOLleu_31699 PL17633
ortholog_6801 gene-HOLleu_31700 PL16548
ortholog_6802 gene-HOLleu_31701 PL17072
ortholog_6803 gene-HOLleu_31702 PL17868
ortholog_6804 gene-HOLleu_31703 PL16104
ortholog_6805 gene-HOLleu_31705 PL17854
ortholog_6806 gene-HOLleu_31708 PL17217
ortholog_6807 gene-HOLleu_31709 PL16734
ortholog_6808 gene-HOLleu_31712 PL17381
ortholog_6809 gene-HOLleu_31729 PL08795
ortholog_6810 gene-HOLleu_31730 PL16108
ortholog_6811 gene-HOLleu_31736 PL37566
ortholog_6812 gene-HOLleu_31738 PL17442
ortholog_6813 gene-HOLleu_31740 PL16447
ortholog_6814 gene-HOLleu_31743 PL17384
ortholog_6815 gene-HOLleu_31744 PL16495
ortholog_6816 gene-HOLleu_31748 PL17635
ortholog_6817 gene-HOLleu_31749 PL17168
ortholog_6818 gene-HOLleu_31752 PL25219
ortholog_6819 gene-HOLleu_31766 PL23092
ortholog_6820 gene-HOLleu_31768 PL17375
ortholog_6821 gene-HOLleu_31778 PL17336
ortholog_6822 gene-HOLleu_31779 PL16286
ortholog_6823 gene-HOLleu_31782 PL17347
ortholog_6824 gene-HOLleu_31783 PL28809
ortholog_6825 gene-HOLleu_31784 PL15012
ortholog_6826 gene-HOLleu_31785 PL13637
ortholog_6827 gene-HOLleu_31788 PL16336
ortholog_6828 gene-HOLleu_31790 PL16075
ortholog_6829 gene-HOLleu_31791 PL16983
ortholog_6830 gene-HOLleu_31792 PL17175
ortholog_6831 gene-HOLleu_31794 PL36963
ortholog_6832 gene-HOLleu_31796 PL17813
ortholog_6833 gene-HOLleu_31798 PL17804
ortholog_6834 gene-HOLleu_31801 PL17395
ortholog_6835 gene-HOLleu_31803 PL17689
ortholog_6836 gene-HOLleu_31809 PL33481
ortholog_6837 gene-HOLleu_31810 PL17969
ortholog_6838 gene-HOLleu_31816 PL16346
ortholog_6839 gene-HOLleu_31821 PL16536
ortholog_6840 gene-HOLleu_31822 PL16395
ortholog_6841 gene-HOLleu_31837 PL17232
ortholog_6842 gene-HOLleu_31841 PL21035
ortholog_6843 gene-HOLleu_31842 PL16032
ortholog_6844 gene-HOLleu_31843 PL17325
ortholog_6845 gene-HOLleu_31862 PL15072
ortholog_6846 gene-HOLleu_31865 PL16531
ortholog_6847 gene-HOLleu_31870 PL16750
ortholog_6848 gene-HOLleu_31871 PL16512
ortholog_6849 gene-HOLleu_31875 PL17745
ortholog_6850 gene-HOLleu_31878 PL16606
ortholog_6851 gene-HOLleu_31888 PL17170
ortholog_6852 gene-HOLleu_31889 PL17742
ortholog_6853 gene-HOLleu_31890 PL17658
ortholog_6854 gene-HOLleu_31898 PL17978
ortholog_6855 gene-HOLleu_31899 PL17609
ortholog_6856 gene-HOLleu_31900 PL17193
ortholog_6857 gene-HOLleu_31911 PL17948
ortholog_6858 gene-HOLleu_31915 PL20675
ortholog_6859 gene-HOLleu_31918 PL16805
ortholog_6860 gene-HOLleu_31930 PL17222
ortholog_6861 gene-HOLleu_31934 PL00330
ortholog_6862 gene-HOLleu_31947 PL40040
ortholog_6863 gene-HOLleu_31957 PL17644
ortholog_6864 gene-HOLleu_31958 PL17412
ortholog_6865 gene-HOLleu_31971 PL16372
ortholog_6866 gene-HOLleu_31973 PL17957
ortholog_6867 gene-HOLleu_31975 PL17191
ortholog_6868 gene-HOLleu_31976 PL16288
ortholog_6869 gene-HOLleu_31978 PL17098
ortholog_6870 gene-HOLleu_31982 PL17055
ortholog_6871 gene-HOLleu_31993 PL26585
ortholog_6872 gene-HOLleu_32033 PL28968
ortholog_6873 gene-HOLleu_32042 PL16309
ortholog_6874 gene-HOLleu_32045 PL16329
ortholog_6875 gene-HOLleu_32046 PL16600
ortholog_6876 gene-HOLleu_32052 PL22736
ortholog_6877 gene-HOLleu_32053 PL00678
ortholog_6878 gene-HOLleu_32058 PL16146
ortholog_6879 gene-HOLleu_32088 PL17511
ortholog_6880 gene-HOLleu_32091 PL17399
ortholog_6881 gene-HOLleu_32094 PL17230
ortholog_6882 gene-HOLleu_32095 PL16036
ortholog_6883 gene-HOLleu_32096 PL17638
ortholog_6884 gene-HOLleu_32099 PL17272
ortholog_6885 gene-HOLleu_32100 PL16180
ortholog_6886 gene-HOLleu_32101 PL17785
ortholog_6887 gene-HOLleu_32102 PL17469
ortholog_6888 gene-HOLleu_32108 PL17642
ortholog_6889 gene-HOLleu_32110 PL17291
ortholog_6890 gene-HOLleu_32111 PL17007
ortholog_6891 gene-HOLleu_32128 PL17142
ortholog_6892 gene-HOLleu_32129 PL16194
ortholog_6893 gene-HOLleu_32130 PL16831
ortholog_6894 gene-HOLleu_32146 PL17748
ortholog_6895 gene-HOLleu_32148 PL25829
ortholog_6896 gene-HOLleu_32151 PL17681
ortholog_6897 gene-HOLleu_32152 PL16498
ortholog_6898 gene-HOLleu_32153 PL17282
ortholog_6899 gene-HOLleu_32155 PL16793
ortholog_6900 gene-HOLleu_32157 PL17241
ortholog_6901 gene-HOLleu_32160 PL16887
ortholog_6902 gene-HOLleu_32161 PL17717
ortholog_6903 gene-HOLleu_32164 PL17989
ortholog_6904 gene-HOLleu_32165 PL17320
ortholog_6905 gene-HOLleu_32167 PL16800
ortholog_6906 gene-HOLleu_32169 PL16189
ortholog_6907 gene-HOLleu_32172 PL16393
ortholog_6908 gene-HOLleu_32173 PL17345
ortholog_6909 gene-HOLleu_32174 PL16156
ortholog_6910 gene-HOLleu_32175 PL11395
ortholog_6911 gene-HOLleu_32177 PL16055
ortholog_6912 gene-HOLleu_32179 PL17358
ortholog_6913 gene-HOLleu_32182 PL16715
ortholog_6914 gene-HOLleu_32184 PL17417
ortholog_6915 gene-HOLleu_32186 PL17161
ortholog_6916 gene-HOLleu_32187 PL16737
ortholog_6917 gene-HOLleu_32193 PL22892
ortholog_6918 gene-HOLleu_32194 PL17999
ortholog_6919 gene-HOLleu_32207 PL36870
ortholog_6920 gene-HOLleu_32210 PL17718
ortholog_6921 gene-HOLleu_32216 PL16382
ortholog_6922 gene-HOLleu_32219 PL17209
ortholog_6923 gene-HOLleu_32224 PL17852
ortholog_6924 gene-HOLleu_32248 PL16666
ortholog_6925 gene-HOLleu_32251 PL12416
ortholog_6926 gene-HOLleu_32270 PL16116
ortholog_6927 gene-HOLleu_32271 PL17626
ortholog_6928 gene-HOLleu_32272 PL18022
ortholog_6929 gene-HOLleu_32277 PL16159
ortholog_6930 gene-HOLleu_32278 PL16024
ortholog_6931 gene-HOLleu_32280 PL17672
ortholog_6932 gene-HOLleu_32282 PL17032
ortholog_6933 gene-HOLleu_32283 PL17468
ortholog_6934 gene-HOLleu_32291 PL17528
ortholog_6935 gene-HOLleu_32292 PL16484
ortholog_6936 gene-HOLleu_32293 PL16095
ortholog_6937 gene-HOLleu_32295 PL17629
ortholog_6938 gene-HOLleu_32300 PL16211
ortholog_6939 gene-HOLleu_32303 PL17484
ortholog_6940 gene-HOLleu_32305 PL16632
ortholog_6941 gene-HOLleu_32309 PL16754
ortholog_6942 gene-HOLleu_32312 PL17900
ortholog_6943 gene-HOLleu_32330 PL12135
ortholog_6944 gene-HOLleu_32336 PL16307
ortholog_6945 gene-HOLleu_32347 PL05702
ortholog_6946 gene-HOLleu_32362 PL17651
ortholog_6947 gene-HOLleu_32366 PL16043
ortholog_6948 gene-HOLleu_32367 PL17387
ortholog_6949 gene-HOLleu_32369 PL09190
ortholog_6950 gene-HOLleu_32371 PL17257
ortholog_6951 gene-HOLleu_32374 PL16098
ortholog_6952 gene-HOLleu_32376 PL16330
ortholog_6953 gene-HOLleu_32381 PL11500
ortholog_6954 gene-HOLleu_32387 PL32480
ortholog_6955 gene-HOLleu_32389 PL17762
ortholog_6956 gene-HOLleu_32390 PL27898
ortholog_6957 gene-HOLleu_32391 PL16322
ortholog_6958 gene-HOLleu_32392 PL16521
ortholog_6959 gene-HOLleu_32395 PL17548
ortholog_6960 gene-HOLleu_32403 PL16651
ortholog_6961 gene-HOLleu_32406 PL18001
ortholog_6962 gene-HOLleu_32408 PL17990
ortholog_6963 gene-HOLleu_32410 PL16934
ortholog_6964 gene-HOLleu_32411 PL17400
ortholog_6965 gene-HOLleu_32414 PL17003
ortholog_6966 gene-HOLleu_32416 PL15334
ortholog_6967 gene-HOLleu_32418 PL16547
ortholog_6968 gene-HOLleu_32420 PL16198
ortholog_6969 gene-HOLleu_32421 PL20079
ortholog_6970 gene-HOLleu_32423 PL16781
ortholog_6971 gene-HOLleu_32428 PL01493
ortholog_6972 gene-HOLleu_32429 PL02664
ortholog_6973 gene-HOLleu_32434 PL04489
ortholog_6974 gene-HOLleu_32438 PL17636
ortholog_6975 gene-HOLleu_32448 PL16719
ortholog_6976 gene-HOLleu_32469 PL40418
ortholog_6977 gene-HOLleu_32477 PL31312
ortholog_6978 gene-HOLleu_32478 PL33428
ortholog_6979 gene-HOLleu_32479 PL17586
ortholog_6980 gene-HOLleu_32481 PL16480
ortholog_6981 gene-HOLleu_32480 PL16093
ortholog_6982 gene-HOLleu_32483 PL16765
ortholog_6983 gene-HOLleu_32484 PL16636
ortholog_6984 gene-HOLleu_32486 PL21754
ortholog_6985 gene-HOLleu_32488 PL16922
ortholog_6986 gene-HOLleu_32489 PL17441
ortholog_6987 gene-HOLleu_32490 PL17240
ortholog_6988 gene-HOLleu_32491 PL17860
ortholog_6989 gene-HOLleu_32492 PL16564
ortholog_6990 gene-HOLleu_32496 PL33640
ortholog_6991 gene-HOLleu_32512 PL16987
ortholog_6992 gene-HOLleu_32513 PL16224
ortholog_6993 gene-HOLleu_32520 PL17735
ortholog_6994 gene-HOLleu_32522 PL16404
ortholog_6995 gene-HOLleu_32536 PL16976
ortholog_6996 gene-HOLleu_32537 PL17329
ortholog_6997 gene-HOLleu_32538 PL17872
ortholog_6998 gene-HOLleu_32546 PL17703
ortholog_6999 gene-HOLleu_32547 PL16635
ortholog_7000 gene-HOLleu_32548 PL17856
ortholog_7001 gene-HOLleu_32549 PL16623
ortholog_7002 gene-HOLleu_32553 PL16262
ortholog_7003 gene-HOLleu_32561 PL17415
ortholog_7004 gene-HOLleu_32565 PL13606
ortholog_7005 gene-HOLleu_32570 PL31569
ortholog_7006 gene-HOLleu_32574 PL16405
ortholog_7007 gene-HOLleu_32576 PL16823
ortholog_7008 gene-HOLleu_32591 PL17179
ortholog_7009 gene-HOLleu_32592 PL17463
ortholog_7010 gene-HOLleu_32593 PL17059
ortholog_7011 gene-HOLleu_32595 PL17754
ortholog_7012 gene-HOLleu_32597 PL17202
ortholog_7013 gene-HOLleu_32598 PL17720
ortholog_7014 gene-HOLleu_32599 PL17734
ortholog_7015 gene-HOLleu_32601 PL16553
ortholog_7016 gene-HOLleu_32602 PL17117
ortholog_7017 gene-HOLleu_32603 PL16533
ortholog_7018 gene-HOLleu_32604 PL16038
ortholog_7019 gene-HOLleu_32606 PL17385
ortholog_7020 gene-HOLleu_32612 PL16649
ortholog_7021 gene-HOLleu_32614 PL17078
ortholog_7022 gene-HOLleu_32616 PL16706
ortholog_7023 gene-HOLleu_32618 PL16652
ortholog_7024 gene-HOLleu_32619 PL16798
ortholog_7025 gene-HOLleu_32622 PL17954
ortholog_7026 gene-HOLleu_32626 PL17507
ortholog_7027 gene-HOLleu_32628 PL17177
ortholog_7028 gene-HOLleu_32630 PL16408
ortholog_7029 gene-HOLleu_32631 PL16668
ortholog_7030 gene-HOLleu_32633 PL17790
ortholog_7031 gene-HOLleu_32634 PL16661
ortholog_7032 gene-HOLleu_32635 PL16301
ortholog_7033 gene-HOLleu_32637 PL17273
ortholog_7034 gene-HOLleu_32638 PL33630
ortholog_7035 gene-HOLleu_32639 PL16280
ortholog_7036 gene-HOLleu_32645 PL16832
ortholog_7037 gene-HOLleu_32646 PL16245
ortholog_7038 gene-HOLleu_32647 PL16662
ortholog_7039 gene-HOLleu_32649 PL29520
ortholog_7040 gene-HOLleu_32651 PL17378
ortholog_7041 gene-HOLleu_32664 PL16824
ortholog_7042 gene-HOLleu_32667 PL17764
ortholog_7043 gene-HOLleu_32668 PL16168
ortholog_7044 gene-HOLleu_32669 PL17125
ortholog_7045 gene-HOLleu_32672 PL32956
ortholog_7046 gene-HOLleu_32676 PL17842
ortholog_7047 gene-HOLleu_32677 PL16532
ortholog_7048 gene-HOLleu_32680 PL17277
ortholog_7049 gene-HOLleu_32682 PL17405
ortholog_7050 gene-HOLleu_32683 PL17698
ortholog_7051 gene-HOLleu_32691 PL08278
ortholog_7052 gene-HOLleu_32692 PL17621
ortholog_7053 gene-HOLleu_32694 PL16225
ortholog_7054 gene-HOLleu_32695 PL16696
ortholog_7055 gene-HOLleu_32699 PL16617
ortholog_7056 gene-HOLleu_32707 PL17669
ortholog_7057 gene-HOLleu_32710 PL16429
ortholog_7058 gene-HOLleu_32711 PL16327
ortholog_7059 gene-HOLleu_32712 PL17598
ortholog_7060 gene-HOLleu_32713 PL17067
ortholog_7061 gene-HOLleu_32719 PL17298
ortholog_7062 gene-HOLleu_32724 PL17057
ortholog_7063 gene-HOLleu_32742 PL17692
ortholog_7064 gene-HOLleu_32748 PL16155
ortholog_7065 gene-HOLleu_32750 PL16467
ortholog_7066 gene-HOLleu_32751 PL17709
ortholog_7067 gene-HOLleu_32762 PL16717
ortholog_7068 gene-HOLleu_32763 PL18009
ortholog_7069 gene-HOLleu_32767 PL16705
ortholog_7070 gene-HOLleu_32768 PL16741
ortholog_7071 gene-HOLleu_32770 PL17772
ortholog_7072 gene-HOLleu_32776 PL02762
ortholog_7073 gene-HOLleu_32805 PL17875
ortholog_7074 gene-HOLleu_32816 PL28363
ortholog_7075 gene-HOLleu_32817 PL27799
ortholog_7076 gene-HOLleu_32818 PL27858
ortholog_7077 gene-HOLleu_32819 PL18347
ortholog_7078 gene-HOLleu_32820 PL27422
ortholog_7079 gene-HOLleu_32821 PL27463
ortholog_7080 gene-HOLleu_32832 PL21047
ortholog_7081 gene-HOLleu_32843 PL17519
ortholog_7082 gene-HOLleu_32844 PL16264
ortholog_7083 gene-HOLleu_32847 PL17322
ortholog_7084 gene-HOLleu_32848 PL16889
ortholog_7085 gene-HOLleu_32850 PL17109
ortholog_7086 gene-HOLleu_32873 PL23452
ortholog_7087 gene-HOLleu_32874 PL23301
ortholog_7088 gene-HOLleu_32877 PL36022
ortholog_7089 gene-HOLleu_32879 PL37107
ortholog_7090 gene-HOLleu_32880 PL36275
ortholog_7091 gene-HOLleu_32884 PL36864
ortholog_7092 gene-HOLleu_32885 PL37332
ortholog_7093 gene-HOLleu_32886 PL36670
ortholog_7094 gene-HOLleu_32890 PL36338
ortholog_7095 gene-HOLleu_32891 PL36059
ortholog_7096 gene-HOLleu_32893 PL37420
ortholog_7097 gene-HOLleu_32894 PL36516
ortholog_7098 gene-HOLleu_32899 PL36586
ortholog_7099 gene-HOLleu_32902 PL37295
ortholog_7100 gene-HOLleu_32904 PL36178
ortholog_7101 gene-HOLleu_32905 PL37148
ortholog_7102 gene-HOLleu_32906 PL36966
ortholog_7103 gene-HOLleu_32907 PL37176
ortholog_7104 gene-HOLleu_32908 PL36649
ortholog_7105 gene-HOLleu_32909 PL37021
ortholog_7106 gene-HOLleu_32912 PL13311
ortholog_7107 gene-HOLleu_32920 PL36578
ortholog_7108 gene-HOLleu_32922 PL36538
ortholog_7109 gene-HOLleu_32924 PL37105
ortholog_7110 gene-HOLleu_32926 PL36267
ortholog_7111 gene-HOLleu_32929 PL37484
ortholog_7112 gene-HOLleu_32930 PL36344
ortholog_7113 gene-HOLleu_32933 PL37426
ortholog_7114 gene-HOLleu_32934 PL36409
ortholog_7115 gene-HOLleu_32935 PL36989
ortholog_7116 gene-HOLleu_32936 PL37101
ortholog_7117 gene-HOLleu_32937 PL36712
ortholog_7118 gene-HOLleu_32938 PL36379
ortholog_7119 gene-HOLleu_32940 PL36871
ortholog_7120 gene-HOLleu_32943 PL37315
ortholog_7121 gene-HOLleu_32944 PL37251
ortholog_7122 gene-HOLleu_32945 PL37285
ortholog_7123 gene-HOLleu_32949 PL36729
ortholog_7124 gene-HOLleu_32950 PL35993
ortholog_7125 gene-HOLleu_32954 PL37456
ortholog_7126 gene-HOLleu_32958 PL36947
ortholog_7127 gene-HOLleu_32959 PL35986
ortholog_7128 gene-HOLleu_32960 PL37200
ortholog_7129 gene-HOLleu_32961 PL36124
ortholog_7130 gene-HOLleu_32962 PL36345
ortholog_7131 gene-HOLleu_32966 PL37346
ortholog_7132 gene-HOLleu_32967 PL36876
ortholog_7133 gene-HOLleu_32968 PL36451
ortholog_7134 gene-HOLleu_32971 PL36921
ortholog_7135 gene-HOLleu_32973 PL37367
ortholog_7136 gene-HOLleu_32981 PL34491
ortholog_7137 gene-HOLleu_32983 PL37422
ortholog_7138 gene-HOLleu_32985 PL36676
ortholog_7139 gene-HOLleu_32986 PL37431
ortholog_7140 gene-HOLleu_32987 PL37004
ortholog_7141 gene-HOLleu_32988 PL36108
ortholog_7142 gene-HOLleu_32989 PL36978
ortholog_7143 gene-HOLleu_32991 PL36225
ortholog_7144 gene-HOLleu_32992 PL36303
ortholog_7145 gene-HOLleu_32998 PL36524
ortholog_7146 gene-HOLleu_33002 PL37492
ortholog_7147 gene-HOLleu_33006 PL36144
ortholog_7148 gene-HOLleu_33007 PL36325
ortholog_7149 gene-HOLleu_33008 PL37062
ortholog_7150 gene-HOLleu_33011 PL36842
ortholog_7151 gene-HOLleu_33017 PL37151
ortholog_7152 gene-HOLleu_33020 PL12730
ortholog_7153 gene-HOLleu_33022 PL36061
ortholog_7154 gene-HOLleu_33024 PL08741
ortholog_7155 gene-HOLleu_33025 PL37189
ortholog_7156 gene-HOLleu_33028 PL37450
ortholog_7157 gene-HOLleu_33029 PL36883
ortholog_7158 gene-HOLleu_33030 PL36635
ortholog_7159 gene-HOLleu_33031 PL36024
ortholog_7160 gene-HOLleu_33032 PL37494
ortholog_7161 gene-HOLleu_33035 PL37423
ortholog_7162 gene-HOLleu_33036 PL37126
ortholog_7163 gene-HOLleu_33038 PL36002
ortholog_7164 gene-HOLleu_33041 PL37014
ortholog_7165 gene-HOLleu_33043 PL29884
ortholog_7166 gene-HOLleu_33044 PL25134
ortholog_7167 gene-HOLleu_33045 PL03012
ortholog_7168 gene-HOLleu_33047 PL36360
ortholog_7169 gene-HOLleu_33050 PL37019
ortholog_7170 gene-HOLleu_33052 PL36609
ortholog_7171 gene-HOLleu_33054 PL36656
ortholog_7172 gene-HOLleu_33058 PL37397
ortholog_7173 gene-HOLleu_33061 PL37385
ortholog_7174 gene-HOLleu_33063 PL37060
ortholog_7175 gene-HOLleu_33065 PL36888
ortholog_7176 gene-HOLleu_33071 PL36362
ortholog_7177 gene-HOLleu_33074 PL37302
ortholog_7178 gene-HOLleu_33075 PL37327
ortholog_7179 gene-HOLleu_33077 PL37453
ortholog_7180 gene-HOLleu_33081 PL36643
ortholog_7181 gene-HOLleu_33082 PL36753
ortholog_7182 gene-HOLleu_33085 PL35963
ortholog_7183 gene-HOLleu_33086 PL36631
ortholog_7184 gene-HOLleu_33087 PL37394
ortholog_7185 gene-HOLleu_33089 PL36089
ortholog_7186 gene-HOLleu_33093 PL37359
ortholog_7187 gene-HOLleu_33094 PL36875
ortholog_7188 gene-HOLleu_33096 PL37277
ortholog_7189 gene-HOLleu_33097 PL36209
ortholog_7190 gene-HOLleu_33099 PL37458
ortholog_7191 gene-HOLleu_33107 PL36837
ortholog_7192 gene-HOLleu_33108 PL35936
ortholog_7193 gene-HOLleu_33109 PL36177
ortholog_7194 gene-HOLleu_33113 PL36185
ortholog_7195 gene-HOLleu_33116 PL37399
ortholog_7196 gene-HOLleu_33117 PL36388
ortholog_7197 gene-HOLleu_33122 PL36041
ortholog_7198 gene-HOLleu_33126 PL36621
ortholog_7199 gene-HOLleu_33127 PL36136
ortholog_7200 gene-HOLleu_33128 PL36273
ortholog_7201 gene-HOLleu_33130 PL36970
ortholog_7202 gene-HOLleu_33132 PL38968
ortholog_7203 gene-HOLleu_33133 PL37308
ortholog_7204 gene-HOLleu_33135 PL01020
ortholog_7205 gene-HOLleu_33141 PL36874
ortholog_7206 gene-HOLleu_33142 PL37479
ortholog_7207 gene-HOLleu_33149 PL36716
ortholog_7208 gene-HOLleu_33151 PL36953
ortholog_7209 gene-HOLleu_33158 PL18652
ortholog_7210 gene-HOLleu_33164 PL36295
ortholog_7211 gene-HOLleu_33165 PL36233
ortholog_7212 gene-HOLleu_33166 PL36359
ortholog_7213 gene-HOLleu_33167 PL23455
ortholog_7214 gene-HOLleu_33173 PL18827
ortholog_7215 gene-HOLleu_33174 PL37276
ortholog_7216 gene-HOLleu_33175 PL35967
ortholog_7217 gene-HOLleu_33179 PL26083
ortholog_7218 gene-HOLleu_33186 PL36774
ortholog_7219 gene-HOLleu_33187 PL14548
ortholog_7220 gene-HOLleu_33188 PL37321
ortholog_7221 gene-HOLleu_33206 PL36390
ortholog_7222 gene-HOLleu_33208 PL36573
ortholog_7223 gene-HOLleu_33209 PL37083
ortholog_7224 gene-HOLleu_33213 PL37063
ortholog_7225 gene-HOLleu_33216 PL36187
ortholog_7226 gene-HOLleu_33217 PL37513
ortholog_7227 gene-HOLleu_33229 PL37396
ortholog_7228 gene-HOLleu_33233 PL37326
ortholog_7229 gene-HOLleu_33234 PL37342
ortholog_7230 gene-HOLleu_33253 PL36815
ortholog_7231 gene-HOLleu_33254 PL37235
ortholog_7232 gene-HOLleu_33255 PL36646
ortholog_7233 gene-HOLleu_33256 PL36829
ortholog_7234 gene-HOLleu_33265 PL36763
ortholog_7235 gene-HOLleu_33266 PL05851
ortholog_7236 gene-HOLleu_33268 PL36581
ortholog_7237 gene-HOLleu_33270 PL36805
ortholog_7238 gene-HOLleu_33273 PL37329
ortholog_7239 gene-HOLleu_33275 PL36326
ortholog_7240 gene-HOLleu_33276 PL37336
ortholog_7241 gene-HOLleu_33277 PL37381
ortholog_7242 gene-HOLleu_33279 PL37136
ortholog_7243 gene-HOLleu_33282 PL37010
ortholog_7244 gene-HOLleu_33284 PL36570
ortholog_7245 gene-HOLleu_33285 PL36296
ortholog_7246 gene-HOLleu_33286 PL37280
ortholog_7247 gene-HOLleu_33290 PL36440
ortholog_7248 gene-HOLleu_33291 PL36748
ortholog_7249 gene-HOLleu_33294 PL37008
ortholog_7250 gene-HOLleu_33295 PL36568
ortholog_7251 gene-HOLleu_33301 PL36211
ortholog_7252 gene-HOLleu_33304 PL36684
ortholog_7253 gene-HOLleu_33306 PL36892
ortholog_7254 gene-HOLleu_33307 PL27336
ortholog_7255 gene-HOLleu_33323 PL34156
ortholog_7256 gene-HOLleu_33324 PL36494
ortholog_7257 gene-HOLleu_33327 PL36976
ortholog_7258 gene-HOLleu_33328 PL37301
ortholog_7259 gene-HOLleu_33332 PL15604
ortholog_7260 gene-HOLleu_33334 PL36769
ortholog_7261 gene-HOLleu_33336 PL36147
ortholog_7262 gene-HOLleu_33338 PL37050
ortholog_7263 gene-HOLleu_33339 PL36322
ortholog_7264 gene-HOLleu_33341 PL36992
ortholog_7265 gene-HOLleu_33342 PL37501
ortholog_7266 gene-HOLleu_33350 PL36288
ortholog_7267 gene-HOLleu_33356 PL36630
ortholog_7268 gene-HOLleu_33358 PL36490
ortholog_7269 gene-HOLleu_33359 PL36891
ortholog_7270 gene-HOLleu_33360 PL35969
ortholog_7271 gene-HOLleu_33365 PL37389
ortholog_7272 gene-HOLleu_33366 PL37405
ortholog_7273 gene-HOLleu_33367 PL37077
ortholog_7274 gene-HOLleu_33368 PL36445
ortholog_7275 gene-HOLleu_33381 PL37363
ortholog_7276 gene-HOLleu_33385 PL36299
ortholog_7277 gene-HOLleu_33389 PL36543
ortholog_7278 gene-HOLleu_33399 PL36190
ortholog_7279 gene-HOLleu_33400 PL36761
ortholog_7280 gene-HOLleu_33401 PL36351
ortholog_7281 gene-HOLleu_33402 PL37135
ortholog_7282 gene-HOLleu_33404 PL36331
ortholog_7283 gene-HOLleu_33409 PL36722
ortholog_7284 gene-HOLleu_33410 PL29750
ortholog_7285 gene-HOLleu_33413 PL37440
ortholog_7286 gene-HOLleu_33430 PL36222
ortholog_7287 gene-HOLleu_33431 PL12979
ortholog_7288 gene-HOLleu_33432 PL36589
ortholog_7289 gene-HOLleu_33435 PL36017
ortholog_7290 gene-HOLleu_33436 PL37472
ortholog_7291 gene-HOLleu_33437 PL36265
ortholog_7292 gene-HOLleu_33438 PL37073
ortholog_7293 gene-HOLleu_33443 PL37170
ortholog_7294 gene-HOLleu_33445 PL36955
ortholog_7295 gene-HOLleu_33453 PL36757
ortholog_7296 gene-HOLleu_33454 PL36406
ortholog_7297 gene-HOLleu_33462 PL36974
ortholog_7298 gene-HOLleu_33464 PL36588
ortholog_7299 gene-HOLleu_33465 PL36357
ortholog_7300 gene-HOLleu_33466 PL37464
ortholog_7301 gene-HOLleu_33468 PL05367
ortholog_7302 gene-HOLleu_33492 PL36154
ortholog_7303 gene-HOLleu_33493 PL36675
ortholog_7304 gene-HOLleu_33498 PL20067
ortholog_7305 gene-HOLleu_33500 PL37149
ortholog_7306 gene-HOLleu_33501 PL36782
ortholog_7307 gene-HOLleu_33505 PL36739
ortholog_7308 gene-HOLleu_33508 PL37203
ortholog_7309 gene-HOLleu_33511 PL36825
ortholog_7310 gene-HOLleu_33520 PL36944
ortholog_7311 gene-HOLleu_33522 PL35954
ortholog_7312 gene-HOLleu_33525 PL36667
ortholog_7313 gene-HOLleu_33528 PL36582
ortholog_7314 gene-HOLleu_33529 PL35961
ortholog_7315 gene-HOLleu_33530 PL37512
ortholog_7316 gene-HOLleu_33531 PL37003
ortholog_7317 gene-HOLleu_33533 PL36439
ortholog_7318 gene-HOLleu_33542 PL37334
ortholog_7319 gene-HOLleu_33549 PL36979
ortholog_7320 gene-HOLleu_33552 PL36330
ortholog_7321 gene-HOLleu_33556 PL36084
ortholog_7322 gene-HOLleu_33561 PL36930
ortholog_7323 gene-HOLleu_33564 PL29623
ortholog_7324 gene-HOLleu_33583 PL37358
ortholog_7325 gene-HOLleu_33587 PL37057
ortholog_7326 gene-HOLleu_33590 PL37229
ortholog_7327 gene-HOLleu_33592 PL37102
ortholog_7328 gene-HOLleu_33593 PL36146
ortholog_7329 gene-HOLleu_33594 PL37045
ortholog_7330 gene-HOLleu_33595 PL36482
ortholog_7331 gene-HOLleu_33598 PL36497
ortholog_7332 gene-HOLleu_33601 PL37305
ortholog_7333 gene-HOLleu_33602 PL36541
ortholog_7334 gene-HOLleu_33605 PL36181
ortholog_7335 gene-HOLleu_33606 PL36512
