ortholog_1 gene-HOLleu_00001 BL04309_cuf3
ortholog_6707 gene-HOLleu_36301 BL09437_cuf6
ortholog_6708 gene-HOLleu_36305 BL01008_evm0
ortholog_6709 gene-HOLleu_36309 BL05481_evm1
ortholog_6710 gene-HOLleu_36310 BL03342_cuf3
ortholog_6711 gene-HOLleu_36311 BL06408_evm0
ortholog_6712 gene-HOLleu_36319 BL31760_evm0
ortholog_6713 gene-HOLleu_36323 BL22319_cuf8
ortholog_6714 gene-HOLleu_36330 BL26956_evm3
ortholog_6715 gene-HOLleu_36332 BL05976_cuf0
ortholog_6716 gene-HOLleu_36334 BL14724_evm20
ortholog_6717 gene-HOLleu_36366 BL00280_cuf0
ortholog_6718 gene-HOLleu_36367 BL12934_evm0
ortholog_6719 gene-HOLleu_36368 BL22853_cuf2
ortholog_6720 gene-HOLleu_36369 BL03321_evm6
ortholog_6721 gene-HOLleu_36370 BL10039_evm2
ortholog_6722 gene-HOLleu_36372 BL04433_cuf4
ortholog_6723 gene-HOLleu_36383 BL07724_evm22
ortholog_6724 gene-HOLleu_36386 BL25466_evm0
ortholog_6725 gene-HOLleu_36398 BL21044_evm0
ortholog_6726 gene-HOLleu_36399 BL17449_evm1
ortholog_6727 gene-HOLleu_36400 BL09438_evm15
ortholog_6728 gene-HOLleu_36408 BL13580_cuf3
ortholog_6729 gene-HOLleu_36426 BL17455_cuf22
ortholog_6730 gene-HOLleu_36428 BL46630_cuf3
ortholog_6731 gene-HOLleu_36445 BL15723_evm1
ortholog_6732 gene-HOLleu_36451 BL20170_evm0
ortholog_6733 gene-HOLleu_36465 BL17932_cuf1
ortholog_6734 gene-HOLleu_36468 BL22589_evm0
ortholog_6735 gene-HOLleu_36476 BL24570_evm0
ortholog_6736 gene-HOLleu_36488 BL31135_evm0
ortholog_6737 gene-HOLleu_36496 BL00301_evm3
ortholog_6738 gene-HOLleu_36500 BL12624_evm0
ortholog_6739 gene-HOLleu_36504 BL17457_cuf3
ortholog_6740 gene-HOLleu_36506 BL07462_evm6
ortholog_6741 gene-HOLleu_36515 BL03577_evm2
ortholog_6742 gene-HOLleu_36526 BL22315_cuf3
ortholog_6743 gene-HOLleu_36528 BL13560_cuf0
ortholog_6744 gene-HOLleu_36529 BL16370_cuf2
ortholog_6745 gene-HOLleu_36530 BL01421_evm0
ortholog_6746 gene-HOLleu_36532 BL24692_evm0
ortholog_6747 gene-HOLleu_36533 BL05417_evm0
ortholog_6748 gene-HOLleu_36541 BL08344_evm0
ortholog_6749 gene-HOLleu_36543 BL07284_cuf6
ortholog_6750 gene-HOLleu_36546 BL15431_evm4
ortholog_6751 gene-HOLleu_36554 BL24391_evm3
ortholog_6752 gene-HOLleu_36556 BL19169_cuf3
ortholog_6753 gene-HOLleu_36559 BL12256_evm0
ortholog_6754 gene-HOLleu_36577 BL46891_cuf1
ortholog_6755 gene-HOLleu_36589 BL11455_cuf4
ortholog_6756 gene-HOLleu_36601 BL15744_cuf2
ortholog_6757 gene-HOLleu_36600 BL04916_evm1
ortholog_6758 gene-HOLleu_36606 BL13845_cuf6
ortholog_6759 gene-HOLleu_36610 BL09181_cuf3
ortholog_6760 gene-HOLleu_36613 BL12361_evm0
ortholog_6761 gene-HOLleu_36614 BL02629_cuf4
ortholog_6762 gene-HOLleu_36615 BL14164_evm0
ortholog_6763 gene-HOLleu_36618 BL09553_evm0
ortholog_6764 gene-HOLleu_36617 BL20417_cuf6
ortholog_6765 gene-HOLleu_36624 BL16724_evm19
ortholog_6766 gene-HOLleu_36633 BL09469_evm0
ortholog_6767 gene-HOLleu_36636 BL06374_cuf30
ortholog_6768 gene-HOLleu_36640 BL10055_evm42
ortholog_6769 gene-HOLleu_36643 BL02527_cuf1
ortholog_6770 gene-HOLleu_36644 BL19941_cuf1
ortholog_6771 gene-HOLleu_36656 BL19379_cuf3
ortholog_6772 gene-HOLleu_36659 BL18726_cuf11
ortholog_6773 gene-HOLleu_36661 BL14722_evm1
ortholog_6774 gene-HOLleu_36688 BL01005_cuf4
ortholog_6775 gene-HOLleu_36695 BL06930_evm0
ortholog_6776 gene-HOLleu_36705 BL86815_cuf0
ortholog_6777 gene-HOLleu_36707 BL19114_cuf14
ortholog_6778 gene-HOLleu_36722 BL19059_evm0
ortholog_6779 gene-HOLleu_36727 BL19112_evm0
ortholog_6780 gene-HOLleu_36728 BL07583_evm0
ortholog_6781 gene-HOLleu_36729 BL14719_cuf1
ortholog_6782 gene-HOLleu_36731 BL14726_cuf6
ortholog_6783 gene-HOLleu_36751 BL21277_evm4
ortholog_6784 gene-HOLleu_36758 BL06134_evm0
ortholog_6785 gene-HOLleu_36761 BL34321_cuf0
ortholog_6786 gene-HOLleu_36766 BL96211_cuf2
ortholog_6787 gene-HOLleu_36767 BL10782_evm0
ortholog_6788 gene-HOLleu_36772 BL02488_evm0
ortholog_6789 gene-HOLleu_36773 BL12891_cuf2
ortholog_6790 gene-HOLleu_36779 BL08110_evm0
ortholog_6791 gene-HOLleu_36781 BL00778_evm2
ortholog_6792 gene-HOLleu_36786 BL12591_evm5
ortholog_6793 gene-HOLleu_36798 BL11811_evm1
ortholog_6794 gene-HOLleu_36811 BL16391_evm0
ortholog_6795 gene-HOLleu_36813 BL13095_cuf14
ortholog_6796 gene-HOLleu_36816 BL26806_evm0
ortholog_6797 gene-HOLleu_36817 BL21852_cuf1
ortholog_6798 gene-HOLleu_36830 BL15522_cuf2
ortholog_6799 gene-HOLleu_36832 BL02203_evm20
ortholog_6800 gene-HOLleu_36846 BL08990_cuf1
ortholog_6801 gene-HOLleu_36851 BL17934_cuf7
ortholog_6802 gene-HOLleu_36855 BL22295_evm0
ortholog_6803 gene-HOLleu_36861 BL13028_cuf12
ortholog_6804 gene-HOLleu_36862 BL95138_evm1
ortholog_6805 gene-HOLleu_36863 BL12410_evm2
ortholog_6806 gene-HOLleu_36871 BL16655_evm3
ortholog_6807 gene-HOLleu_36872 BL59278_cuf0
ortholog_6808 gene-HOLleu_36879 BL15449_cuf5
ortholog_6809 gene-HOLleu_36880 BL05770_evm0
ortholog_6810 gene-HOLleu_36881 BL18728_cuf5
ortholog_6811 gene-HOLleu_36884 BL24096_cuf7
ortholog_6812 gene-HOLleu_36886 BL18253_evm0
ortholog_6813 gene-HOLleu_36889 BL17034_cuf2
ortholog_6814 gene-HOLleu_36890 BL07728_evm1
ortholog_6815 gene-HOLleu_36910 BL14720_cuf1
ortholog_6816 gene-HOLleu_36911 BL15686_evm3
ortholog_6817 gene-HOLleu_36920 BL01741_evm0
ortholog_6818 gene-HOLleu_36925 BL00285_evm0
ortholog_6819 gene-HOLleu_36927 BL07614_evm1
ortholog_6820 gene-HOLleu_36929 BL11680_evm0
ortholog_6821 gene-HOLleu_36948 BL11461_cuf5
ortholog_6822 gene-HOLleu_36952 BL15698_cuf4
ortholog_6823 gene-HOLleu_36954 BL83292_cuf0
ortholog_6824 gene-HOLleu_36982 BL22317_cuf3
ortholog_6825 gene-HOLleu_37008 BL34527_cuf0
ortholog_6826 gene-HOLleu_37022 BL09521_cuf4
ortholog_6827 gene-HOLleu_37031 BL19001_evm0
ortholog_6828 gene-HOLleu_37039 BL17938_cuf11
ortholog_6829 gene-HOLleu_37040 BL11285_cuf7
ortholog_6830 gene-HOLleu_37041 BL21042_cuf3
ortholog_6831 gene-HOLleu_37059 BL00997_evm1
ortholog_6832 gene-HOLleu_37081 BL11414_evm1
ortholog_6833 gene-HOLleu_37098 BL10432_cuf1
ortholog_6834 gene-HOLleu_37107 BL03952_evm0
ortholog_6835 gene-HOLleu_37111 BL22735_evm0
ortholog_6836 gene-HOLleu_37112 BL17509_cuf12
ortholog_6837 gene-HOLleu_37123 BL10586_evm0
ortholog_6838 gene-HOLleu_37124 BL17151_evm5
ortholog_6839 gene-HOLleu_37125 BL07336_evm0
ortholog_6840 gene-HOLleu_37139 BL19230_evm2
ortholog_6841 gene-HOLleu_37148 BL00408_evm1
ortholog_6842 gene-HOLleu_37150 BL16057_cuf4
ortholog_6843 gene-HOLleu_37151 BL02001_cuf19
ortholog_6844 gene-HOLleu_37153 BL96155_evm1
ortholog_6845 gene-HOLleu_37154 BL09252_evm6
ortholog_6846 gene-HOLleu_37156 BL08131_cuf3
ortholog_6847 gene-HOLleu_37157 BL21824_cuf7
ortholog_6848 gene-HOLleu_37161 BL09798_evm0
ortholog_6849 gene-HOLleu_37166 BL00869_cuf1
ortholog_6850 gene-HOLleu_37177 BL24143_evm0
ortholog_6851 gene-HOLleu_37179 BL21632_cuf2
ortholog_6852 gene-HOLleu_37201 BL18064_cuf1
ortholog_6853 gene-HOLleu_37209 BL15448_evm0
ortholog_6854 gene-HOLleu_37211 BL08877_cuf1
ortholog_6855 gene-HOLleu_37215 BL17732_evm2
ortholog_6856 gene-HOLleu_37216 BL16005_evm0
ortholog_6857 gene-HOLleu_37233 BL30142_evm0
ortholog_6858 gene-HOLleu_37234 BL23263_evm8
ortholog_6859 gene-HOLleu_37239 BL12093_cuf1
ortholog_6860 gene-HOLleu_37240 BL01731_cuf5
ortholog_6861 gene-HOLleu_37243 BL06724_cuf4
ortholog_6862 gene-HOLleu_37244 BL16639_evm4
ortholog_6863 gene-HOLleu_37262 BL05830_evm0
ortholog_6864 gene-HOLleu_37265 BL02003_evm0
ortholog_6865 gene-HOLleu_37281 BL07619_evm0
ortholog_6866 gene-HOLleu_37282 BL10615_evm0
ortholog_6867 gene-HOLleu_37287 BL16871_cuf0
ortholog_6868 gene-HOLleu_37291 BL18212_cuf4
ortholog_6869 gene-HOLleu_37293 BL13534_cuf2
ortholog_6870 gene-HOLleu_37297 BL15619_evm0
ortholog_6871 gene-HOLleu_37299 BL20409_evm1
ortholog_6872 gene-HOLleu_37316 BL89546_cuf0
ortholog_6873 gene-HOLleu_37327 BL00903_cuf2
ortholog_6874 gene-HOLleu_37328 BL15630_cuf7
ortholog_6875 gene-HOLleu_37329 BL08878_cuf0
ortholog_6876 gene-HOLleu_37330 BL11331_cuf2
ortholog_6877 gene-HOLleu_37331 BL17839_evm7
ortholog_6878 gene-HOLleu_37333 BL15475_evm0
ortholog_6879 gene-HOLleu_37341 BL02052_evm0
ortholog_6880 gene-HOLleu_37344 BL18207_evm6
ortholog_6881 gene-HOLleu_37348 BL52999_cuf0
ortholog_6882 gene-HOLleu_37351 BL95551_evm3
ortholog_6883 gene-HOLleu_37358 BL14814_cuf1
ortholog_6884 gene-HOLleu_37363 BL08156_evm10
ortholog_6885 gene-HOLleu_37385 BL29543_evm0
ortholog_6886 gene-HOLleu_37391 BL17326_cuf1
ortholog_6887 gene-HOLleu_37392 BL04943_evm0
ortholog_6888 gene-HOLleu_37393 BL02125_evm4
ortholog_6889 gene-HOLleu_37396 BL00708_cuf6
ortholog_6890 gene-HOLleu_37399 BL01627_evm0
ortholog_6891 gene-HOLleu_37402 BL10116_cuf1
ortholog_6892 gene-HOLleu_37403 BL90360_cuf0
ortholog_6893 gene-HOLleu_37409 BL26750_evm0
ortholog_6894 gene-HOLleu_37410 BL26263_evm0
ortholog_6895 gene-HOLleu_37412 BL06796_cuf0
ortholog_6896 gene-HOLleu_37413 BL01993_cuf16
ortholog_6897 gene-HOLleu_37418 BL11329_cuf30
ortholog_6898 gene-HOLleu_37422 BL10751_cuf24
ortholog_6899 gene-HOLleu_37423 BL20608_cuf18
ortholog_6900 gene-HOLleu_37425 BL21620_cuf1
ortholog_6901 gene-HOLleu_37433 BL03951_evm0
ortholog_6902 gene-HOLleu_37435 BL17795_evm0
ortholog_6903 gene-HOLleu_37438 BL09251_evm0
ortholog_6904 gene-HOLleu_37445 BL52227_cuf0
ortholog_6905 gene-HOLleu_37448 BL22862_evm1
ortholog_6906 gene-HOLleu_37450 BL08159_cuf16
ortholog_6907 gene-HOLleu_37452 BL07590_cuf9
ortholog_6908 gene-HOLleu_37468 BL13341_cuf8
ortholog_6909 gene-HOLleu_37469 BL23463_cuf35
ortholog_6910 gene-HOLleu_37473 BL18209_cuf3
ortholog_6911 gene-HOLleu_37474 BL08898_cuf1
ortholog_6912 gene-HOLleu_37507 BL20605_evm16
ortholog_6913 gene-HOLleu_37508 BL03625_cuf14
ortholog_6914 gene-HOLleu_37509 BL20370_evm1
ortholog_6915 gene-HOLleu_37515 BL96532_cuf3
ortholog_6916 gene-HOLleu_37517 BL14258_evm6
ortholog_6917 gene-HOLleu_37526 BL31663_evm0
ortholog_6918 gene-HOLleu_37528 BL20961_evm1
ortholog_6919 gene-HOLleu_37529 BL06762_cuf15
ortholog_6920 gene-HOLleu_37542 BL17835_evm3
ortholog_6921 gene-HOLleu_37543 BL17999_evm0
ortholog_6922 gene-HOLleu_37551 BL11374_evm0
ortholog_6923 gene-HOLleu_37555 BL12514_evm11
ortholog_6924 gene-HOLleu_37556 BL15469_evm0
ortholog_6925 gene-HOLleu_37558 BL02435_cuf5
ortholog_6926 gene-HOLleu_37562 BL06258_evm0
ortholog_6927 gene-HOLleu_37568 BL17994_evm0
ortholog_6928 gene-HOLleu_37572 BL19586_cuf2
ortholog_6929 gene-HOLleu_37583 BL01254_cuf3
ortholog_6930 gene-HOLleu_37585 BL21625_cuf3
ortholog_6931 gene-HOLleu_37587 BL08137_evm15
ortholog_6932 gene-HOLleu_37593 BL83587_cuf1
ortholog_6933 gene-HOLleu_37602 BL16808_evm0
ortholog_6934 gene-HOLleu_37605 BL08154_evm2
ortholog_6935 gene-HOLleu_37606 BL08150_evm6
ortholog_6936 gene-HOLleu_37607 BL06723_evm0
ortholog_6937 gene-HOLleu_37608 BL22974_cuf2
ortholog_6938 gene-HOLleu_37609 BL10678_evm0
ortholog_6939 gene-HOLleu_37614 BL12633_evm0
ortholog_6940 gene-HOLleu_37616 BL19274_evm0
ortholog_6941 gene-HOLleu_37628 BL78634_cuf2
ortholog_6942 gene-HOLleu_37630 BL21886_evm9
ortholog_6943 gene-HOLleu_37631 BL22002_evm0
ortholog_6944 gene-HOLleu_37632 BL03053_cuf4
ortholog_6945 gene-HOLleu_37634 BL27291_evm1
ortholog_6946 gene-HOLleu_37635 BL14286_evm0
ortholog_6947 gene-HOLleu_37636 BL19116_cuf0
ortholog_6948 gene-HOLleu_37638 BL23441_evm7
ortholog_6949 gene-HOLleu_37641 BL12542_cuf5
ortholog_6950 gene-HOLleu_37647 BL04090_evm0
ortholog_6951 gene-HOLleu_37648 BL36441_cuf0
ortholog_6952 gene-HOLleu_37649 BL00121_evm0
ortholog_6953 gene-HOLleu_37655 BL03366_evm0
ortholog_6954 gene-HOLleu_37656 BL25183_evm0
ortholog_6955 gene-HOLleu_37657 BL14396_cuf2
ortholog_6956 gene-HOLleu_37658 BL13773_evm0
ortholog_6957 gene-HOLleu_37685 BL21823_evm0
ortholog_6958 gene-HOLleu_37686 BL13345_cuf2
ortholog_6959 gene-HOLleu_37690 BL04443_evm0
ortholog_6960 gene-HOLleu_37701 BL96594_cuf12
ortholog_6961 gene-HOLleu_37703 BL16884_evm0
ortholog_6962 gene-HOLleu_37712 BL14256_cuf1
ortholog_6963 gene-HOLleu_37716 BL26644_evm0
ortholog_6964 gene-HOLleu_37718 BL05305_evm0
ortholog_6965 gene-HOLleu_37720 BL15784_cuf1
ortholog_6966 gene-HOLleu_37738 BL18812_evm0
ortholog_6967 gene-HOLleu_37739 BL06110_evm4
ortholog_6968 gene-HOLleu_37740 BL02046_cuf13
ortholog_6969 gene-HOLleu_37742 BL22787_evm11
ortholog_6970 gene-HOLleu_37744 BL96526_cuf9
ortholog_6971 gene-HOLleu_37746 BL28643_evm0
ortholog_6972 gene-HOLleu_37759 BL19678_cuf7
ortholog_6973 gene-HOLleu_37760 BL18194_cuf0
ortholog_6974 gene-HOLleu_37763 BL16472_evm22
ortholog_6975 gene-HOLleu_37765 BL19420_cuf3
ortholog_6976 gene-HOLleu_37768 BL89488_cuf1
ortholog_6977 gene-HOLleu_37771 BL10584_evm7
ortholog_6978 gene-HOLleu_37777 BL13101_evm0
ortholog_6979 gene-HOLleu_37778 BL01994_cuf13
ortholog_6980 gene-HOLleu_37796 BL07617_evm0
ortholog_6981 gene-HOLleu_37806 BL19593_evm0
ortholog_6982 gene-HOLleu_37814 BL08896_evm1
ortholog_6983 gene-HOLleu_37817 BL00874_evm2
ortholog_6984 gene-HOLleu_37821 BL13877_evm20
ortholog_6985 gene-HOLleu_37822 BL13342_evm0
ortholog_6986 gene-HOLleu_37828 BL24628_evm22
ortholog_6987 gene-HOLleu_37835 BL18808_cuf5
ortholog_6988 gene-HOLleu_37837 BL17841_cuf2
ortholog_6989 gene-HOLleu_37840 BL20264_evm0
ortholog_6990 gene-HOLleu_37849 BL07899_cuf3
ortholog_6991 gene-HOLleu_37884 BL08793_cuf0
ortholog_6992 gene-HOLleu_37888 BL06368_cuf2
ortholog_6993 gene-HOLleu_37894 BL13880_evm0
ortholog_6994 gene-HOLleu_37896 BL05827_cuf5
ortholog_6995 gene-HOLleu_37898 BL14252_evm0
ortholog_6996 gene-HOLleu_37903 BL06862_cuf0
ortholog_6997 gene-HOLleu_37904 BL15213_evm0
ortholog_6998 gene-HOLleu_37908 BL24154_evm0
ortholog_6999 gene-HOLleu_37914 BL00873_cuf4
ortholog_7000 gene-HOLleu_37924 BL22742_evm0
ortholog_7001 gene-HOLleu_37929 BL24640_cuf3
ortholog_7002 gene-HOLleu_37931 BL13535_evm1
ortholog_7003 gene-HOLleu_37933 BL25147_evm0
ortholog_7004 gene-HOLleu_37941 BL07126_cuf1
ortholog_7005 gene-HOLleu_37942 BL07120_cuf3
ortholog_7006 gene-HOLleu_37945 BL32805_cuf0
ortholog_7007 gene-HOLleu_37947 BL18192_evm0
ortholog_7008 gene-HOLleu_37950 BL95949_evm0
ortholog_7009 gene-HOLleu_37951 BL20067_cuf0
ortholog_7010 gene-HOLleu_37952 BL19041_cuf4
ortholog_7011 gene-HOLleu_37959 BL50739_cuf1
ortholog_7012 gene-HOLleu_37962 BL13961_cuf10
ortholog_7013 gene-HOLleu_37981 BL23467_evm1
ortholog_7014 gene-HOLleu_37982 BL18196_evm6
ortholog_7015 gene-HOLleu_37983 BL03059_cuf3
ortholog_7016 gene-HOLleu_37984 BL03273_evm20
ortholog_7017 gene-HOLleu_37986 BL12368_evm0
ortholog_7018 gene-HOLleu_37988 BL22140_evm0
ortholog_7019 gene-HOLleu_37991 BL20047_cuf2
ortholog_7020 gene-HOLleu_37992 BL00006_cuf8
ortholog_7021 gene-HOLleu_37995 BL07706_evm0
ortholog_7022 gene-HOLleu_37997 BL06718_cuf1
ortholog_7023 gene-HOLleu_37999 BL12958_cuf4
ortholog_7024 gene-HOLleu_38001 BL05076_evm0
ortholog_7025 gene-HOLleu_38008 BL53078_cuf4
ortholog_7026 gene-HOLleu_38010 BL06125_cuf1
ortholog_7027 gene-HOLleu_38012 BL01992_cuf3
ortholog_7028 gene-HOLleu_38017 BL07662_evm0
ortholog_7029 gene-HOLleu_38027 BL09648_cuf6
ortholog_7030 gene-HOLleu_38030 BL06657_cuf18
ortholog_7031 gene-HOLleu_38032 BL22783_evm0
ortholog_7032 gene-HOLleu_38033 BL08900_evm0
ortholog_7033 gene-HOLleu_38050 BL00001_evm1
ortholog_7034 gene-HOLleu_38052 BL18765_evm0
ortholog_7035 gene-HOLleu_38053 BL12499_cuf1
ortholog_7036 gene-HOLleu_38054 BL97334_cuf25
ortholog_7037 gene-HOLleu_38056 BL21630_evm2
ortholog_7038 gene-HOLleu_38103 BL05478_evm0
ortholog_7039 gene-HOLleu_38109 BL24845_cuf0
ortholog_7040 gene-HOLleu_38117 BL97312_cuf6
ortholog_7041 gene-HOLleu_38118 BL03266_evm1
ortholog_7042 gene-HOLleu_38120 BL13031_evm0
ortholog_7043 gene-HOLleu_38127 BL17777_evm0
ortholog_7044 gene-HOLleu_38128 BL07338_evm2
ortholog_7045 gene-HOLleu_38143 BL16002_evm0
ortholog_7046 gene-HOLleu_38151 BL04849_cuf5
ortholog_7047 gene-HOLleu_38152 BL15451_cuf2
ortholog_7048 gene-HOLleu_38153 BL16221_evm0
ortholog_7049 gene-HOLleu_38155 BL15687_evm13
ortholog_7050 gene-HOLleu_38156 BL01259_cuf1
ortholog_7051 gene-HOLleu_38157 BL00879_cuf1
ortholog_7052 gene-HOLleu_38161 BL78011_cuf4
ortholog_7053 gene-HOLleu_38163 BL15618_evm9
ortholog_7054 gene-HOLleu_38164 BL54331_cuf2
ortholog_7055 gene-HOLleu_38165 BL04197_evm0
ortholog_7056 gene-HOLleu_38167 BL17840_cuf2
ortholog_7057 gene-HOLleu_38168 BL00297_cuf3
ortholog_7058 gene-HOLleu_38169 BL18195_cuf13
ortholog_7059 gene-HOLleu_38175 BL01014_evm0
ortholog_7060 gene-HOLleu_38182 BL20652_evm6
ortholog_7061 gene-HOLleu_38183 BL16060_evm0
ortholog_7062 gene-HOLleu_38187 BL13872_evm0
ortholog_7063 gene-HOLleu_38190 BL07125_evm4
ortholog_7064 gene-HOLleu_38197 BL39599_cuf0
ortholog_7065 gene-HOLleu_38202 BL95674_evm1
ortholog_7066 gene-HOLleu_38210 BL07482_cuf6
ortholog_7067 gene-HOLleu_38213 BL11013_cuf0
ortholog_7068 gene-HOLleu_38214 BL14291_evm0
ortholog_7069 gene-HOLleu_38216 BL04896_cuf6
ortholog_7070 gene-HOLleu_38217 BL21830_evm0
ortholog_7071 gene-HOLleu_38232 BL23465_cuf3
ortholog_7072 gene-HOLleu_38234 BL05257_evm0
ortholog_7073 gene-HOLleu_38239 BL01251_evm4
ortholog_7074 gene-HOLleu_38241 BL95131_evm2
ortholog_7075 gene-HOLleu_38243 BL17039_cuf12
ortholog_7076 gene-HOLleu_38250 BL17504_evm5
ortholog_7077 gene-HOLleu_38274 BL22445_evm2
ortholog_7078 gene-HOLleu_38275 BL96181_cuf6
ortholog_7079 gene-HOLleu_38278 BL13875_evm4
ortholog_7080 gene-HOLleu_38279 BL07344_evm0
ortholog_7081 gene-HOLleu_38286 BL20964_cuf1
ortholog_7082 gene-HOLleu_38293 BL06934_cuf3
ortholog_7083 gene-HOLleu_38299 BL16058_evm28
ortholog_7084 gene-HOLleu_38306 BL21829_cuf1
ortholog_7085 gene-HOLleu_38318 BL96206_cuf1
ortholog_7086 gene-HOLleu_38320 BL13209_evm4
ortholog_7087 gene-HOLleu_38322 BL09456_cuf2
ortholog_7088 gene-HOLleu_38323 BL00223_evm4
ortholog_7089 gene-HOLleu_38325 BL13068_evm0
ortholog_7090 gene-HOLleu_38332 BL62336_cuf4
ortholog_7091 gene-HOLleu_38337 BL08455_evm0
ortholog_7092 gene-HOLleu_38348 BL12094_cuf8
ortholog_7093 gene-HOLleu_38355 BL13205_evm0
ortholog_7094 gene-HOLleu_38358 BL14223_cuf2
ortholog_7095 gene-HOLleu_38370 BL00063_evm6
ortholog_7096 gene-HOLleu_38387 BL07787_evm0
ortholog_7097 gene-HOLleu_38392 BL19553_evm4
ortholog_7098 gene-HOLleu_38402 BL16582_evm0
ortholog_7099 gene-HOLleu_38411 BL52750_cuf1
ortholog_7100 gene-HOLleu_38414 BL02296_cuf3
ortholog_7101 gene-HOLleu_38418 BL03194_cuf3
ortholog_7102 gene-HOLleu_38442 BL30708_evm0
ortholog_7103 gene-HOLleu_38446 BL07469_evm1
ortholog_7104 gene-HOLleu_38450 BL45820_cuf2
ortholog_7105 gene-HOLleu_38452 BL19390_cuf0
ortholog_7106 gene-HOLleu_38460 BL16788_cuf4
ortholog_7107 gene-HOLleu_38462 BL22919_evm7
ortholog_7108 gene-HOLleu_38463 BL00455_cuf3
ortholog_7109 gene-HOLleu_38465 BL16332_cuf8
ortholog_7110 gene-HOLleu_38477 BL13441_cuf2
ortholog_7111 gene-HOLleu_38483 BL17582_evm0
ortholog_7112 gene-HOLleu_38485 BL21416_cuf2
ortholog_7113 gene-HOLleu_38490 BL15396_cuf1
ortholog_7114 gene-HOLleu_38493 BL17004_evm0
ortholog_7115 gene-HOLleu_38503 BL03699_cuf0
ortholog_7116 gene-HOLleu_38512 BL15533_evm0
ortholog_7117 gene-HOLleu_38516 BL12296_cuf2
ortholog_7118 gene-HOLleu_38519 BL24222_cuf11
ortholog_7119 gene-HOLleu_38520 BL76785_cuf0
ortholog_7120 gene-HOLleu_38522 BL11837_evm0
ortholog_7121 gene-HOLleu_38523 BL11829_evm0
ortholog_7122 gene-HOLleu_38528 BL22350_evm8
ortholog_7123 gene-HOLleu_38530 BL12371_cuf27
ortholog_7124 gene-HOLleu_38531 BL23437_evm1
ortholog_7125 gene-HOLleu_38532 BL05671_evm0
ortholog_7126 gene-HOLleu_38535 BL15535_cuf6
ortholog_7127 gene-HOLleu_38537 BL12024_cuf2
ortholog_7128 gene-HOLleu_38538 BL02017_cuf10
ortholog_7129 gene-HOLleu_38540 BL19549_evm6
ortholog_7130 gene-HOLleu_38541 BL18824_evm4
ortholog_7131 gene-HOLleu_38542 BL00998_cuf14
ortholog_7132 gene-HOLleu_38559 BL02714_evm0
ortholog_7133 gene-HOLleu_38562 BL02187_evm2
ortholog_7134 gene-HOLleu_38563 BL03756_cuf2
ortholog_7135 gene-HOLleu_38566 BL12649_evm2
ortholog_7136 gene-HOLleu_38567 BL15351_evm3
ortholog_7137 gene-HOLleu_38568 BL10255_evm5
ortholog_7138 gene-HOLleu_38570 BL13440_evm1
ortholog_7139 gene-HOLleu_38572 BL07805_evm0
ortholog_7140 gene-HOLleu_38577 BL16365_evm0
ortholog_7141 gene-HOLleu_38579 BL24312_cuf16
ortholog_7142 gene-HOLleu_38580 BL20754_cuf2
ortholog_7143 gene-HOLleu_38581 BL06865_evm0
ortholog_7144 gene-HOLleu_38584 BL28214_evm0
ortholog_7145 gene-HOLleu_38587 BL00218_evm0
ortholog_7146 gene-HOLleu_38595 BL07082_cuf10
ortholog_7147 gene-HOLleu_38601 BL10522_evm0
ortholog_7148 gene-HOLleu_38606 BL00626_cuf6
ortholog_7149 gene-HOLleu_38625 BL00775_cuf0
ortholog_7150 gene-HOLleu_38632 BL04109_evm2
ortholog_7151 gene-HOLleu_38642 BL08873_cuf2
ortholog_7152 gene-HOLleu_38645 BL14158_cuf2
ortholog_7153 gene-HOLleu_38666 BL18094_evm1
ortholog_7154 gene-HOLleu_38671 BL03060_cuf2
ortholog_7155 gene-HOLleu_38677 BL03212_cuf0
ortholog_7156 gene-HOLleu_38678 BL11400_evm1
ortholog_7157 gene-HOLleu_38686 BL01972_cuf9
ortholog_7158 gene-HOLleu_38688 BL07917_cuf0
ortholog_7159 gene-HOLleu_38689 BL02249_evm0
ortholog_7160 gene-HOLleu_38707 BL08384_cuf4
ortholog_7161 gene-HOLleu_38718 BL15226_evm0
ortholog_7162 gene-HOLleu_38720 BL04873_cuf10
ortholog_7163 gene-HOLleu_38728 BL96101_evm1
ortholog_7164 gene-HOLleu_38735 BL11399_evm0
ortholog_7165 gene-HOLleu_38739 BL22380_cuf2
ortholog_7166 gene-HOLleu_38750 BL17554_cuf1
ortholog_7167 gene-HOLleu_38757 BL11494_cuf11
ortholog_7168 gene-HOLleu_38760 BL17722_cuf2
ortholog_7169 gene-HOLleu_38761 BL13476_evm0
ortholog_7170 gene-HOLleu_38762 BL03815_evm21
ortholog_7171 gene-HOLleu_38763 BL23587_cuf7
ortholog_7172 gene-HOLleu_38765 BL02865_cuf0
ortholog_7173 gene-HOLleu_38781 BL08263_cuf10
ortholog_7174 gene-HOLleu_38782 BL06015_cuf3
ortholog_7175 gene-HOLleu_38783 BL22376_cuf1
ortholog_7176 gene-HOLleu_38787 BL16790_evm0
ortholog_7177 gene-HOLleu_38788 BL03214_cuf3
ortholog_7178 gene-HOLleu_38791 BL05670_evm0
ortholog_7179 gene-HOLleu_38792 BL30636_evm0
ortholog_7180 gene-HOLleu_38794 BL23341_cuf18
