ortholog_1 g320 Em0018g373a
ortholog_4283 g157544 Em0001g23a
ortholog_4284 g157587 Em0019g68a
ortholog_4285 g157615 Em0019g336a
ortholog_4286 g157656 Em0032g28a
ortholog_4287 g157661 Em0023g788a
ortholog_4288 g157664 Em0001g914a
ortholog_4289 g157684 Em0028g8a
ortholog_4290 g157699 Em0005g1637a
ortholog_4291 g157706 Em0015g318a
ortholog_4292 g157720 Em0016g263a
ortholog_4293 g157728 Em0019g246a
ortholog_4294 g157755 Em0019g656a
ortholog_4295 g157760 Em0019g166a
ortholog_4296 g157767 Em0014g711a
ortholog_4297 g157783 Em0010g142a
ortholog_4298 g157879 Em0019g331a
ortholog_4299 g157881 Em0015g1045a
ortholog_4300 g157918 Em0019g652a
ortholog_4301 g157934 Em0728g8a
ortholog_4302 g157969 Em0019g143a
ortholog_4303 g157987 Em0014g577a
ortholog_4304 g158041 Em0015g174a
ortholog_4305 g158057 Em0904g1a
ortholog_4306 g158069 Em0019g552a
ortholog_4307 g158093 Em0016g60a
ortholog_4308 g158100 Em0005g81a
ortholog_4309 g158125 Em0064g16a
ortholog_4310 g158162 Em0001g2265a
ortholog_4311 g158171 Em0019g626a
ortholog_4312 g158213 Em0019g168a
ortholog_4313 g158215 Em0019g181a
ortholog_4314 g158218 Em0019g1101a
ortholog_4315 g158236 Em0015g1229a
ortholog_4316 g158237 Em0019g543a
ortholog_4317 g158245 Em0019g1056a
ortholog_4318 g158256 Em0019g95a
ortholog_4319 g158385 Em0006g1187a
ortholog_4320 g158442 Em0014g816a
ortholog_4321 g158447 Em0004g1326a
ortholog_4322 g158449 Em0019g935a
ortholog_4323 g158456 Em0019g1205a
ortholog_4324 g158465 Em0004g1358a
ortholog_4325 g158470 Em0019g724a
ortholog_4326 g158497 Em0019g817a
ortholog_4327 g158510 Em0019g833a
ortholog_4328 g158521 Em0019g839a
ortholog_4329 g158540 Em0019g360a
ortholog_4330 g158573 Em0019g1168a
ortholog_4331 g158580 Em0019g167a
ortholog_4332 g158586 Em0019g813a
ortholog_4333 g158630 Em0015g80a
ortholog_4334 g158665 Em0019g312a
ortholog_4335 g158689 Em0019g190a
ortholog_4336 g158717 Em0019g332a
ortholog_4337 g158725 Em0019g210a
ortholog_4338 g158734 Em0019g144a
ortholog_4339 g158735 Em0144g14a
ortholog_4340 g158762 Em0028g41a
ortholog_4341 g158766 Em0023g943a
ortholog_4342 g158783 Em0019g213a
ortholog_4343 g158787 Em0019g806a
ortholog_4344 g158880 Em0014g767a
ortholog_4345 g158885 Em0009g893a
ortholog_4346 g158891 Em0003g1692a
ortholog_4347 g158897 Em0402g4a
ortholog_4348 g158917 Em0019g195a
ortholog_4349 g158924 Em0019g932a
ortholog_4350 g158932 Em0551g2a
ortholog_4351 g158945 Em0019g953a
ortholog_4352 g158946 Em0019g933a
ortholog_4353 g158952 Em0019g335a
ortholog_4354 g159097 Em0020g189a
ortholog_4355 g159111 Em0014g776a
ortholog_4356 g159123 Em0005g832a
ortholog_4357 g159174 Em0021g875a
ortholog_4358 g159185 Em0001g2534a
ortholog_4359 g159279 Em0019g155a
ortholog_4360 g159282 Em0819g4a
ortholog_4361 g159287 Em0019g1097a
ortholog_4362 g159293 Em0019g290a
ortholog_4363 g159299 Em0019g292a
ortholog_4364 g159302 Em0013g517a
ortholog_4365 g159324 Em0019g1179a
ortholog_4366 g159338 Em0004g37a
ortholog_4367 g159341 Em0014g892a
ortholog_4368 g159366 Em0015g539a
ortholog_4369 g159368 Em0019g542a
ortholog_4370 g159381 Em0019g545a
ortholog_4371 g159393 Em0019g206a
ortholog_4372 g159399 Em0016g881a
ortholog_4373 g159400 Em0019g547a
ortholog_4374 g159418 Em0718g4a
ortholog_4375 g159423 Em0019g1054a
ortholog_4376 g159438 Em0019g252a
ortholog_4377 g159447 Em0019g153a
ortholog_4378 g159521 Em0495g2a
ortholog_4379 g159535 Em0019g625a
ortholog_4380 g159536 Em0019g615a
ortholog_4381 g159583 Em0024g141a
ortholog_4382 g159589 Em0019g38a
ortholog_4383 g159604 Em0016g882a
ortholog_4384 g159605 Em0004g92a
ortholog_4385 g159633 Em0020g367a
ortholog_4386 g159634 Em0019g1059a
ortholog_4387 g159644 Em0019g848a
ortholog_4388 g159658 Em0019g636a
ortholog_4389 g159687 Em0019g176a
ortholog_4390 g159719 Em0019g860a
ortholog_4391 g159819 Em0023g509a
ortholog_4392 g159866 Em0718g1a
ortholog_4393 g159964 Em0001g211a
ortholog_4394 g159967 Em0016g621a
ortholog_4395 g159990 Em0019g327a
ortholog_4396 g160072 Em0019g757a
ortholog_4397 g160084 Em0028g26a
ortholog_4398 g160087 Em0028g22a
ortholog_4399 g160095 Em0019g919a
ortholog_4400 g160282 Em0019g1047a
ortholog_4401 g160307 Em0665g3a
ortholog_4402 g160311 Em0665g1a
ortholog_4403 g160315 Em0019g842a
ortholog_4404 g160318 Em0014g832a
ortholog_4405 g160323 Em0019g736a
ortholog_4406 g160325 Em0018g166a
ortholog_4407 g160328 Em0020g173a
ortholog_4408 g160353 Em0019g232a
ortholog_4409 g160369 Em0019g354a
ortholog_4410 g160477 Em0019g253a
ortholog_4411 g160496 Em0018g784a
ortholog_4412 g160513 Em0019g1048a
ortholog_4413 g160573 Em0019g852a
ortholog_4414 g160583 Em0019g185a
ortholog_4415 g160620 Em0019g644a
ortholog_4416 g160685 Em0009g1282a
ortholog_4417 g160698 Em0017g573a
ortholog_4418 g160705 Em0019g709a
ortholog_4419 g160729 Em0013g714a
ortholog_4420 g160738 Em0028g6a
ortholog_4421 g160760 Em0015g514a
ortholog_4422 g160769 Em0019g558a
ortholog_4423 g160818 Em0019g582a
ortholog_4424 g160849 Em0015g1247a
ortholog_4425 g160852 Em0001g3387a
ortholog_4426 g160868 Em0014g868a
ortholog_4427 g160892 Em0019g735a
ortholog_4428 g160933 Em0019g738a
ortholog_4429 g160938 Em0019g737a
ortholog_4430 g160972 Em0004g1348a
ortholog_4431 g161028 Em0019g334a
ortholog_4432 g161029 Em0019g353a
ortholog_4433 g161067 Em0018g360a
ortholog_4434 g161073 Em0019g685a
ortholog_4435 g161077 Em0007g18a
ortholog_4436 g161080 Em0022g939a
ortholog_4437 g161117 Em0020g142a
ortholog_4438 g161212 Em0004g165a
ortholog_4439 g161222 Em0019g1177a
ortholog_4440 g161255 Em0016g70a
ortholog_4441 g161258 Em0017g82a
ortholog_4442 g161263 Em0015g1147a
ortholog_4443 g161272 Em0019g349a
ortholog_4444 g161276 Em0019g278a
ortholog_4445 g161305 Em0010g835a
ortholog_4446 g161318 Em0019g598a
ortholog_4447 g161322 Em0019g977a
ortholog_4448 g161327 Em0019g609a
ortholog_4449 g161347 Em0010g527a
ortholog_4450 g161383 Em0020g1028a
ortholog_4451 g161434 Em0014g792a
ortholog_4452 g161469 Em0012g955a
ortholog_4453 g161492 Em0002g200a
ortholog_4454 g161508 Em0023g199a
ortholog_4455 g161512 Em0047g40a
ortholog_4456 g161519 Em0009g677a
ortholog_4457 g161547 Em0023g26a
ortholog_4458 g161550 Em0008g1123a
ortholog_4459 g161589 Em0014g771a
ortholog_4460 g161594 Em0041g14a
ortholog_4461 g161596 Em0016g660a
ortholog_4462 g161633 Em0013g247a
ortholog_4463 g161637 Em0020g1074a
ortholog_4464 g161666 Em0003g1326a
ortholog_4465 g161718 Em0019g707a
ortholog_4466 g161721 Em0019g238a
ortholog_4467 g161783 Em0019g693a
ortholog_4468 g161810 Em0019g1041a
ortholog_4469 g161821 Em0015g759a
ortholog_4470 g161835 Em0003g1502a
ortholog_4471 g161837 Em0011g176a
ortholog_4472 g161848 Em0015g231a
ortholog_4473 g161863 Em0019g539a
ortholog_4474 g161879 Em0001g3447a
ortholog_4475 g161906 Em0274g6a
ortholog_4476 g161914 Em0028g44a
ortholog_4477 g161917 Em0016g166a
ortholog_4478 g161986 Em0001g373a
ortholog_4479 g161987 Em0019g1181a
ortholog_4480 g161996 Em0019g803a
ortholog_4481 g162002 Em0019g864a
ortholog_4482 g162022 Em0019g830a
ortholog_4483 g162025 Em0019g574a
ortholog_4484 g162027 Em0019g1052a
ortholog_4485 g162067 Em0478g3a
ortholog_4486 g162075 Em0001g1320a
ortholog_4487 g162081 Em0018g295a
ortholog_4488 g162127 Em0019g1149a
ortholog_4489 g162140 Em0019g1090a
ortholog_4490 g162188 Em0005g1658a
ortholog_4491 g162190 Em0010g250a
ortholog_4492 g162229 Em0010g238a
ortholog_4493 g162231 Em0011g509a
ortholog_4494 g162235 Em0009g739a
ortholog_4495 g162290 Em0015g453a
ortholog_4496 g162351 Em0011g23a
ortholog_4497 g162363 Em0019g1005a
ortholog_4498 g162373 Em0019g1007a
ortholog_4499 g162380 Em0019g1026a
ortholog_4500 g162387 Em0705g1a
ortholog_4501 g162389 Em0019g655a
ortholog_4502 g162401 Em0014g834a
ortholog_4503 g162405 Em0014g801a
ortholog_4504 g162417 Em0019g244a
ortholog_4505 g162422 Em0019g160a
ortholog_4506 g162425 Em0019g159a
ortholog_4507 g162446 Em0022g122a
ortholog_4508 g162487 Em0004g787a
ortholog_4509 g162583 Em0020g315a
ortholog_4510 g162603 Em0126g11a
ortholog_4511 g162667 Em0004g1595a
ortholog_4512 g162813 Em0012g915a
ortholog_4513 g162857 Em0022g716a
ortholog_4514 g162861 Em0286g7a
ortholog_4515 g162917 Em0019g874a
ortholog_4516 g162925 Em0015g672a
ortholog_4517 g162951 Em0019g199a
ortholog_4518 g162955 Em0019g810a
ortholog_4519 g162979 Em0001g2484a
ortholog_4520 g162986 Em0011g260a
ortholog_4521 g163014 Em1212g1a
ortholog_4522 g163156 Em0014g580a
ortholog_4523 g163170 Em0011g489a
ortholog_4524 g163183 Em0023g707a
ortholog_4525 g163195 Em0011g120a
ortholog_4526 g163214 Em0311g1a
ortholog_4527 g163250 Em0402g3a
ortholog_4528 g163251 Em0019g273a
ortholog_4529 g163255 Em0019g272a
ortholog_4530 g163259 Em0019g263a
ortholog_4531 g163269 Em0019g237a
ortholog_4532 g163331 Em0019g276a
ortholog_4533 g163340 Em0028g28a
ortholog_4534 g163343 Em0028g16a
ortholog_4535 g163348 Em0019g1221a
ortholog_4536 g163465 Em0005g1584a
ortholog_4537 g163500 Em0019g208a
ortholog_4538 g163522 Em0014g712a
ortholog_4539 g163534 Em0019g698a
ortholog_4540 g163536 Em0016g741a
ortholog_4541 g163569 Em0019g329a
ortholog_4542 g163576 Em0019g559a
ortholog_4543 g163578 Em0019g557a
ortholog_4544 g163579 Em0258g8a
ortholog_4545 g163581 Em0258g3a
ortholog_4546 g163590 Em0666g2a
ortholog_4547 g163596 Em0019g816a
ortholog_4548 g163601 Em0020g791a
ortholog_4549 g163621 Em0019g667a
ortholog_4550 g163687 Em0019g713a
ortholog_4551 g163703 Em0016g11a
ortholog_4552 g163789 Em0019g688a
ortholog_4553 g163801 Em0019g198a
ortholog_4554 g163820 Em0019g245a
ortholog_4555 g163821 Em0021g668a
ortholog_4556 g163830 Em0019g583a
ortholog_4557 g163845 Em0022g129a
ortholog_4558 g163872 Em0019g293a
ortholog_4559 g163877 Em0019g812a
ortholog_4560 g163885 Em0015g1159a
ortholog_4561 g163901 Em0019g34a
ortholog_4562 g163905 Em0019g214a
ortholog_4563 g163999 Em0014g789a
ortholog_4564 g164011 Em0019g1049a
ortholog_4565 g164052 Em0019g649a
ortholog_4566 g164076 Em0019g247a
ortholog_4567 g164178 Em0019g811a
ortholog_4568 g164186 Em0019g668a
ortholog_4569 g164316 Em0001g2705a
ortholog_4570 g164392 Em0022g248a
ortholog_4571 g164434 Em0023g186a
ortholog_4572 g164557 Em0013g187a
ortholog_4573 g164598 Em0022g702a
ortholog_4574 g164642 Em0009g110a
ortholog_4575 g164936 Em0020g654a
ortholog_4576 g165118 Em0008g946a
ortholog_4577 g165151 Em0003g36a
ortholog_4578 g165182 Em0003g437a
ortholog_4579 g165204 Em0007g1001a
ortholog_4580 g165289 Em0006g1518a
ortholog_4581 g165391 Em0021g817a
ortholog_4582 g165597 Em0021g772a
ortholog_4583 g165661 Em0003g1645a
ortholog_4584 g165711 Em0010g124a
ortholog_4585 g165727 Em0011g216a
ortholog_4586 g165733 Em0021g852a
ortholog_4587 g165734 Em0004g138a
ortholog_4588 g165835 Em0021g667a
ortholog_4589 g165885 Em0021g983a
ortholog_4590 g165952 Em0008g864a
ortholog_4591 g166076 Em0021g882a
ortholog_4592 g166087 Em0020g825a
ortholog_4593 g166176 Em0019g706a
ortholog_4594 g166204 Em0008g519a
ortholog_4595 g166245 Em0021g776a
ortholog_4596 g166260 Em0021g558a
ortholog_4597 g166285 Em0015g786a
ortholog_4598 g166431 Em0021g833a
ortholog_4599 g166461 Em0008g1229a
ortholog_4600 g166488 Em0021g757a
ortholog_4601 g166489 Em0021g755a
ortholog_4602 g166504 Em0021g73a
ortholog_4603 g166721 Em0021g824a
ortholog_4604 g166802 Em0007g589a
ortholog_4605 g166841 Em0021g823a
ortholog_4606 g166892 Em0009g965a
ortholog_4607 g166914 Em0010g790a
ortholog_4608 g167104 Em0321g5a
ortholog_4609 g167177 Em0021g944a
ortholog_4610 g167203 Em0137g4a
ortholog_4611 g167215 Em0020g42a
ortholog_4612 g167219 Em0021g867a
ortholog_4613 g167239 Em0009g1241a
ortholog_4614 g167246 Em0021g631a
ortholog_4615 g167319 Em0001g468a
ortholog_4616 g167322 Em0021g987a
ortholog_4617 g167500 Em0021g675a
ortholog_4618 g167526 Em0019g628a
ortholog_4619 g167544 Em0021g788a
ortholog_4620 g167549 Em0021g665a
ortholog_4621 g167554 Em0021g27a
ortholog_4622 g167653 Em0021g497a
ortholog_4623 g167684 Em0018g1158a
ortholog_4624 g167687 Em0021g584a
ortholog_4625 g167700 Em0006g1562a
ortholog_4626 g167732 Em0021g841a
ortholog_4627 g167736 Em0022g419a
ortholog_4628 g167844 Em0010g839a
ortholog_4629 g167851 Em0021g543a
ortholog_4630 g167879 Em0021g856a
ortholog_4631 g167906 Em0021g74a
ortholog_4632 g168016 Em0021g55a
ortholog_4633 g168019 Em0021g57a
ortholog_4634 g168028 Em0021g64a
ortholog_4635 g168093 Em0001g1173a
ortholog_4636 g168111 Em0018g189a
ortholog_4637 g168192 Em0021g79a
ortholog_4638 g168194 Em0015g1016a
ortholog_4639 g168219 Em0021g919a
ortholog_4640 g168316 Em0021g557a
ortholog_4641 g168327 Em0021g569a
ortholog_4642 g168363 Em0019g233a
ortholog_4643 g168817 Em0009g419a
ortholog_4644 g168857 Em0018g1034a
ortholog_4645 g168881 Em0021g943a
ortholog_4646 g168898 Em0021g595a
ortholog_4647 g168918 Em0009g1174a
ortholog_4648 g168968 Em0021g774a
ortholog_4649 g169007 Em0021g773a
ortholog_4650 g169016 Em0020g687a
ortholog_4651 g169041 Em0022g698a
ortholog_4652 g169102 Em0021g75a
ortholog_4653 g169130 Em0021g915a
ortholog_4654 g169132 Em0021g917a
ortholog_4655 g169252 Em0001g1615a
ortholog_4656 g169289 Em0016g273a
ortholog_4657 g169299 Em0021g951a
ortholog_4658 g169349 Em0021g890a
ortholog_4659 g169354 Em0021g501a
ortholog_4660 g169381 Em0021g141a
ortholog_4661 g169403 Em0021g28a
ortholog_4662 g169422 Em0021g133a
ortholog_4663 g169423 Em0021g682a
ortholog_4664 g169474 Em0010g931a
ortholog_4665 g169479 Em0021g48a
ortholog_4666 g169483 Em0021g62a
ortholog_4667 g169485 Em0021g23a
ortholog_4668 g169536 Em0021g63a
ortholog_4669 g169538 Em0021g82a
ortholog_4670 g169597 Em0021g905a
ortholog_4671 g169620 Em0013g1123a
ortholog_4672 g169623 Em0395g9a
ortholog_4673 g169870 Em0021g985a
ortholog_4674 g169876 Em0020g317a
ortholog_4675 g169885 Em0192g6a
ortholog_4676 g169886 Em0016g954a
ortholog_4677 g169890 Em0021g811a
ortholog_4678 g169925 Em0016g114a
ortholog_4679 g169947 Em0003g233a
ortholog_4680 g169998 Em0021g43a
ortholog_4681 g170031 Em0021g768a
ortholog_4682 g170130 Em0021g686a
ortholog_4683 g170138 Em0021g687a
ortholog_4684 g170173 Em0006g978a
ortholog_4685 g170184 Em0021g684a
ortholog_4686 g170190 Em0010g178a
ortholog_4687 g170192 Em0017g793a
ortholog_4688 g170211 Em0006g916a
ortholog_4689 g170305 Em0020g706a
ortholog_4690 g170310 Em0020g717a
ortholog_4691 g170332 Em0021g858a
ortholog_4692 g170343 Em0021g664a
ortholog_4693 g170398 Em0021g659a
ortholog_4694 g170564 Em0008g830a
ortholog_4695 g170567 Em0011g828a
ortholog_4696 g170575 Em0004g794a
ortholog_4697 g170594 Em0021g137a
ortholog_4698 g170730 Em0023g362a
ortholog_4699 g170732 g33002.t1
ortholog_4700 g170761 Em0001g1745a
ortholog_4701 g170777 Em0021g972a
ortholog_4702 g170790 Em0021g913a
ortholog_4703 g170805 Em0019g146a
ortholog_4704 g170838 Em0012g168a
ortholog_4705 g170966 Em0021g902a
ortholog_4706 g170974 Em0021g38a
ortholog_4707 g171097 Em0008g1220a
ortholog_4708 g171190 Em0003g290a
ortholog_4709 g171211 Em0021g24a
ortholog_4710 g171215 Em0021g873a
ortholog_4711 g171224 Em0021g872a
ortholog_4712 g171331 Em0021g880a
ortholog_4713 g171416 Em0009g1024a
ortholog_4714 g171469 Em0021g78a
ortholog_4715 g171503 Em0020g241a
ortholog_4716 g171519 Em0021g968a
ortholog_4717 g171614 Em0853g6a
ortholog_4718 g171631 Em0021g544a
ortholog_4719 g171673 Em0011g758a
ortholog_4720 g171678 Em0018g930a
ortholog_4721 g171689 Em0007g2a
ortholog_4722 g171692 Em0021g662a
ortholog_4723 g171734 Em0016g936a
ortholog_4724 g171740 Em0022g195a
ortholog_4725 g171818 Em0018g1001a
ortholog_4726 g171874 Em0006g1346a
ortholog_4727 g171951 Em0004g1045a
ortholog_4728 g172022 Em0010g712a
ortholog_4729 g172023 Em0019g296a
ortholog_4730 g172168 Em0021g935a
ortholog_4731 g172192 Em0021g542a
ortholog_4732 g172213 Em0021g626a
ortholog_4733 g172245 Em0021g912a
ortholog_4734 g172249 Em0012g1040a
ortholog_4735 g172307 Em0021g770a
ortholog_4736 g172421 Em0021g59a
ortholog_4737 g172422 Em0021g72a
ortholog_4738 g172440 Em0021g679a
ortholog_4739 g172534 Em0021g563a
ortholog_4740 g172557 Em0021g870a
ortholog_4741 g172659 Em0021g614a
ortholog_4742 g172713 Em0021g677a
ortholog_4743 g172723 Em0395g11a
ortholog_4744 g172737 Em0021g887a
ortholog_4745 g172741 Em1303g1a
ortholog_4746 g172764 Em0021g970a
ortholog_4747 g172808 Em0021g593a
ortholog_4748 g172818 Em0021g613a
ortholog_4749 g172921 Em0021g903a
ortholog_4750 g172935 Em0021g786a
ortholog_4751 g173012 Em0001g1088a
ortholog_4752 g173037 Em0021g884a
ortholog_4753 g173058 Em0174g6a
ortholog_4754 g173089 Em0021g829a
ortholog_4755 g173155 Em0021g947a
ortholog_4756 g173204 Em0021g562a
ortholog_4757 g173208 Em0021g570a
ortholog_4758 g173228 Em0021g660a
ortholog_4759 g173256 Em0006g211a
ortholog_4760 g173273 Em0001g2416a
ortholog_4761 g173279 Em0021g813a
ortholog_4762 g173281 Em0008g92a
ortholog_4763 g173282 Em0021g920a
ortholog_4764 g173467 Em0011g433a
ortholog_4765 g173468 Em0048g14a
ortholog_4766 g173534 Em0021g729a
ortholog_4767 g173541 Em0021g938a
ortholog_4768 g173596 Em0005g1271a
ortholog_4769 g173678 Em0022g305a
ortholog_4770 g173753 Em0014g187a
ortholog_4771 g173754 Em0023g949a
ortholog_4772 g173806 Em0021g86a
ortholog_4773 g173807 Em0021g80a
ortholog_4774 g173905 Em0022g546a
ortholog_4775 g173910 Em0021g990a
ortholog_4776 g173918 Em0962g1a
ortholog_4777 g173924 Em0021g670a
ortholog_4778 g173928 Em0009g50a
ortholog_4779 g173967 Em0017g602a
ortholog_4780 g173981 Em0021g759a
ortholog_4781 g173999 Em0009g439a
ortholog_4782 g174014 Em0021g60a
ortholog_4783 g174245 Em0001g2115a
ortholog_4784 g174311 Em0003g327a
ortholog_4785 g174374 Em0019g1025a
ortholog_4786 g174390 Em0019g1136a
ortholog_4787 g174462 Em0019g189a
ortholog_4788 g174495 Em0019g162a
ortholog_4789 g174641 Em0005g1663a
ortholog_4790 g174803 Em0019g284a
ortholog_4791 g175001 Em0006g28a
ortholog_4792 g175364 Em0021g589a
ortholog_4793 g175408 Em0021g973a
ortholog_4794 g175487 Em0021g70a
ortholog_4795 g175701 Em0016g22a
ortholog_4796 g175739 Em0012g1087a
ortholog_4797 g175749 Em0011g854a
ortholog_4798 g175898 Em0016g990a
ortholog_4799 g175955 Em0019g110a
ortholog_4800 g175972 Em0020g110a
ortholog_4801 g175975 Em0020g109a
ortholog_4802 g176012 Em0012g1042a
ortholog_4803 g176160 Em0003g989a
ortholog_4804 g176178 Em0012g1084a
ortholog_4805 g176299 Em0012g155a
ortholog_4806 g176308 Em0012g865a
ortholog_4807 g176548 Em0012g777a
ortholog_4808 g176603 Em0012g384a
ortholog_4809 g176661 Em0015g1203a
ortholog_4810 g176674 Em0012g969a
ortholog_4811 g176719 Em0012g854a
ortholog_4812 g176722 Em0739g3a
ortholog_4813 g176740 Em0018g430a
ortholog_4814 g177094 Em0012g1083a
ortholog_4815 g177096 Em0012g1079a
ortholog_4816 g177133 Em0003g389a
ortholog_4817 g177144 Em0012g485a
ortholog_4818 g177162 Em0020g359a
ortholog_4819 g177422 Em0001g2865a
ortholog_4820 g177786 Em0012g855a
ortholog_4821 g177939 Em0014g387a
ortholog_4822 g177944 Em0012g720a
ortholog_4823 g177989 Em0012g1086a
ortholog_4824 g178076 Em0006g942a
ortholog_4825 g178149 Em0012g160a
ortholog_4826 g178161 Em0017g429a
ortholog_4827 g178421 Em0012g997a
ortholog_4828 g178544 Em0001g689a
ortholog_4829 g178747 Em0574g2a
ortholog_4830 g178770 Em0023g559a
ortholog_4831 g178779 Em0023g557a
ortholog_4832 g178791 Em0016g443a
ortholog_4833 g178965 Em0013g218a
ortholog_4834 g179074 Em0021g101a
ortholog_4835 g179079 Em0003g1566a
ortholog_4836 g179182 Em0012g537a
ortholog_4837 g179184 Em0012g557a
ortholog_4838 g179204 Em0012g968a
ortholog_4839 g179240 Em0793g3a
ortholog_4840 g179244 Em0019g870a
ortholog_4841 g179255 Em0023g877a
ortholog_4842 g179287 Em0012g724a
ortholog_4843 g179289 Em0012g725a
ortholog_4844 g179303 Em0012g779a
ortholog_4845 g179375 Em0013g703a
ortholog_4846 g179379 Em0021g769a
ortholog_4847 g179428 Em0021g537a
ortholog_4848 g179450 Em0007g167a
ortholog_4849 g179470 Em0007g1589a
ortholog_4850 g179499 Em0019g117a
ortholog_4851 g179520 Em0012g995a
ortholog_4852 g179689 Em0012g1090a
ortholog_4853 g179721 Em0015g303a
ortholog_4854 g179737 Em0010g195a
ortholog_4855 g179740 Em0016g623a
ortholog_4856 g179742 Em0077g12a
ortholog_4857 g179805 Em0005g1479a
ortholog_4858 g179819 Em0003g1716a
ortholog_4859 g179865 Em0012g1092a
ortholog_4860 g179906 Em0012g674a
ortholog_4861 g179951 Em0099g8a
ortholog_4862 g180106 Em0012g483a
ortholog_4863 g180128 Em0007g305a
ortholog_4864 g180139 Em0012g964a
ortholog_4865 g180330 Em0012g1051a
ortholog_4866 g180375 Em0012g775a
ortholog_4867 g180379 Em0012g780a
ortholog_4868 g180441 Em0009g53a
ortholog_4869 g180460 Em0016g1110a
ortholog_4870 g180476 Em0012g856a
ortholog_4871 g180479 Em0018g296a
ortholog_4872 g180566 Em0012g914a
ortholog_4873 g180661 Em0012g285a
ortholog_4874 g180746 Em0012g991a
ortholog_4875 g180831 Em0420g3a
ortholog_4876 g180832 Em0023g102a
ortholog_4877 g180842 Em0012g1094a
ortholog_4878 g180843 Em0011g73a
ortholog_4879 g180863 Em0012g776a
ortholog_4880 g180865 Em0012g769a
ortholog_4881 g180868 Em0015g828a
ortholog_4882 g180869 Em0012g1033a
ortholog_4883 g180987 Em0012g1052a
ortholog_4884 g181020 Em0021g879a
ortholog_4885 g181029 Em0012g708a
ortholog_4886 g181037 Em0002g305a
ortholog_4887 g181076 Em0018g1169a
ortholog_4888 g181199 Em0012g489a
ortholog_4889 g181350 Em0617g3a
ortholog_4890 g181417 Em0012g1034a
ortholog_4891 g181431 Em0012g993a
ortholog_4892 g181522 Em0017g487a
ortholog_4893 g181559 Em0012g1035a
ortholog_4894 g181645 Em0015g719a
ortholog_4895 g181705 Em0417g1a
ortholog_4896 g181781 Em0019g322a
ortholog_4897 g181857 Em0012g1047a
ortholog_4898 g181876 Em0011g657a
ortholog_4899 g181928 Em0009g288a
ortholog_4900 g181962 Em0012g1088a
ortholog_4901 g181980 Em0023g388a
ortholog_4902 g182059 Em0020g867a
ortholog_4903 g182078 Em0001g2262a
ortholog_4904 g182102 Em0967g1a
ortholog_4905 g182103 Em0105g7a
ortholog_4906 g182107 Em0003g656a
ortholog_4907 g182200 Em0012g496a
ortholog_4908 g182268 Em0021g120a
ortholog_4909 g182276 Em0012g989a
ortholog_4910 g182299 Em0012g975a
ortholog_4911 g182339 Em0012g1067a
ortholog_4912 g182424 Em0005g662a
ortholog_4913 g182444 Em0118g2a
ortholog_4914 g182504 Em0012g11a
ortholog_4915 g182508 Em0019g40a
ortholog_4916 g182729 Em0007g1088a
ortholog_4917 g183255 Em0016g796a
ortholog_4918 g183354 Em0019g869a
ortholog_4919 g183361 Em0019g47a
ortholog_4920 g183457 Em0001g2264a
ortholog_4921 g184407 Em0019g133a
ortholog_4922 g184454 Em0018g104a
ortholog_4923 g184481 Em0005g1078a
ortholog_4924 g184484 Em0005g1039a
ortholog_4925 g184504 Em0020g1067a
ortholog_4926 g184711 Em0013g430a
ortholog_4927 g184728 Em0008g1268a
ortholog_4928 g184902 Em0001g3792a
ortholog_4929 g184975 Em0010g752a
ortholog_4930 g185006 Em0002g109a
ortholog_4931 g185021 Em0022g528a
ortholog_4932 g185032 Em0001g1001a
ortholog_4933 g185041 Em0002g751a
ortholog_4934 g185044 Em0001g1402a
ortholog_4935 g185065 Em0001g3765a
ortholog_4936 g185067 Em0001g3766a
ortholog_4937 g185068 Em0001g1313a
ortholog_4938 g185080 Em0007g596a
ortholog_4939 g185089 Em0799g1a
ortholog_4940 g185161 Em0001g1548a
ortholog_4941 g185162 Em0019g158a
ortholog_4942 g185189 Em0009g494a
ortholog_4943 g185230 Em0001g2644a
ortholog_4944 g185247 Em0021g397a
ortholog_4945 g185264 Em0216g4a
ortholog_4946 g185321 Em0008g162a
ortholog_4947 g185327 Em0003g1359a
ortholog_4948 g185341 Em0021g942a
ortholog_4949 g185347 Em0001g3274a
ortholog_4950 g185352 Em0001g3301a
ortholog_4951 g185353 Em0001g3212a
ortholog_4952 g185361 Em0001g3216a
ortholog_4953 g185374 Em0012g466a
ortholog_4954 g185411 Em0004g1706a
ortholog_4955 g185416 Em0456g3a
ortholog_4956 g185431 Em0014g27a
ortholog_4957 g185436 Em0015g1234a
ortholog_4958 g185474 Em0001g2662a
ortholog_4959 g185477 Em0001g92a
ortholog_4960 g185500 Em0006g794a
ortholog_4961 g185530 Em0014g12a
ortholog_4962 g185561 Em0001g3616a
ortholog_4963 g185576 Em0017g122a
ortholog_4964 g185583 Em0001g2524a
ortholog_4965 g185600 Em0014g598a
ortholog_4966 g185722 Em0001g653a
ortholog_4967 g185734 Em0001g648a
ortholog_4968 g185737 Em0014g151a
ortholog_4969 g185833 Em0020g192a
ortholog_4970 g185846 Em0001g1144a
ortholog_4971 g185856 Em0071g21a
ortholog_4972 g185862 Em0001g3791a
ortholog_4973 g185867 Em0001g1705a
ortholog_4974 g185882 Em0003g990a
