ortholog_1 gene-HOLleu_00002 Em0004g788a
ortholog_3815 gene-HOLleu_32676 Em0023g468a
ortholog_3816 gene-HOLleu_32682 Em0023g426a
ortholog_3817 gene-HOLleu_32692 Em0023g568a
ortholog_3818 gene-HOLleu_32693 Em0023g932a
ortholog_3819 gene-HOLleu_32697 Em0023g402a
ortholog_3820 gene-HOLleu_32699 Em0018g502a
ortholog_3821 gene-HOLleu_32712 Em0023g364a
ortholog_3822 gene-HOLleu_32737 Em0179g16a
ortholog_3823 gene-HOLleu_32742 Em0015g56a
ortholog_3824 gene-HOLleu_32748 Em0023g710a
ortholog_3825 gene-HOLleu_32750 Em0023g715a
ortholog_3826 gene-HOLleu_32762 Em0019g67a
ortholog_3827 gene-HOLleu_32763 Em0023g787a
ortholog_3828 gene-HOLleu_32768 Em0023g571a
ortholog_3829 gene-HOLleu_32770 Em0023g789a
ortholog_3830 gene-HOLleu_32805 Em0005g1198a
ortholog_3831 gene-HOLleu_32816 Em0013g723a
ortholog_3832 gene-HOLleu_32818 Em0008g1040a
ortholog_3833 gene-HOLleu_32820 Em0022g940a
ortholog_3834 gene-HOLleu_32843 Em0016g125a
ortholog_3835 gene-HOLleu_32847 Em0023g798a
ortholog_3836 gene-HOLleu_32848 Em0023g802a
ortholog_3837 gene-HOLleu_32858 Em0019g453a
ortholog_3838 gene-HOLleu_32861 Em0010g153a
ortholog_3839 gene-HOLleu_32862 Em0010g364a
ortholog_3840 gene-HOLleu_32873 Em0006g620a
ortholog_3841 gene-HOLleu_32881 Em0018g1143a
ortholog_3842 gene-HOLleu_32884 Em0006g619a
ortholog_3843 gene-HOLleu_32885 Em0013g691a
ortholog_3844 gene-HOLleu_32889 Em0005g1373a
ortholog_3845 gene-HOLleu_32891 Em0013g107a
ortholog_3846 gene-HOLleu_32893 Em0013g596a
ortholog_3847 gene-HOLleu_32894 Em0013g364a
ortholog_3848 gene-HOLleu_32899 Em0013g192a
ortholog_3849 gene-HOLleu_32905 Em0013g167a
ortholog_3850 gene-HOLleu_32906 Em0013g138a
ortholog_3851 gene-HOLleu_32909 Em0013g451a
ortholog_3852 gene-HOLleu_32919 Em0021g228a
ortholog_3853 gene-HOLleu_32920 Em0020g821a
ortholog_3854 gene-HOLleu_32929 Em0637g1a
ortholog_3855 gene-HOLleu_32930 Em0013g109a
ortholog_3856 gene-HOLleu_32933 Em0011g303a
ortholog_3857 gene-HOLleu_32934 Em0005g1447a
ortholog_3858 gene-HOLleu_32935 Em0013g1036a
ortholog_3859 gene-HOLleu_32938 Em0013g379a
ortholog_3860 gene-HOLleu_32943 Em0013g697a
ortholog_3861 gene-HOLleu_32944 Em0013g225a
ortholog_3862 gene-HOLleu_32948 Em0803g1a
ortholog_3863 gene-HOLleu_32949 Em0013g177a
ortholog_3864 gene-HOLleu_32959 Em0018g527a
ortholog_3865 gene-HOLleu_32966 Em0010g464a
ortholog_3866 gene-HOLleu_32967 Em0013g108a
ortholog_3867 gene-HOLleu_32968 Em0004g1352a
ortholog_3868 gene-HOLleu_32969 Em0013g533a
ortholog_3869 gene-HOLleu_32971 Em0013g489a
ortholog_3870 gene-HOLleu_32973 Em0016g444a
ortholog_3871 gene-HOLleu_32981 Em0009g110a
ortholog_3872 gene-HOLleu_32983 Em0006g876a
ortholog_3873 gene-HOLleu_32986 Em0021g991a
ortholog_3874 gene-HOLleu_33002 Em0013g14a
ortholog_3875 gene-HOLleu_33006 Em0013g40a
ortholog_3876 gene-HOLleu_33007 Em0013g180a
ortholog_3877 gene-HOLleu_33011 Em0008g281a
ortholog_3878 gene-HOLleu_33017 Em0004g59a
ortholog_3879 gene-HOLleu_33030 Em0001g1115a
ortholog_3880 gene-HOLleu_33031 Em0013g282a
ortholog_3881 gene-HOLleu_33032 Em0023g367a
ortholog_3882 gene-HOLleu_33035 Em0018g332a
ortholog_3883 gene-HOLleu_33036 Em1106g1a
ortholog_3884 gene-HOLleu_33047 Em0013g1037a
ortholog_3885 gene-HOLleu_33052 Em0021g304a
ortholog_3886 gene-HOLleu_33054 Em0021g878a
ortholog_3887 gene-HOLleu_33075 Em0013g888a
ortholog_3888 gene-HOLleu_33080 Em0086g11a
ortholog_3889 gene-HOLleu_33086 Em0012g41a
ortholog_3890 gene-HOLleu_33089 Em0013g48a
ortholog_3891 gene-HOLleu_33094 Em0013g297a
ortholog_3892 gene-HOLleu_33098 Em0005g1172a
ortholog_3893 gene-HOLleu_33099 Em0013g1099a
ortholog_3894 gene-HOLleu_33106 Em0007g1062a
ortholog_3895 gene-HOLleu_33108 Em0013g173a
ortholog_3896 gene-HOLleu_33109 Em0005g657a
ortholog_3897 gene-HOLleu_33113 Em0013g127a
ortholog_3898 gene-HOLleu_33116 Em0324g10a
ortholog_3899 gene-HOLleu_33117 Em0013g534a
ortholog_3900 gene-HOLleu_33126 Em0008g1029a
ortholog_3901 gene-HOLleu_33130 Em0013g363a
ortholog_3902 gene-HOLleu_33141 Em0013g322a
ortholog_3903 gene-HOLleu_33142 Em0015g35a
ortholog_3904 gene-HOLleu_33143 Em0013g321a
ortholog_3905 gene-HOLleu_33149 Em0013g318a
ortholog_3906 gene-HOLleu_33164 Em0013g812a
ortholog_3907 gene-HOLleu_33165 Em0016g356a
ortholog_3908 gene-HOLleu_33166 Em0016g1017a
ortholog_3909 gene-HOLleu_33167 Em0004g1134a
ortholog_3910 gene-HOLleu_33180 Em0007g734a
ortholog_3911 gene-HOLleu_33182 Em0017g132a
ortholog_3912 gene-HOLleu_33208 Em0013g847a
ortholog_3913 gene-HOLleu_33209 Em0006g1369a
ortholog_3914 gene-HOLleu_33234 Em0013g190a
ortholog_3915 gene-HOLleu_33253 Em0013g250a
ortholog_3916 gene-HOLleu_33254 Em0016g954a
ortholog_3917 gene-HOLleu_33255 Em0013g720a
ortholog_3918 gene-HOLleu_33256 Em0013g106a
ortholog_3919 gene-HOLleu_33267 Em0009g1069a
ortholog_3920 gene-HOLleu_33269 Em0022g542a
ortholog_3921 gene-HOLleu_33273 Em0013g374a
ortholog_3922 gene-HOLleu_33275 Em0013g887a
ortholog_3923 gene-HOLleu_33276 Em0013g1092a
ortholog_3924 gene-HOLleu_33279 Em0013g149a
ortholog_3925 gene-HOLleu_33284 Em0008g623a
ortholog_3926 gene-HOLleu_33285 Em0018g514a
ortholog_3927 gene-HOLleu_33291 Em0013g615a
ortholog_3928 gene-HOLleu_33294 Em0012g1002a
ortholog_3929 gene-HOLleu_33304 Em0022g400a
ortholog_3930 gene-HOLleu_33324 Em0337g2a
ortholog_3931 gene-HOLleu_33327 Em0013g849a
ortholog_3932 gene-HOLleu_33328 Em0013g358a
ortholog_3933 gene-HOLleu_33332 Em0013g228a
ortholog_3934 gene-HOLleu_33334 Em0013g302a
ortholog_3935 gene-HOLleu_33338 Em0013g329a
ortholog_3936 gene-HOLleu_33343 Em0020g401a
ortholog_3937 gene-HOLleu_33350 Em0013g274a
ortholog_3938 gene-HOLleu_33356 Em0013g993a
ortholog_3939 gene-HOLleu_33358 Em0013g10a
ortholog_3940 gene-HOLleu_33367 Em0013g705a
ortholog_3941 gene-HOLleu_33368 Em0013g706a
ortholog_3942 gene-HOLleu_33384 Em0013g275a
ortholog_3943 gene-HOLleu_33385 Em0013g432a
ortholog_3944 gene-HOLleu_33390 Em0013g356a
ortholog_3945 gene-HOLleu_33399 Em0013g227a
ortholog_3946 gene-HOLleu_33400 Em0013g141a
ortholog_3947 gene-HOLleu_33401 Em0014g718a
ortholog_3948 gene-HOLleu_33403 Em0013g846a
ortholog_3949 gene-HOLleu_33409 Em0351g5a
ortholog_3950 gene-HOLleu_33431 Em0001g1179a
ortholog_3951 gene-HOLleu_33432 Em0013g52a
ortholog_3952 gene-HOLleu_33435 Em0013g490a
ortholog_3953 gene-HOLleu_33437 Em0013g551a
ortholog_3954 gene-HOLleu_33443 Em0003g345a
ortholog_3955 gene-HOLleu_33445 Em0013g121a
ortholog_3956 gene-HOLleu_33456 Em0016g240a
ortholog_3957 gene-HOLleu_33464 Em0013g696a
ortholog_3958 gene-HOLleu_33465 Em0015g920a
ortholog_3959 gene-HOLleu_33466 Em0021g295a
ortholog_3960 gene-HOLleu_33501 Em0013g679a
ortholog_3961 gene-HOLleu_33516 Em0013g46a
ortholog_3962 gene-HOLleu_33522 Em0013g813a
ortholog_3963 gene-HOLleu_33523 Em0013g833a
ortholog_3964 gene-HOLleu_33529 Em0023g31a
ortholog_3965 gene-HOLleu_33542 Em0022g702a
ortholog_3966 gene-HOLleu_33556 Em0016g263a
ortholog_3967 gene-HOLleu_33561 Em0446g2a
ortholog_3968 gene-HOLleu_33583 Em0013g95a
ortholog_3969 gene-HOLleu_33589 Em0013g176a
ortholog_3970 gene-HOLleu_33593 Em0013g125a
ortholog_3971 gene-HOLleu_33594 Em0013g124a
ortholog_3972 gene-HOLleu_33602 Em0016g423a
ortholog_3973 gene-HOLleu_33606 Em0013g406a
ortholog_3974 gene-HOLleu_33611 Em0003g1863a
ortholog_3975 gene-HOLleu_33613 Em0013g713a
ortholog_3976 gene-HOLleu_33621 Em0006g1036a
ortholog_3977 gene-HOLleu_33624 Em0006g1068a
ortholog_3978 gene-HOLleu_33625 Em0013g839a
ortholog_3979 gene-HOLleu_33638 Em0013g169a
ortholog_3980 gene-HOLleu_33656 Em0013g843a
ortholog_3981 gene-HOLleu_33659 Em0013g830a
ortholog_3982 gene-HOLleu_33664 Em0013g164a
ortholog_3983 gene-HOLleu_33665 Em0018g568a
ortholog_3984 gene-HOLleu_33666 Em0011g322a
ortholog_3985 gene-HOLleu_33667 Em0022g649a
ortholog_3986 gene-HOLleu_33671 Em0013g825a
ortholog_3987 gene-HOLleu_33672 Em0354g2a
ortholog_3988 gene-HOLleu_33674 Em0013g120a
ortholog_3989 gene-HOLleu_33684 Em0023g67a
ortholog_3990 gene-HOLleu_33695 Em0013g166a
ortholog_3991 gene-HOLleu_33696 Em0018g375a
ortholog_3992 gene-HOLleu_33697 Em0013g94a
ortholog_3993 gene-HOLleu_33702 Em0013g45a
ortholog_3994 gene-HOLleu_33704 Em0013g93a
ortholog_3995 gene-HOLleu_33706 Em0013g118a
ortholog_3996 gene-HOLleu_33719 Em0007g30a
ortholog_3997 gene-HOLleu_33724 Em0022g100a
ortholog_3998 gene-HOLleu_33726 Em0013g272a
ortholog_3999 gene-HOLleu_33737 Em0013g822a
ortholog_4000 gene-HOLleu_33738 Em0013g826a
ortholog_4001 gene-HOLleu_33744 Em0013g886a
ortholog_4002 gene-HOLleu_33751 Em0013g783a
ortholog_4003 gene-HOLleu_33758 Em0013g252a
ortholog_4004 gene-HOLleu_33759 Em0013g355a
ortholog_4005 gene-HOLleu_33760 Em0013g116a
ortholog_4006 gene-HOLleu_33768 Em0013g279a
ortholog_4007 gene-HOLleu_33773 Em0013g947a
ortholog_4008 gene-HOLleu_33774 Em0013g145a
ortholog_4009 gene-HOLleu_33775 Em0013g1124a
ortholog_4010 gene-HOLleu_33777 Em0013g330a
ortholog_4011 gene-HOLleu_33779 Em0018g298a
ortholog_4012 gene-HOLleu_33789 Em0010g1022a
ortholog_4013 gene-HOLleu_33794 Em0013g25a
ortholog_4014 gene-HOLleu_33795 Em0013g357a
ortholog_4015 gene-HOLleu_33796 Em0013g892a
ortholog_4016 gene-HOLleu_33802 Em0018g215a
ortholog_4017 gene-HOLleu_33822 Em0013g133a
ortholog_4018 gene-HOLleu_33823 Em0010g912a
ortholog_4019 gene-HOLleu_33832 Em0013g165a
ortholog_4020 gene-HOLleu_33833 Em0013g622a
ortholog_4021 gene-HOLleu_33834 Em0550g4a
ortholog_4022 gene-HOLleu_33836 Em0022g398a
ortholog_4023 gene-HOLleu_33865 Em0013g1083a
ortholog_4024 gene-HOLleu_33876 Em0023g186a
ortholog_4025 gene-HOLleu_33885 Em0013g360a
ortholog_4026 gene-HOLleu_33886 Em0013g278a
ortholog_4027 gene-HOLleu_33888 Em0060g11a
ortholog_4028 gene-HOLleu_33890 Em0013g151a
ortholog_4029 gene-HOLleu_33901 Em0013g146a
ortholog_4030 gene-HOLleu_33912 Em0013g242a
ortholog_4031 gene-HOLleu_33919 Em0021g685a
ortholog_4032 gene-HOLleu_33925 Em0013g994a
ortholog_4033 gene-HOLleu_33926 Em0008g1261a
ortholog_4034 gene-HOLleu_33933 Em0013g387a
ortholog_4035 gene-HOLleu_33936 Em0003g1480a
ortholog_4036 gene-HOLleu_33959 Em0013g626a
ortholog_4037 gene-HOLleu_33961 Em0013g189a
ortholog_4038 gene-HOLleu_33963 Em0015g59a
ortholog_4039 gene-HOLleu_33969 Em0013g187a
ortholog_4040 gene-HOLleu_33979 Em0014g633a
ortholog_4041 gene-HOLleu_33999 Em0009g1165a
ortholog_4042 gene-HOLleu_34009 Em0013g680a
ortholog_4043 gene-HOLleu_34012 Em0013g301a
ortholog_4044 gene-HOLleu_34016 Em0464g1a
ortholog_4045 gene-HOLleu_34021 Em0013g248a
ortholog_4046 gene-HOLleu_34023 Em0019g963a
ortholog_4047 gene-HOLleu_34027 Em0013g1109a
ortholog_4048 gene-HOLleu_34034 Em0013g509a
ortholog_4049 gene-HOLleu_34035 Em0013g574a
ortholog_4050 gene-HOLleu_34037 Em0013g550a
ortholog_4051 gene-HOLleu_34044 Em0013g717a
ortholog_4052 gene-HOLleu_34045 Em0013g820a
ortholog_4053 gene-HOLleu_34059 Em0013g701a
ortholog_4054 gene-HOLleu_34063 Em0001g3320a
ortholog_4055 gene-HOLleu_34065 Em0173g4a
ortholog_4056 gene-HOLleu_34077 Em0013g722a
ortholog_4057 gene-HOLleu_34078 Em0023g806a
ortholog_4058 gene-HOLleu_34084 Em0139g7a
ortholog_4059 gene-HOLleu_34086 Em0013g198a
ortholog_4060 gene-HOLleu_34090 Em0013g816a
ortholog_4061 gene-HOLleu_34110 Em0013g884a
ortholog_4062 gene-HOLleu_34125 Em0013g1049a
ortholog_4063 gene-HOLleu_34133 Em0009g1188a
ortholog_4064 gene-HOLleu_34140 Em0011g681a
ortholog_4065 gene-HOLleu_34144 Em0013g821a
ortholog_4066 gene-HOLleu_34165 Em0158g6a
ortholog_4067 gene-HOLleu_34168 Em0013g326a
ortholog_4068 gene-HOLleu_34172 Em0013g280a
ortholog_4069 gene-HOLleu_34179 Em0006g1176a
ortholog_4070 gene-HOLleu_34189 Em0003g473a
ortholog_4071 gene-HOLleu_34192 Em0013g890a
ortholog_4072 gene-HOLleu_34199 Em0013g294a
ortholog_4073 gene-HOLleu_34200 Em0020g921a
ortholog_4074 gene-HOLleu_34202 Em0023g226a
ortholog_4075 gene-HOLleu_34203 Em0013g119a
ortholog_4076 gene-HOLleu_34210 Em0019g1119a
ortholog_4077 gene-HOLleu_34238 Em0004g381a
ortholog_4078 gene-HOLleu_34244 Em0004g24a
ortholog_4079 gene-HOLleu_34261 Em0004g25a
ortholog_4080 gene-HOLleu_34262 Em0015g985a
ortholog_4081 gene-HOLleu_34265 Em0004g93a
ortholog_4082 gene-HOLleu_34266 Em0004g63a
ortholog_4083 gene-HOLleu_34301 Em0004g1577a
ortholog_4084 gene-HOLleu_34319 Em0004g1595a
ortholog_4085 gene-HOLleu_34322 Em0021g339a
ortholog_4086 gene-HOLleu_34324 Em0019g556a
ortholog_4087 gene-HOLleu_34326 Em0011g1049a
ortholog_4088 gene-HOLleu_34327 Em0004g1561a
ortholog_4089 gene-HOLleu_34331 Em0023g213a
ortholog_4090 gene-HOLleu_34334 Em0004g21a
ortholog_4091 gene-HOLleu_34343 Em0018g981a
ortholog_4092 gene-HOLleu_34344 Em0012g1030a
ortholog_4093 gene-HOLleu_34363 Em0004g150a
ortholog_4094 gene-HOLleu_34368 Em0068g12a
ortholog_4095 gene-HOLleu_34369 Em0004g1560a
ortholog_4096 gene-HOLleu_34370 Em0004g1004a
ortholog_4097 gene-HOLleu_34374 Em0022g425a
ortholog_4098 gene-HOLleu_34376 Em0004g354a
ortholog_4099 gene-HOLleu_34386 Em0006g1136a
ortholog_4100 gene-HOLleu_34389 Em0047g9a
ortholog_4101 gene-HOLleu_34400 Em0004g349a
ortholog_4102 gene-HOLleu_34403 Em0010g71a
ortholog_4103 gene-HOLleu_34417 Em0004g27a
ortholog_4104 gene-HOLleu_34429 Em0017g563a
ortholog_4105 gene-HOLleu_34437 Em0016g349a
ortholog_4106 gene-HOLleu_34439 Em0002g1883a
ortholog_4107 gene-HOLleu_34450 Em0011g803a
ortholog_4108 gene-HOLleu_34456 Em0019g1006a
ortholog_4109 gene-HOLleu_34460 Em0005g1672a
ortholog_4110 gene-HOLleu_34463 Em0004g95a
ortholog_4111 gene-HOLleu_34465 Em0004g714a
ortholog_4112 gene-HOLleu_34467 Em0004g83a
ortholog_4113 gene-HOLleu_34475 Em0004g97a
ortholog_4114 gene-HOLleu_34491 Em0004g11a
ortholog_4115 gene-HOLleu_34492 Em0004g377a
ortholog_4116 gene-HOLleu_34495 Em0004g587a
ortholog_4117 gene-HOLleu_34502 Em0004g30a
ortholog_4118 gene-HOLleu_34509 Em0019g283a
ortholog_4119 gene-HOLleu_34511 Em0004g65a
ortholog_4120 gene-HOLleu_34517 Em0016g422a
ortholog_4121 gene-HOLleu_34528 Em0004g64a
ortholog_4122 gene-HOLleu_34536 Em0004g86a
ortholog_4123 gene-HOLleu_34539 Em0006g984a
ortholog_4124 gene-HOLleu_34548 Em0004g94a
ortholog_4125 gene-HOLleu_34550 Em0004g70a
ortholog_4126 gene-HOLleu_34582 Em0004g91a
ortholog_4127 gene-HOLleu_34583 Em0004g29a
ortholog_4128 gene-HOLleu_34593 Em0023g731a
ortholog_4129 gene-HOLleu_34594 Em0004g142a
ortholog_4130 gene-HOLleu_34602 Em0006g1225a
ortholog_4131 gene-HOLleu_34604 Em0004g1396a
ortholog_4132 gene-HOLleu_34612 Em0011g1069a
ortholog_4133 gene-HOLleu_34613 Em0007g969a
ortholog_4134 gene-HOLleu_34620 Em0004g208a
ortholog_4135 gene-HOLleu_34623 Em0004g1646a
ortholog_4136 gene-HOLleu_34624 Em0001g3727a
ortholog_4137 gene-HOLleu_34633 Em0001g1013a
ortholog_4138 gene-HOLleu_34644 Em0023g229a
ortholog_4139 gene-HOLleu_34673 Em0004g203a
ortholog_4140 gene-HOLleu_34701 Em0004g379a
ortholog_4141 gene-HOLleu_34704 Em0004g238a
ortholog_4142 gene-HOLleu_34716 Em0004g359a
ortholog_4143 gene-HOLleu_34723 Em0404g4a
ortholog_4144 gene-HOLleu_34725 Em0004g317a
ortholog_4145 gene-HOLleu_34729 Em0009g15a
ortholog_4146 gene-HOLleu_34734 Em0142g1a
ortholog_4147 gene-HOLleu_34737 Em0004g648a
ortholog_4148 gene-HOLleu_34738 Em0003g1836a
ortholog_4149 gene-HOLleu_34739 Em0016g1112a
ortholog_4150 gene-HOLleu_34745 Em0013g212a
ortholog_4151 gene-HOLleu_34765 Em0020g315a
ortholog_4152 gene-HOLleu_34770 Em0024g479a
ortholog_4153 gene-HOLleu_34781 Em0004g131a
ortholog_4154 gene-HOLleu_34790 Em0014g794a
ortholog_4155 gene-HOLleu_34794 Em0004g51a
ortholog_4156 gene-HOLleu_34803 Em0023g205a
ortholog_4157 gene-HOLleu_34826 Em0004g353a
ortholog_4158 gene-HOLleu_34827 Em0004g241a
ortholog_4159 gene-HOLleu_34837 Em0009g1021a
ortholog_4160 gene-HOLleu_34842 Em0016g261a
ortholog_4161 gene-HOLleu_34848 Em0004g997a
ortholog_4162 gene-HOLleu_34852 Em0004g26a
ortholog_4163 gene-HOLleu_34853 Em0004g204a
ortholog_4164 gene-HOLleu_34854 Em0004g205a
ortholog_4165 gene-HOLleu_34855 Em0004g206a
ortholog_4166 gene-HOLleu_34856 Em0004g4a
ortholog_4167 gene-HOLleu_34857 Em0004g209a
ortholog_4168 gene-HOLleu_34889 Em0013g647a
ortholog_4169 gene-HOLleu_34903 Em0004g1459a
ortholog_4170 gene-HOLleu_34928 Em0016g156a
ortholog_4171 gene-HOLleu_34964 Em0004g44a
ortholog_4172 gene-HOLleu_34970 Em0004g1678a
ortholog_4173 gene-HOLleu_34971 Em0004g1559a
ortholog_4174 gene-HOLleu_34972 Em0004g1675a
ortholog_4175 gene-HOLleu_34973 Em0012g392a
ortholog_4176 gene-HOLleu_34974 Em0019g1093a
ortholog_4177 gene-HOLleu_34975 Em0018g965a
ortholog_4178 gene-HOLleu_34993 Em0016g558a
ortholog_4179 gene-HOLleu_34995 Em0022g302a
ortholog_4180 gene-HOLleu_34996 Em0004g46a
ortholog_4181 gene-HOLleu_34997 Em0004g240a
ortholog_4182 gene-HOLleu_34998 Em0004g10a
ortholog_4183 gene-HOLleu_35000 Em0023g405a
ortholog_4184 gene-HOLleu_35001 Em0028g39a
ortholog_4185 gene-HOLleu_35003 Em0005g1326a
ortholog_4186 gene-HOLleu_35011 Em0005g1331a
ortholog_4187 gene-HOLleu_35027 Em0016g1144a
ortholog_4188 gene-HOLleu_35028 Em0006g641a
ortholog_4189 gene-HOLleu_35033 Em0004g137a
ortholog_4190 gene-HOLleu_35034 Em0007g958a
ortholog_4191 gene-HOLleu_35036 Em0004g1002a
ortholog_4192 gene-HOLleu_35039 Em0004g153a
ortholog_4193 gene-HOLleu_35060 Em0004g795a
ortholog_4194 gene-HOLleu_35062 Em0004g130a
ortholog_4195 gene-HOLleu_35069 Em0005g1386a
ortholog_4196 gene-HOLleu_35071 Em0018g109a
ortholog_4197 gene-HOLleu_35079 Em0016g517a
ortholog_4198 gene-HOLleu_35083 Em0004g908a
ortholog_4199 gene-HOLleu_35088 Em0004g201a
ortholog_4200 gene-HOLleu_35090 Em0004g90a
ortholog_4201 gene-HOLleu_35093 Em0002g209a
ortholog_4202 gene-HOLleu_35114 Em0002g218a
ortholog_4203 gene-HOLleu_35115 Em0004g57a
ortholog_4204 gene-HOLleu_35128 Em0009g972a
ortholog_4205 gene-HOLleu_35157 Em0001g3782a
ortholog_4206 gene-HOLleu_35159 Em0014g173a
ortholog_4207 gene-HOLleu_35161 Em0008g1250a
ortholog_4208 gene-HOLleu_35168 Em0004g182a
ortholog_4209 gene-HOLleu_35169 Em0004g71a
ortholog_4210 gene-HOLleu_35170 Em0004g106a
ortholog_4211 gene-HOLleu_35186 Em0019g1180a
ortholog_4212 gene-HOLleu_35189 Em0019g240a
ortholog_4213 gene-HOLleu_35192 Em0009g791a
ortholog_4214 gene-HOLleu_35194 Em0021g192a
ortholog_4215 gene-HOLleu_35195 Em0004g676a
ortholog_4216 gene-HOLleu_35196 Em0004g1686a
ortholog_4217 gene-HOLleu_35200 Em0021g894a
ortholog_4218 gene-HOLleu_35212 Em0004g38a
ortholog_4219 gene-HOLleu_35214 Em0004g56a
ortholog_4220 gene-HOLleu_35215 Em0003g1400a
ortholog_4221 gene-HOLleu_35222 Em0022g314a
ortholog_4222 gene-HOLleu_35223 Em0404g7a
ortholog_4223 gene-HOLleu_35225 Em0006g1363a
ortholog_4224 gene-HOLleu_35231 Em0021g32a
ortholog_4225 gene-HOLleu_35261 Em0004g157a
ortholog_4226 gene-HOLleu_35274 Em0004g797a
ortholog_4227 gene-HOLleu_35275 Em0004g42a
ortholog_4228 gene-HOLleu_35276 Em0009g99a
ortholog_4229 gene-HOLleu_35282 Em0004g1007a
ortholog_4230 gene-HOLleu_35285 Em0004g31a
ortholog_4231 gene-HOLleu_35299 Em0021g30a
ortholog_4232 gene-HOLleu_35303 Em0004g1003a
ortholog_4233 gene-HOLleu_35334 Em0007g970a
ortholog_4234 gene-HOLleu_35339 Em0004g1012a
ortholog_4235 gene-HOLleu_35343 Em0022g368a
ortholog_4236 gene-HOLleu_35344 Em0018g426a
ortholog_4237 gene-HOLleu_35347 Em0005g898a
ortholog_4238 gene-HOLleu_35349 Em0023g64a
ortholog_4239 gene-HOLleu_35373 Em0010g238a
ortholog_4240 gene-HOLleu_35381 Em0004g13a
ortholog_4241 gene-HOLleu_35383 Em0004g307a
ortholog_4242 gene-HOLleu_35388 Em0808g1a
ortholog_4243 gene-HOLleu_35411 Em0011g773a
ortholog_4244 gene-HOLleu_35436 Em0004g635a
ortholog_4245 gene-HOLleu_35441 Em0004g308a
ortholog_4246 gene-HOLleu_35450 Em0004g1583a
ortholog_4247 gene-HOLleu_35455 Em0004g357a
ortholog_4248 gene-HOLleu_35463 Em0004g1008a
ortholog_4249 gene-HOLleu_35464 Em0004g362a
ortholog_4250 gene-HOLleu_35465 Em0004g350a
ortholog_4251 gene-HOLleu_35470 Em0023g555a
ortholog_4252 gene-HOLleu_35476 Em0005g1380a
ortholog_4253 gene-HOLleu_35478 Em0007g1199a
ortholog_4254 gene-HOLleu_35485 Em0004g141a
ortholog_4255 gene-HOLleu_35490 Em0004g145a
ortholog_4256 gene-HOLleu_35495 Em0004g156a
ortholog_4257 gene-HOLleu_35503 Em0011g1169a
ortholog_4258 gene-HOLleu_35504 Em0004g340a
ortholog_4259 gene-HOLleu_35506 Em0004g1040a
ortholog_4260 gene-HOLleu_35517 Em0004g139a
ortholog_4261 gene-HOLleu_35596 Em0018g765a
ortholog_4262 gene-HOLleu_35618 Em0003g189a
ortholog_4263 gene-HOLleu_35621 Em0005g800a
ortholog_4264 gene-HOLleu_35649 Em0012g461a
ortholog_4265 gene-HOLleu_35652 Em0003g61a
ortholog_4266 gene-HOLleu_35653 Em0003g56a
ortholog_4267 gene-HOLleu_35657 Em0015g507a
ortholog_4268 gene-HOLleu_35667 Em0001g310a
ortholog_4269 gene-HOLleu_35745 Em0012g533a
ortholog_4270 gene-HOLleu_35752 Em0001g2523a
ortholog_4271 gene-HOLleu_35755 Em0018g273a
ortholog_4272 gene-HOLleu_35770 Em0001g2522a
ortholog_4273 gene-HOLleu_35815 Em0003g1413a
ortholog_4274 gene-HOLleu_35849 Em0003g1408a
ortholog_4275 gene-HOLleu_35859 Em0014g892a
ortholog_4276 gene-HOLleu_35862 Em0001g2923a
ortholog_4277 gene-HOLleu_35888 Em0005g238a
ortholog_4278 gene-HOLleu_35890 Em0003g815a
ortholog_4279 gene-HOLleu_35910 Em0003g844a
ortholog_4280 gene-HOLleu_35920 g32989.t1
ortholog_4281 gene-HOLleu_35923 Em0737g1a
ortholog_4282 gene-HOLleu_35925 Em0017g577a
ortholog_4283 gene-HOLleu_35956 Em0019g728a
ortholog_4284 gene-HOLleu_35957 Em0006g898a
ortholog_4285 gene-HOLleu_35958 Em0003g657a
ortholog_4286 gene-HOLleu_35960 Em0003g381a
ortholog_4287 gene-HOLleu_35974 Em0021g114a
ortholog_4288 gene-HOLleu_35975 Em0008g946a
ortholog_4289 gene-HOLleu_35992 Em0010g138a
ortholog_4290 gene-HOLleu_36011 Em0055g9a
ortholog_4291 gene-HOLleu_36026 Em0003g63a
ortholog_4292 gene-HOLleu_36030 Em0003g1292a
ortholog_4293 gene-HOLleu_36043 Em0021g492a
ortholog_4294 gene-HOLleu_36065 Em0429g4a
ortholog_4295 gene-HOLleu_36066 Em0003g190a
ortholog_4296 gene-HOLleu_36071 Em0003g1405a
ortholog_4297 gene-HOLleu_36134 Em0008g1264a
ortholog_4298 gene-HOLleu_36135 Em0003g1861a
ortholog_4299 gene-HOLleu_36141 Em0019g732a
ortholog_4300 gene-HOLleu_36143 Em0010g651a
ortholog_4301 gene-HOLleu_36183 Em0003g1273a
ortholog_4302 gene-HOLleu_36224 Em0013g160a
ortholog_4303 gene-HOLleu_36228 Em0020g992a
ortholog_4304 gene-HOLleu_36230 Em0003g188a
ortholog_4305 gene-HOLleu_36243 Em0016g1162a
ortholog_4306 gene-HOLleu_36269 Em0005g1523a
ortholog_4307 gene-HOLleu_36271 Em0003g327a
ortholog_4308 gene-HOLleu_36274 Em0001g235a
ortholog_4309 gene-HOLleu_36275 Em0003g317a
