ortholog_1 BL06853 Em0023g52a
ortholog_2022 BL09826 Em0010g1013a
ortholog_2023 BL09832 Em0021g265a
ortholog_2024 BL09834 Em0020g248a
ortholog_2025 BL09837 Em0003g626a
ortholog_2026 BL09838 Em0021g495a
ortholog_2027 BL09843 Em0002g1891a
ortholog_2028 BL09844 Em0015g958a
ortholog_2029 BL09845 Em0017g939a
ortholog_2030 BL09847 Em0021g365a
ortholog_2031 BL09854 Em0016g930a
ortholog_2032 BL09860 Em0021g338a
ortholog_2033 BL09911 Em0021g522a
ortholog_2034 BL09927 Em0008g1043a
ortholog_2035 BL09887 Em0008g1267a
ortholog_2036 BL09888 Em0015g1248a
ortholog_2037 BL09966 Em0015g1280a
ortholog_2038 BL09977 Em0009g1076a
ortholog_2039 BL09984 Em0015g634a
ortholog_2040 BL09989 Em0015g54a
ortholog_2041 BL09996 Em0015g1296a
ortholog_2042 BL09997 Em0019g1211a
ortholog_2043 BL09998 Em0015g610a
ortholog_2044 BL10000 Em0015g66a
ortholog_2045 BL10013 Em0015g664a
ortholog_2046 BL10016 Em0002g457a
ortholog_2047 BL10020 Em0010g943a
ortholog_2048 BL10022 Em0015g151a
ortholog_2049 BL10039 Em0163g2a
ortholog_2050 BL10043 Em0003g656a
ortholog_2051 BL10546 Em0022g916a
ortholog_2052 BL10140 Em0013g918a
ortholog_2053 BL10143 Em0013g329a
ortholog_2054 BL10149 Em0001g1148a
ortholog_2055 BL10092 Em0006g1004a
ortholog_2056 BL10175 Em0004g1439a
ortholog_2057 BL10205 Em0004g1649a
ortholog_2058 BL10206 Em0085g2a
ortholog_2059 BL10207 Em0004g56a
ortholog_2060 BL10208 Em0003g1400a
ortholog_2061 BL10209 Em0022g425a
ortholog_2062 BL10210 Em0004g71a
ortholog_2063 BL10471 Em0005g1093a
ortholog_2064 BL10243 Em0022g956a
ortholog_2065 BL10272 Em0582g3a
ortholog_2066 BL10275 Em0018g126a
ortholog_2067 BL10276 Em0018g258a
ortholog_2068 BL10277 Em0018g131a
ortholog_2069 BL10278 Em0020g1066a
ortholog_2070 BL10280 Em0018g138a
ortholog_2071 BL10281 Em0016g175a
ortholog_2072 BL10284 Em0018g265a
ortholog_2073 BL10290 Em0021g310a
ortholog_2074 BL10304 Em0009g107a
ortholog_2075 BL10306 Em0018g510a
ortholog_2076 BL10310 Em0011g874a
ortholog_2077 BL10316 Em0006g933a
ortholog_2078 BL10330 Em0006g502a
ortholog_2079 BL10333 Em0001g1158a
ortholog_2080 BL10335 Em0018g290a
ortholog_2081 BL10339 Em0018g932a
ortholog_2082 BL10340 Em0018g806a
ortholog_2083 BL10347 Em0021g727a
ortholog_2084 BL10348 Em0016g115a
ortholog_2085 BL10359 Em0018g156a
ortholog_2086 BL10363 Em0011g319a
ortholog_2087 BL10379 Em0018g1076a
ortholog_2088 BL10389 Em0018g255a
ortholog_2089 BL10406 Em0018g837a
ortholog_2090 BL10407 Em0018g835a
ortholog_2091 BL10415 Em0200g10a
ortholog_2092 BL10417 Em0018g376a
ortholog_2093 BL10419 Em0018g203a
ortholog_2094 BL10429 Em0013g360a
ortholog_2095 BL10494 Em0020g639a
ortholog_2096 BL10499 Em0665g2a
ortholog_2097 BL10510 Em0016g527a
ortholog_2098 BL10512 Em0014g600a
ortholog_2099 BL10513 Em0001g187a
ortholog_2100 BL10522 Em0004g1658a
ortholog_2101 BL10531 Em0001g865a
ortholog_2102 BL10554 Em0001g1681a
ortholog_2103 BL10563 Em0026g52a
ortholog_2104 BL10568 Em0022g214a
ortholog_2105 BL10569 Em0006g1037a
ortholog_2106 BL10573 Em0145g7a
ortholog_2107 BL10577 Em0013g286a
ortholog_2108 BL10578 Em0006g1557a
ortholog_2109 BL10580 Em0007g587a
ortholog_2110 BL10583 Em0001g1241a
ortholog_2111 BL10584 Em0016g348a
ortholog_2112 BL10588 Em0007g182a
ortholog_2113 BL10590 Em0007g11a
ortholog_2114 BL10595 Em0020g558a
ortholog_2115 BL10597 Em0008g603a
ortholog_2116 BL10604 Em0007g1389a
ortholog_2117 BL10608 Em0007g267a
ortholog_2118 BL10609 Em0007g266a
ortholog_2119 BL10611 Em0023g655a
ortholog_2120 BL10620 Em0026g37a
ortholog_2121 BL10626 Em0007g1339a
ortholog_2122 BL10633 Em0007g154a
ortholog_2123 BL10648 Em0007g325a
ortholog_2124 BL10652 Em0007g70a
ortholog_2125 BL10656 Em0456g2a
ortholog_2126 BL10662 Em0013g189a
ortholog_2127 BL10664 Em0007g1330a
ortholog_2128 BL10669 Em0007g258a
ortholog_2129 BL10672 Em0022g450a
ortholog_2130 BL10688 Em0015g1183a
ortholog_2131 BL10714 Em0023g229a
ortholog_2132 BL10719 Em0024g242a
ortholog_2133 BL10721 Em0007g1010a
ortholog_2134 BL10724 Em0010g811a
ortholog_2135 BL10725 Em0017g64a
ortholog_2136 BL10739 Em0024g243a
ortholog_2137 BL10744 Em0003g999a
ortholog_2138 BL10751 Em0013g839a
ortholog_2139 BL10764 Em0395g5a
ortholog_2140 BL10765 Em0018g1158a
ortholog_2141 BL10774 Em0021g725a
ortholog_2142 BL10786 Em0011g781a
ortholog_2143 BL10787 Em0021g792a
ortholog_2144 BL10788 Em0021g793a
ortholog_2145 BL10789 Em0021g811a
ortholog_2146 BL10790 Em0021g987a
ortholog_2147 BL10791 Em0001g468a
ortholog_2148 BL10795 Em0021g774a
ortholog_2149 BL10797 Em0395g9a
ortholog_2150 BL10798 Em0039g27a
ortholog_2151 BL10799 Em0021g843a
ortholog_2152 BL10808 Em0022g365a
ortholog_2153 BL10809 Em0021g912a
ortholog_2154 BL10810 Em0008g1220a
ortholog_2155 BL10815 Em0009g28a
ortholog_2156 BL10818 Em0013g508a
ortholog_2157 BL10820 Em0021g816a
ortholog_2158 BL10821 Em0021g944a
ortholog_2159 BL10822 Em0017g121a
ortholog_2160 BL10823 Em0395g15a
ortholog_2161 BL10832 Em0005g1269a
ortholog_2162 BL10902 Em0015g1005a
ortholog_2163 BL10903 Em0015g626a
ortholog_2164 BL10909 Em0010g786a
ortholog_2165 BL10934 Em0004g38a
ortholog_2166 BL11017 Em0007g729a
ortholog_2167 BL11036 Em0017g828a
ortholog_2168 BL11042 Em0007g1463a
ortholog_2169 BL11052 Em0369g8a
ortholog_2170 BL11053 Em0026g38a
ortholog_2171 BL11060 Em0023g88a
ortholog_2172 BL11069 Em0032g6a
ortholog_2173 BL11072 Em0011g681a
ortholog_2174 BL11073 Em0012g82a
ortholog_2175 BL11082 Em0012g753a
ortholog_2176 BL11085 Em0248g3a
ortholog_2177 BL11094 Em0008g831a
ortholog_2178 BL11103 Em0032g18a
ortholog_2179 BL11105 Em0007g718a
ortholog_2180 BL11112 Em0006g634a
ortholog_2181 BL11113 Em0022g340a
ortholog_2182 BL11114 Em0007g171a
ortholog_2183 BL11125 Em0007g680a
ortholog_2184 BL11128 Em0007g30a
ortholog_2185 BL11130 Em0001g3565a
ortholog_2186 BL11137 Em0010g119a
ortholog_2187 BL11144 Em0007g1440a
ortholog_2188 BL11145 Em0006g646a
ortholog_2189 BL11151 Em0064g21a
ortholog_2190 BL11154 Em0017g367a
ortholog_2191 BL11157 Em0013g693a
ortholog_2192 BL11159 Em0007g843a
ortholog_2193 BL11161 Em0024g80a
ortholog_2194 BL11172 Em0015g1135a
ortholog_2195 BL11174 Em0019g620a
ortholog_2196 BL11183 Em0009g701a
ortholog_2197 BL11184 Em0022g676a
ortholog_2198 BL11190 Em0032g28a
ortholog_2199 BL11196 Em0011g853a
ortholog_2200 BL11200 Em0011g325a
ortholog_2201 BL11205 Em0006g972a
ortholog_2202 BL11208 Em0020g125a
ortholog_2203 BL11227 Em0017g29a
ortholog_2204 BL11241 Em0024g87a
ortholog_2205 BL11249 Em0019g1104a
ortholog_2206 BL11250 Em0009g823a
ortholog_2207 BL11255 Em0081g7a
ortholog_2208 BL11259 Em0014g787a
ortholog_2209 BL11260 Em0007g962a
ortholog_2210 BL11272 Em0009g1151a
ortholog_2211 BL11281 Em0010g712a
ortholog_2212 BL11285 Em0009g1265a
ortholog_2213 BL11293 Em0023g112a
ortholog_2214 BL11300 Em0023g69a
ortholog_2215 BL11315 Em0007g155a
ortholog_2216 BL11319 Em0020g513a
ortholog_2217 BL11321 Em0007g1331a
ortholog_2218 BL11324 Em0007g256a
ortholog_2219 BL11325 Em0020g974a
ortholog_2220 BL11347 Em0158g2a
ortholog_2221 BL11359 Em0018g1045a
ortholog_2222 BL11375 Em0019g955a
ortholog_2223 BL11376 Em0007g38a
ortholog_2224 BL11381 Em0017g21a
ortholog_2225 BL11384 Em0023g595a
ortholog_2226 BL11388 Em0158g5a
ortholog_2227 BL11393 Em0007g40a
ortholog_2228 BL11395 Em0007g646a
ortholog_2229 BL10959 Em1203g1a
ortholog_2230 BL10960 Em0001g1548a
ortholog_2231 BL10974 Em0019g841a
ortholog_2232 BL10976 Em0003g1842a
ortholog_2233 BL10996 Em0014g692a
ortholog_2234 BL11002 Em0012g383a
ortholog_2235 BL11417 Em0014g387a
ortholog_2236 BL11419 Em0019g2a
ortholog_2237 BL11420 Em0009g601a
ortholog_2238 BL11424 Em0017g567a
ortholog_2239 BL11433 Em0005g1376a
ortholog_2240 BL11434 Em0004g152a
ortholog_2241 BL11449 Em0016g347a
ortholog_2242 BL11455 Em0005g1600a
ortholog_2243 BL11470 Em0005g1667a
ortholog_2244 BL11407 Em0019g240a
ortholog_2245 BL11692 Em0063g10a
ortholog_2246 BL11499 Em0023g740a
ortholog_2247 BL11516 Em0009g609a
ortholog_2248 BL11530 Em0014g691a
ortholog_2249 BL11533 Em0016g420a
ortholog_2250 BL11542 Em0015g1072a
ortholog_2251 BL11543 Em0021g375a
ortholog_2252 BL11548 Em0024g413a
ortholog_2253 BL11553 Em0003g654a
ortholog_2254 BL11555 Em0014g711a
ortholog_2255 BL11579 Em0005g1415a
ortholog_2256 BL11585 Em0021g574a
ortholog_2257 BL11598 Em0010g137a
ortholog_2258 BL11604 Em0013g488a
ortholog_2259 BL11607 Em0024g482a
ortholog_2260 BL11615 Em0015g1022a
ortholog_2261 BL11635 Em0495g4a
ortholog_2262 BL11638 Em0022g589a
ortholog_2263 BL11652 Em0675g4a
ortholog_2264 BL11716 Em0016g264a
ortholog_2265 BL11717 Em0002g80a
ortholog_2266 BL11759 Em0016g544a
ortholog_2267 BL11760 Em0016g1095a
ortholog_2268 BL11764 Em0329g2a
ortholog_2269 BL11768 Em0016g113a
ortholog_2270 BL11772 Em0016g139a
ortholog_2271 BL11784 Em0016g1097a
ortholog_2272 BL11785 Em0329g8a
ortholog_2273 BL11790 Em0011g238a
ortholog_2274 BL11794 Em0022g539a
ortholog_2275 BL11795 Em0882g1a
ortholog_2276 BL11796 Em0022g226a
ortholog_2277 BL11806 Em0022g665a
ortholog_2278 BL11833 Em0005g1184a
ortholog_2279 BL11834 Em0005g1017a
ortholog_2280 BL11838 Em0024g449a
ortholog_2281 BL11843 Em0655g5a
ortholog_2282 BL11845 Em0011g643a
ortholog_2283 BL11846 Em0020g999a
ortholog_2284 BL11860 Em0022g162a
ortholog_2285 BL11862 Em0012g665a
ortholog_2286 BL11893 Em0002g1528a
ortholog_2287 BL11895 Em0017g217a
ortholog_2288 BL11918 Em0001g720a
ortholog_2289 BL11921 Em0058g8a
ortholog_2290 BL11924 Em0001g753a
ortholog_2291 BL11925 Em0009g1084a
ortholog_2292 BL11936 Em0014g12a
ortholog_2293 BL11937 Em0014g490a
ortholog_2294 BL11938 Em0003g1560a
ortholog_2295 BL11940 Em0015g48a
ortholog_2296 BL11948 Em0023g723a
ortholog_2297 BL11955 Em0019g254a
ortholog_2298 BL11971 Em0016g1106a
ortholog_2299 BL11979 Em0016g111a
ortholog_2300 BL11981 Em0016g110a
ortholog_2301 BL11982 Em0016g150a
ortholog_2302 BL11983 Em0016g149a
ortholog_2303 BL11989 Em0018g900a
ortholog_2304 BL11990 Em0005g801a
ortholog_2305 BL11993 Em0016g1099a
ortholog_2306 BL11994 Em0018g984a
ortholog_2307 BL11999 Em0016g1102a
ortholog_2308 BL12000 Em0005g1182a
ortholog_2309 BL12009 Em0009g249a
ortholog_2310 BL15816 Em0023g812a
ortholog_2311 BL15826 Em0018g347a
ortholog_2312 BL15828 Em0023g554a
ortholog_2313 BL15830 Em0021g998a
ortholog_2314 BL15834 Em0009g979a
ortholog_2315 BL15838 Em0009g641a
ortholog_2316 BL15847 Em0018g183a
ortholog_2317 BL15862 Em0007g12a
ortholog_2318 BL15863 Em0023g182a
ortholog_2319 BL15868 Em0009g750a
ortholog_2320 BL15871 Em0023g92a
ortholog_2321 BL15872 Em0023g66a
ortholog_2322 BL15878 Em0013g472a
ortholog_2323 BL15880 Em0015g516a
ortholog_2324 BL15883 Em0023g22a
ortholog_2325 BL15885 Em0022g518a
ortholog_2326 BL15888 Em0018g34a
ortholog_2327 BL15892 Em0023g20a
ortholog_2328 BL15899 Em0005g79a
ortholog_2329 BL15909 Em0013g91a
ortholog_2330 BL15916 Em0016g913a
ortholog_2331 BL15918 Em0009g1020a
ortholog_2332 BL15931 Em0016g494a
ortholog_2333 BL15933 Em0009g1125a
ortholog_2334 BL15934 Em0009g986a
ortholog_2335 BL15935 Em0009g1027a
ortholog_2336 BL15939 Em0009g1124a
ortholog_2337 BL15941 Em0017g362a
ortholog_2338 BL15942 Em0022g937a
ortholog_2339 BL15945 Em0020g574a
ortholog_2340 BL15946 Em0011g415a
ortholog_2341 BL15947 Em0017g214a
ortholog_2342 BL15948 Em0011g106a
ortholog_2343 BL15952 Em0004g1184a
ortholog_2344 BL15959 Em0420g2a
ortholog_2345 BL15960 Em0009g32a
ortholog_2346 BL15961 Em0009g168a
ortholog_2347 BL15963 Em0009g61a
ortholog_2348 BL15964 Em0022g291a
ortholog_2349 BL15966 Em0022g554a
ortholog_2350 BL15971 Em0005g1554a
ortholog_2351 BL15974 Em0186g2a
ortholog_2352 BL12241 Em0438g2a
ortholog_2353 BL12243 Em0020g318a
ortholog_2354 BL12245 Em0004g1577a
ortholog_2355 BL12247 Em0011g157a
ortholog_2356 BL12248 Em0004g1515a
ortholog_2357 BL12250 Em0004g1360a
ortholog_2358 BL12061 Em0008g1021a
ortholog_2359 BL12064 Em0008g1030a
ortholog_2360 BL12075 Em0020g319a
ortholog_2361 BL12086 Em0004g72a
ortholog_2362 BL12087 Em0004g1644a
ortholog_2363 BL12088 Em0004g1040a
ortholog_2364 BL12092 Em0020g955a
ortholog_2365 BL12093 Em0021g894a
ortholog_2366 BL12097 Em0004g956a
ortholog_2367 BL12098 Em0004g795a
ortholog_2368 BL12103 Em0004g94a
ortholog_2369 BL12109 Em0004g26a
ortholog_2370 BL12110 Em0004g349a
ortholog_2371 BL12205 Em0020g1031a
ortholog_2372 BL12231 Em0007g738a
ortholog_2373 BL12232 Em0011g72a
ortholog_2374 BL12236 Em0011g416a
ortholog_2375 BL12237 Em0011g1187a
ortholog_2376 BL12254 Em0017g591a
ortholog_2377 BL12258 Em0014g947a
ortholog_2378 BL12264 Em0003g1476a
ortholog_2379 BL12269 Em0014g282a
ortholog_2380 BL12314 Em0013g218a
ortholog_2381 BL12321 Em0022g887a
ortholog_2382 BL12623 Em0009g1021a
ortholog_2383 BL12330 Em0003g642a
ortholog_2384 BL12331 Em0022g196a
ortholog_2385 BL12332 Em0016g502a
ortholog_2386 BL12339 Em0012g674a
ortholog_2387 BL12344 Em0012g896a
ortholog_2388 BL12359 Em0005g662a
ortholog_2389 BL12365 Em0007g850a
ortholog_2390 BL12371 Em0011g854a
ortholog_2391 BL12372 Em0617g3a
ortholog_2392 BL12404 Em0020g996a
ortholog_2393 BL12411 Em0003g593a
ortholog_2394 BL12414 Em0018g185a
ortholog_2395 BL12420 Em0023g794a
ortholog_2396 BL12423 Em0018g125a
ortholog_2397 BL12427 Em0006g1428a
ortholog_2398 BL12428 Em0018g1084a
ortholog_2399 BL12431 Em0018g1052a
ortholog_2400 BL12432 Em0526g3a
ortholog_2401 BL12442 Em0018g222a
ortholog_2402 BL12443 Em0021g403a
ortholog_2403 BL12444 Em0008g455a
ortholog_2404 BL12463 Em0018g616a
ortholog_2405 BL12464 Em0018g90a
ortholog_2406 BL12465 Em0018g661a
ortholog_2407 BL12467 Em0018g515a
ortholog_2408 BL12469 Em0018g136a
ortholog_2409 BL12470 Em0007g586a
ortholog_2410 BL12472 Em0018g40a
ortholog_2411 BL12475 Em0014g227a
ortholog_2412 BL12481 Em0015g478a
ortholog_2413 BL12482 Em0018g724a
ortholog_2414 BL12486 Em0018g1050a
ortholog_2415 BL12551 Em0005g1373a
ortholog_2416 BL12556 Em0011g871a
ortholog_2417 BL12492 Em0011g295a
ortholog_2418 BL12495 Em0008g1260a
ortholog_2419 BL12506 Em0011g816a
ortholog_2420 BL12507 Em0011g815a
ortholog_2421 BL12509 Em0016g138a
ortholog_2422 BL12544 Em0011g1161a
ortholog_2423 BL12577 Em0016g194a
ortholog_2424 BL12580 Em0005g73a
ortholog_2425 BL12581 Em0014g152a
ortholog_2426 BL12641 Em0012g451a
ortholog_2427 BL12643 Em0004g91a
ortholog_2428 BL12644 Em0004g83a
ortholog_2429 BL12645 Em0004g97a
ortholog_2430 BL12646 Em0004g95a
ortholog_2431 BL12648 Em0004g141a
ortholog_2432 BL12649 Em0004g1460a
ortholog_2433 BL12650 Em0004g139a
ortholog_2434 BL12663 Em0002g962a
ortholog_2435 BL12703 Em0004g357a
ortholog_2436 BL12712 Em0013g487a
ortholog_2437 BL12713 Em0019g703a
ortholog_2438 BL12715 Em0004g11a
ortholog_2439 BL12718 Em0004g377a
ortholog_2440 BL12719 Em0021g959a
ortholog_2441 BL12722 Em0004g30a
ortholog_2442 BL12725 Em0004g203a
ortholog_2443 BL12732 Em0009g972a
ortholog_2444 BL12739 Em0004g25a
ortholog_2445 BL12740 Em0004g29a
ortholog_2446 BL12742 Em0002g1581a
ortholog_2447 BL12748 Em0004g243a
ortholog_2448 BL12756 Em0004g354a
ortholog_2449 BL12768 Em0001g3643a
ortholog_2450 BL12769 Em0005g740a
ortholog_2451 BL12772 Em0017g563a
ortholog_2452 BL12775 Em0151g5a
ortholog_2453 BL12989 Em0019g919a
ortholog_2454 BL12990 Em0019g1177a
ortholog_2455 BL12994 Em0005g1100a
ortholog_2456 BL12995 Em0022g562a
ortholog_2457 BL13007 Em0019g1007a
ortholog_2458 BL13019 Em0019g1045a
ortholog_2459 BL13021 g32996.t1
ortholog_2460 BL13022 Em0021g924a
ortholog_2461 BL13031 Em0014g690a
ortholog_2462 BL13032 Em0014g682a
ortholog_2463 BL13033 Em0001g3609a
ortholog_2464 BL13037 Em0016g926a
ortholog_2465 BL13068 Em0005g1448a
ortholog_2466 BL13081 Em0015g760a
ortholog_2467 BL13084 Em0016g438a
ortholog_2468 BL13091 Em0016g163a
ortholog_2469 BL13093 Em0003g1868a
ortholog_2470 BL13095 Em0016g65a
ortholog_2471 BL13104 Em0010g981a
ortholog_2472 BL13105 Em0011g158a
ortholog_2473 BL13119 Em0022g401a
ortholog_2474 BL13143 Em0009g1163a
ortholog_2475 BL13162 Em0016g1105a
ortholog_2476 BL13173 Em0012g35a
ortholog_2477 BL13177 Em0016g105a
ortholog_2478 BL13178 Em0023g526a
ortholog_2479 BL13194 Em0016g58a
ortholog_2480 BL13204 Em0016g49a
ortholog_2481 BL12796 Em0009g1199a
ortholog_2482 BL12797 Em0018g512a
ortholog_2483 BL12798 Em0020g842a
ortholog_2484 BL12800 Em0023g702a
ortholog_2485 BL12802 Em0020g987a
ortholog_2486 BL12803 Em0020g197a
ortholog_2487 BL12815 Em0020g729a
ortholog_2488 BL12817 Em0016g524a
ortholog_2489 BL12819 Em0004g724a
ortholog_2490 BL12821 Em0020g78a
ortholog_2491 BL12823 Em0004g1701a
ortholog_2492 BL12826 Em0020g312a
ortholog_2493 BL12827 Em0003g1874a
ortholog_2494 BL12830 Em0021g233a
ortholog_2495 BL12833 Em0016g549a
ortholog_2496 BL12834 Em0017g493a
ortholog_2497 BL12835 g32971.t1
ortholog_2498 BL12838 Em0020g313a
ortholog_2499 BL12844 Em0020g1103a
ortholog_2500 BL12847 Em0021g97a
ortholog_2501 BL12849 Em0020g1085a
ortholog_2502 BL12850 Em0020g816a
ortholog_2503 BL12851 Em0020g993a
ortholog_2504 BL12852 Em0020g189a
ortholog_2505 BL12857 Em0001g906a
ortholog_2506 BL12867 Em0018g564a
ortholog_2507 BL12868 Em0011g807a
ortholog_2508 BL12870 Em0016g1013a
ortholog_2509 BL12879 Em0018g1014a
ortholog_2510 BL12881 Em0015g1010a
ortholog_2511 BL12883 Em0018g70a
ortholog_2512 BL12884 Em0018g69a
ortholog_2513 BL12885 Em0018g67a
ortholog_2514 BL12888 Em0018g834a
ortholog_2515 BL12889 Em0018g1055a
ortholog_2516 BL12915 Em0018g242a
ortholog_2517 BL12926 Em0018g42a
ortholog_2518 BL12974 Em0012g1063a
ortholog_2519 BL12982 Em0022g871a
ortholog_2520 BL13413 Em0018g82a
ortholog_2521 BL13220 Em0726g1a
ortholog_2522 BL13251 Em0012g997a
ortholog_2523 BL13255 Em0004g162a
ortholog_2524 BL13256 Em0004g164a
ortholog_2525 BL13279 Em0010g173a
ortholog_2526 BL13284 Em0010g156a
ortholog_2527 BL13285 Em0023g19a
ortholog_2528 BL13294 Em0018g146a
ortholog_2529 BL13309 Em0023g120a
ortholog_2530 BL13312 Em0011g536a
ortholog_2531 BL13313 Em0015g361a
ortholog_2532 BL13371 Em0015g1009a
ortholog_2533 BL13372 Em0015g1008a
ortholog_2534 BL13381 Em0015g27a
ortholog_2535 BL13383 Em0005g1437a
ortholog_2536 BL13384 Em0015g230a
ortholog_2537 BL13387 Em0020g700a
ortholog_2538 BL13388 Em0015g291a
ortholog_2539 BL13395 Em0015g289a
ortholog_2540 BL13402 Em0017g517a
ortholog_2541 BL13404 Em0015g1126a
ortholog_2542 BL13722 Em0194g1a
ortholog_2543 BL13756 Em0020g642a
ortholog_2544 BL13766 Em0012g322a
ortholog_2545 BL13767 Em0003g1873a
ortholog_2546 BL13771 Em0012g775a
ortholog_2547 BL13787 Em0011g1177a
ortholog_2548 BL13800 Em0013g703a
ortholog_2549 BL13822 Em0054g5a
ortholog_2550 BL13823 Em0012g1046a
ortholog_2551 BL13824 Em1139g1a
ortholog_2552 BL13830 Em0012g776a
ortholog_2553 BL13831 Em0015g150a
ortholog_2554 BL13837 Em0021g53a
ortholog_2555 BL13843 Em0021g679a
ortholog_2556 BL13860 Em0020g317a
ortholog_2557 BL13861 Em0016g81a
ortholog_2558 BL13876 Em0007g1433a
ortholog_2559 BL13877 Em0004g102a
ortholog_2560 BL13878 Em0021g972a
ortholog_2561 BL13882 Em0023g656a
ortholog_2562 BL13884 Em0023g324a
ortholog_2563 BL13885 Em0021g39a
ortholog_2564 BL13888 Em0021g137a
ortholog_2565 BL13890 Em0016g353a
ortholog_2566 BL13897 Em0004g794a
ortholog_2567 BL13900 Em0021g867a
ortholog_2568 BL13907 Em0009g1156a
ortholog_2569 BL13912 Em0021g613a
ortholog_2570 BL13913 Em0015g570a
ortholog_2571 BL13915 Em0004g1350a
ortholog_2572 BL13919 Em0019g995a
ortholog_2573 BL13929 Em0007g1006a
ortholog_2574 BL13930 Em0007g1004a
ortholog_2575 BL13934 Em0024g414a
ortholog_2576 BL13935 Em0021g631a
ortholog_2577 BL13939 Em0020g704a
ortholog_2578 BL13942 Em0003g1570a
ortholog_2579 BL13945 Em0021g79a
ortholog_2580 BL13955 Em0538g2a
ortholog_2581 BL13956 Em0021g542a
ortholog_2582 BL13959 Em0021g543a
ortholog_2583 BL13961 Em0109g9a
ortholog_2584 BL13969 Em0021g870a
ortholog_2585 BL13970 Em0003g290a
ortholog_2586 BL13980 Em0003g1191a
ortholog_2587 BL13981 Em0021g869a
ortholog_2588 BL13982 Em0021g858a
ortholog_2589 BL13983 Em0021g868a
ortholog_2590 BL13986 Em0021g544a
ortholog_2591 BL13415 Em0016g945a
ortholog_2592 BL13418 Em0001g911a
ortholog_2593 BL13419 Em0016g45a
ortholog_2594 BL13440 Em0016g534a
ortholog_2595 BL13445 Em1067g1a
ortholog_2596 BL13446 Em0023g381a
ortholog_2597 BL13449 Em0023g703a
ortholog_2598 BL13451 Em0023g498a
ortholog_2599 BL13452 Em0023g704a
ortholog_2600 BL13453 Em0023g356a
ortholog_2601 BL13456 Em0023g383a
ortholog_2602 BL13457 Em0006g943a
ortholog_2603 BL13460 Em0023g543a
ortholog_2604 BL13463 Em0023g540a
ortholog_2605 BL13467 Em0023g471a
ortholog_2606 BL13486 Em0023g468a
ortholog_2607 BL13488 Em0023g474a
ortholog_2608 BL13491 Em0023g472a
ortholog_2609 BL13499 Em0055g9a
ortholog_2610 BL13503 Em0019g193a
ortholog_2611 BL13508 Em0023g752a
ortholog_2612 BL13514 Em0005g75a
ortholog_2613 BL13515 Em0023g322a
ortholog_2614 BL13517 Em0023g762a
ortholog_2615 BL13520 Em0023g553a
ortholog_2616 BL13523 Em0023g467a
ortholog_2617 BL13526 Em0023g510a
ortholog_2618 BL13527 Em0001g832a
ortholog_2619 BL13528 Em0023g437a
ortholog_2620 BL13530 Em0016g1091a
ortholog_2621 BL13537 Em0023g706a
ortholog_2622 BL13545 Em0008g752a
ortholog_2623 BL13555 Em0023g658a
ortholog_2624 BL13563 Em0019g827a
ortholog_2625 BL13567 Em0023g520a
ortholog_2626 BL13568 Em0023g596a
ortholog_2627 BL13573 Em0023g451a
ortholog_2628 BL13574 Em0015g75a
ortholog_2629 BL13577 Em0023g464a
ortholog_2630 BL13578 Em0012g388a
ortholog_2631 BL13581 Em0018g153a
ortholog_2632 BL13582 Em0001g532a
ortholog_2633 BL13587 Em0765g3a
ortholog_2634 BL13588 Em0023g505a
ortholog_2635 BL13589 Em0023g763a
ortholog_2636 BL13593 Em0023g507a
ortholog_2637 BL13594 Em0023g103a
ortholog_2638 BL13595 Em0009g1299a
ortholog_2639 BL13606 Em0001g3392a
ortholog_2640 BL13616 Em0017g141a
ortholog_2641 BL13617 Em0023g294a
ortholog_2642 BL13618 Em0023g606a
ortholog_2643 BL13619 Em0023g934a
ortholog_2644 BL13624 Em0429g8a
ortholog_2645 BL13634 Em0009g1190a
ortholog_2646 BL13636 Em0023g712a
ortholog_2647 BL13669 Em0001g136a
ortholog_2648 BL13672 Em0023g481a
ortholog_2649 BL13673 Em0001g124a
ortholog_2650 BL13699 Em0011g109a
ortholog_2651 BL13705 Em0001g1084a
ortholog_2652 BL13712 Em0003g1471a
ortholog_2653 BL13995 Em0008g1018a
ortholog_2654 BL13999 Em0008g1109a
ortholog_2655 BL14004 Em0011g360a
ortholog_2656 BL14010 Em0015g204a
ortholog_2657 BL14013 Em0008g1173a
ortholog_2658 BL14014 Em0001g928a
ortholog_2659 BL14017 Em0008g142a
ortholog_2660 BL14018 Em0020g839a
ortholog_2661 BL14030 Em0008g373a
ortholog_2662 BL14033 Em0011g79a
ortholog_2663 BL14043 Em0008g1040a
ortholog_2664 BL14045 Em0008g1185a
ortholog_2665 BL14057 Em0008g1237a
ortholog_2666 BL14060 Em0008g1082a
ortholog_2667 BL14076 Em0005g40a
ortholog_2668 BL14087 Em0014g766a
ortholog_2669 BL14089 Em0008g1071a
ortholog_2670 BL14091 Em0008g1007a
ortholog_2671 BL14092 Em0008g969a
ortholog_2672 BL14114 Em0008g624a
ortholog_2673 BL14135 Em0023g12a
ortholog_2674 BL14185 Em0028g33a
ortholog_2675 BL14186 Em0017g122a
ortholog_2676 BL14188 Em0014g686a
ortholog_2677 BL14189 Em0014g768a
ortholog_2678 BL14191 Em0020g682a
ortholog_2679 BL14196 Em0028g25a
ortholog_2680 BL14197 Em0003g710a
