ortholog_1 g164 BL24932_evm1
ortholog_7150 g160701 BL01606_evm0
ortholog_7151 g160704 BL21110_evm0
ortholog_7152 g160709 BL08699_cuf1
ortholog_7153 g160738 BL03073_cuf8
ortholog_7154 g160740 BL15125_cuf5
ortholog_7155 g160753 BL16018_cuf3
ortholog_7156 g160760 BL19610_evm0
ortholog_7157 g160763 BL15653_evm1
ortholog_7158 g160770 BL01105_evm0
ortholog_7159 g160773 BL23276_cuf3
ortholog_7160 g160804 BL18599_evm0
ortholog_7161 g160809 BL28220_evm0
ortholog_7162 g160818 BL18604_cuf2
ortholog_7163 g160829 BL28709_evm0
ortholog_7164 g160837 BL02825_evm0
ortholog_7165 g160849 BL21460_cuf0
ortholog_7166 g160852 BL01805_evm7
ortholog_7167 g160863 BL97413_cuf1
ortholog_7168 g160889 BL20994_evm0
ortholog_7169 g160892 BL02830_cuf11
ortholog_7170 g160919 BL04482_cuf0
ortholog_7171 g160938 BL13202_evm0
ortholog_7172 g160963 BL24175_evm3
ortholog_7173 g160981 BL04782_cuf2
ortholog_7174 g160991 BL10203_cuf3
ortholog_7175 g161023 BL21414_evm0
ortholog_7176 g161028 BL13892_cuf7
ortholog_7177 g161029 BL08058_evm2
ortholog_7178 g161060 BL62023_cuf0
ortholog_7179 g161067 BL01327_cuf7
ortholog_7180 g161073 BL30305_evm3
ortholog_7181 g161077 BL01285_cuf4
ortholog_7182 g161080 BL01284_evm1
ortholog_7183 g161092 BL17004_evm0
ortholog_7184 g161099 BL04698_evm0
ortholog_7185 g161117 BL18035_evm2
ortholog_7186 g161179 BL12230_cuf4
ortholog_7187 g161212 BL95417_evm0
ortholog_7188 g161250 BL00876_evm0
ortholog_7189 g161253 BL96792_cuf14
ortholog_7190 g161255 BL95648_evm2
ortholog_7191 g161258 BL13858_evm4
ortholog_7192 g161272 BL11425_cuf0
ortholog_7193 g161276 BL16623_cuf3
ortholog_7194 g161284 BL23251_evm1
ortholog_7195 g161289 BL01753_evm9
ortholog_7196 g161299 BL82149_cuf4
ortholog_7197 g161300 BL72735_cuf6
ortholog_7198 g161305 BL09964_cuf3
ortholog_7199 g161309 BL25188_evm0
ortholog_7200 g161318 BL96146_evm1
ortholog_7201 g161322 BL06663_evm0
ortholog_7202 g161327 BL09933_cuf4
ortholog_7203 g161334 BL03087_cuf0
ortholog_7204 g161340 BL09586_evm19
ortholog_7205 g161345 BL17331_evm2
ortholog_7206 g161347 BL09120_evm0
ortholog_7207 g161377 BL95988_evm0
ortholog_7208 g161382 BL03191_evm8
ortholog_7209 g161383 BL24909_cuf0
ortholog_7210 g161391 BL18605_evm0
ortholog_7211 g161397 BL06986_evm0
ortholog_7212 g161399 BL15821_cuf1
ortholog_7213 g161401 BL01326_evm1
ortholog_7214 g161424 BL14079_evm0
ortholog_7215 g161435 BL11429_cuf2
ortholog_7216 g161438 BL81175_cuf2
ortholog_7217 g161449 BL00731_evm0
ortholog_7218 g161469 BL96011_evm0
ortholog_7219 g161474 BL02920_evm4
ortholog_7220 g161492 BL20037_evm0
ortholog_7221 g161508 BL05083_cuf0
ortholog_7222 g161519 BL80605_cuf0
ortholog_7223 g161547 BL28087_evm0
ortholog_7224 g161550 BL01080_cuf1
ortholog_7225 g161569 BL21928_evm3
ortholog_7226 g161589 BL05764_cuf3
ortholog_7227 g161594 BL05985_cuf2
ortholog_7228 g161607 BL23096_evm2
ortholog_7229 g161626 BL10979_evm0
ortholog_7230 g161633 BL07431_evm0
ortholog_7231 g161711 BL03873_evm0
ortholog_7232 g161715 BL13249_evm0
ortholog_7233 g161721 BL76632_cuf3
ortholog_7234 g161725 BL46522_cuf8
ortholog_7235 g161775 BL31977_evm0
ortholog_7236 g161782 BL13824_evm0
ortholog_7237 g161812 BL18000_cuf8
ortholog_7238 g161815 BL16960_evm0
ortholog_7239 g161822 BL31458_evm0
ortholog_7240 g161830 BL00890_evm0
ortholog_7241 g161835 BL09943_evm0
ortholog_7242 g161850 BL15343_evm2
ortholog_7243 g161854 BL24262_evm1
ortholog_7244 g161860 BL12107_evm0
ortholog_7245 g161862 BL05975_evm0
ortholog_7246 g161863 BL11965_evm0
ortholog_7247 g161864 BL06682_evm0
ortholog_7248 g161879 BL10119_evm3
ortholog_7249 g161904 BL03463_evm2
ortholog_7250 g161914 BL08745_cuf4
ortholog_7251 g161917 BL15671_cuf8
ortholog_7252 g161974 BL15673_evm1
ortholog_7253 g161981 BL10194_evm0
ortholog_7254 g161986 BL07413_cuf9
ortholog_7255 g161988 BL00290_evm0
ortholog_7256 g161996 BL01784_evm0
ortholog_7257 g162002 BL04658_evm1
ortholog_7258 g162004 BL35583_cuf0
ortholog_7259 g162024 BL02235_cuf13
ortholog_7260 g162025 BL37192_cuf0
ortholog_7261 g162027 BL15678_evm0
ortholog_7262 g162059 BL96145_evm0
ortholog_7263 g162061 BL12151_evm0
ortholog_7264 g162066 BL08912_cuf2
ortholog_7265 g162067 BL12162_cuf5
ortholog_7266 g162068 BL12163_evm0
ortholog_7267 g162081 BL05955_evm5
ortholog_7268 g162092 BL09986_evm0
ortholog_7269 g162109 BL20019_cuf4
ortholog_7270 g162113 BL21684_cuf5
ortholog_7271 g162128 BL16622_cuf2
ortholog_7272 g162157 BL09511_evm0
ortholog_7273 g162172 BL10882_evm0
ortholog_7274 g162188 BL06322_evm1
ortholog_7275 g162190 BL95887_evm2
ortholog_7276 g162212 BL14088_evm0
ortholog_7277 g162228 BL96209_cuf9
ortholog_7278 g162231 BL05991_evm0
ortholog_7279 g162239 BL20484_evm0
ortholog_7280 g162332 BL07943_evm0
ortholog_7281 g162342 BL19577_evm1
ortholog_7282 g162358 BL12975_evm9
ortholog_7283 g162363 BL19807_evm0
ortholog_7284 g162373 BL30989_evm0
ortholog_7285 g162380 BL08096_evm3
ortholog_7286 g162387 BL04323_evm1
ortholog_7287 g162389 BL08120_evm0
ortholog_7288 g162402 BL06266_cuf9
ortholog_7289 g162405 BL09395_evm10
ortholog_7290 g162413 BL21497_evm0
ortholog_7291 g162419 BL14864_evm18
ortholog_7292 g162422 BL11123_evm0
ortholog_7293 g162430 BL17614_evm1
ortholog_7294 g162436 BL07935_evm0
ortholog_7295 g162446 BL17084_evm8
ortholog_7296 g162475 BL02214_evm0
ortholog_7297 g162484 BL03259_cuf3
ortholog_7298 g162487 BL96103_evm0
ortholog_7299 g162509 BL97285_cuf3
ortholog_7300 g162603 BL17619_evm1
ortholog_7301 g162608 BL19421_cuf0
ortholog_7302 g162613 BL20956_evm0
ortholog_7303 g162716 BL10942_cuf1
ortholog_7304 g162731 BL22081_evm0
ortholog_7305 g162816 BL08408_cuf9
ortholog_7306 g162917 BL23040_evm0
ortholog_7307 g162951 BL29477_evm7
ortholog_7308 g162955 BL24949_cuf2
ortholog_7309 g162987 BL17683_cuf1
ortholog_7310 g163014 BL80353_cuf1
ortholog_7311 g163114 BL03139_cuf3
ortholog_7312 g163159 BL04411_evm8
ortholog_7313 g163169 BL08887_evm0
ortholog_7314 g163170 BL04498_evm0
ortholog_7315 g163183 BL11577_evm8
ortholog_7316 g163186 BL15896_cuf0
ortholog_7317 g163195 BL10803_evm2
ortholog_7318 g163212 BL03558_cuf19
ortholog_7319 g163245 BL21000_cuf4
ortholog_7320 g163250 BL95480_evm1
ortholog_7321 g163251 BL04493_evm0
ortholog_7322 g163269 BL01086_cuf6
ortholog_7323 g163293 BL11542_evm10
ortholog_7324 g163302 BL29461_evm0
ortholog_7325 g163311 BL23304_cuf4
ortholog_7326 g163331 BL07329_evm0
ortholog_7327 g163341 BL13196_cuf6
ortholog_7328 g163342 BL12832_cuf3
ortholog_7329 g163348 BL24867_evm4
ortholog_7330 g163428 BL20062_cuf1
ortholog_7331 g163429 BL10090_evm0
ortholog_7332 g163464 BL16614_evm0
ortholog_7333 g163486 BL31407_evm0
ortholog_7334 g163500 BL16015_cuf29
ortholog_7335 g163534 BL12803_evm6
ortholog_7336 g163536 BL13884_evm1
ortholog_7337 g163543 BL06629_cuf0
ortholog_7338 g163547 BL17517_evm11
ortholog_7339 g163553 BL04827_evm0
ortholog_7340 g163555 BL11035_cuf11
ortholog_7341 g163569 BL01085_evm0
ortholog_7342 g163571 BL02109_cuf6
ortholog_7343 g163576 BL24495_evm0
ortholog_7344 g163578 BL12232_cuf2
ortholog_7345 g163579 BL15342_evm3
ortholog_7346 g163594 BL24550_cuf9
ortholog_7347 g163601 BL03654_cuf1
ortholog_7348 g163606 BL24800_evm0
ortholog_7349 g163613 BL18678_evm0
ortholog_7350 g163621 BL24471_evm0
ortholog_7351 g163639 BL19922_evm2
ortholog_7352 g163646 BL18596_evm2
ortholog_7353 g163685 BL12432_evm0
ortholog_7354 g163687 BL03146_evm9
ortholog_7355 g163688 BL03141_cuf1
ortholog_7356 g163703 BL24555_cuf13
ortholog_7357 g163709 BL69867_cuf4
ortholog_7358 g163739 BL13885_evm1
ortholog_7359 g163785 BL15818_cuf10
ortholog_7360 g163794 BL07822_evm0
ortholog_7361 g163801 BL23708_evm9
ortholog_7362 g163817 BL21293_evm0
ortholog_7363 g163820 BL11065_evm8
ortholog_7364 g163821 BL07355_cuf5
ortholog_7365 g163828 BL02832_cuf3
ortholog_7366 g163830 BL21386_cuf0
ortholog_7367 g163837 BL20237_evm7
ortholog_7368 g163845 BL77416_cuf0
ortholog_7369 g163853 BL23867_evm0
ortholog_7370 g163872 BL03605_evm0
ortholog_7371 g163877 BL20060_cuf1
ortholog_7372 g163898 BL20778_evm0
ortholog_7373 g163901 BL10125_cuf1
ortholog_7374 g163905 BL23107_cuf2
ortholog_7375 g163909 BL01309_evm0
ortholog_7376 g163917 BL17525_cuf6
ortholog_7377 g163920 BL03281_cuf0
ortholog_7378 g163999 BL09382_evm1
ortholog_7379 g164001 BL04191_evm0
ortholog_7380 g164008 BL01604_evm27
ortholog_7381 g164011 BL01605_evm9
ortholog_7382 g164022 BL95311_evm0
ortholog_7383 g164023 BL01788_evm0
ortholog_7384 g164040 BL13496_evm0
ortholog_7385 g164052 BL14087_cuf11
ortholog_7386 g164063 BL08768_cuf0
ortholog_7387 g164068 BL05153_cuf11
ortholog_7388 g164082 BL21761_evm0
ortholog_7389 g164084 BL14570_evm3
ortholog_7390 g164097 BL20055_cuf1
ortholog_7391 g164112 BL20058_cuf0
ortholog_7392 g164117 BL16428_cuf0
ortholog_7393 g164138 BL01664_evm0
ortholog_7394 g164178 BL30428_evm0
ortholog_7395 g164186 BL22122_cuf7
ortholog_7396 g164244 BL02209_cuf17
ortholog_7397 g164435 BL24239_evm0
ortholog_7398 g164605 BL02161_evm4
ortholog_7399 g164642 BL04428_evm0
ortholog_7400 g164666 BL19925_cuf2
ortholog_7401 g164778 BL96288_cuf0
ortholog_7402 g164781 BL28192_evm0
ortholog_7403 g164790 BL95059_evm2
ortholog_7404 g164933 BL20774_cuf14
ortholog_7405 g164958 BL10209_evm0
ortholog_7406 g165023 BL21415_cuf1
ortholog_7407 g165118 BL07173_evm2
ortholog_7408 g165197 BL06262_cuf7
ortholog_7409 g165205 BL17753_evm0
ortholog_7410 g165289 BL02056_evm0
ortholog_7411 g165391 BL07488_cuf1
ortholog_7412 g165421 BL00149_evm7
ortholog_7413 g165475 BL04730_cuf7
ortholog_7414 g165524 BL09427_cuf2
ortholog_7415 g165528 BL00202_evm0
ortholog_7416 g165638 BL02205_evm0
ortholog_7417 g165655 BL01358_cuf0
ortholog_7418 g165712 BL96797_cuf19
ortholog_7419 g165715 BL96795_cuf13
ortholog_7420 g165724 BL10279_evm7
ortholog_7421 g165725 BL10589_cuf1
ortholog_7422 g165727 BL00574_evm3
ortholog_7423 g165733 BL00200_evm2
ortholog_7424 g165841 BL23547_evm0
ortholog_7425 g165876 BL13895_cuf8
ortholog_7426 g165911 BL21551_cuf4
ortholog_7427 g165952 BL02171_cuf9
ortholog_7428 g166012 BL22104_evm0
ortholog_7429 g166014 BL10161_evm0
ortholog_7430 g166072 BL95908_evm0
ortholog_7431 g166076 BL15368_evm1
ortholog_7432 g166087 BL00408_evm1
ortholog_7433 g166176 BL17439_evm0
ortholog_7434 g166189 BL01569_cuf0
ortholog_7435 g166208 BL24751_evm0
ortholog_7436 g166226 BL96355_cuf5
ortholog_7437 g166228 BL06468_evm0
ortholog_7438 g166245 BL95398_evm0
ortholog_7439 g166260 BL23586_evm1
ortholog_7440 g166270 BL20065_evm2
ortholog_7441 g166285 BL06843_evm0
ortholog_7442 g166303 BL07895_cuf3
ortholog_7443 g166315 BL42966_cuf0
ortholog_7444 g166366 BL06214_cuf10
ortholog_7445 g166381 BL97256_cuf0
ortholog_7446 g166431 BL02738_evm0
ortholog_7447 g166436 BL02122_cuf0
ortholog_7448 g166463 BL09312_evm2
ortholog_7449 g166488 BL06572_cuf5
ortholog_7450 g166604 BL34271_cuf0
ortholog_7451 g166607 BL29583_evm0
ortholog_7452 g166723 BL02230_cuf13
ortholog_7453 g166725 BL19336_evm29
ortholog_7454 g166728 BL20492_cuf4
ortholog_7455 g166841 BL95526_evm0
ortholog_7456 g166892 BL08783_evm0
ortholog_7457 g166979 BL01683_cuf1
ortholog_7458 g167025 BL26726_evm0
ortholog_7459 g167028 BL28234_evm0
ortholog_7460 g167115 BL63560_cuf0
ortholog_7461 g167177 BL14925_evm0
ortholog_7462 g167183 BL76831_cuf0
ortholog_7463 g167186 BL00145_cuf11
ortholog_7464 g167196 BL15902_evm0
ortholog_7465 g167204 BL17115_cuf3
ortholog_7466 g167215 BL21970_evm0
ortholog_7467 g167219 BL11803_evm1
ortholog_7468 g167224 BL21223_cuf0
ortholog_7469 g167233 BL96231_cuf3
ortholog_7470 g167235 BL96230_cuf2
ortholog_7471 g167242 BL07798_cuf1
ortholog_7472 g167244 BL24689_cuf3
ortholog_7473 g167319 BL01205_evm0
ortholog_7474 g167322 BL14930_cuf2
ortholog_7475 g167368 BL82636_cuf0
ortholog_7476 g167500 BL02227_evm8
ortholog_7477 g167501 BL44646_cuf0
ortholog_7478 g167526 BL12129_evm10
ortholog_7479 g167544 BL14062_cuf14
ortholog_7480 g167549 BL06574_cuf5
ortholog_7481 g167554 BL23573_evm0
ortholog_7482 g167607 BL00148_evm4
ortholog_7483 g167622 BL09979_evm0
ortholog_7484 g167623 BL06207_cuf3
ortholog_7485 g167624 BL97482_cuf2
ortholog_7486 g167625 BL97483_cuf3
ortholog_7487 g167684 BL00199_evm0
ortholog_7488 g167687 BL07222_cuf2
ortholog_7489 g167718 BL06515_evm0
ortholog_7490 g167732 BL18906_cuf2
ortholog_7491 g167736 BL09094_cuf6
ortholog_7492 g167814 BL04240_cuf1
ortholog_7493 g167841 BL26071_evm0
ortholog_7494 g167844 BL10050_cuf3
ortholog_7495 g167851 BL13894_evm11
ortholog_7496 g167870 BL21036_evm0
ortholog_7497 g167877 BL00468_cuf3
ortholog_7498 g167892 BL07968_cuf4
ortholog_7499 g167904 BL04732_cuf2
ortholog_7500 g167906 BL16156_cuf1
ortholog_7501 g167965 BL09617_evm0
ortholog_7502 g168019 BL10863_cuf15
ortholog_7503 g168065 BL06898_evm0
ortholog_7504 g168093 BL15361_evm2
ortholog_7505 g168188 BL15296_evm0
ortholog_7506 g168192 BL02972_cuf3
ortholog_7507 g168196 BL24961_evm8
ortholog_7508 g168218 BL67708_cuf3
ortholog_7509 g168219 BL16837_evm0
ortholog_7510 g168257 BL18089_cuf0
ortholog_7511 g168308 BL11808_cuf0
ortholog_7512 g168313 BL23572_cuf2
ortholog_7513 g168316 BL03126_cuf27
ortholog_7514 g168327 BL02328_cuf4
ortholog_7515 g168455 BL95008_evm1
ortholog_7516 g168468 BL15177_cuf7
ortholog_7517 g168625 BL15920_cuf3
ortholog_7518 g168769 BL46582_cuf0
ortholog_7519 g168817 BL11523_evm0
ortholog_7520 g168825 BL15862_evm3
ortholog_7521 g168839 BL18346_cuf0
ortholog_7522 g168857 BL29981_evm0
ortholog_7523 g168862 BL95911_evm1
ortholog_7524 g168881 BL09622_cuf3
ortholog_7525 g168898 BL17159_cuf9
ortholog_7526 g168920 BL06025_cuf13
ortholog_7527 g168966 BL18330_cuf7
ortholog_7528 g168968 BL23412_cuf15
ortholog_7529 g169007 BL65289_cuf3
ortholog_7530 g169008 BL32049_evm0
ortholog_7531 g169016 BL77215_cuf5
ortholog_7532 g169041 BL04999_evm0
ortholog_7533 g169079 BL19185_evm1
ortholog_7534 g169105 BL20489_cuf15
ortholog_7535 g169130 BL11235_cuf7
ortholog_7536 g169132 BL97213_cuf3
ortholog_7537 g169166 BL00406_cuf5
ortholog_7538 g169196 BL25080_evm0
ortholog_7539 g169283 BL30888_evm0
ortholog_7540 g169289 BL05136_evm3
ortholog_7541 g169299 BL17990_evm4
ortholog_7542 g169305 BL00466_evm0
ortholog_7543 g169310 BL04731_evm0
ortholog_7544 g169314 BL14894_cuf5
ortholog_7545 g169338 BL19332_evm16
ortholog_7546 g169344 BL09621_evm12
ortholog_7547 g169347 BL02842_evm0
ortholog_7548 g169349 BL18905_cuf6
ortholog_7549 g169381 BL06573_cuf20
ortholog_7550 g169385 BL21037_evm0
ortholog_7551 g169417 BL12696_cuf1
ortholog_7552 g169422 BL03415_cuf0
ortholog_7553 g169423 BL00582_cuf1
ortholog_7554 g169446 BL13106_cuf18
ortholog_7555 g169474 BL03409_evm0
ortholog_7556 g169479 BL06641_evm0
ortholog_7557 g169483 BL16813_evm0
ortholog_7558 g169485 BL23570_cuf0
ortholog_7559 g169516 BL11681_cuf2
ortholog_7560 g169532 BL09687_evm2
ortholog_7561 g169536 BL09976_cuf11
ortholog_7562 g169541 BL03545_cuf2
ortholog_7563 g169550 BL09694_evm0
ortholog_7564 g169597 BL10275_cuf0
ortholog_7565 g169623 BL18332_cuf1
ortholog_7566 g169627 BL01812_cuf1
ortholog_7567 g169632 BL20279_evm0
ortholog_7568 g169639 BL05315_evm19
ortholog_7569 g169736 BL13666_evm0
ortholog_7570 g169768 BL19502_cuf1
ortholog_7571 g169770 BL26086_evm0
ortholog_7572 g169792 BL19859_cuf4
ortholog_7573 g169799 BL29767_evm0
ortholog_7574 g169816 BL95205_evm0
ortholog_7575 g169853 BL19534_cuf11
ortholog_7576 g169854 BL18419_evm0
ortholog_7577 g169870 BL06607_evm4
ortholog_7578 g169876 BL09601_evm0
ortholog_7579 g169884 BL05602_evm0
ortholog_7580 g169886 BL15346_evm2
ortholog_7581 g169898 BL28576_evm0
ortholog_7582 g169902 BL66049_cuf0
ortholog_7583 g169998 BL15569_evm0
ortholog_7584 g170023 BL23740_cuf3
ortholog_7585 g170024 BL12707_evm1
ortholog_7586 g170028 BL61268_cuf2
ortholog_7587 g170031 BL05605_cuf11
ortholog_7588 g170084 BL01026_cuf4
ortholog_7589 g170101 BL17111_evm0
ortholog_7590 g170138 BL04987_evm0
ortholog_7591 g170145 BL02697_cuf1
ortholog_7592 g170173 BL79657_cuf0
ortholog_7593 g170192 BL05215_evm0
ortholog_7594 g170198 BL05902_cuf3
ortholog_7595 g170211 BL95505_evm1
ortholog_7596 g170229 BL21967_cuf13
ortholog_7597 g170230 BL22881_evm0
ortholog_7598 g170242 BL24261_evm0
ortholog_7599 g170278 BL30979_evm1
ortholog_7600 g170296 BL26389_evm0
ortholog_7601 g170305 BL02974_cuf4
ortholog_7602 g170313 BL00963_evm0
ortholog_7603 g170332 BL04649_evm0
ortholog_7604 g170337 BL05804_cuf8
ortholog_7605 g170342 BL05002_evm0
ortholog_7606 g170416 BL00411_evm1
ortholog_7607 g170445 BL24380_evm1
ortholog_7608 g170495 BL19567_evm4
ortholog_7609 g170541 BL10354_evm0
ortholog_7610 g170547 BL15269_cuf1
ortholog_7611 g170549 BL20548_evm0
ortholog_7612 g170564 BL03543_evm2
ortholog_7613 g170567 BL22391_evm0
ortholog_7614 g170575 BL53437_cuf5
ortholog_7615 g170584 BL04921_cuf2
ortholog_7616 g170594 BL11806_evm0
ortholog_7617 g170710 BL05007_cuf3
ortholog_7618 g170724 BL14162_evm0
ortholog_7619 g170732 BL17103_cuf3
ortholog_7620 g170755 BL15563_cuf8
ortholog_7621 g170765 BL18888_evm7
ortholog_7622 g170778 BL02495_cuf0
ortholog_7623 g170805 BL15433_evm1
ortholog_7624 g170831 BL05045_cuf4
ortholog_7625 g170838 BL07764_evm0
ortholog_7626 g170880 BL12700_cuf6
ortholog_7627 g170891 BL20849_evm8
ortholog_7628 g170901 BL17161_evm3
ortholog_7629 g170903 BL22752_cuf3
ortholog_7630 g170952 BL18669_cuf4
ortholog_7631 g170955 BL67023_cuf0
ortholog_7632 g170966 BL23274_cuf0
ortholog_7633 g170973 BL05308_evm0
ortholog_7634 g170991 BL05210_evm0
ortholog_7635 g171097 BL05557_cuf3
ortholog_7636 g171112 BL18554_cuf2
ortholog_7637 g171185 BL07487_evm0
ortholog_7638 g171190 BL79048_cuf0
ortholog_7639 g171196 BL05904_cuf1
ortholog_7640 g171209 BL11212_cuf36
ortholog_7641 g171211 BL16694_cuf0
ortholog_7642 g171215 BL05604_cuf2
ortholog_7643 g171222 BL00735_evm0
ortholog_7644 g171232 BL31571_evm1
ortholog_7645 g171243 BL96020_evm1
ortholog_7646 g171256 BL21735_evm1
ortholog_7647 g171270 BL01023_cuf0
ortholog_7648 g171331 BL05217_evm8
ortholog_7649 g171383 BL11857_evm3
ortholog_7650 g171416 BL08400_evm4
ortholog_7651 g171469 BL15918_evm2
ortholog_7652 g171491 BL22227_evm0
ortholog_7653 g171503 BL55086_cuf1
ortholog_7654 g171519 BL95910_evm0
ortholog_7655 g171551 BL18988_cuf12
ortholog_7656 g171614 BL23823_cuf1
ortholog_7657 g171631 BL95401_evm1
ortholog_7658 g171675 BL96981_cuf1
ortholog_7659 g171678 BL10733_evm0
ortholog_7660 g171681 BL96356_cuf7
ortholog_7661 g171692 BL01337_cuf4
ortholog_7662 g171713 BL20573_cuf0
ortholog_7663 g171734 BL95493_evm1
ortholog_7664 g171737 BL12702_evm7
ortholog_7665 g171818 BL02325_cuf4
ortholog_7666 g171823 BL17031_evm0
ortholog_7667 g171908 BL15923_cuf3
ortholog_7668 g171994 BL05003_cuf1
ortholog_7669 g172012 BL18270_cuf0
ortholog_7670 g172022 BL05107_evm6
ortholog_7671 g172023 BL16722_cuf18
ortholog_7672 g172030 BL64426_cuf1
ortholog_7673 g172035 BL14317_evm1
ortholog_7674 g172111 BL21305_evm0
ortholog_7675 g172112 BL20434_evm2
ortholog_7676 g172145 BL96362_cuf2
ortholog_7677 g172168 BL19182_evm0
ortholog_7678 g172185 BL10591_cuf1
ortholog_7679 g172193 BL13896_cuf7
ortholog_7680 g172202 BL15566_evm0
ortholog_7681 g172213 BL28820_evm0
ortholog_7682 g172245 BL02742_evm0
ortholog_7683 g172249 BL13893_evm0
ortholog_7684 g172421 BL04995_cuf2
ortholog_7685 g172440 BL15900_cuf8
ortholog_7686 g172446 BL29045_evm0
ortholog_7687 g172510 BL72664_cuf0
ortholog_7688 g172537 BL12422_cuf10
ortholog_7689 g172558 BL51965_cuf1
ortholog_7690 g172659 BL01126_evm0
ortholog_7691 g172661 BL08401_cuf2
ortholog_7692 g172709 BL09616_evm1
ortholog_7693 g172723 BL16157_cuf9
ortholog_7694 g172737 BL08391_evm5
ortholog_7695 g172741 BL14393_evm4
ortholog_7696 g172764 BL17081_evm0
ortholog_7697 g172773 BL22363_cuf0
ortholog_7698 g172813 BL04672_cuf4
ortholog_7699 g172818 BL09608_cuf4
ortholog_7700 g172911 BL09619_cuf1
ortholog_7701 g172935 BL24079_cuf6
ortholog_7702 g173037 BL14979_evm8
ortholog_7703 g173049 BL31689_evm0
ortholog_7704 g173089 BL10274_evm0
ortholog_7705 g173146 BL00153_evm1
ortholog_7706 g173155 BL05907_evm9
ortholog_7707 g173201 BL09605_cuf1
ortholog_7708 g173203 BL14950_cuf1
ortholog_7709 g173208 BL21671_evm0
ortholog_7710 g173246 BL02228_cuf8
ortholog_7711 g173256 BL09980_cuf13
ortholog_7712 g173278 BL12701_cuf22
ortholog_7713 g173281 BL23545_evm0
ortholog_7714 g173284 BL11489_evm1
ortholog_7715 g173305 BL16065_cuf0
ortholog_7716 g173523 BL03862_cuf0
ortholog_7717 g173534 BL12423_evm0
ortholog_7718 g173542 BL21669_cuf6
ortholog_7719 g173572 BL36226_cuf0
ortholog_7720 g173596 BL08336_evm0
ortholog_7721 g173607 BL13379_evm0
ortholog_7722 g173612 BL20749_cuf2
ortholog_7723 g173678 BL10864_cuf0
ortholog_7724 g173690 BL14924_evm0
ortholog_7725 g173711 BL09623_cuf16
ortholog_7726 g173725 BL01571_evm2
ortholog_7727 g173753 BL67816_cuf0
ortholog_7728 g173806 BL06611_cuf34
ortholog_7729 g173816 BL14579_cuf1
ortholog_7730 g173830 BL03325_evm0
ortholog_7731 g173851 BL05957_cuf5
ortholog_7732 g173857 BL15921_cuf1
ortholog_7733 g173872 BL95521_evm1
ortholog_7734 g173910 BL17169_cuf6
ortholog_7735 g173918 BL06026_cuf14
ortholog_7736 g173928 BL08195_cuf4
ortholog_7737 g173942 BL96224_cuf2
ortholog_7738 g173945 BL01343_cuf6
ortholog_7739 g173967 BL21904_evm0
ortholog_7740 g173970 BL10280_cuf7
ortholog_7741 g173980 BL01029_cuf1
ortholog_7742 g174014 BL07763_evm7
ortholog_7743 g174228 BL27008_evm0
ortholog_7744 g174311 BL22318_evm0
ortholog_7745 g174390 BL04084_evm0
ortholog_7746 g174576 BL57146_cuf0
ortholog_7747 g174807 BL00938_evm0
ortholog_7748 g174841 BL12663_cuf2
ortholog_7749 g175051 BL33577_cuf0
ortholog_7750 g175204 BL95171_evm0
ortholog_7751 g175236 BL15492_evm1
ortholog_7752 g175251 BL11484_cuf8
ortholog_7753 g175252 BL18901_cuf5
ortholog_7754 g175356 BL53962_cuf0
ortholog_7755 g175364 BL21971_cuf3
ortholog_7756 g175487 BL23568_evm2
ortholog_7757 g175607 BL04078_evm0
ortholog_7758 g175700 BL06477_cuf10
ortholog_7759 g175701 BL23922_cuf1
ortholog_7760 g175710 BL95366_evm0
ortholog_7761 g175739 BL14184_cuf22
ortholog_7762 g175749 BL18848_evm3
ortholog_7763 g175752 BL17719_evm10
ortholog_7764 g175813 BL22581_cuf1
ortholog_7765 g175822 BL97140_cuf0
ortholog_7766 g175843 BL18706_evm0
ortholog_7767 g175898 BL08226_evm1
ortholog_7768 g175919 BL23388_evm0
ortholog_7769 g175921 BL30201_evm0
ortholog_7770 g175925 BL09834_cuf4
ortholog_7771 g175985 BL16290_evm8
ortholog_7772 g176012 BL16659_cuf9
ortholog_7773 g176146 BL24088_cuf9
ortholog_7774 g176178 BL06649_cuf13
ortholog_7775 g176202 BL10810_cuf19
ortholog_7776 g176220 BL04993_cuf0
ortholog_7777 g176241 BL65106_cuf1
ortholog_7778 g176334 BL02627_evm0
ortholog_7779 g176486 BL55795_cuf0
ortholog_7780 g176548 BL23851_cuf4
ortholog_7781 g176651 BL13397_cuf19
ortholog_7782 g176661 BL27843_evm1
ortholog_7783 g176674 BL21279_evm0
ortholog_7784 g176717 BL14992_cuf1
ortholog_7785 g176722 BL15229_cuf5
ortholog_7786 g176746 BL12747_cuf1
ortholog_7787 g176773 BL11302_cuf3
ortholog_7788 g176786 BL09904_evm0
ortholog_7789 g177089 BL05186_evm0
ortholog_7790 g177096 BL05926_cuf4
ortholog_7791 g177128 BL13381_evm0
ortholog_7792 g177133 BL19428_evm0
ortholog_7793 g177145 BL08056_evm0
ortholog_7794 g177162 BL03042_cuf0
ortholog_7795 g177164 BL14315_cuf2
ortholog_7796 g177174 BL12962_cuf4
ortholog_7797 g177209 BL14671_evm3
ortholog_7798 g177319 BL18192_evm0
ortholog_7799 g177342 BL01646_evm0
ortholog_7800 g177357 BL14313_evm4
