ortholog_1 gene-HOLleu_00014 BL21936
ortholog_5570 gene-HOLleu_32128 BL20826
ortholog_5571 gene-HOLleu_32130 BL23546
ortholog_5572 gene-HOLleu_32144 BL20844
ortholog_5573 gene-HOLleu_32146 BL23543
ortholog_5574 gene-HOLleu_32149 BL17749
ortholog_5575 gene-HOLleu_32150 BL01468
ortholog_5576 gene-HOLleu_32151 BL13458
ortholog_5577 gene-HOLleu_32152 BL13457
ortholog_5578 gene-HOLleu_32153 BL13460
ortholog_5579 gene-HOLleu_32164 BL06137
ortholog_5580 gene-HOLleu_32165 BL13491
ortholog_5581 gene-HOLleu_32166 BL23314
ortholog_5582 gene-HOLleu_32167 BL01938
ortholog_5583 gene-HOLleu_32169 BL13462
ortholog_5584 gene-HOLleu_32170 BL23476
ortholog_5585 gene-HOLleu_32172 BL20823
ortholog_5586 gene-HOLleu_32173 BL13636
ortholog_5587 gene-HOLleu_32174 BL08411
ortholog_5588 gene-HOLleu_32177 BL21015
ortholog_5589 gene-HOLleu_32179 BL13548
ortholog_5590 gene-HOLleu_32185 BL23336
ortholog_5591 gene-HOLleu_32186 BL20986
ortholog_5592 gene-HOLleu_32194 BL07826
ortholog_5593 gene-HOLleu_32199 BL03013
ortholog_5594 gene-HOLleu_32200 BL03997
ortholog_5595 gene-HOLleu_32204 BL12028
ortholog_5596 gene-HOLleu_32210 BL19105
ortholog_5597 gene-HOLleu_32219 BL13562
ortholog_5598 gene-HOLleu_32220 BL13579
ortholog_5599 gene-HOLleu_32222 BL22903
ortholog_5600 gene-HOLleu_32224 BL20996
ortholog_5601 gene-HOLleu_32245 BL20978
ortholog_5602 gene-HOLleu_32246 BL08833
ortholog_5603 gene-HOLleu_32270 BL20926
ortholog_5604 gene-HOLleu_32271 BL08178
ortholog_5605 gene-HOLleu_32278 BL24615
ortholog_5606 gene-HOLleu_32280 BL23624
ortholog_5607 gene-HOLleu_32282 BL23486
ortholog_5608 gene-HOLleu_32283 BL23487
ortholog_5609 gene-HOLleu_32285 BL12813
ortholog_5610 gene-HOLleu_32293 BL20969
ortholog_5611 gene-HOLleu_32300 BL04760
ortholog_5612 gene-HOLleu_32303 BL23367
ortholog_5613 gene-HOLleu_32305 BL13672
ortholog_5614 gene-HOLleu_32306 BL23342
ortholog_5615 gene-HOLleu_32309 BL08836
ortholog_5616 gene-HOLleu_32312 BL03449
ortholog_5617 gene-HOLleu_32314 BL13882
ortholog_5618 gene-HOLleu_32336 BL06560
ortholog_5619 gene-HOLleu_32350 BL20843
ortholog_5620 gene-HOLleu_32355 BL13543
ortholog_5621 gene-HOLleu_32362 BL21014
ortholog_5622 gene-HOLleu_32367 BL13619
ortholog_5623 gene-HOLleu_32369 BL13623
ortholog_5624 gene-HOLleu_32371 BL13624
ortholog_5625 gene-HOLleu_32374 BL23493
ortholog_5626 gene-HOLleu_32378 BL20963
ortholog_5627 gene-HOLleu_32382 BL20970
ortholog_5628 gene-HOLleu_32389 BL23341
ortholog_5629 gene-HOLleu_32390 BL13512
ortholog_5630 gene-HOLleu_32391 BL13447
ortholog_5631 gene-HOLleu_32392 BL13528
ortholog_5632 gene-HOLleu_32395 BL25519
ortholog_5633 gene-HOLleu_32403 BL23359
ortholog_5634 gene-HOLleu_32406 BL13625
ortholog_5635 gene-HOLleu_32408 BL23312
ortholog_5636 gene-HOLleu_32410 BL02694
ortholog_5637 gene-HOLleu_32411 BL06564
ortholog_5638 gene-HOLleu_32414 BL23490
ortholog_5639 gene-HOLleu_32420 BL13555
ortholog_5640 gene-HOLleu_32421 BL14635
ortholog_5641 gene-HOLleu_32423 BL23088
ortholog_5642 gene-HOLleu_32439 BL11337
ortholog_5643 gene-HOLleu_32478 BL23526
ortholog_5644 gene-HOLleu_32479 BL23520
ortholog_5645 gene-HOLleu_32480 BL23528
ortholog_5646 gene-HOLleu_32483 BL23532
ortholog_5647 gene-HOLleu_32484 BL13561
ortholog_5648 gene-HOLleu_32488 BL14441
ortholog_5649 gene-HOLleu_32489 BL13537
ortholog_5650 gene-HOLleu_32490 BL13530
ortholog_5651 gene-HOLleu_32492 BL23442
ortholog_5652 gene-HOLleu_32496 BL23187
ortholog_5653 gene-HOLleu_32503 BL08720
ortholog_5654 gene-HOLleu_32511 BL02830
ortholog_5655 gene-HOLleu_32512 BL20956
ortholog_5656 gene-HOLleu_32520 BL16297
ortholog_5657 gene-HOLleu_32522 BL00030
ortholog_5658 gene-HOLleu_32536 BL08397
ortholog_5659 gene-HOLleu_32537 BL08378
ortholog_5660 gene-HOLleu_32538 BL08376
ortholog_5661 gene-HOLleu_32546 BL08403
ortholog_5662 gene-HOLleu_32547 BL08405
ortholog_5663 gene-HOLleu_32548 BL13617
ortholog_5664 gene-HOLleu_32549 BL13618
ortholog_5665 gene-HOLleu_32552 BL20903
ortholog_5666 gene-HOLleu_32553 BL20906
ortholog_5667 gene-HOLleu_32561 BL06634
ortholog_5668 gene-HOLleu_32567 BL08359
ortholog_5669 gene-HOLleu_32570 BL21457
ortholog_5670 gene-HOLleu_32574 BL13445
ortholog_5671 gene-HOLleu_32576 BL16307
ortholog_5672 gene-HOLleu_32591 BL23324
ortholog_5673 gene-HOLleu_32592 BL23323
ortholog_5674 gene-HOLleu_32593 BL23544
ortholog_5675 gene-HOLleu_32595 BL18804
ortholog_5676 gene-HOLleu_32597 BL20927
ortholog_5677 gene-HOLleu_32598 BL21023
ortholog_5678 gene-HOLleu_32599 BL13526
ortholog_5679 gene-HOLleu_32602 BL23556
ortholog_5680 gene-HOLleu_32604 BL19923
ortholog_5681 gene-HOLleu_32606 BL23322
ortholog_5682 gene-HOLleu_32612 BL07957
ortholog_5683 gene-HOLleu_32614 BL00662
ortholog_5684 gene-HOLleu_32616 BL23363
ortholog_5685 gene-HOLleu_32618 BL16298
ortholog_5686 gene-HOLleu_32622 BL23462
ortholog_5687 gene-HOLleu_32626 BL16305
ortholog_5688 gene-HOLleu_32630 BL16302
ortholog_5689 gene-HOLleu_32631 BL06702
ortholog_5690 gene-HOLleu_32633 BL16294
ortholog_5691 gene-HOLleu_32634 BL23581
ortholog_5692 gene-HOLleu_32637 BL23529
ortholog_5693 gene-HOLleu_32638 BL23429
ortholog_5694 gene-HOLleu_32639 BL23427
ortholog_5695 gene-HOLleu_32645 BL06551
ortholog_5696 gene-HOLleu_32646 BL23349
ortholog_5697 gene-HOLleu_32647 BL20959
ortholog_5698 gene-HOLleu_32664 BL13449
ortholog_5699 gene-HOLleu_32667 BL13516
ortholog_5700 gene-HOLleu_32668 BL13515
ortholog_5701 gene-HOLleu_32669 BL14838
ortholog_5702 gene-HOLleu_32672 BL06614
ortholog_5703 gene-HOLleu_32676 BL13486
ortholog_5704 gene-HOLleu_32680 BL23497
ortholog_5705 gene-HOLleu_32683 BL23491
ortholog_5706 gene-HOLleu_32689 BL25274
ortholog_5707 gene-HOLleu_32691 BL01289
ortholog_5708 gene-HOLleu_32692 BL23512
ortholog_5709 gene-HOLleu_32693 BL23511
ortholog_5710 gene-HOLleu_32694 BL27456
ortholog_5711 gene-HOLleu_32695 BL16304
ortholog_5712 gene-HOLleu_32697 BL08430
ortholog_5713 gene-HOLleu_32699 BL05478
ortholog_5714 gene-HOLleu_32705 BL18167
ortholog_5715 gene-HOLleu_32707 BL23405
ortholog_5716 gene-HOLleu_32710 BL00054
ortholog_5717 gene-HOLleu_32711 BL00053
ortholog_5718 gene-HOLleu_32712 BL00051
ortholog_5719 gene-HOLleu_32713 BL13675
ortholog_5720 gene-HOLleu_32720 BL23811
ortholog_5721 gene-HOLleu_32724 BL25475
ortholog_5722 gene-HOLleu_32742 BL19083
ortholog_5723 gene-HOLleu_32748 BL19084
ortholog_5724 gene-HOLleu_32750 BL03123
ortholog_5725 gene-HOLleu_32762 BL08379
ortholog_5726 gene-HOLleu_32763 BL06708
ortholog_5727 gene-HOLleu_32767 BL06707
ortholog_5728 gene-HOLleu_32768 BL06711
ortholog_5729 gene-HOLleu_32770 BL06706
ortholog_5730 gene-HOLleu_32804 BL23376
ortholog_5731 gene-HOLleu_32805 BL06583
ortholog_5732 gene-HOLleu_32814 BL18759
ortholog_5733 gene-HOLleu_32816 BL14459
ortholog_5734 gene-HOLleu_32817 BL17393
ortholog_5735 gene-HOLleu_32818 BL14043
ortholog_5736 gene-HOLleu_32819 BL22624
ortholog_5737 gene-HOLleu_32820 BL02683
ortholog_5738 gene-HOLleu_32821 BL14532
ortholog_5739 gene-HOLleu_32844 BL23391
ortholog_5740 gene-HOLleu_32847 BL08038
ortholog_5741 gene-HOLleu_32848 BL23439
ortholog_5742 gene-HOLleu_32850 BL27405
ortholog_5743 gene-HOLleu_32871 BL27296
ortholog_5744 gene-HOLleu_32873 BL22791
ortholog_5745 gene-HOLleu_32877 BL08113
ortholog_5746 gene-HOLleu_32880 BL16422
ortholog_5747 gene-HOLleu_32884 BL21991
ortholog_5748 gene-HOLleu_32885 BL21993
ortholog_5749 gene-HOLleu_32890 BL09437
ortholog_5750 gene-HOLleu_32891 BL21711
ortholog_5751 gene-HOLleu_32893 BL21707
ortholog_5752 gene-HOLleu_32894 BL16426
ortholog_5753 gene-HOLleu_32900 BL02275
ortholog_5754 gene-HOLleu_32904 BL21838
ortholog_5755 gene-HOLleu_32905 BL21837
ortholog_5756 gene-HOLleu_32906 BL21330
ortholog_5757 gene-HOLleu_32907 BL21721
ortholog_5758 gene-HOLleu_32908 BL14846
ortholog_5759 gene-HOLleu_32909 BL05649
ortholog_5760 gene-HOLleu_32920 BL21953
ortholog_5761 gene-HOLleu_32926 BL10395
ortholog_5762 gene-HOLleu_32929 BL21500
ortholog_5763 gene-HOLleu_32930 BL21782
ortholog_5764 gene-HOLleu_32933 BL21195
ortholog_5765 gene-HOLleu_32934 BL21419
ortholog_5766 gene-HOLleu_32935 BL21441
ortholog_5767 gene-HOLleu_32936 BL21835
ortholog_5768 gene-HOLleu_32937 BL21834
ortholog_5769 gene-HOLleu_32938 BL21893
ortholog_5770 gene-HOLleu_32940 BL21777
ortholog_5771 gene-HOLleu_32943 BL07238
ortholog_5772 gene-HOLleu_32944 BL17329
ortholog_5773 gene-HOLleu_32945 BL21765
ortholog_5774 gene-HOLleu_32948 BL22985
ortholog_5775 gene-HOLleu_32949 BL16505
ortholog_5776 gene-HOLleu_32950 BL10093
ortholog_5777 gene-HOLleu_32954 BL17603
ortholog_5778 gene-HOLleu_32958 BL17602
ortholog_5779 gene-HOLleu_32959 BL17600
ortholog_5780 gene-HOLleu_32961 BL03949
ortholog_5781 gene-HOLleu_32966 BL21517
ortholog_5782 gene-HOLleu_32967 BL21516
ortholog_5783 gene-HOLleu_32968 BL21515
ortholog_5784 gene-HOLleu_32969 BL17617
ortholog_5785 gene-HOLleu_32971 BL09599
ortholog_5786 gene-HOLleu_32973 BL08130
ortholog_5787 gene-HOLleu_32983 BL21937
ortholog_5788 gene-HOLleu_32985 BL21976
ortholog_5789 gene-HOLleu_32986 BL21977
ortholog_5790 gene-HOLleu_32987 BL21760
ortholog_5791 gene-HOLleu_32988 BL21305
ortholog_5792 gene-HOLleu_32989 BL09606
ortholog_5793 gene-HOLleu_32991 BL21784
ortholog_5794 gene-HOLleu_32992 BL21398
ortholog_5795 gene-HOLleu_32996 BL19305
ortholog_5796 gene-HOLleu_32998 BL21764
ortholog_5797 gene-HOLleu_33002 BL21458
ortholog_5798 gene-HOLleu_33006 BL21505
ortholog_5799 gene-HOLleu_33007 BL07535
ortholog_5800 gene-HOLleu_33011 BL21449
ortholog_5801 gene-HOLleu_33024 BL09665
ortholog_5802 gene-HOLleu_33025 BL21944
ortholog_5803 gene-HOLleu_33028 BL13963
ortholog_5804 gene-HOLleu_33030 BL17607
ortholog_5805 gene-HOLleu_33031 BL09605
ortholog_5806 gene-HOLleu_33032 BL17423
ortholog_5807 gene-HOLleu_33035 BL04959
ortholog_5808 gene-HOLleu_33036 BL16425
ortholog_5809 gene-HOLleu_33041 BL21846
ortholog_5810 gene-HOLleu_33044 BL19904
ortholog_5811 gene-HOLleu_33045 BL18062
ortholog_5812 gene-HOLleu_33047 BL21630
ortholog_5813 gene-HOLleu_33048 BL21796
ortholog_5814 gene-HOLleu_33054 BL21982
ortholog_5815 gene-HOLleu_33065 BL21678
ortholog_5816 gene-HOLleu_33071 BL21952
ortholog_5817 gene-HOLleu_33075 BL21984
ortholog_5818 gene-HOLleu_33082 BL21474
ortholog_5819 gene-HOLleu_33085 BL21359
ortholog_5820 gene-HOLleu_33086 BL03533
ortholog_5821 gene-HOLleu_33087 BL08086
ortholog_5822 gene-HOLleu_33089 BL21877
ortholog_5823 gene-HOLleu_33094 BL21413
ortholog_5824 gene-HOLleu_33097 BL21968
ortholog_5825 gene-HOLleu_33098 BL22941
ortholog_5826 gene-HOLleu_33099 BL21960
ortholog_5827 gene-HOLleu_33107 BL16424
ortholog_5828 gene-HOLleu_33108 BL08108
ortholog_5829 gene-HOLleu_33109 BL08121
ortholog_5830 gene-HOLleu_33113 BL21972
ortholog_5831 gene-HOLleu_33116 BL17568
ortholog_5832 gene-HOLleu_33117 BL16420
ortholog_5833 gene-HOLleu_33126 BL21646
ortholog_5834 gene-HOLleu_33130 BL21358
ortholog_5835 gene-HOLleu_33141 BL21402
ortholog_5836 gene-HOLleu_33142 BL21401
ortholog_5837 gene-HOLleu_33143 BL21400
ortholog_5838 gene-HOLleu_33148 BL12301
ortholog_5839 gene-HOLleu_33149 BL21436
ortholog_5840 gene-HOLleu_33151 BL09653
ortholog_5841 gene-HOLleu_33159 BL04720
ortholog_5842 gene-HOLleu_33164 BL08171
ortholog_5843 gene-HOLleu_33165 BL21924
ortholog_5844 gene-HOLleu_33166 BL18824
ortholog_5845 gene-HOLleu_33172 BL21793
ortholog_5846 gene-HOLleu_33173 BL17870
ortholog_5847 gene-HOLleu_33206 BL01017
ortholog_5848 gene-HOLleu_33208 BL09689
ortholog_5849 gene-HOLleu_33209 BL08980
ortholog_5850 gene-HOLleu_33212 BL01864
ortholog_5851 gene-HOLleu_33213 BL21376
ortholog_5852 gene-HOLleu_33216 BL27123
ortholog_5853 gene-HOLleu_33217 BL06728
ortholog_5854 gene-HOLleu_33218 BL19266
ortholog_5855 gene-HOLleu_33234 BL21475
ortholog_5856 gene-HOLleu_33253 BL21327
ortholog_5857 gene-HOLleu_33254 BL21378
ortholog_5858 gene-HOLleu_33255 BL21688
ortholog_5859 gene-HOLleu_33256 BL08091
ortholog_5860 gene-HOLleu_33265 BL08104
ortholog_5861 gene-HOLleu_33266 BL21685
ortholog_5862 gene-HOLleu_33273 BL06726
ortholog_5863 gene-HOLleu_33275 BL17605
ortholog_5864 gene-HOLleu_33276 BL21980
ortholog_5865 gene-HOLleu_33277 BL21986
ortholog_5866 gene-HOLleu_33279 BL21917
ortholog_5867 gene-HOLleu_33282 BL21919
ortholog_5868 gene-HOLleu_33285 BL21414
ortholog_5869 gene-HOLleu_33290 BL15392
ortholog_5870 gene-HOLleu_33291 BL21831
ortholog_5871 gene-HOLleu_33295 BL08787
ortholog_5872 gene-HOLleu_33306 BL06097
ortholog_5873 gene-HOLleu_33324 BL21464
ortholog_5874 gene-HOLleu_33327 BL06732
ortholog_5875 gene-HOLleu_33328 BL16890
ortholog_5876 gene-HOLleu_33332 BL21468
ortholog_5877 gene-HOLleu_33334 BL21471
ortholog_5878 gene-HOLleu_33336 BL05532
ortholog_5879 gene-HOLleu_33338 BL10143
ortholog_5880 gene-HOLleu_33339 BL10145
ortholog_5881 gene-HOLleu_33341 BL21307
ortholog_5882 gene-HOLleu_33342 BL18785
ortholog_5883 gene-HOLleu_33343 BL17258
ortholog_5884 gene-HOLleu_33350 BL08085
ortholog_5885 gene-HOLleu_33355 BL17597
ortholog_5886 gene-HOLleu_33358 BL06739
ortholog_5887 gene-HOLleu_33359 BL21188
ortholog_5888 gene-HOLleu_33360 BL21771
ortholog_5889 gene-HOLleu_33365 BL21700
ortholog_5890 gene-HOLleu_33366 BL21946
ortholog_5891 gene-HOLleu_33368 BL21932
ortholog_5892 gene-HOLleu_33381 BL08310
ortholog_5893 gene-HOLleu_33385 BL21375
ortholog_5894 gene-HOLleu_33389 BL23987
ortholog_5895 gene-HOLleu_33390 BL06987
ortholog_5896 gene-HOLleu_33399 BL16893
ortholog_5897 gene-HOLleu_33400 BL21444
ortholog_5898 gene-HOLleu_33401 BL08827
ortholog_5899 gene-HOLleu_33402 BL10338
ortholog_5900 gene-HOLleu_33403 BL21343
ortholog_5901 gene-HOLleu_33404 BL21342
ortholog_5902 gene-HOLleu_33409 BL26432
ortholog_5903 gene-HOLleu_33411 BL02772
ortholog_5904 gene-HOLleu_33423 BL19257
ortholog_5905 gene-HOLleu_33426 BL07099
ortholog_5906 gene-HOLleu_33431 BL18675
ortholog_5907 gene-HOLleu_33432 BL08309
ortholog_5908 gene-HOLleu_33435 BL21812
ortholog_5909 gene-HOLleu_33436 BL21738
ortholog_5910 gene-HOLleu_33437 BL18784
ortholog_5911 gene-HOLleu_33440 BL01525
ortholog_5912 gene-HOLleu_33443 BL21482
ortholog_5913 gene-HOLleu_33453 BL21683
ortholog_5914 gene-HOLleu_33456 BL21950
ortholog_5915 gene-HOLleu_33464 BL07611
ortholog_5916 gene-HOLleu_33465 BL15152
ortholog_5917 gene-HOLleu_33466 BL21961
ortholog_5918 gene-HOLleu_33491 BL21466
ortholog_5919 gene-HOLleu_33493 BL19744
ortholog_5920 gene-HOLleu_33498 BL21453
ortholog_5921 gene-HOLleu_33501 BL21476
ortholog_5922 gene-HOLleu_33511 BL21312
ortholog_5923 gene-HOLleu_33520 BL20063
ortholog_5924 gene-HOLleu_33529 BL21325
ortholog_5925 gene-HOLleu_33530 BL21446
ortholog_5926 gene-HOLleu_33531 BL21511
ortholog_5927 gene-HOLleu_33533 BL10332
ortholog_5928 gene-HOLleu_33534 BL21412
ortholog_5929 gene-HOLleu_33542 BL17066
ortholog_5930 gene-HOLleu_33544 BL17579
ortholog_5931 gene-HOLleu_33549 BL21863
ortholog_5932 gene-HOLleu_33552 BL14639
ortholog_5933 gene-HOLleu_33556 BL02004
ortholog_5934 gene-HOLleu_33561 BL21902
ortholog_5935 gene-HOLleu_33577 BL01069
ortholog_5936 gene-HOLleu_33583 BL21430
ortholog_5937 gene-HOLleu_33589 BL24097
ortholog_5938 gene-HOLleu_33591 BL09669
ortholog_5939 gene-HOLleu_33592 BL11879
ortholog_5940 gene-HOLleu_33593 BL06744
ortholog_5941 gene-HOLleu_33594 BL06745
ortholog_5942 gene-HOLleu_33595 BL09666
ortholog_5943 gene-HOLleu_33598 BL21654
ortholog_5944 gene-HOLleu_33602 BL21918
ortholog_5945 gene-HOLleu_33606 BL08124
ortholog_5946 gene-HOLleu_33608 BL05309
ortholog_5947 gene-HOLleu_33611 BL21431
ortholog_5948 gene-HOLleu_33613 BL21934
ortholog_5949 gene-HOLleu_33618 BL21309
ortholog_5950 gene-HOLleu_33619 BL05648
ortholog_5951 gene-HOLleu_33621 BL08122
ortholog_5952 gene-HOLleu_33625 BL10751
ortholog_5953 gene-HOLleu_33626 BL21913
ortholog_5954 gene-HOLleu_33628 BL14996
ortholog_5955 gene-HOLleu_33629 BL21194
ortholog_5956 gene-HOLleu_33630 BL21906
ortholog_5957 gene-HOLleu_33631 BL26189
ortholog_5958 gene-HOLleu_33636 BL21199
ortholog_5959 gene-HOLleu_33637 BL21884
ortholog_5960 gene-HOLleu_33643 BL05891
ortholog_5961 gene-HOLleu_33646 BL10156
ortholog_5962 gene-HOLleu_33654 BL25999
ortholog_5963 gene-HOLleu_33656 BL21749
ortholog_5964 gene-HOLleu_33658 BL06730
ortholog_5965 gene-HOLleu_33659 BL09658
ortholog_5966 gene-HOLleu_33660 BL21763
ortholog_5967 gene-HOLleu_33662 BL21962
ortholog_5968 gene-HOLleu_33664 BL16888
ortholog_5969 gene-HOLleu_33665 BL21717
ortholog_5970 gene-HOLleu_33666 BL21639
ortholog_5971 gene-HOLleu_33671 BL21381
ortholog_5972 gene-HOLleu_33672 BL21297
ortholog_5973 gene-HOLleu_33673 BL21865
ortholog_5974 gene-HOLleu_33674 BL21480
ortholog_5975 gene-HOLleu_33676 BL21479
ortholog_5976 gene-HOLleu_33678 BL21911
ortholog_5977 gene-HOLleu_33679 BL21845
ortholog_5978 gene-HOLleu_33683 BL08078
ortholog_5979 gene-HOLleu_33684 BL21670
ortholog_5980 gene-HOLleu_33687 BL13693
ortholog_5981 gene-HOLleu_33688 BL21428
ortholog_5982 gene-HOLleu_33695 BL21713
ortholog_5983 gene-HOLleu_33696 BL21638
ortholog_5984 gene-HOLleu_33697 BL16437
ortholog_5985 gene-HOLleu_33702 BL21770
ortholog_5986 gene-HOLleu_33704 BL18780
ortholog_5987 gene-HOLleu_33705 BL03825
ortholog_5988 gene-HOLleu_33706 BL14502
ortholog_5989 gene-HOLleu_33712 BL21427
ortholog_5990 gene-HOLleu_33719 BL11128
ortholog_5991 gene-HOLleu_33723 BL21495
ortholog_5992 gene-HOLleu_33726 BL21767
ortholog_5993 gene-HOLleu_33733 BL02392
ortholog_5994 gene-HOLleu_33737 BL21874
ortholog_5995 gene-HOLleu_33738 BL09646
ortholog_5996 gene-HOLleu_33739 BL21935
ortholog_5997 gene-HOLleu_33744 BL21947
ortholog_5998 gene-HOLleu_33751 BL21792
ortholog_5999 gene-HOLleu_33752 BL01014
ortholog_6000 gene-HOLleu_33758 BL01202
ortholog_6001 gene-HOLleu_33759 BL01203
ortholog_6002 gene-HOLleu_33760 BL06210
ortholog_6003 gene-HOLleu_33763 BL21438
ortholog_6004 gene-HOLleu_33767 BL21795
ortholog_6005 gene-HOLleu_33768 BL21987
ortholog_6006 gene-HOLleu_33773 BL21192
ortholog_6007 gene-HOLleu_33774 BL21708
ortholog_6008 gene-HOLleu_33775 BL21382
ortholog_6009 gene-HOLleu_33777 BL21437
ortholog_6010 gene-HOLleu_33781 BL04899
ortholog_6011 gene-HOLleu_33789 BL21912
ortholog_6012 gene-HOLleu_33794 BL09660
ortholog_6013 gene-HOLleu_33795 BL21494
ortholog_6014 gene-HOLleu_33796 BL10140
ortholog_6015 gene-HOLleu_33802 BL02481
ortholog_6016 gene-HOLleu_33803 BL12337
ortholog_6017 gene-HOLleu_33810 BL21478
ortholog_6018 gene-HOLleu_33813 BL13189
ortholog_6019 gene-HOLleu_33819 BL21487
ortholog_6020 gene-HOLleu_33822 BL21799
ortholog_6021 gene-HOLleu_33823 BL27116
ortholog_6022 gene-HOLleu_33832 BL08123
ortholog_6023 gene-HOLleu_33833 BL21709
ortholog_6024 gene-HOLleu_33834 BL21363
ortholog_6025 gene-HOLleu_33836 BL21361
ortholog_6026 gene-HOLleu_33837 BL21894
ortholog_6027 gene-HOLleu_33838 BL21193
ortholog_6028 gene-HOLleu_33839 BL21661
ortholog_6029 gene-HOLleu_33841 BL21808
ortholog_6030 gene-HOLleu_33845 BL21408
ortholog_6031 gene-HOLleu_33854 BL21746
ortholog_6032 gene-HOLleu_33857 BL25000
ortholog_6033 gene-HOLleu_33861 BL21813
ortholog_6034 gene-HOLleu_33862 BL17598
ortholog_6035 gene-HOLleu_33863 BL21669
ortholog_6036 gene-HOLleu_33865 BL21963
ortholog_6037 gene-HOLleu_33870 BL21778
ortholog_6038 gene-HOLleu_33876 BL21629
ortholog_6039 gene-HOLleu_33877 BL21930
ortholog_6040 gene-HOLleu_33885 BL13203
ortholog_6041 gene-HOLleu_33886 BL21992
ortholog_6042 gene-HOLleu_33888 BL21329
ortholog_6043 gene-HOLleu_33890 BL08103
ortholog_6044 gene-HOLleu_33900 BL21821
ortholog_6045 gene-HOLleu_33901 BL18807
ortholog_6046 gene-HOLleu_33905 BL21901
ortholog_6047 gene-HOLleu_33906 BL18679
ortholog_6048 gene-HOLleu_33912 BL18817
ortholog_6049 gene-HOLleu_33921 BL21686
ortholog_6050 gene-HOLleu_33925 BL17595
ortholog_6051 gene-HOLleu_33926 BL21379
ortholog_6052 gene-HOLleu_33928 BL21351
ortholog_6053 gene-HOLleu_33933 BL21965
ortholog_6054 gene-HOLleu_33934 BL18781
ortholog_6055 gene-HOLleu_33936 BL06727
ortholog_6056 gene-HOLleu_33940 BL21825
ortholog_6057 gene-HOLleu_33941 BL09589
ortholog_6058 gene-HOLleu_33943 BL06719
ortholog_6059 gene-HOLleu_33948 BL06720
ortholog_6060 gene-HOLleu_33959 BL08119
ortholog_6061 gene-HOLleu_33961 BL10662
ortholog_6062 gene-HOLleu_33963 BL19306
ortholog_6063 gene-HOLleu_33964 BL15467
ortholog_6064 gene-HOLleu_33978 BL21681
ortholog_6065 gene-HOLleu_33979 BL18522
ortholog_6066 gene-HOLleu_33981 BL21451
ortholog_6067 gene-HOLleu_34001 BL21660
ortholog_6068 gene-HOLleu_34002 BL18151
ortholog_6069 gene-HOLleu_34009 BL21714
ortholog_6070 gene-HOLleu_34012 BL21389
ortholog_6071 gene-HOLleu_34014 BL16430
ortholog_6072 gene-HOLleu_34015 BL14914
ortholog_6073 gene-HOLleu_34016 BL17578
ortholog_6074 gene-HOLleu_34019 BL07248
ortholog_6075 gene-HOLleu_34021 BL06715
ortholog_6076 gene-HOLleu_34027 BL06724
ortholog_6077 gene-HOLleu_34032 BL13937
ortholog_6078 gene-HOLleu_34034 BL00076
ortholog_6079 gene-HOLleu_34035 BL18782
ortholog_6080 gene-HOLleu_34037 BL15020
ortholog_6081 gene-HOLleu_34038 BL23949
ortholog_6082 gene-HOLleu_34045 BL21672
ortholog_6083 gene-HOLleu_34059 BL08102
ortholog_6084 gene-HOLleu_34063 BL21417
ortholog_6085 gene-HOLleu_34064 BL10027
ortholog_6086 gene-HOLleu_34071 BL15825
ortholog_6087 gene-HOLleu_34077 BL14766
ortholog_6088 gene-HOLleu_34078 BL03102
ortholog_6089 gene-HOLleu_34084 BL21440
ortholog_6090 gene-HOLleu_34086 BL21352
ortholog_6091 gene-HOLleu_34087 BL21353
ortholog_6092 gene-HOLleu_34090 BL21873
ortholog_6093 gene-HOLleu_34092 BL12044
ortholog_6094 gene-HOLleu_34104 BL06731
ortholog_6095 gene-HOLleu_34107 BL18845
ortholog_6096 gene-HOLleu_34108 BL21636
ortholog_6097 gene-HOLleu_34110 BL21718
ortholog_6098 gene-HOLleu_34125 BL27090
ortholog_6099 gene-HOLleu_34132 BL01615
ortholog_6100 gene-HOLleu_34133 BL21830
ortholog_6101 gene-HOLleu_34135 BL00941
ortholog_6102 gene-HOLleu_34140 BL11072
ortholog_6103 gene-HOLleu_34141 BL08117
ortholog_6104 gene-HOLleu_34143 BL17564
ortholog_6105 gene-HOLleu_34144 BL21875
ortholog_6106 gene-HOLleu_34145 BL21938
ortholog_6107 gene-HOLleu_34165 BL21652
ortholog_6108 gene-HOLleu_34168 BL21945
ortholog_6109 gene-HOLleu_34172 BL21810
ortholog_6110 gene-HOLleu_34173 BL21463
ortholog_6111 gene-HOLleu_34179 BL16895
ortholog_6112 gene-HOLleu_34183 BL21964
ortholog_6113 gene-HOLleu_34184 BL17569
ortholog_6114 gene-HOLleu_34189 BL16898
ortholog_6115 gene-HOLleu_34190 BL27379
ortholog_6116 gene-HOLleu_34191 BL21779
ortholog_6117 gene-HOLleu_34192 BL21949
ortholog_6118 gene-HOLleu_34199 BL07902
ortholog_6119 gene-HOLleu_34200 BL21387
ortholog_6120 gene-HOLleu_34203 BL21878
ortholog_6121 gene-HOLleu_34209 BL27220
ortholog_6122 gene-HOLleu_34210 BL17844
ortholog_6123 gene-HOLleu_34244 BL12738
ortholog_6124 gene-HOLleu_34249 BL25020
ortholog_6125 gene-HOLleu_34250 BL21018
ortholog_6126 gene-HOLleu_34261 BL12739
ortholog_6127 gene-HOLleu_34265 BL17304
ortholog_6128 gene-HOLleu_34266 BL14941
