ortholog_1 g178 gene-HOLleu_44920
ortholog_6167 g157678 gene-HOLleu_08263
ortholog_6168 g157682 gene-HOLleu_08264
ortholog_6169 g157683 gene-HOLleu_08253
ortholog_6170 g157698 gene-HOLleu_07918
ortholog_6171 g157706 gene-HOLleu_09085
ortholog_6172 g157716 gene-HOLleu_08394
ortholog_6173 g157720 gene-HOLleu_33556
ortholog_6174 g157752 gene-HOLleu_08975
ortholog_6175 g157754 gene-HOLleu_07422
ortholog_6176 g157755 gene-HOLleu_07421
ortholog_6177 g157767 gene-HOLleu_09133
ortholog_6178 g157780 gene-HOLleu_08694
ortholog_6179 g157783 gene-HOLleu_08692
ortholog_6180 g157811 gene-HOLleu_06785
ortholog_6181 g157816 gene-HOLleu_36527
ortholog_6182 g157834 gene-HOLleu_06391
ortholog_6183 g157836 gene-HOLleu_08225
ortholog_6184 g157878 gene-HOLleu_07020
ortholog_6185 g157879 gene-HOLleu_07060
ortholog_6186 g157881 gene-HOLleu_09909
ortholog_6187 g157915 gene-HOLleu_08497
ortholog_6188 g157934 gene-HOLleu_08627
ortholog_6189 g157939 gene-HOLleu_07468
ortholog_6190 g157942 gene-HOLleu_08208
ortholog_6191 g157945 gene-HOLleu_08405
ortholog_6192 g157969 gene-HOLleu_08774
ortholog_6193 g157980 gene-HOLleu_08935
ortholog_6194 g157987 gene-HOLleu_08945
ortholog_6195 g158011 gene-HOLleu_08011
ortholog_6196 g158048 gene-HOLleu_01697
ortholog_6197 g158069 gene-HOLleu_07162
ortholog_6198 g158091 gene-HOLleu_16210
ortholog_6199 g158097 gene-HOLleu_18598
ortholog_6200 g158100 gene-HOLleu_22279
ortholog_6201 g158101 gene-HOLleu_09225
ortholog_6202 g158162 gene-HOLleu_07149
ortholog_6203 g158213 gene-HOLleu_07901
ortholog_6204 g158215 gene-HOLleu_07797
ortholog_6205 g158218 gene-HOLleu_08431
ortholog_6206 g158239 gene-HOLleu_08996
ortholog_6207 g158245 gene-HOLleu_07798
ortholog_6208 g158256 gene-HOLleu_07402
ortholog_6209 g158385 gene-HOLleu_00019
ortholog_6210 g158402 gene-HOLleu_08678
ortholog_6211 g158437 gene-HOLleu_07342
ortholog_6212 g158443 gene-HOLleu_08611
ortholog_6213 g158447 gene-HOLleu_09320
ortholog_6214 g158454 gene-HOLleu_08401
ortholog_6215 g158456 gene-HOLleu_08400
ortholog_6216 g158463 gene-HOLleu_07235
ortholog_6217 g158470 gene-HOLleu_08107
ortholog_6218 g158485 gene-HOLleu_07106
ortholog_6219 g158493 gene-HOLleu_19647
ortholog_6220 g158497 gene-HOLleu_07575
ortholog_6221 g158506 gene-HOLleu_07573
ortholog_6222 g158510 gene-HOLleu_08105
ortholog_6223 g158511 gene-HOLleu_08104
ortholog_6224 g158516 gene-HOLleu_08103
ortholog_6225 g158521 gene-HOLleu_07392
ortholog_6226 g158526 gene-HOLleu_08926
ortholog_6227 g158540 gene-HOLleu_08701
ortholog_6228 g158568 gene-HOLleu_08240
ortholog_6229 g158572 gene-HOLleu_08243
ortholog_6230 g158580 gene-HOLleu_07423
ortholog_6231 g158605 gene-HOLleu_08167
ortholog_6232 g158650 gene-HOLleu_07872
ortholog_6233 g158665 gene-HOLleu_08031
ortholog_6234 g158677 gene-HOLleu_08989
ortholog_6235 g158689 gene-HOLleu_08502
ortholog_6236 g158690 gene-HOLleu_07941
ortholog_6237 g158709 gene-HOLleu_09199
ortholog_6238 g158717 gene-HOLleu_08700
ortholog_6239 g158721 gene-HOLleu_08699
ortholog_6240 g158725 gene-HOLleu_09250
ortholog_6241 g158731 gene-HOLleu_08773
ortholog_6242 g158734 gene-HOLleu_09249
ortholog_6243 g158735 gene-HOLleu_08126
ortholog_6244 g158766 gene-HOLleu_07463
ortholog_6245 g158783 gene-HOLleu_27240
ortholog_6246 g158787 gene-HOLleu_08186
ortholog_6247 g158805 gene-HOLleu_25094
ortholog_6248 g158824 gene-HOLleu_18173
ortholog_6249 g158880 gene-HOLleu_08718
ortholog_6250 g158881 gene-HOLleu_08719
ortholog_6251 g158891 gene-HOLleu_12303
ortholog_6252 g158895 gene-HOLleu_07900
ortholog_6253 g158904 gene-HOLleu_08873
ortholog_6254 g158908 gene-HOLleu_09203
ortholog_6255 g158917 gene-HOLleu_09202
ortholog_6256 g158930 gene-HOLleu_09201
ortholog_6257 g158932 gene-HOLleu_07078
ortholog_6258 g158952 gene-HOLleu_09077
ortholog_6259 g158960 gene-HOLleu_07602
ortholog_6260 g159004 gene-HOLleu_08001
ortholog_6261 g159097 gene-HOLleu_07827
ortholog_6262 g159111 gene-HOLleu_07341
ortholog_6263 g159121 gene-HOLleu_08613
ortholog_6264 g159122 gene-HOLleu_07212
ortholog_6265 g159123 gene-HOLleu_39997
ortholog_6266 g159131 gene-HOLleu_08805
ortholog_6267 g159174 gene-HOLleu_07894
ortholog_6268 g159213 gene-HOLleu_09124
ortholog_6269 g159251 gene-HOLleu_07547
ortholog_6270 g159279 gene-HOLleu_07632
ortholog_6271 g159287 gene-HOLleu_07997
ortholog_6272 g159293 gene-HOLleu_09022
ortholog_6273 g159296 gene-HOLleu_07108
ortholog_6274 g159302 gene-HOLleu_27670
ortholog_6275 g159334 gene-HOLleu_08751
ortholog_6276 g159341 gene-HOLleu_35859
ortholog_6277 g159366 gene-HOLleu_08882
ortholog_6278 g159370 gene-HOLleu_08883
ortholog_6279 g159374 gene-HOLleu_36127
ortholog_6280 g159376 gene-HOLleu_36115
ortholog_6281 g159381 gene-HOLleu_07228
ortholog_6282 g159393 gene-HOLleu_07610
ortholog_6283 g159399 gene-HOLleu_25433
ortholog_6284 g159400 gene-HOLleu_08881
ortholog_6285 g159421 gene-HOLleu_08320
ortholog_6286 g159423 gene-HOLleu_08321
ortholog_6287 g159438 gene-HOLleu_08664
ortholog_6288 g159447 gene-HOLleu_08666
ortholog_6289 g159466 gene-HOLleu_08570
ortholog_6290 g159480 gene-HOLleu_09114
ortholog_6291 g159486 gene-HOLleu_09149
ortholog_6292 g159535 gene-HOLleu_08069
ortholog_6293 g159536 gene-HOLleu_08070
ortholog_6294 g159565 gene-HOLleu_07170
ortholog_6295 g159579 gene-HOLleu_26959
ortholog_6296 g159583 gene-HOLleu_07608
ortholog_6297 g159604 gene-HOLleu_08633
ortholog_6298 g159605 gene-HOLleu_09253
ortholog_6299 g159626 gene-HOLleu_08861
ortholog_6300 g159634 gene-HOLleu_09064
ortholog_6301 g159644 gene-HOLleu_08606
ortholog_6302 g159649 gene-HOLleu_08087
ortholog_6303 g159658 gene-HOLleu_08207
ortholog_6304 g159669 gene-HOLleu_07077
ortholog_6305 g159691 gene-HOLleu_07432
ortholog_6306 g159716 gene-HOLleu_08869
ortholog_6307 g159717 gene-HOLleu_08870
ortholog_6308 g159784 gene-HOLleu_41376
ortholog_6309 g159819 gene-HOLleu_07400
ortholog_6310 g159828 gene-HOLleu_08050
ortholog_6311 g159852 gene-HOLleu_08517
ortholog_6312 g159860 gene-HOLleu_08724
ortholog_6313 g159868 gene-HOLleu_07648
ortholog_6314 g159967 gene-HOLleu_08682
ortholog_6315 g159979 gene-HOLleu_08134
ortholog_6316 g159990 gene-HOLleu_08604
ortholog_6317 g159993 gene-HOLleu_08602
ortholog_6318 g160026 gene-HOLleu_08952
ortholog_6319 g160066 gene-HOLleu_08346
ortholog_6320 g160068 gene-HOLleu_30555
ortholog_6321 g160072 gene-HOLleu_08274
ortholog_6322 g160077 gene-HOLleu_08652
ortholog_6323 g160084 gene-HOLleu_08722
ortholog_6324 g160088 gene-HOLleu_08720
ortholog_6325 g160095 gene-HOLleu_09005
ortholog_6326 g160102 gene-HOLleu_09060
ortholog_6327 g160129 gene-HOLleu_08434
ortholog_6328 g160135 gene-HOLleu_07924
ortholog_6329 g160212 gene-HOLleu_16307
ortholog_6330 g160213 gene-HOLleu_09536
ortholog_6331 g160240 gene-HOLleu_08726
ortholog_6332 g160282 gene-HOLleu_09159
ortholog_6333 g160298 gene-HOLleu_07053
ortholog_6334 g160307 gene-HOLleu_07261
ortholog_6335 g160315 gene-HOLleu_07262
ortholog_6336 g160318 gene-HOLleu_08257
ortholog_6337 g160323 gene-HOLleu_07745
ortholog_6338 g160328 gene-HOLleu_07983
ortholog_6339 g160353 gene-HOLleu_08695
ortholog_6340 g160363 gene-HOLleu_09170
ortholog_6341 g160369 gene-HOLleu_07318
ortholog_6342 g160477 gene-HOLleu_08660
ortholog_6343 g160498 gene-HOLleu_08336
ortholog_6344 g160504 gene-HOLleu_07313
ortholog_6345 g160513 gene-HOLleu_07286
ortholog_6346 g160570 gene-HOLleu_07027
ortholog_6347 g160573 gene-HOLleu_09043
ortholog_6348 g160574 gene-HOLleu_07746
ortholog_6349 g160583 gene-HOLleu_08675
ortholog_6350 g160596 gene-HOLleu_07747
ortholog_6351 g160620 gene-HOLleu_07536
ortholog_6352 g160658 gene-HOLleu_19991
ortholog_6353 g160669 gene-HOLleu_18171
ortholog_6354 g160672 gene-HOLleu_12391
ortholog_6355 g160673 gene-HOLleu_25608
ortholog_6356 g160682 gene-HOLleu_27676
ortholog_6357 g160698 gene-HOLleu_07175
ortholog_6358 g160704 gene-HOLleu_07584
ortholog_6359 g160729 gene-HOLleu_09285
ortholog_6360 g160740 gene-HOLleu_09282
ortholog_6361 g160753 gene-HOLleu_08730
ortholog_6362 g160760 gene-HOLleu_08451
ortholog_6363 g160763 gene-HOLleu_08281
ortholog_6364 g160770 gene-HOLleu_07465
ortholog_6365 g160812 gene-HOLleu_09163
ortholog_6366 g160829 gene-HOLleu_08364
ortholog_6367 g160849 gene-HOLleu_09619
ortholog_6368 g160852 gene-HOLleu_18542
ortholog_6369 g160889 gene-HOLleu_09210
ortholog_6370 g160892 gene-HOLleu_07796
ortholog_6371 g160919 gene-HOLleu_29994
ortholog_6372 g160938 gene-HOLleu_09209
ortholog_6373 g160946 gene-HOLleu_06046
ortholog_6374 g160963 gene-HOLleu_08083
ortholog_6375 g160978 gene-HOLleu_09076
ortholog_6376 g160980 gene-HOLleu_08801
ortholog_6377 g160987 gene-HOLleu_08580
ortholog_6378 g160991 gene-HOLleu_08807
ortholog_6379 g161014 gene-HOLleu_16173
ortholog_6380 g161023 gene-HOLleu_11250
ortholog_6381 g161028 gene-HOLleu_07205
ortholog_6382 g161029 gene-HOLleu_07969
ortholog_6383 g161060 gene-HOLleu_08156
ortholog_6384 g161067 gene-HOLleu_07178
ortholog_6385 g161073 gene-HOLleu_07198
ortholog_6386 g161077 gene-HOLleu_08680
ortholog_6387 g161080 gene-HOLleu_08681
ortholog_6388 g161092 gene-HOLleu_08516
ortholog_6389 g161099 gene-HOLleu_08953
ortholog_6390 g161117 gene-HOLleu_18254
ortholog_6391 g161179 gene-HOLleu_34279
ortholog_6392 g161210 gene-HOLleu_07965
ortholog_6393 g161212 gene-HOLleu_07966
ortholog_6394 g161253 gene-HOLleu_07781
ortholog_6395 g161255 gene-HOLleu_07633
ortholog_6396 g161258 gene-HOLleu_09207
ortholog_6397 g161263 gene-HOLleu_08368
ortholog_6398 g161272 gene-HOLleu_07569
ortholog_6399 g161276 gene-HOLleu_35957
ortholog_6400 g161289 gene-HOLleu_07153
ortholog_6401 g161291 gene-HOLleu_07157
ortholog_6402 g161300 gene-HOLleu_07657
ortholog_6403 g161305 gene-HOLleu_08247
ortholog_6404 g161317 gene-HOLleu_08255
ortholog_6405 g161321 gene-HOLleu_08552
ortholog_6406 g161322 gene-HOLleu_08551
ortholog_6407 g161325 gene-HOLleu_11428
ortholog_6408 g161327 gene-HOLleu_08209
ortholog_6409 g161340 gene-HOLleu_08589
ortholog_6410 g161341 gene-HOLleu_08238
ortholog_6411 g161347 gene-HOLleu_08073
ortholog_6412 g161377 gene-HOLleu_12331
ortholog_6413 g161381 gene-HOLleu_44506
ortholog_6414 g161383 gene-HOLleu_07568
ortholog_6415 g161388 gene-HOLleu_07978
ortholog_6416 g161391 gene-HOLleu_24862
ortholog_6417 g161400 gene-HOLleu_07164
ortholog_6418 g161418 gene-HOLleu_08359
ortholog_6419 g161433 gene-HOLleu_09118
ortholog_6420 g161438 gene-HOLleu_08458
ortholog_6421 g161449 gene-HOLleu_08030
ortholog_6422 g161462 gene-HOLleu_09226
ortholog_6423 g161463 gene-HOLleu_07607
ortholog_6424 g161492 gene-HOLleu_37211
ortholog_6425 g161508 gene-HOLleu_23366
ortholog_6426 g161519 gene-HOLleu_28355
ortholog_6427 g161547 gene-HOLleu_07334
ortholog_6428 g161550 gene-HOLleu_07263
ortholog_6429 g161569 gene-HOLleu_09115
ortholog_6430 g161589 gene-HOLleu_07315
ortholog_6431 g161596 gene-HOLleu_07942
ortholog_6432 g161607 gene-HOLleu_25967
ortholog_6433 g161633 gene-HOLleu_35089
ortholog_6434 g161666 gene-HOLleu_07316
ortholog_6435 g161711 gene-HOLleu_15176
ortholog_6436 g161718 gene-HOLleu_08201
ortholog_6437 g161721 gene-HOLleu_07647
ortholog_6438 g161756 gene-HOLleu_35157
ortholog_6439 g161775 gene-HOLleu_34395
ortholog_6440 g161782 gene-HOLleu_08014
ortholog_6441 g161810 gene-HOLleu_05026
ortholog_6442 g161815 gene-HOLleu_08323
ortholog_6443 g161835 gene-HOLleu_09182
ortholog_6444 g161848 gene-HOLleu_08375
ortholog_6445 g161854 gene-HOLleu_07651
ortholog_6446 g161863 gene-HOLleu_08082
ortholog_6447 g161903 gene-HOLleu_09046
ortholog_6448 g161914 gene-HOLleu_07280
ortholog_6449 g161917 gene-HOLleu_08640
ortholog_6450 g161924 gene-HOLleu_08506
ortholog_6451 g161981 gene-HOLleu_08789
ortholog_6452 g161987 gene-HOLleu_07560
ortholog_6453 g161988 gene-HOLleu_35229
ortholog_6454 g161996 gene-HOLleu_07948
ortholog_6455 g162002 gene-HOLleu_09169
ortholog_6456 g162022 gene-HOLleu_08148
ortholog_6457 g162025 gene-HOLleu_08151
ortholog_6458 g162027 gene-HOLleu_07260
ortholog_6459 g162059 gene-HOLleu_07951
ortholog_6460 g162061 gene-HOLleu_07225
ortholog_6461 g162067 gene-HOLleu_07232
ortholog_6462 g162069 gene-HOLleu_08398
ortholog_6463 g162081 gene-HOLleu_07042
ortholog_6464 g162115 gene-HOLleu_09037
ortholog_6465 g162124 gene-HOLleu_25188
ortholog_6466 g162127 gene-HOLleu_07857
ortholog_6467 g162188 gene-HOLleu_08514
ortholog_6468 g162190 gene-HOLleu_08515
ortholog_6469 g162200 gene-HOLleu_07636
ortholog_6470 g162231 gene-HOLleu_08744
ortholog_6471 g162239 gene-HOLleu_06926
ortholog_6472 g162286 gene-HOLleu_38824
ortholog_6473 g162298 gene-HOLleu_11740
ortholog_6474 g162332 gene-HOLleu_08436
ortholog_6475 g162358 gene-HOLleu_09157
ortholog_6476 g162363 gene-HOLleu_08032
ortholog_6477 g162378 gene-HOLleu_08037
ortholog_6478 g162387 gene-HOLleu_07950
ortholog_6479 g162389 gene-HOLleu_07949
ortholog_6480 g162401 gene-HOLleu_07496
ortholog_6481 g162417 gene-HOLleu_07709
ortholog_6482 g162422 gene-HOLleu_07708
ortholog_6483 g162430 gene-HOLleu_41301
ortholog_6484 g162446 gene-HOLleu_21352
ortholog_6485 g162475 gene-HOLleu_08038
ortholog_6486 g162487 gene-HOLleu_22869
ortholog_6487 g162526 gene-HOLleu_35706
ortholog_6488 g162570 gene-HOLleu_24768
ortholog_6489 g162600 gene-HOLleu_19167
ortholog_6490 g162603 gene-HOLleu_07329
ortholog_6491 g162608 gene-HOLleu_32691
ortholog_6492 g162667 gene-HOLleu_27679
ortholog_6493 g162716 gene-HOLleu_08653
ortholog_6494 g162861 gene-HOLleu_07518
ortholog_6495 g162879 gene-HOLleu_08480
ortholog_6496 g162917 gene-HOLleu_08473
ortholog_6497 g162919 gene-HOLleu_09180
ortholog_6498 g162951 gene-HOLleu_08329
ortholog_6499 g162955 gene-HOLleu_08353
ortholog_6500 g162979 gene-HOLleu_36358
ortholog_6501 g162987 gene-HOLleu_08746
ortholog_6502 g163017 gene-HOLleu_41826
ortholog_6503 g163114 gene-HOLleu_07699
ortholog_6504 g163115 gene-HOLleu_07704
ortholog_6505 g163156 gene-HOLleu_39107
ortholog_6506 g163169 gene-HOLleu_45118
ortholog_6507 g163170 gene-HOLleu_09189
ortholog_6508 g163181 gene-HOLleu_07694
ortholog_6509 g163186 gene-HOLleu_07357
ortholog_6510 g163194 gene-HOLleu_07238
ortholog_6511 g163214 gene-HOLleu_08691
ortholog_6512 g163248 gene-HOLleu_31729
ortholog_6513 g163253 gene-HOLleu_41285
ortholog_6514 g163269 gene-HOLleu_08927
ortholog_6515 g163284 gene-HOLleu_08237
ortholog_6516 g163339 gene-HOLleu_08299
ortholog_6517 g163342 gene-HOLleu_08847
ortholog_6518 g163346 gene-HOLleu_30277
ortholog_6519 g163428 gene-HOLleu_08286
ortholog_6520 g163429 gene-HOLleu_08187
ortholog_6521 g163465 gene-HOLleu_09224
ortholog_6522 g163486 gene-HOLleu_21917
ortholog_6523 g163490 gene-HOLleu_37391
ortholog_6524 g163500 gene-HOLleu_07408
ortholog_6525 g163515 gene-HOLleu_09106
ortholog_6526 g163534 gene-HOLleu_08656
ortholog_6527 g163536 gene-HOLleu_08930
ortholog_6528 g163543 gene-HOLleu_07571
ortholog_6529 g163547 gene-HOLleu_08809
ortholog_6530 g163553 gene-HOLleu_07296
ortholog_6531 g163569 gene-HOLleu_07680
ortholog_6532 g163571 gene-HOLleu_09229
ortholog_6533 g163576 gene-HOLleu_09084
ortholog_6534 g163579 gene-HOLleu_08716
ortholog_6535 g163594 gene-HOLleu_08671
ortholog_6536 g163596 gene-HOLleu_08707
ortholog_6537 g163601 gene-HOLleu_29669
ortholog_6538 g163606 gene-HOLleu_08605
ortholog_6539 g163621 gene-HOLleu_07656
ortholog_6540 g163639 gene-HOLleu_08147
ortholog_6541 g163646 gene-HOLleu_08850
ortholog_6542 g163651 gene-HOLleu_05132
ortholog_6543 g163685 gene-HOLleu_09004
ortholog_6544 g163687 gene-HOLleu_08080
ortholog_6545 g163688 gene-HOLleu_07456
ortholog_6546 g163739 gene-HOLleu_08465
ortholog_6547 g163756 gene-HOLleu_36121
ortholog_6548 g163785 gene-HOLleu_08734
ortholog_6549 g163801 gene-HOLleu_08804
ortholog_6550 g163817 gene-HOLleu_09035
ortholog_6551 g163820 gene-HOLleu_07057
ortholog_6552 g163821 gene-HOLleu_07056
ortholog_6553 g163826 gene-HOLleu_41935
ortholog_6554 g163828 gene-HOLleu_08402
ortholog_6555 g163830 gene-HOLleu_07195
ortholog_6556 g163837 gene-HOLleu_08772
ortholog_6557 g163845 gene-HOLleu_03998
ortholog_6558 g163847 gene-HOLleu_01130
ortholog_6559 g163852 gene-HOLleu_05566
ortholog_6560 g163873 gene-HOLleu_07724
ortholog_6561 g163885 gene-HOLleu_07862
ortholog_6562 g163898 gene-HOLleu_07193
ortholog_6563 g163904 gene-HOLleu_07192
ortholog_6564 g163905 gene-HOLleu_08135
ortholog_6565 g163909 gene-HOLleu_09026
ortholog_6566 g163913 gene-HOLleu_08016
ortholog_6567 g163918 gene-HOLleu_07968
ortholog_6568 g163999 gene-HOLleu_09038
ortholog_6569 g164000 gene-HOLleu_13743
ortholog_6570 g164011 gene-HOLleu_07426
ortholog_6571 g164039 gene-HOLleu_08013
ortholog_6572 g164052 gene-HOLleu_07394
ortholog_6573 g164063 gene-HOLleu_08769
ortholog_6574 g164076 gene-HOLleu_08642
ortholog_6575 g164084 gene-HOLleu_08992
ortholog_6576 g164112 gene-HOLleu_07916
ortholog_6577 g164117 gene-HOLleu_07226
ortholog_6578 g164178 gene-HOLleu_07257
ortholog_6579 g164186 gene-HOLleu_07294
ortholog_6580 g164235 gene-HOLleu_08250
ortholog_6581 g164316 gene-HOLleu_05263
ortholog_6582 g164434 gene-HOLleu_33876
ortholog_6583 g164556 gene-HOLleu_33969
ortholog_6584 g164598 gene-HOLleu_33542
ortholog_6585 g164731 gene-HOLleu_16494
ortholog_6586 g164880 gene-HOLleu_38223
ortholog_6587 g164936 gene-HOLleu_20514
ortholog_6588 g164958 gene-HOLleu_18572
ortholog_6589 g165118 gene-HOLleu_35975
ortholog_6590 g165151 gene-HOLleu_36846
ortholog_6591 g165182 gene-HOLleu_36758
ortholog_6592 g165237 gene-HOLleu_04346
ortholog_6593 g165239 gene-HOLleu_35500
ortholog_6594 g165289 gene-HOLleu_02242
ortholog_6595 g165391 gene-HOLleu_27145
ortholog_6596 g165497 gene-HOLleu_40841
ortholog_6597 g165524 gene-HOLleu_27863
ortholog_6598 g165528 gene-HOLleu_26943
ortholog_6599 g165596 gene-HOLleu_24909
ortholog_6600 g165632 gene-HOLleu_19735
ortholog_6601 g165638 gene-HOLleu_27968
ortholog_6602 g165707 gene-HOLleu_31351
ortholog_6603 g165725 gene-HOLleu_27831
ortholog_6604 g165727 gene-HOLleu_26872
ortholog_6605 g165733 gene-HOLleu_26873
ortholog_6606 g165734 gene-HOLleu_27844
ortholog_6607 g165838 gene-HOLleu_27447
ortholog_6608 g165876 gene-HOLleu_27906
ortholog_6609 g166004 gene-HOLleu_29383
ortholog_6610 g166070 gene-HOLleu_27655
ortholog_6611 g166076 gene-HOLleu_26512
ortholog_6612 g166087 gene-HOLleu_37148
ortholog_6613 g166176 gene-HOLleu_08654
ortholog_6614 g166189 gene-HOLleu_27713
ortholog_6615 g166207 gene-HOLleu_27569
ortholog_6616 g166213 gene-HOLleu_27555
ortholog_6617 g166237 gene-HOLleu_27565
ortholog_6618 g166245 gene-HOLleu_27856
ortholog_6619 g166260 gene-HOLleu_27546
ortholog_6620 g166270 gene-HOLleu_26624
ortholog_6621 g166306 gene-HOLleu_38812
ortholog_6622 g166315 gene-HOLleu_27807
ortholog_6623 g166324 gene-HOLleu_00198
ortholog_6624 g166342 gene-HOLleu_25243
ortholog_6625 g166370 gene-HOLleu_14383
ortholog_6626 g166436 gene-HOLleu_24912
ortholog_6627 g166463 gene-HOLleu_26867
ortholog_6628 g166469 gene-HOLleu_09293
ortholog_6629 g166472 gene-HOLleu_21503
ortholog_6630 g166488 gene-HOLleu_27899
ortholog_6631 g166504 gene-HOLleu_27997
ortholog_6632 g166550 gene-HOLleu_32649
ortholog_6633 g166583 gene-HOLleu_20607
ortholog_6634 g166721 gene-HOLleu_27611
ortholog_6635 g166725 gene-HOLleu_27270
ortholog_6636 g166742 gene-HOLleu_20111
ortholog_6637 g166802 gene-HOLleu_27133
ortholog_6638 g166841 gene-HOLleu_27272
ortholog_6639 g166889 gene-HOLleu_10527
ortholog_6640 g166894 gene-HOLleu_43622
ortholog_6641 g166914 gene-HOLleu_36568
ortholog_6642 g166931 gene-HOLleu_10713
ortholog_6643 g166943 gene-HOLleu_18307
ortholog_6644 g167052 gene-HOLleu_43677
ortholog_6645 g167080 gene-HOLleu_02099
ortholog_6646 g167177 gene-HOLleu_27608
ortholog_6647 g167183 gene-HOLleu_27672
ortholog_6648 g167189 gene-HOLleu_26514
ortholog_6649 g167203 gene-HOLleu_27730
ortholog_6650 g167212 gene-HOLleu_27281
ortholog_6651 g167219 gene-HOLleu_27977
ortholog_6652 g167233 gene-HOLleu_27058
ortholog_6653 g167239 gene-HOLleu_15745
ortholog_6654 g167242 gene-HOLleu_44360
ortholog_6655 g167246 gene-HOLleu_27319
ortholog_6656 g167296 gene-HOLleu_26656
ortholog_6657 g167319 gene-HOLleu_27122
ortholog_6658 g167322 gene-HOLleu_27124
ortholog_6659 g167500 gene-HOLleu_27983
ortholog_6660 g167508 gene-HOLleu_27867
ortholog_6661 g167526 gene-HOLleu_27866
ortholog_6662 g167549 gene-HOLleu_27185
ortholog_6663 g167555 gene-HOLleu_27183
ortholog_6664 g167622 gene-HOLleu_27971
ortholog_6665 g167624 gene-HOLleu_07735
ortholog_6666 g167684 gene-HOLleu_27164
ortholog_6667 g167687 gene-HOLleu_27757
ortholog_6668 g167697 gene-HOLleu_06966
ortholog_6669 g167700 gene-HOLleu_35298
ortholog_6670 g167714 gene-HOLleu_27335
ortholog_6671 g167730 gene-HOLleu_26874
ortholog_6672 g167736 gene-HOLleu_30146
ortholog_6673 g167753 gene-HOLleu_08596
ortholog_6674 g167844 gene-HOLleu_20762
ortholog_6675 g167849 gene-HOLleu_26678
ortholog_6676 g167854 gene-HOLleu_27362
ortholog_6677 g167870 gene-HOLleu_26895
ortholog_6678 g167875 gene-HOLleu_27802
ortholog_6679 g167883 gene-HOLleu_02129
ortholog_6680 g167906 gene-HOLleu_27516
ortholog_6681 g167928 gene-HOLleu_41016
ortholog_6682 g167963 gene-HOLleu_13878
ortholog_6683 g167965 gene-HOLleu_28020
ortholog_6684 g168019 gene-HOLleu_27543
ortholog_6685 g168034 gene-HOLleu_17568
ortholog_6686 g168065 gene-HOLleu_14897
ortholog_6687 g168093 gene-HOLleu_26869
ortholog_6688 g168103 gene-HOLleu_39178
ortholog_6689 g168192 gene-HOLleu_27842
ortholog_6690 g168194 gene-HOLleu_27260
ortholog_6691 g168219 gene-HOLleu_27189
ortholog_6692 g168257 gene-HOLleu_27495
ortholog_6693 g168276 gene-HOLleu_26803
ortholog_6694 g168301 gene-HOLleu_39701
ortholog_6695 g168308 gene-HOLleu_40238
ortholog_6696 g168316 gene-HOLleu_27466
ortholog_6697 g168468 gene-HOLleu_27363
ortholog_6698 g168618 gene-HOLleu_00844
ortholog_6699 g168625 gene-HOLleu_27925
ortholog_6700 g168817 gene-HOLleu_26970
ortholog_6701 g168837 gene-HOLleu_13070
ortholog_6702 g168857 gene-HOLleu_13045
ortholog_6703 g168881 gene-HOLleu_26487
ortholog_6704 g168898 gene-HOLleu_27541
ortholog_6705 g168918 gene-HOLleu_27407
ortholog_6706 g168923 gene-HOLleu_29240
ortholog_6707 g168966 gene-HOLleu_27043
ortholog_6708 g168968 gene-HOLleu_27044
ortholog_6709 g169007 gene-HOLleu_27017
ortholog_6710 g169016 gene-HOLleu_27016
ortholog_6711 g169041 gene-HOLleu_27121
ortholog_6712 g169105 gene-HOLleu_26707
ortholog_6713 g169130 gene-HOLleu_28058
ortholog_6714 g169158 gene-HOLleu_36579
ortholog_6715 g169196 gene-HOLleu_27981
ortholog_6716 g169277 gene-HOLleu_01538
ortholog_6717 g169289 gene-HOLleu_27333
ortholog_6718 g169291 gene-HOLleu_39770
ortholog_6719 g169302 gene-HOLleu_26550
ortholog_6720 g169315 gene-HOLleu_14040
ortholog_6721 g169338 gene-HOLleu_27646
ortholog_6722 g169344 gene-HOLleu_14186
ortholog_6723 g169347 gene-HOLleu_27755
ortholog_6724 g169349 gene-HOLleu_27519
ortholog_6725 g169357 gene-HOLleu_27747
ortholog_6726 g169381 gene-HOLleu_27886
ortholog_6727 g169385 gene-HOLleu_27876
ortholog_6728 g169403 gene-HOLleu_26913
ortholog_6729 g169417 gene-HOLleu_27406
ortholog_6730 g169422 gene-HOLleu_27168
ortholog_6731 g169423 gene-HOLleu_27358
ortholog_6732 g169474 gene-HOLleu_19917
ortholog_6733 g169483 gene-HOLleu_27965
ortholog_6734 g169485 gene-HOLleu_27877
ortholog_6735 g169536 gene-HOLleu_27243
ortholog_6736 g169541 gene-HOLleu_27379
ortholog_6737 g169550 gene-HOLleu_33631
ortholog_6738 g169597 gene-HOLleu_27783
ortholog_6739 g169623 gene-HOLleu_26578
ortholog_6740 g169627 gene-HOLleu_27571
ortholog_6741 g169632 gene-HOLleu_26496
ortholog_6742 g169639 gene-HOLleu_28063
ortholog_6743 g169767 gene-HOLleu_40813
ortholog_6744 g169795 gene-HOLleu_27630
ortholog_6745 g169803 gene-HOLleu_27869
ortholog_6746 g169850 gene-HOLleu_27053
ortholog_6747 g169854 gene-HOLleu_31497
ortholog_6748 g169857 gene-HOLleu_43630
