ortholog_1 Parliv_PL00053 gene-HOLleu_28958
ortholog_7229 Parliv_PL31619 gene-HOLleu_12940
ortholog_7230 Parliv_PL31562 gene-HOLleu_12573
ortholog_7231 Parliv_PL31174 gene-HOLleu_13469
ortholog_7232 Parliv_PL31313 gene-HOLleu_13467
ortholog_7233 Parliv_PL31375 gene-HOLleu_12582
ortholog_7234 Parliv_PL31342 gene-HOLleu_12462
ortholog_7235 Parliv_PL31145 gene-HOLleu_12570
ortholog_7236 Parliv_PL31560 gene-HOLleu_12009
ortholog_7237 Parliv_PL31138 gene-HOLleu_17275
ortholog_7238 Parliv_PL31359 gene-HOLleu_13529
ortholog_7239 Parliv_PL31389 gene-HOLleu_12233
ortholog_7240 Parliv_PL31681 gene-HOLleu_12731
ortholog_7241 Parliv_PL31173 gene-HOLleu_12729
ortholog_7242 Parliv_PL31461 gene-HOLleu_12728
ortholog_7243 Parliv_PL31291 gene-HOLleu_12938
ortholog_7244 Parliv_PL31617 gene-HOLleu_05566
ortholog_7245 Parliv_PL31380 gene-HOLleu_10209
ortholog_7246 Parliv_PL31328 gene-HOLleu_12234
ortholog_7247 Parliv_PL31265 gene-HOLleu_12236
ortholog_7248 Parliv_PL31608 gene-HOLleu_13138
ortholog_7249 Parliv_PL31626 gene-HOLleu_12696
ortholog_7250 Parliv_PL31474 gene-HOLleu_12514
ortholog_7251 Parliv_PL31534 gene-HOLleu_11779
ortholog_7252 Parliv_PL31429 gene-HOLleu_12908
ortholog_7253 Parliv_PL31277 gene-HOLleu_13262
ortholog_7254 Parliv_PL31270 gene-HOLleu_12297
ortholog_7255 Parliv_PL31424 gene-HOLleu_12296
ortholog_7256 Parliv_PL31715 gene-HOLleu_12760
ortholog_7257 Parliv_PL31653 gene-HOLleu_12870
ortholog_7258 Parliv_PL31395 gene-HOLleu_12660
ortholog_7259 Parliv_PL31455 gene-HOLleu_12225
ortholog_7260 Parliv_PL31274 gene-HOLleu_12484
ortholog_7261 Parliv_PL31463 gene-HOLleu_12467
ortholog_7262 Parliv_PL31275 gene-HOLleu_39203
ortholog_7263 Parliv_PL31406 gene-HOLleu_13571
ortholog_7264 Parliv_PL31465 gene-HOLleu_12929
ortholog_7265 Parliv_PL31621 gene-HOLleu_12168
ortholog_7266 Parliv_PL31668 gene-HOLleu_12842
ortholog_7267 Parliv_PL31388 gene-HOLleu_12521
ortholog_7268 Parliv_PL31261 gene-HOLleu_12520
ortholog_7269 Parliv_PL31552 gene-HOLleu_12519
ortholog_7270 Parliv_PL31125 gene-HOLleu_12584
ortholog_7271 Parliv_PL31563 gene-HOLleu_12583
ortholog_7272 Parliv_PL31579 gene-HOLleu_12228
ortholog_7273 Parliv_PL31276 gene-HOLleu_35471
ortholog_7274 Parliv_PL31514 gene-HOLleu_26993
ortholog_7275 Parliv_PL31407 gene-HOLleu_26995
ortholog_7276 Parliv_PL31771 gene-HOLleu_26957
ortholog_7277 Parliv_PL31776 gene-HOLleu_34086
ortholog_7278 Parliv_PL31777 gene-HOLleu_44491
ortholog_7279 Parliv_PL31785 gene-HOLleu_06541
ortholog_7280 Parliv_PL33367 gene-HOLleu_21271
ortholog_7281 Parliv_PL31845 gene-HOLleu_35078
ortholog_7282 Parliv_PL32927 gene-HOLleu_35001
ortholog_7283 Parliv_PL33457 gene-HOLleu_35002
ortholog_7284 Parliv_PL32143 gene-HOLleu_39661
ortholog_7285 Parliv_PL32122 gene-HOLleu_03005
ortholog_7286 Parliv_PL32205 gene-HOLleu_20880
ortholog_7287 Parliv_PL32211 gene-HOLleu_45203
ortholog_7288 Parliv_PL32510 gene-HOLleu_02461
ortholog_7289 Parliv_PL32861 gene-HOLleu_16889
ortholog_7290 Parliv_PL33483 gene-HOLleu_01568
ortholog_7291 Parliv_PL31850 gene-HOLleu_38273
ortholog_7292 Parliv_PL31988 gene-HOLleu_34368
ortholog_7293 Parliv_PL32975 gene-HOLleu_35088
ortholog_7294 Parliv_PL32224 gene-HOLleu_16089
ortholog_7295 Parliv_PL32230 gene-HOLleu_04924
ortholog_7296 Parliv_PL32545 gene-HOLleu_34491
ortholog_7297 Parliv_PL32233 gene-HOLleu_34759
ortholog_7298 Parliv_PL33408 gene-HOLleu_35280
ortholog_7299 Parliv_PL33144 gene-HOLleu_16710
ortholog_7300 Parliv_PL32282 gene-HOLleu_35168
ortholog_7301 Parliv_PL32240 gene-HOLleu_34736
ortholog_7302 Parliv_PL32936 gene-HOLleu_34735
ortholog_7303 Parliv_PL33095 gene-HOLleu_35368
ortholog_7304 Parliv_PL31837 gene-HOLleu_35027
ortholog_7305 Parliv_PL33339 gene-HOLleu_34320
ortholog_7306 Parliv_PL31927 gene-HOLleu_34933
ortholog_7307 Parliv_PL31836 gene-HOLleu_35186
ortholog_7308 Parliv_PL31945 gene-HOLleu_35482
ortholog_7309 Parliv_PL33114 gene-HOLleu_34363
ortholog_7310 Parliv_PL32209 gene-HOLleu_34450
ortholog_7311 Parliv_PL32559 gene-HOLleu_06114
ortholog_7312 Parliv_PL32136 gene-HOLleu_09272
ortholog_7313 Parliv_PL32786 gene-HOLleu_35306
ortholog_7314 Parliv_PL32077 gene-HOLleu_34673
ortholog_7315 Parliv_PL32881 gene-HOLleu_35268
ortholog_7316 Parliv_PL31979 gene-HOLleu_34400
ortholog_7317 Parliv_PL32001 gene-HOLleu_35039
ortholog_7318 Parliv_PL32535 gene-HOLleu_35051
ortholog_7319 Parliv_PL33132 gene-HOLleu_34780
ortholog_7320 Parliv_PL33286 gene-HOLleu_28486
ortholog_7321 Parliv_PL31935 gene-HOLleu_40829
ortholog_7322 Parliv_PL33453 gene-HOLleu_34987
ortholog_7323 Parliv_PL32448 gene-HOLleu_34985
ortholog_7324 Parliv_PL32552 gene-HOLleu_34547
ortholog_7325 Parliv_PL33507 gene-HOLleu_34548
ortholog_7326 Parliv_PL32675 gene-HOLleu_25301
ortholog_7327 Parliv_PL32668 gene-HOLleu_34781
ortholog_7328 Parliv_PL31908 gene-HOLleu_35303
ortholog_7329 Parliv_PL32284 gene-HOLleu_35274
ortholog_7330 Parliv_PL32558 gene-HOLleu_34262
ortholog_7331 Parliv_PL33211 gene-HOLleu_34516
ortholog_7332 Parliv_PL32441 gene-HOLleu_34602
ortholog_7333 Parliv_PL32502 gene-HOLleu_34601
ortholog_7334 Parliv_PL32290 gene-HOLleu_34599
ortholog_7335 Parliv_PL32908 gene-HOLleu_35434
ortholog_7336 Parliv_PL33156 gene-HOLleu_37300
ortholog_7337 Parliv_PL32044 gene-HOLleu_09097
ortholog_7338 Parliv_PL32954 gene-HOLleu_35118
ortholog_7339 Parliv_PL32531 gene-HOLleu_34445
ortholog_7340 Parliv_PL32691 gene-HOLleu_35054
ortholog_7341 Parliv_PL31902 gene-HOLleu_35044
ortholog_7342 Parliv_PL33213 gene-HOLleu_34858
ortholog_7343 Parliv_PL32895 gene-HOLleu_34302
ortholog_7344 Parliv_PL32321 gene-HOLleu_35364
ortholog_7345 Parliv_PL31999 gene-HOLleu_35042
ortholog_7346 Parliv_PL32397 gene-HOLleu_34257
ortholog_7347 Parliv_PL31943 gene-HOLleu_34244
ortholog_7348 Parliv_PL31843 gene-HOLleu_34261
ortholog_7349 Parliv_PL33103 gene-HOLleu_35476
ortholog_7350 Parliv_PL31976 gene-HOLleu_35363
ortholog_7351 Parliv_PL32026 gene-HOLleu_34664
ortholog_7352 Parliv_PL32368 gene-HOLleu_28567
ortholog_7353 Parliv_PL32201 gene-HOLleu_34972
ortholog_7354 Parliv_PL32784 gene-HOLleu_34971
ortholog_7355 Parliv_PL33096 gene-HOLleu_34970
ortholog_7356 Parliv_PL31866 gene-HOLleu_34968
ortholog_7357 Parliv_PL32180 gene-HOLleu_35128
ortholog_7358 Parliv_PL32598 gene-HOLleu_06373
ortholog_7359 Parliv_PL33334 gene-HOLleu_34351
ortholog_7360 Parliv_PL33341 gene-HOLleu_06746
ortholog_7361 Parliv_PL32449 gene-HOLleu_35115
ortholog_7362 Parliv_PL33481 gene-HOLleu_31809
ortholog_7363 Parliv_PL32480 gene-HOLleu_32387
ortholog_7364 Parliv_PL32956 gene-HOLleu_32672
ortholog_7365 Parliv_PL32669 gene-HOLleu_31617
ortholog_7366 Parliv_PL32608 gene-HOLleu_31614
ortholog_7367 Parliv_PL33258 gene-HOLleu_31613
ortholog_7368 Parliv_PL33428 gene-HOLleu_32478
ortholog_7369 Parliv_PL33142 gene-HOLleu_13857
ortholog_7370 Parliv_PL31951 gene-HOLleu_18357
ortholog_7371 Parliv_PL32656 gene-HOLleu_13856
ortholog_7372 Parliv_PL32141 gene-HOLleu_35517
ortholog_7373 Parliv_PL32757 gene-HOLleu_34723
ortholog_7374 Parliv_PL31796 gene-HOLleu_28805
ortholog_7375 Parliv_PL31863 gene-HOLleu_34851
ortholog_7376 Parliv_PL32693 gene-HOLleu_23511
ortholog_7377 Parliv_PL33424 gene-HOLleu_00359
ortholog_7378 Parliv_PL31996 gene-HOLleu_34791
ortholog_7379 Parliv_PL33465 gene-HOLleu_34503
ortholog_7380 Parliv_PL32062 gene-HOLleu_35490
ortholog_7381 Parliv_PL32610 gene-HOLleu_34739
ortholog_7382 Parliv_PL32184 gene-HOLleu_36552
ortholog_7383 Parliv_PL32086 gene-HOLleu_34428
ortholog_7384 Parliv_PL33036 gene-HOLleu_34550
ortholog_7385 Parliv_PL32487 gene-HOLleu_15165
ortholog_7386 Parliv_PL32407 gene-HOLleu_34807
ortholog_7387 Parliv_PL32739 gene-HOLleu_34744
ortholog_7388 Parliv_PL33199 gene-HOLleu_34790
ortholog_7389 Parliv_PL32544 gene-HOLleu_34789
ortholog_7390 Parliv_PL32940 gene-HOLleu_34539
ortholog_7391 Parliv_PL32636 gene-HOLleu_34612
ortholog_7392 Parliv_PL32166 gene-HOLleu_34613
ortholog_7393 Parliv_PL32157 gene-HOLleu_34614
ortholog_7394 Parliv_PL33044 gene-HOLleu_34770
ortholog_7395 Parliv_PL33475 gene-HOLleu_35441
ortholog_7396 Parliv_PL32775 gene-HOLleu_34313
ortholog_7397 Parliv_PL32222 gene-HOLleu_34315
ortholog_7398 Parliv_PL32109 gene-HOLleu_34317
ortholog_7399 Parliv_PL32696 gene-HOLleu_34318
ortholog_7400 Parliv_PL32582 gene-HOLleu_34798
ortholog_7401 Parliv_PL33027 gene-HOLleu_18110
ortholog_7402 Parliv_PL32516 gene-HOLleu_18105
ortholog_7403 Parliv_PL32045 gene-HOLleu_04918
ortholog_7404 Parliv_PL31846 gene-HOLleu_35383
ortholog_7405 Parliv_PL32746 gene-HOLleu_35155
ortholog_7406 Parliv_PL33079 gene-HOLleu_35084
ortholog_7407 Parliv_PL33020 gene-HOLleu_28386
ortholog_7408 Parliv_PL32651 gene-HOLleu_35030
ortholog_7409 Parliv_PL32635 gene-HOLleu_34997
ortholog_7410 Parliv_PL32345 gene-HOLleu_34324
ortholog_7411 Parliv_PL33464 gene-HOLleu_34375
ortholog_7412 Parliv_PL33374 gene-HOLleu_34321
ortholog_7413 Parliv_PL33287 gene-HOLleu_34374
ortholog_7414 Parliv_PL32643 gene-HOLleu_34373
ortholog_7415 Parliv_PL32357 gene-HOLleu_34371
ortholog_7416 Parliv_PL32550 gene-HOLleu_34370
ortholog_7417 Parliv_PL32156 gene-HOLleu_35083
ortholog_7418 Parliv_PL32632 gene-HOLleu_34815
ortholog_7419 Parliv_PL33088 gene-HOLleu_35192
ortholog_7420 Parliv_PL31894 gene-HOLleu_34238
ortholog_7421 Parliv_PL32825 gene-HOLleu_35214
ortholog_7422 Parliv_PL32655 gene-HOLleu_35212
ortholog_7423 Parliv_PL33032 gene-HOLleu_34996
ortholog_7424 Parliv_PL33037 gene-HOLleu_39088
ortholog_7425 Parliv_PL33340 gene-HOLleu_41132
ortholog_7426 Parliv_PL32304 gene-HOLleu_34666
ortholog_7427 Parliv_PL32340 gene-HOLleu_34301
ortholog_7428 Parliv_PL33231 gene-HOLleu_35218
ortholog_7429 Parliv_PL32471 gene-HOLleu_34510
ortholog_7430 Parliv_PL33120 gene-HOLleu_34833
ortholog_7431 Parliv_PL33311 gene-HOLleu_34837
ortholog_7432 Parliv_PL32422 gene-HOLleu_34838
ortholog_7433 Parliv_PL31992 gene-HOLleu_22405
ortholog_7434 Parliv_PL31938 gene-HOLleu_34417
ortholog_7435 Parliv_PL31953 gene-HOLleu_00798
ortholog_7436 Parliv_PL33069 gene-HOLleu_31071
ortholog_7437 Parliv_PL32479 gene-HOLleu_35470
ortholog_7438 Parliv_PL32660 gene-HOLleu_14481
ortholog_7439 Parliv_PL31818 gene-HOLleu_35349
ortholog_7440 Parliv_PL32813 gene-HOLleu_18163
ortholog_7441 Parliv_PL32920 gene-HOLleu_34391
ortholog_7442 Parliv_PL32772 gene-HOLleu_34957
ortholog_7443 Parliv_PL32896 gene-HOLleu_34704
ortholog_7444 Parliv_PL32095 gene-HOLleu_34344
ortholog_7445 Parliv_PL33135 gene-HOLleu_34338
ortholog_7446 Parliv_PL32690 gene-HOLleu_34340
ortholog_7447 Parliv_PL33270 gene-HOLleu_34799
ortholog_7448 Parliv_PL32310 gene-HOLleu_35294
ortholog_7449 Parliv_PL32847 gene-HOLleu_35000
ortholog_7450 Parliv_PL32071 gene-HOLleu_35334
ortholog_7451 Parliv_PL32289 gene-HOLleu_34365
ortholog_7452 Parliv_PL32462 gene-HOLleu_35018
ortholog_7453 Parliv_PL32204 gene-HOLleu_34506
ortholog_7454 Parliv_PL32360 gene-HOLleu_34702
ortholog_7455 Parliv_PL32078 gene-HOLleu_34701
ortholog_7456 Parliv_PL32947 gene-HOLleu_35359
ortholog_7457 Parliv_PL33345 gene-HOLleu_35360
ortholog_7458 Parliv_PL33136 gene-HOLleu_03612
ortholog_7459 Parliv_PL33369 gene-HOLleu_35021
ortholog_7460 Parliv_PL33248 gene-HOLleu_35193
ortholog_7461 Parliv_PL32762 gene-HOLleu_34656
ortholog_7462 Parliv_PL33427 gene-HOLleu_34456
ortholog_7463 Parliv_PL31861 gene-HOLleu_34714
ortholog_7464 Parliv_PL31889 gene-HOLleu_34709
ortholog_7465 Parliv_PL32491 gene-HOLleu_35494
ortholog_7466 Parliv_PL32087 gene-HOLleu_34604
ortholog_7467 Parliv_PL32115 gene-HOLleu_34555
ortholog_7468 Parliv_PL32948 gene-HOLleu_34554
ortholog_7469 Parliv_PL32332 gene-HOLleu_35400
ortholog_7470 Parliv_PL33203 gene-HOLleu_35433
ortholog_7471 Parliv_PL31811 gene-HOLleu_35170
ortholog_7472 Parliv_PL32040 gene-HOLleu_34465
ortholog_7473 Parliv_PL31977 gene-HOLleu_34464
ortholog_7474 Parliv_PL33183 gene-HOLleu_35161
ortholog_7475 Parliv_PL33267 gene-HOLleu_35159
ortholog_7476 Parliv_PL33435 gene-HOLleu_35376
ortholog_7477 Parliv_PL33004 gene-HOLleu_20702
ortholog_7478 Parliv_PL33385 gene-HOLleu_34964
ortholog_7479 Parliv_PL32807 gene-HOLleu_34965
ortholog_7480 Parliv_PL33250 gene-HOLleu_34716
ortholog_7481 Parliv_PL32633 gene-HOLleu_34942
ortholog_7482 Parliv_PL33174 gene-HOLleu_16124
ortholog_7483 Parliv_PL32061 gene-HOLleu_35409
ortholog_7484 Parliv_PL33047 gene-HOLleu_35222
ortholog_7485 Parliv_PL32571 gene-HOLleu_17497
ortholog_7486 Parliv_PL32350 gene-HOLleu_34616
ortholog_7487 Parliv_PL33493 gene-HOLleu_34528
ortholog_7488 Parliv_PL32802 gene-HOLleu_26907
ortholog_7489 Parliv_PL32765 gene-HOLleu_15745
ortholog_7490 Parliv_PL32014 gene-HOLleu_05400
ortholog_7491 Parliv_PL32671 gene-HOLleu_34853
ortholog_7492 Parliv_PL32351 gene-HOLleu_34582
ortholog_7493 Parliv_PL33214 gene-HOLleu_34854
ortholog_7494 Parliv_PL32700 gene-HOLleu_34855
ortholog_7495 Parliv_PL31897 gene-HOLleu_34856
ortholog_7496 Parliv_PL32973 gene-HOLleu_45133
ortholog_7497 Parliv_PL32592 gene-HOLleu_23781
ortholog_7498 Parliv_PL31903 gene-HOLleu_34975
ortholog_7499 Parliv_PL32465 gene-HOLleu_34512
ortholog_7500 Parliv_PL32576 gene-HOLleu_34511
ortholog_7501 Parliv_PL32529 gene-HOLleu_34584
ortholog_7502 Parliv_PL32455 gene-HOLleu_35378
ortholog_7503 Parliv_PL32924 gene-HOLleu_35247
ortholog_7504 Parliv_PL32262 gene-HOLleu_34575
ortholog_7505 Parliv_PL32621 gene-HOLleu_35169
ortholog_7506 Parliv_PL32007 gene-HOLleu_11361
ortholog_7507 Parliv_PL32181 gene-HOLleu_13367
ortholog_7508 Parliv_PL33001 gene-HOLleu_34500
ortholog_7509 Parliv_PL33506 gene-HOLleu_35495
ortholog_7510 Parliv_PL32665 gene-HOLleu_32511
ortholog_7511 Parliv_PL32652 gene-HOLleu_35275
ortholog_7512 Parliv_PL33305 gene-HOLleu_35061
ortholog_7513 Parliv_PL31878 gene-HOLleu_35060
ortholog_7514 Parliv_PL33288 gene-HOLleu_34502
ortholog_7515 Parliv_PL33230 gene-HOLleu_35079
ortholog_7516 Parliv_PL31867 gene-HOLleu_34303
ortholog_7517 Parliv_PL32301 gene-HOLleu_34827
ortholog_7518 Parliv_PL32110 gene-HOLleu_34826
ortholog_7519 Parliv_PL31875 gene-HOLleu_34706
ortholog_7520 Parliv_PL33327 gene-HOLleu_35058
ortholog_7521 Parliv_PL32496 gene-HOLleu_34263
ortholog_7522 Parliv_PL33323 gene-HOLleu_34265
ortholog_7523 Parliv_PL33468 gene-HOLleu_34266
ortholog_7524 Parliv_PL32511 gene-HOLleu_34725
ortholog_7525 Parliv_PL33140 gene-HOLleu_35278
ortholog_7526 Parliv_PL33064 gene-HOLleu_35229
ortholog_7527 Parliv_PL32557 gene-HOLleu_35227
ortholog_7528 Parliv_PL31871 gene-HOLleu_34466
ortholog_7529 Parliv_PL32238 gene-HOLleu_34509
ortholog_7530 Parliv_PL33228 gene-HOLleu_35512
ortholog_7531 Parliv_PL32798 gene-HOLleu_35339
ortholog_7532 Parliv_PL33458 gene-HOLleu_35343
ortholog_7533 Parliv_PL32430 gene-HOLleu_34973
ortholog_7534 Parliv_PL33459 gene-HOLleu_34974
ortholog_7535 Parliv_PL33307 gene-HOLleu_34376
ortholog_7536 Parliv_PL32400 gene-HOLleu_34429
ortholog_7537 Parliv_PL33193 gene-HOLleu_34504
ortholog_7538 Parliv_PL32903 gene-HOLleu_34793
ortholog_7539 Parliv_PL32263 gene-HOLleu_35120
ortholog_7540 Parliv_PL33411 gene-HOLleu_35473
ortholog_7541 Parliv_PL32478 gene-HOLleu_35474
ortholog_7542 Parliv_PL33263 gene-HOLleu_35215
ortholog_7543 Parliv_PL32450 gene-HOLleu_35127
ortholog_7544 Parliv_PL33238 gene-HOLleu_34769
ortholog_7545 Parliv_PL32937 gene-HOLleu_34684
ortholog_7546 Parliv_PL32565 gene-HOLleu_35189
ortholog_7547 Parliv_PL32454 gene-HOLleu_10864
ortholog_7548 Parliv_PL32298 gene-HOLleu_35420
ortholog_7549 Parliv_PL32738 gene-HOLleu_35036
ortholog_7550 Parliv_PL32344 gene-HOLleu_35034
ortholog_7551 Parliv_PL32021 gene-HOLleu_35033
ortholog_7552 Parliv_PL32130 gene-HOLleu_34581
ortholog_7553 Parliv_PL32194 gene-HOLleu_34452
ortholog_7554 Parliv_PL33198 gene-HOLleu_34524
ortholog_7555 Parliv_PL32329 gene-HOLleu_34521
ortholog_7556 Parliv_PL32307 gene-HOLleu_35467
ortholog_7557 Parliv_PL32858 gene-HOLleu_35466
ortholog_7558 Parliv_PL32654 gene-HOLleu_34745
ortholog_7559 Parliv_PL33298 gene-HOLleu_15887
ortholog_7560 Parliv_PL33392 gene-HOLleu_35304
ortholog_7561 Parliv_PL32943 gene-HOLleu_35506
ortholog_7562 Parliv_PL32285 gene-HOLleu_34771
ortholog_7563 Parliv_PL33482 gene-HOLleu_34520
ortholog_7564 Parliv_PL33223 gene-HOLleu_35024
ortholog_7565 Parliv_PL32428 gene-HOLleu_35504
ortholog_7566 Parliv_PL33133 gene-HOLleu_34852
ortholog_7567 Parliv_PL32780 gene-HOLleu_35503
ortholog_7568 Parliv_PL33461 gene-HOLleu_35465
ortholog_7569 Parliv_PL32067 gene-HOLleu_35464
ortholog_7570 Parliv_PL32563 gene-HOLleu_35200
ortholog_7571 Parliv_PL32984 gene-HOLleu_35204
ortholog_7572 Parliv_PL32192 gene-HOLleu_34904
ortholog_7573 Parliv_PL32311 gene-HOLleu_34903
ortholog_7574 Parliv_PL32836 gene-HOLleu_35011
ortholog_7575 Parliv_PL32817 gene-HOLleu_35003
ortholog_7576 Parliv_PL33215 gene-HOLleu_34517
ortholog_7577 Parliv_PL32468 gene-HOLleu_34993
ortholog_7578 Parliv_PL33268 gene-HOLleu_34988
ortholog_7579 Parliv_PL32142 gene-HOLleu_20922
ortholog_7580 Parliv_PL32707 gene-HOLleu_37153
ortholog_7581 Parliv_PL33074 gene-HOLleu_05829
ortholog_7582 Parliv_PL32929 gene-HOLleu_34686
ortholog_7583 Parliv_PL32708 gene-HOLleu_33761
ortholog_7584 Parliv_PL33346 gene-HOLleu_20435
ortholog_7585 Parliv_PL33160 gene-HOLleu_31355
ortholog_7586 Parliv_PL32223 gene-HOLleu_37378
ortholog_7587 Parliv_PL32692 gene-HOLleu_00669
ortholog_7588 Parliv_PL33342 gene-HOLleu_35223
ortholog_7589 Parliv_PL31829 gene-HOLleu_35516
ortholog_7590 Parliv_PL33347 gene-HOLleu_35484
ortholog_7591 Parliv_PL32159 gene-HOLleu_34331
ortholog_7592 Parliv_PL33280 gene-HOLleu_35282
ortholog_7593 Parliv_PL32631 gene-HOLleu_34463
ortholog_7594 Parliv_PL33176 gene-HOLleu_35381
ortholog_7595 Parliv_PL32796 gene-HOLleu_34937
ortholog_7596 Parliv_PL32801 gene-HOLleu_35025
ortholog_7597 Parliv_PL32051 gene-HOLleu_45209
ortholog_7598 Parliv_PL31857 gene-HOLleu_29271
ortholog_7599 Parliv_PL32352 gene-HOLleu_35249
ortholog_7600 Parliv_PL32234 gene-HOLleu_34343
ortholog_7601 Parliv_PL32832 gene-HOLleu_34437
ortholog_7602 Parliv_PL33087 gene-HOLleu_34994
ortholog_7603 Parliv_PL32941 gene-HOLleu_43089
ortholog_7604 Parliv_PL32017 gene-HOLleu_34431
ortholog_7605 Parliv_PL33208 gene-HOLleu_34998
ortholog_7606 Parliv_PL32074 gene-HOLleu_35195
ortholog_7607 Parliv_PL33235 gene-HOLleu_23784
ortholog_7608 Parliv_PL32132 gene-HOLleu_34542
ortholog_7609 Parliv_PL33206 gene-HOLleu_34623
ortholog_7610 Parliv_PL32794 gene-HOLleu_34620
ortholog_7611 Parliv_PL32356 gene-HOLleu_34573
ortholog_7612 Parliv_PL32057 gene-HOLleu_01730
ortholog_7613 Parliv_PL32617 gene-HOLleu_35388
ortholog_7614 Parliv_PL32326 gene-HOLleu_18345
ortholog_7615 Parliv_PL32088 gene-HOLleu_35558
ortholog_7616 Parliv_PL32646 gene-HOLleu_23747
ortholog_7617 Parliv_PL33246 gene-HOLleu_35799
ortholog_7618 Parliv_PL31904 gene-HOLleu_35119
ortholog_7619 Parliv_PL32096 gene-HOLleu_35299
ortholog_7620 Parliv_PL32354 gene-HOLleu_08190
ortholog_7621 Parliv_PL33101 gene-HOLleu_35350
ortholog_7622 Parliv_PL32493 gene-HOLleu_35450
ortholog_7623 Parliv_PL33391 gene-HOLleu_29797
ortholog_7624 Parliv_PL31821 gene-HOLleu_34594
ortholog_7625 Parliv_PL33373 gene-HOLleu_34682
ortholog_7626 Parliv_PL32050 gene-HOLleu_34718
ortholog_7627 Parliv_PL33437 gene-HOLleu_34803
ortholog_7628 Parliv_PL31808 gene-HOLleu_34847
ortholog_7629 Parliv_PL33356 gene-HOLleu_34386
ortholog_7630 Parliv_PL32396 gene-HOLleu_34389
ortholog_7631 Parliv_PL31824 gene-HOLleu_25928
ortholog_7632 Parliv_PL33119 gene-HOLleu_00460
ortholog_7633 Parliv_PL33093 gene-HOLleu_09760
ortholog_7634 Parliv_PL32838 gene-HOLleu_34980
ortholog_7635 Parliv_PL32383 gene-HOLleu_34326
ortholog_7636 Parliv_PL33089 gene-HOLleu_34327
ortholog_7637 Parliv_PL32701 gene-HOLleu_34369
ortholog_7638 Parliv_PL33046 gene-HOLleu_36778
ortholog_7639 Parliv_PL32599 gene-HOLleu_29738
ortholog_7640 Parliv_PL32860 gene-HOLleu_31519
ortholog_7641 Parliv_PL33446 gene-HOLleu_35704
ortholog_7642 Parliv_PL32053 gene-HOLleu_17144
ortholog_7643 Parliv_PL31915 gene-HOLleu_11140
ortholog_7644 Parliv_PL32377 gene-HOLleu_17536
ortholog_7645 Parliv_PL32609 gene-HOLleu_34334
ortholog_7646 Parliv_PL33274 gene-HOLleu_34401
ortholog_7647 Parliv_PL33115 gene-HOLleu_34403
ortholog_7648 Parliv_PL33127 gene-HOLleu_35485
ortholog_7649 Parliv_PL33402 gene-HOLleu_34519
ortholog_7650 Parliv_PL33384 gene-HOLleu_35285
ortholog_7651 Parliv_PL33326 gene-HOLleu_35091
ortholog_7652 Parliv_PL33075 gene-HOLleu_34467
ortholog_7653 Parliv_PL33337 gene-HOLleu_34475
ortholog_7654 Parliv_PL32909 gene-HOLleu_37234
ortholog_7655 Parliv_PL32886 gene-HOLleu_34848
ortholog_7656 Parliv_PL32613 gene-HOLleu_34849
ortholog_7657 Parliv_PL32868 gene-HOLleu_34811
ortholog_7658 Parliv_PL32702 gene-HOLleu_34930
ortholog_7659 Parliv_PL33026 gene-HOLleu_34929
ortholog_7660 Parliv_PL32676 gene-HOLleu_34928
ortholog_7661 Parliv_PL32013 gene-HOLleu_35411
ortholog_7662 Parliv_PL31833 gene-HOLleu_35410
ortholog_7663 Parliv_PL32127 gene-HOLleu_34738
ortholog_7664 Parliv_PL31970 gene-HOLleu_34737
ortholog_7665 Parliv_PL33423 gene-HOLleu_35488
ortholog_7666 Parliv_PL33052 gene-HOLleu_34495
ortholog_7667 Parliv_PL33517 gene-HOLleu_08047
ortholog_7668 Parliv_PL33533 gene-HOLleu_38686
ortholog_7669 Parliv_PL33564 gene-HOLleu_20364
ortholog_7670 Parliv_PL33578 gene-HOLleu_25387
ortholog_7671 Parliv_PL33575 gene-HOLleu_18800
ortholog_7672 Parliv_PL33615 gene-HOLleu_13491
ortholog_7673 Parliv_PL33620 gene-HOLleu_21593
ortholog_7674 Parliv_PL33621 gene-HOLleu_34259
ortholog_7675 Parliv_PL33630 gene-HOLleu_32638
ortholog_7676 Parliv_PL33640 gene-HOLleu_32496
ortholog_7677 Parliv_PL33637 gene-HOLleu_43161
ortholog_7678 Parliv_PL34790 gene-HOLleu_18783
ortholog_7679 Parliv_PL35187 gene-HOLleu_18030
ortholog_7680 Parliv_PL34478 gene-HOLleu_17681
ortholog_7681 Parliv_PL35103 gene-HOLleu_17851
ortholog_7682 Parliv_PL35543 gene-HOLleu_18254
ortholog_7683 Parliv_PL33909 gene-HOLleu_17389
ortholog_7684 Parliv_PL34257 gene-HOLleu_25500
ortholog_7685 Parliv_PL34866 gene-HOLleu_17813
ortholog_7686 Parliv_PL34021 gene-HOLleu_17770
ortholog_7687 Parliv_PL35183 gene-HOLleu_17773
ortholog_7688 Parliv_PL35214 gene-HOLleu_17775
ortholog_7689 Parliv_PL34281 gene-HOLleu_17785
ortholog_7690 Parliv_PL34099 gene-HOLleu_17783
ortholog_7691 Parliv_PL34573 gene-HOLleu_17780
ortholog_7692 Parliv_PL35368 gene-HOLleu_17779
ortholog_7693 Parliv_PL34178 gene-HOLleu_18784
