ortholog_1 g320 BL22201
ortholog_7076 g170333 BL13981
ortholog_7077 g170342 BL26127
ortholog_7078 g170372 BL00523
ortholog_7079 g170398 BL25762
ortholog_7080 g170432 BL03513
ortholog_7081 g170445 BL26194
ortholog_7082 g170480 BL17897
ortholog_7083 g170495 BL17892
ortholog_7084 g170541 BL12590
ortholog_7085 g170547 BL20643
ortholog_7086 g170549 BL19532
ortholog_7087 g170564 BL25957
ortholog_7088 g170567 BL26690
ortholog_7089 g170576 BL13897
ortholog_7090 g170584 BL13885
ortholog_7091 g170594 BL13888
ortholog_7092 g170641 BL21664
ortholog_7093 g170648 BL26017
ortholog_7094 g170656 BL22625
ortholog_7095 g170672 BL14374
ortholog_7096 g170710 BL21084
ortholog_7097 g170732 BL26171
ortholog_7098 g170761 BL25900
ortholog_7099 g170765 BL13899
ortholog_7100 g170778 BL13878
ortholog_7101 g170790 BL22775
ortholog_7102 g170805 BL19113
ortholog_7103 g170831 BL13987
ortholog_7104 g170838 BL26099
ortholog_7105 g170880 BL26100
ortholog_7106 g170903 BL21454
ortholog_7107 g170955 BL16587
ortholog_7108 g170966 BL21064
ortholog_7109 g170973 BL26098
ortholog_7110 g171011 BL26256
ortholog_7111 g171027 BL21131
ortholog_7112 g171038 BL16398
ortholog_7113 g171097 BL10810
ortholog_7114 g171185 BL21104
ortholog_7115 g171190 BL13970
ortholog_7116 g171196 BL07994
ortholog_7117 g171209 BL07993
ortholog_7118 g171215 BL26226
ortholog_7119 g171224 BL26016
ortholog_7120 g171270 BL26252
ortholog_7121 g171331 BL00072
ortholog_7122 g171446 BL14067
ortholog_7123 g171469 BL26006
ortholog_7124 g171491 BL18331
ortholog_7125 g171519 BL26061
ortholog_7126 g171521 BL26051
ortholog_7127 g171551 BL22799
ortholog_7128 g171614 BL26050
ortholog_7129 g171631 BL13986
ortholog_7130 g171678 BL13570
ortholog_7131 g171681 BL13102
ortholog_7132 g171692 BL25764
ortholog_7133 g171713 BL05419
ortholog_7134 g171734 BL25946
ortholog_7135 g171735 BL25947
ortholog_7136 g171760 BL00827
ortholog_7137 g171818 BL26125
ortholog_7138 g171820 BL26126
ortholog_7139 g171823 BL10787
ortholog_7140 g171848 BL09160
ortholog_7141 g171871 BL13910
ortholog_7142 g171908 BL26024
ortholog_7143 g171954 BL12026
ortholog_7144 g172022 BL11281
ortholog_7145 g172023 BL04512
ortholog_7146 g172035 BL13876
ortholog_7147 g172052 BL00100
ortholog_7148 g172111 BL10823
ortholog_7149 g172112 BL10820
ortholog_7150 g172168 BL25934
ortholog_7151 g172185 BL25816
ortholog_7152 g172192 BL13956
ortholog_7153 g172213 BL25908
ortholog_7154 g172245 BL10809
ortholog_7155 g172249 BL13948
ortholog_7156 g172280 BL13949
ortholog_7157 g172307 BL22795
ortholog_7158 g172424 BL25779
ortholog_7159 g172440 BL13843
ortholog_7160 g172445 BL25988
ortholog_7161 g172459 BL04034
ortholog_7162 g172524 BL25960
ortholog_7163 g172537 BL26248
ortholog_7164 g172540 BL26246
ortholog_7165 g172558 BL13969
ortholog_7166 g172588 BL26071
ortholog_7167 g172659 BL05110
ortholog_7168 g172709 BL26147
ortholog_7169 g172713 BL26145
ortholog_7170 g172723 BL21130
ortholog_7171 g172737 BL21073
ortholog_7172 g172742 BL25889
ortholog_7173 g172773 BL25842
ortholog_7174 g172813 BL26144
ortholog_7175 g172818 BL13912
ortholog_7176 g172911 BL26193
ortholog_7177 g172935 BL27409
ortholog_7178 g173037 BL21089
ortholog_7179 g173089 BL21088
ortholog_7180 g173146 BL26042
ortholog_7181 g173152 BL26043
ortholog_7182 g173155 BL26672
ortholog_7183 g173179 BL03899
ortholog_7184 g173193 BL25775
ortholog_7185 g173203 BL20804
ortholog_7186 g173208 BL26236
ortholog_7187 g173226 BL26009
ortholog_7188 g173253 BL26010
ortholog_7189 g173256 BL26105
ortholog_7190 g173278 BL25759
ortholog_7191 g173281 BL25760
ortholog_7192 g173284 BL25850
ortholog_7193 g173291 BL25851
ortholog_7194 g173305 BL05723
ortholog_7195 g173534 BL17890
ortholog_7196 g173541 BL17891
ortholog_7197 g173596 BL10832
ortholog_7198 g173607 BL02052
ortholog_7199 g173609 BL25859
ortholog_7200 g173678 BL26053
ortholog_7201 g173690 BL10770
ortholog_7202 g173725 BL26057
ortholog_7203 g173806 BL25992
ortholog_7204 g173816 BL06799
ortholog_7205 g173851 BL19675
ortholog_7206 g173857 BL25958
ortholog_7207 g173872 BL15821
ortholog_7208 g173910 BL17438
ortholog_7209 g173921 BL16642
ortholog_7210 g173928 BL27472
ortholog_7211 g173969 BL16640
ortholog_7212 g173980 BL26129
ortholog_7213 g174014 BL25756
ortholog_7214 g174166 BL22808
ortholog_7215 g174188 BL07100
ortholog_7216 g174228 BL05102
ortholog_7217 g174245 BL22815
ortholog_7218 g174266 BL16669
ortholog_7219 g174311 BL04533
ortholog_7220 g174390 BL06782
ortholog_7221 g174641 BL16567
ortholog_7222 g174667 BL00975
ortholog_7223 g174673 BL01345
ortholog_7224 g174710 BL18145
ortholog_7225 g174803 BL00728
ortholog_7226 g175049 BL22759
ortholog_7227 g175096 BL22460
ortholog_7228 g175102 BL16344
ortholog_7229 g175184 BL25871
ortholog_7230 g175204 BL21070
ortholog_7231 g175236 BL17215
ortholog_7232 g175330 BL21492
ortholog_7233 g175356 BL12489
ortholog_7234 g175364 BL26109
ortholog_7235 g175487 BL25810
ortholog_7236 g175607 BL05630
ortholog_7237 g175701 BL18038
ortholog_7238 g175710 BL11092
ortholog_7239 g175734 BL02178
ortholog_7240 g175749 BL12371
ortholog_7241 g175758 BL12090
ortholog_7242 g175822 BL11084
ortholog_7243 g175824 BL07580
ortholog_7244 g175890 BL26632
ortholog_7245 g175898 BL00257
ortholog_7246 g175919 BL02197
ortholog_7247 g175937 BL24948
ortholog_7248 g175985 BL02190
ortholog_7249 g176012 BL08196
ortholog_7250 g176097 BL00381
ortholog_7251 g176140 BL23251
ortholog_7252 g176182 BL13829
ortholog_7253 g176202 BL12369
ortholog_7254 g176309 BL20690
ortholog_7255 g176424 BL18993
ortholog_7256 g176507 BL13806
ortholog_7257 g176531 BL20343
ortholog_7258 g176548 BL02308
ortholog_7259 g176651 BL12069
ortholog_7260 g176657 BL20667
ortholog_7261 g176661 BL02220
ortholog_7262 g176674 BL02221
ortholog_7263 g176684 BL02132
ortholog_7264 g176717 BL04631
ortholog_7265 g176722 BL04632
ortholog_7266 g176740 BL15063
ortholog_7267 g176746 BL12331
ortholog_7268 g176786 BL19296
ortholog_7269 g176787 BL19287
ortholog_7270 g176827 BL18992
ortholog_7271 g176920 BL13823
ortholog_7272 g176992 BL19761
ortholog_7273 g177088 BL02978
ortholog_7274 g177096 BL02071
ortholog_7275 g177128 BL20653
ortholog_7276 g177133 BL26617
ortholog_7277 g177145 BL02281
ortholog_7278 g177162 BL06363
ortholog_7279 g177164 BL26616
ortholog_7280 g177209 BL20645
ortholog_7281 g177319 BL15344
ortholog_7282 g177357 BL26620
ortholog_7283 g177406 BL06805
ortholog_7284 g177626 BL02309
ortholog_7285 g177672 BL12363
ortholog_7286 g177716 BL14225
ortholog_7287 g177786 BL02100
ortholog_7288 g177841 BL22502
ortholog_7289 g177887 BL04637
ortholog_7290 g177939 BL11431
ortholog_7291 g177946 BL08807
ortholog_7292 g177963 BL12336
ortholog_7293 g177974 BL22677
ortholog_7294 g177991 BL02218
ortholog_7295 g178071 BL02593
ortholog_7296 g178076 BL27340
ortholog_7297 g178145 BL02105
ortholog_7298 g178161 BL02153
ortholog_7299 g178168 BL02238
ortholog_7300 g178421 BL13251
ortholog_7301 g178451 BL02213
ortholog_7302 g178459 BL02287
ortholog_7303 g178500 BL08227
ortholog_7304 g178598 BL02101
ortholog_7305 g178610 BL22285
ortholog_7306 g178641 BL04792
ortholog_7307 g178672 BL05062
ortholog_7308 g178709 BL04142
ortholog_7309 g178734 BL04610
ortholog_7310 g178747 BL02036
ortholog_7311 g178757 BL02035
ortholog_7312 g178781 BL23184
ortholog_7313 g178791 BL12332
ortholog_7314 g178806 BL27490
ortholog_7315 g178889 BL22018
ortholog_7316 g178955 BL23968
ortholog_7317 g178986 BL22913
ortholog_7318 g179027 BL12077
ortholog_7319 g179072 BL13311
ortholog_7320 g179079 BL23457
ortholog_7321 g179082 BL02324
ortholog_7322 g179121 BL02423
ortholog_7323 g179150 BL06525
ortholog_7324 g179161 BL09543
ortholog_7325 g179176 BL22016
ortholog_7326 g179178 BL22013
ortholog_7327 g179183 BL08455
ortholog_7328 g179204 BL20695
ortholog_7329 g179226 BL20696
ortholog_7330 g179246 BL13994
ortholog_7331 g179255 BL23252
ortholog_7332 g179287 BL02012
ortholog_7333 g179303 BL08789
ortholog_7334 g179312 BL26628
ortholog_7335 g179319 BL19757
ortholog_7336 g179328 BL26676
ortholog_7337 g179363 BL13798
ortholog_7338 g179375 BL13800
ortholog_7339 g179379 BL08786
ortholog_7340 g179452 BL24703
ortholog_7341 g179470 BL19364
ortholog_7342 g179499 BL03273
ortholog_7343 g179520 BL26633
ortholog_7344 g179556 BL04587
ortholog_7345 g179619 BL08208
ortholog_7346 g179635 BL18938
ortholog_7347 g179695 BL04573
ortholog_7348 g179703 BL02319
ortholog_7349 g179721 BL04075
ortholog_7350 g179737 BL02242
ortholog_7351 g179740 BL15564
ortholog_7352 g179755 BL14395
ortholog_7353 g179805 BL25415
ortholog_7354 g179808 BL21361
ortholog_7355 g179819 BL25461
ortholog_7356 g179824 BL02015
ortholog_7357 g179838 BL18107
ortholog_7358 g179853 BL01498
ortholog_7359 g179865 BL07672
ortholog_7360 g179906 BL12339
ortholog_7361 g179951 BL02210
ortholog_7362 g180106 BL15401
ortholog_7363 g180124 BL02323
ortholog_7364 g180188 BL17272
ortholog_7365 g180204 BL19294
ortholog_7366 g180215 BL02116
ortholog_7367 g180273 BL20689
ortholog_7368 g180304 BL08199
ortholog_7369 g180321 BL04564
ortholog_7370 g180339 BL17275
ortholog_7371 g180375 BL13771
ortholog_7372 g180441 BL02017
ortholog_7373 g180475 BL02060
ortholog_7374 g180479 BL08472
ortholog_7375 g180558 BL16222
ortholog_7376 g180572 BL02169
ortholog_7377 g180578 BL04960
ortholog_7378 g180588 BL18246
ortholog_7379 g180605 BL13983
ortholog_7380 g180625 BL02279
ortholog_7381 g180661 BL02103
ortholog_7382 g180680 BL00445
ortholog_7383 g180832 BL26626
ortholog_7384 g180843 BL02320
ortholog_7385 g180863 BL13830
ortholog_7386 g180868 BL04616
ortholog_7387 g180987 BL02160
ortholog_7388 g181020 BL02032
ortholog_7389 g181035 BL02033
ortholog_7390 g181048 BL02023
ortholog_7391 g181049 BL17761
ortholog_7392 g181077 BL07787
ortholog_7393 g181199 BL26614
ortholog_7394 g181294 BL02222
ortholog_7395 g181304 BL02223
ortholog_7396 g181314 BL02272
ortholog_7397 g181350 BL12372
ortholog_7398 g181352 BL08793
ortholog_7399 g181358 BL02226
ortholog_7400 g181403 BL26639
ortholog_7401 g181417 BL02028
ortholog_7402 g181431 BL02107
ortholog_7403 g181490 BL13781
ortholog_7404 g181522 BL02140
ortholog_7405 g181534 BL02029
ortholog_7406 g181556 BL02030
ortholog_7407 g181562 BL02031
ortholog_7408 g181584 BL02146
ortholog_7409 g181645 BL13850
ortholog_7410 g181666 BL20685
ortholog_7411 g181669 BL03794
ortholog_7412 g181675 BL04352
ortholog_7413 g181700 BL20700
ortholog_7414 g181737 BL15156
ortholog_7415 g181781 BL01502
ortholog_7416 g181836 BL12354
ortholog_7417 g181863 BL08791
ortholog_7418 g181875 BL27856
ortholog_7419 g181967 BL11181
ortholog_7420 g181980 BL25793
ortholog_7421 g182059 BL09387
ortholog_7422 g182065 BL06377
ortholog_7423 g182074 BL26634
ortholog_7424 g182103 BL02230
ortholog_7425 g182200 BL06130
ortholog_7426 g182224 BL03192
ortholog_7427 g182228 BL26261
ortholog_7428 g182268 BL02042
ortholog_7429 g182292 BL05600
ortholog_7430 g182297 BL02025
ortholog_7431 g182339 BL08808
ortholog_7432 g182345 BL08809
ortholog_7433 g182374 BL15972
ortholog_7434 g182422 BL12359
ortholog_7435 g182444 BL13770
ortholog_7436 g182469 BL02214
ortholog_7437 g182504 BL02005
ortholog_7438 g182531 BL13776
ortholog_7439 g182542 BL20682
ortholog_7440 g182729 BL06668
ortholog_7441 g182824 BL08801
ortholog_7442 g182959 BL02282
ortholog_7443 g183354 BL19242
ortholog_7444 g183457 BL01149
ortholog_7445 g183646 BL28176
ortholog_7446 g183670 BL17342
ortholog_7447 g183719 BL26118
ortholog_7448 g183910 BL00652
ortholog_7449 g183942 BL10243
ortholog_7450 g184082 BL22963
ortholog_7451 g184120 BL10383
ortholog_7452 g184217 BL20845
ortholog_7453 g184385 BL16666
ortholog_7454 g184469 BL17155
ortholog_7455 g184478 BL10297
ortholog_7456 g184481 BL27829
ortholog_7457 g184728 BL14386
ortholog_7458 g184902 BL28133
ortholog_7459 g184906 BL27527
ortholog_7460 g184911 BL27526
ortholog_7461 g184933 BL27525
ortholog_7462 g184975 BL08097
ortholog_7463 g185010 BL27840
ortholog_7464 g185015 BL27841
ortholog_7465 g185033 BL27368
ortholog_7466 g185062 BL27367
ortholog_7467 g185067 BL27907
ortholog_7468 g185070 BL27908
ortholog_7469 g185080 BL19595
ortholog_7470 g185089 BL05914
ortholog_7471 g185091 BL17572
ortholog_7472 g185094 BL28007
ortholog_7473 g185158 BL11024
ortholog_7474 g185161 BL10960
ortholog_7475 g185162 BL27426
ortholog_7476 g185176 BL12736
ortholog_7477 g185215 BL07860
ortholog_7478 g185225 BL07861
ortholog_7479 g185230 BL09393
ortholog_7480 g185256 BL27418
ortholog_7481 g185264 BL09264
ortholog_7482 g185270 BL21211
ortholog_7483 g185321 BL28166
ortholog_7484 g185327 BL28167
ortholog_7485 g185339 BL28010
ortholog_7486 g185352 BL27510
ortholog_7487 g185369 BL09319
ortholog_7488 g185374 BL09312
ortholog_7489 g185375 BL21209
ortholog_7490 g185392 BL27886
ortholog_7491 g185404 BL09430
ortholog_7492 g185409 BL27617
ortholog_7493 g185411 BL27618
ortholog_7494 g185413 BL27619
ortholog_7495 g185416 BL11938
ortholog_7496 g185430 BL21809
ortholog_7497 g185431 BL20284
ortholog_7498 g185436 BL26146
ortholog_7499 g185437 BL27605
ortholog_7500 g185463 BL10094
ortholog_7501 g185466 BL11853
ortholog_7502 g185474 BL02946
ortholog_7503 g185500 BL09366
ortholog_7504 g185505 BL27986
ortholog_7505 g185530 BL11936
ortholog_7506 g185561 BL27893
ortholog_7507 g185576 BL27983
ortholog_7508 g185583 BL20891
ortholog_7509 g185598 BL28016
ortholog_7510 g185600 BL28028
ortholog_7511 g185644 BL27262
ortholog_7512 g185738 BL22866
ortholog_7513 g185748 BL04436
ortholog_7514 g185754 BL09314
ortholog_7515 g185761 BL28052
ortholog_7516 g185766 BL27647
ortholog_7517 g185805 BL21540
ortholog_7518 g185833 BL27805
ortholog_7519 g185835 BL12671
ortholog_7520 g185846 BL21631
ortholog_7521 g185849 BL27597
ortholog_7522 g185856 BL27598
ortholog_7523 g185862 BL28082
ortholog_7524 g185867 BL27541
ortholog_7525 g185873 BL25857
ortholog_7526 g185882 BL09253
ortholog_7527 g185898 BL27892
ortholog_7528 g185903 BL27891
ortholog_7529 g185904 BL27890
ortholog_7530 g185917 BL17488
ortholog_7531 g185920 BL17489
ortholog_7532 g185921 BL28124
ortholog_7533 g185922 BL28125
ortholog_7534 g185951 BL27622
ortholog_7535 g185962 BL04642
ortholog_7536 g185976 BL09261
ortholog_7537 g185985 BL23179
ortholog_7538 g186100 BL09157
ortholog_7539 g186124 BL09485
ortholog_7540 g186132 BL27871
ortholog_7541 g186138 BL27872
ortholog_7542 g186156 BL27777
ortholog_7543 g186179 BL28144
ortholog_7544 g186192 BL27713
ortholog_7545 g186202 BL09262
ortholog_7546 g186209 BL27902
ortholog_7547 g186214 BL28123
ortholog_7548 g186220 BL27930
ortholog_7549 g186226 BL11473
ortholog_7550 g186244 BL09482
ortholog_7551 g186257 BL09480
ortholog_7552 g186304 BL27450
ortholog_7553 g186315 BL07275
ortholog_7554 g186332 BL09270
ortholog_7555 g186363 BL09365
ortholog_7556 g186366 BL09361
ortholog_7557 g186373 BL27451
ortholog_7558 g186377 BL15352
ortholog_7559 g186383 BL27851
ortholog_7560 g186488 BL27054
ortholog_7561 g186497 BL27669
ortholog_7562 g186628 BL28122
ortholog_7563 g186722 BL27965
ortholog_7564 g186728 BL27964
ortholog_7565 g186729 BL27821
ortholog_7566 g186730 BL27826
ortholog_7567 g186735 BL27530
ortholog_7568 g186738 BL27475
ortholog_7569 g186753 BL22036
ortholog_7570 g186765 BL06647
ortholog_7571 g186784 BL27457
ortholog_7572 g186787 BL10053
ortholog_7573 g186790 BL15361
ortholog_7574 g186793 BL27400
ortholog_7575 g186822 BL20111
ortholog_7576 g186846 BL27608
ortholog_7577 g186854 BL01108
ortholog_7578 g186944 BL09449
ortholog_7579 g186984 BL26095
ortholog_7580 g187063 BL26002
ortholog_7581 g187068 BL27991
ortholog_7582 g187070 BL21563
ortholog_7583 g187163 BL10189
ortholog_7584 g187168 BL27520
ortholog_7585 g187192 BL27601
ortholog_7586 g187219 BL27620
ortholog_7587 g187228 BL27960
ortholog_7588 g187242 BL27642
ortholog_7589 g187260 BL18846
ortholog_7590 g187269 BL14829
ortholog_7591 g187279 BL10096
ortholog_7592 g187281 BL14825
ortholog_7593 g187282 BL11834
ortholog_7594 g187308 BL27924
ortholog_7595 g187312 BL04187
ortholog_7596 g187314 BL04186
ortholog_7597 g187317 BL27751
ortholog_7598 g187321 BL24430
ortholog_7599 g187369 BL17461
ortholog_7600 g187378 BL28067
ortholog_7601 g187382 BL28066
ortholog_7602 g187410 BL18406
ortholog_7603 g187429 BL09301
ortholog_7604 g187450 BL27529
ortholog_7605 g187459 BL09405
ortholog_7606 g187494 BL27353
ortholog_7607 g187502 BL23541
ortholog_7608 g187510 BL27454
ortholog_7609 g187523 BL27453
ortholog_7610 g187552 BL09289
ortholog_7611 g187556 BL16020
ortholog_7612 g187564 BL21659
ortholog_7613 g187607 BL09304
ortholog_7614 g187614 BL28002
ortholog_7615 g187649 BL26089
ortholog_7616 g187656 BL21187
ortholog_7617 g187670 BL16434
ortholog_7618 g187675 BL17507
ortholog_7619 g187685 BL28049
ortholog_7620 g187692 BL28042
ortholog_7621 g187696 BL28168
ortholog_7622 g187704 BL27774
ortholog_7623 g187712 BL27775
ortholog_7624 g187713 BL18132
ortholog_7625 g187724 BL11795
ortholog_7626 g187730 BL28170
ortholog_7627 g187767 BL23886
ortholog_7628 g187775 BL23885
ortholog_7629 g187802 BL13785
ortholog_7630 g187816 BL08846
ortholog_7631 g187818 BL01572
ortholog_7632 g187839 BL27997
ortholog_7633 g187846 BL27412
ortholog_7634 g187945 BL09353
ortholog_7635 g187953 BL10668
ortholog_7636 g187959 BL28039
ortholog_7637 g187976 BL17102
ortholog_7638 g187980 BL20078
ortholog_7639 g187986 BL21207
ortholog_7640 g187998 BL21208
ortholog_7641 g188031 BL27372
ortholog_7642 g188056 BL27522
ortholog_7643 g188076 BL05518
ortholog_7644 g188081 BL21137
ortholog_7645 g188109 BL28023
ortholog_7646 g188121 BL28033
ortholog_7647 g188182 BL27614
ortholog_7648 g188183 BL05750
ortholog_7649 g188202 BL26777
ortholog_7650 g188280 BL27347
ortholog_7651 g188296 BL27609
ortholog_7652 g188319 BL27610
ortholog_7653 g188338 BL28080
ortholog_7654 g188381 BL28155
ortholog_7655 g188383 BL09291
ortholog_7656 g188392 BL08753
ortholog_7657 g188396 BL27766
ortholog_7658 g188399 BL27765
ortholog_7659 g188422 BL09374
ortholog_7660 g188431 BL28068
ortholog_7661 g188434 BL09373
ortholog_7662 g188458 BL09372
ortholog_7663 g188466 BL27877
ortholog_7664 g188467 BL27876
ortholog_7665 g188522 BL09347
ortholog_7666 g188529 BL27691
ortholog_7667 g188537 BL27883
ortholog_7668 g188542 BL27882
ortholog_7669 g188569 BL22718
ortholog_7670 g188606 BL07488
ortholog_7671 g188607 BL07489
ortholog_7672 g188667 BL07485
ortholog_7673 g188731 BL07490
ortholog_7674 g188762 BL27270
ortholog_7675 g188766 BL11952
ortholog_7676 g188768 BL21501
ortholog_7677 g188785 BL16973
ortholog_7678 g188791 BL16976
ortholog_7679 g188814 BL00332
ortholog_7680 g188824 BL16508
ortholog_7681 g188840 BL28181
ortholog_7682 g188888 BL27471
ortholog_7683 g188919 BL25623
ortholog_7684 g188934 BL27393
ortholog_7685 g188947 BL28119
ortholog_7686 g188952 BL09318
ortholog_7687 g188954 BL27804
ortholog_7688 g188959 BL28015
ortholog_7689 g188963 BL28013
ortholog_7690 g188964 BL28014
ortholog_7691 g188988 BL27559
ortholog_7692 g188989 BL15207
ortholog_7693 g189015 BL27441
ortholog_7694 g189039 BL00372
ortholog_7695 g189063 BL27273
ortholog_7696 g189122 BL01599
ortholog_7697 g189130 BL19955
ortholog_7698 g189150 BL27339
ortholog_7699 g189165 BL27549
ortholog_7700 g189172 BL24423
ortholog_7701 g189181 BL11014
ortholog_7702 g189192 BL09403
ortholog_7703 g189201 BL09336
ortholog_7704 g189203 BL27602
ortholog_7705 g189221 BL02907
ortholog_7706 g189225 BL27603
ortholog_7707 g189229 BL27828
ortholog_7708 g189231 BL27707
ortholog_7709 g189238 BL27708
ortholog_7710 g189240 BL09423
ortholog_7711 g189275 BL10976
ortholog_7712 g189343 BL28071
ortholog_7713 g189367 BL09204
ortholog_7714 g189385 BL27969
ortholog_7715 g189415 BL27488
ortholog_7716 g189436 BL27808
ortholog_7717 g189443 BL23878
ortholog_7718 g189460 BL09335
ortholog_7719 g189464 BL02631
ortholog_7720 g189469 BL16023
ortholog_7721 g189471 BL28141
ortholog_7722 g189473 BL28142
ortholog_7723 g189482 BL18020
ortholog_7724 g189488 BL18007
ortholog_7725 g189498 BL11925
ortholog_7726 g189504 BL27402
ortholog_7727 g189519 BL24126
ortholog_7728 g189532 BL27961
ortholog_7729 g189542 BL25490
ortholog_7730 g189556 BL16979
ortholog_7731 g189557 BL00020
ortholog_7732 g189595 BL16010
ortholog_7733 g189600 BL13624
ortholog_7734 g189604 BL20716
ortholog_7735 g189624 BL09404
ortholog_7736 g189667 BL27830
ortholog_7737 g189678 BL27832
ortholog_7738 g189690 BL21943
ortholog_7739 g189699 BL27612
ortholog_7740 g189725 BL08542
ortholog_7741 g189753 BL27643
ortholog_7742 g189787 BL27988
ortholog_7743 g189812 BL03565
ortholog_7744 g189861 BL28009
ortholog_7745 g189910 BL27420
ortholog_7746 g190000 BL17355
ortholog_7747 g190018 BL20920
ortholog_7748 g190042 BL00276
ortholog_7749 g190046 BL27414
ortholog_7750 g190056 BL27445
ortholog_7751 g190069 BL24614
ortholog_7752 g190117 BL09473
ortholog_7753 g190121 BL09466
ortholog_7754 g190122 BL15391
ortholog_7755 g190125 BL27564
ortholog_7756 g190130 BL27532
ortholog_7757 g190137 BL27623
ortholog_7758 g190141 BL27624
ortholog_7759 g190153 BL17705
ortholog_7760 g190160 BL09431
ortholog_7761 g190263 BL28165
ortholog_7762 g190316 BL24268
ortholog_7763 g190319 BL00364
ortholog_7764 g190329 BL27835
ortholog_7765 g190399 BL26000
ortholog_7766 g190420 BL22065
ortholog_7767 g190435 BL24744
ortholog_7768 g190446 BL27915
ortholog_7769 g190469 BL27674
ortholog_7770 g190517 BL27836
ortholog_7771 g190540 BL27555
ortholog_7772 g190542 BL06446
ortholog_7773 g190570 BL15426
ortholog_7774 g190586 BL12581
ortholog_7775 g190615 BL27438
ortholog_7776 g190633 BL27739
ortholog_7777 g190644 BL27925
ortholog_7778 g190668 BL14499
ortholog_7779 g190673 BL27987
ortholog_7780 g190675 BL23355
ortholog_7781 g190678 BL09363
ortholog_7782 g190684 BL09275
ortholog_7783 g190710 BL05423
ortholog_7784 g190723 BL00277
ortholog_7785 g190755 BL17516
ortholog_7786 g190767 BL27763
ortholog_7787 g190776 BL07181
ortholog_7788 g190788 BL26305
ortholog_7789 g190817 BL21869
ortholog_7790 g190822 BL27634
ortholog_7791 g190825 BL11940
ortholog_7792 g190828 BL25621
ortholog_7793 g190834 BL10959
ortholog_7794 g190842 BL09439
ortholog_7795 g190846 BL27448
ortholog_7796 g190862 BL12048
ortholog_7797 g190874 BL27951
ortholog_7798 g190878 BL27952
ortholog_7799 g190896 BL27615
ortholog_7800 g190925 BL27616
ortholog_7801 g190936 BL07537
ortholog_7802 g190954 BL27354
ortholog_7803 g190968 BL27887
ortholog_7804 g190969 BL27274
ortholog_7805 g190973 BL27729
ortholog_7806 g190979 BL27884
ortholog_7807 g190989 BL09348
ortholog_7808 g191005 BL17511
ortholog_7809 g191024 BL17512
ortholog_7810 g191028 BL17513
ortholog_7811 g191032 BL19916
ortholog_7812 g191034 BL05489
ortholog_7813 g191096 BL25728
ortholog_7814 g191117 BL12579
ortholog_7815 g191134 BL12578
ortholog_7816 g191173 BL18271
ortholog_7817 g191226 BL27810
ortholog_7818 g191234 BL27945
ortholog_7819 g191238 BL27946
ortholog_7820 g191240 BL27346
ortholog_7821 g191243 BL27948
ortholog_7822 g191256 BL27658
ortholog_7823 g191268 BL03036
ortholog_7824 g191325 BL27865
ortholog_7825 g191326 BL27866
ortholog_7826 g191359 BL27378
ortholog_7827 g191363 BL27377
ortholog_7828 g191368 BL27376
ortholog_7829 g191370 BL27410
ortholog_7830 g191375 BL27843
ortholog_7831 g191377 BL09328
ortholog_7832 g191378 BL09329
ortholog_7833 g191398 BL27648
ortholog_7834 g191400 BL25175
ortholog_7835 g191421 BL09293
ortholog_7836 g191492 BL23901
ortholog_7837 g191501 BL05684
ortholog_7838 g191528 BL28017
ortholog_7839 g191546 BL05739
ortholog_7840 g191560 BL11937
ortholog_7841 g191582 BL27854
ortholog_7842 g191590 BL27817
ortholog_7843 g191602 BL27673
ortholog_7844 g191620 BL17922
ortholog_7845 g191657 BL27385
ortholog_7846 g191661 BL24825
ortholog_7847 g191684 BL27984
ortholog_7848 g191718 BL28000
ortholog_7849 g191721 BL27640
ortholog_7850 g191724 BL27641
ortholog_7851 g191725 BL24207
ortholog_7852 g191747 BL28005
ortholog_7853 g191779 BL28004
ortholog_7854 g191781 BL27684
ortholog_7855 g191799 BL09320
ortholog_7856 g191801 BL25074
ortholog_7857 g191803 BL16975
ortholog_7858 g191822 BL07094
ortholog_7859 g191826 BL27972
ortholog_7860 g191850 BL27477
ortholog_7861 g191902 BL28036
ortholog_7862 g191930 BL09402
ortholog_7863 g191936 BL15999
ortholog_7864 g191941 BL27698
ortholog_7865 g191946 BL27904
ortholog_7866 g191953 BL27905
ortholog_7867 g191965 BL27906
ortholog_7868 g191981 BL16337
ortholog_7869 g191985 BL09425
ortholog_7870 g192007 BL09359
ortholog_7871 g192027 BL14518
ortholog_7872 g192041 BL28011
ortholog_7873 g192096 BL25306
ortholog_7874 g192097 BL15496
ortholog_7875 g192106 BL27435
ortholog_7876 g192115 BL27434
ortholog_7877 g192124 BL27436
ortholog_7878 g192131 BL15987
ortholog_7879 g192140 BL21228
ortholog_7880 g192146 BL21215
ortholog_7881 g192149 BL15993
ortholog_7882 g192157 BL15997
ortholog_7883 g192163 BL15995
ortholog_7884 g192234 BL28027
ortholog_7885 g192362 BL21218
ortholog_7886 g192401 BL27630
ortholog_7887 g192495 BL27401
ortholog_7888 g192498 BL28081
ortholog_7889 g192515 BL27803
ortholog_7890 g192521 BL27444
ortholog_7891 g192590 BL27985
ortholog_7892 g192631 BL27714
ortholog_7893 g192705 BL00289
ortholog_7894 g192735 BL07348
ortholog_7895 g192737 BL16045
ortholog_7896 g192749 BL16042
ortholog_7897 g192762 BL18650
